milliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.9983467887324702,1.0007624408264857,0.0005471531223024533,-0.0005829500917923793,0.00022884855671987208,0.0009969984725728767,3.3778406935687612e-06,0.04859171532687821,0.0001105368466716548,5.7364545882589075e-06,0.009467450903271642,1.133913330760787e-05,4.0697041583733105e-06,0.009625404225611079
100,0.9889819382811778,0.9983941269674101,0.0005886011281507243,0.003560125873920561,0.00022467369525536592,0.0009218777086879526,3.7300867091574254e-06,0.04445820506279195,0.00011030120510122596,0.0006957379253606823,0.009445537236843243,1.4450772684045628e-05,3.3857554306409534e-06,0.008894272633994706
200,0.9844255584340751,0.9951794839021857,0.0004719854785414315,0.004571962186350277,0.00022693257744667154,0.0010587049802797393,5.326779619110497e-06,0.04264613614708877,0.0001104655198941792,0.0011728635357589146,0.009443941805429491,3.839926136162301e-06,1.54084026134044e-05,0.008438980482710119
300,0.9770868612244579,0.9941239882563873,0.0005262951265994472,0.007736569328410793,0.0002237826876321602,0.0009562592365336501,5.9837627974484445e-06,0.04077168556911965,0.00011023495964653055,0.0017185830183299219,0.009386629141350366,9.418387053361802e-06,2.456304109130598e-05,0.008020368125432976
400,0.9698947527571802,0.9909092267958186,0.00042076380856373853,0.011669215673024482,0.00022181339350996519,0.0010563905755936911,6.23938510551382e-06,0.03767060569553562,0.00010903668326665113,0.0020574074026642034,0.009358106810801606,6.201325995266973e-06,3.418791380958813e-05,0.0075720021840180686
500,0.9680889905265622,0.9914236146641506,0.0005751467070230274,0.010470336214344657,0.00022216534306281898,0.0009605091398836362,7.581821089160672e-06,0.03853457369378257,0.00010870958415578194,0.0023150432693212135,0.009353953811512066,1.935783764173884e-05,6.060000797208682e-05,0.007510830624990955
600,0.9677347392546783,0.990595713428421,0.0005329623527984566,0.01177693450819853,0.00022022586609766166,0.0009769474598306516,8.005008443595138e-06,0.03577235517685662,0.0001095807114222146,0.002362379000251273,0.009354076741924131,3.2096597967519696e-05,7.049875098045258e-05,0.007461226202688446
700,0.9663653488130446,0.9878289252908609,0.000500864820734339,0.012657720765607488,0.00021493075533512616,0.0010653556643825009,1.0118322898037476e-05,0.03444624741586442,0.00010867551712624027,0.002530164957792139,0.009291532379786752,2.850015350968126e-05,6.554139843983663e-05,0.007255299811141182
800,0.9635614533964979,0.98766520997711,0.0005452809721213405,0.015470291953969506,0.0002136305711872872,0.001083333594405302,1.1087105877977762e-05,0.03280373856960716,0.00010819839138569955,0.0025164176798471907,0.009258236112848192,3.827827937741563e-05,9.042264735637374e-05,0.006935521432756055
900,0.9614468581593223,0.9873630565568601,0.0005574006859472314,0.017820993376855596,0.0002153008343842964,0.0010396183536398288,1.1006747399882135e-05,0.03250112050541466,0.0001078533179369936,0.0025073655843899905,0.009248045451231299,5.331822807921691e-05,8.72401256914519e-05,0.007095000991316396
