milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,116.0,93.0,155.0,236.0,973.0,5178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6
100,116.0,92.5485848556803,154.99828217551004,235.99999999999997,972.9999999999995,5178.0,0.4496973198295141,0.001717170115424208,6.543474171750966e-07,2.703237935784211e-11,1.4153284507296418e-14,2.0882423495234324e-17,5.935392883908115e-14,7.047367243802908e-13,7.047367243802908e-13,1.7330975410747908e-15,1.7330975410747908e-15,16.6
200,116.0,92.09961395585381,154.99315862231538,235.99999999999653,972.9999999999582,5178.0,0.8935446664616864,0.0068361605231662724,5.216320152851889e-06,8.404285052683904e-10,8.571489885849972e-13,2.3715531163635298e-15,3.5370766603879448e-12,4.19973516206805e-11,4.19973516206805e-11,1.968225994188789e-13,1.968225994188789e-13,16.6
300,116.0,91.65307214379719,154.98467404175645,235.9999999999603,972.9999999995275,5177.999999999997,1.33160189796825,0.015308409328329843,1.75425815720282e-05,6.323919946645393e-09,9.648484524159811e-12,3.9775133738562725e-14,3.980126874833063e-11,4.72578922954205e-10,4.72578922954205e-10,3.301062565556904e-12,3.301062565556904e-12,16.6
400,116.0,91.20894437015171,154.97287289105697,235.99999999977854,972.999999997369,5177.999999999976,1.7639285209584008,0.02708564798567248,4.1434476816062684e-05,2.642654321581853e-08,5.365113734644866e-11,2.9376483017780077e-13,2.2159991570189483e-10,2.6311585731411657e-09,2.6311585731411657e-09,2.438046067553358e-11,2.438046067553358e-11,16.6
500,116.0,90.7672156921173,154.95779937676755,235.9999999991606,972.9999999900314,5177.9999999998845,2.190583684853704,0.04211990461878541,8.063839742330891e-05,8.001187977249668e-08,2.0293158212467107e-10,1.3888852322446892e-12,8.39586301173187e-10,9.968797538668071e-09,9.968797538668071e-09,1.1526792287244157e-10,1.1526792287244157e-10,16.6
600,116.0,90.32787127278647,154.93949744836874,235.99999999751108,972.9999999704461,5177.999999999591,2.6116261761864497,0.06036350743897551,0.00013884607509588598,1.9751164351619885e-07,6.005658812234103e-10,4.928976749115045e-12,2.4890846711129485e-09,2.9554056692076848e-08,2.9554056692076848e-08,4.090711734610332e-10,4.090711734610332e-10,16.6
700,116.0,89.89089638039952,154.9180107920343,235.99999999376553,972.9999999259734,5177.999999998807,3.027114413149577,0.08176908799295779,0.00021969491294269737,4.2354376473204477e-07,1.5016089683311163e-09,1.4379405332381288e-11,6.2346458764562805e-09,7.402684200480314e-08,7.402684200480314e-08,1.193391755001624e-09,1.193391755001624e-09,16.6
800,116.0,89.45627638763496,154.89338282487006,235.99999998619748,972.9999998361146,5177.999999996986,3.4371064405885177,0.10628958416766565,0.00032676829966756606,8.193079314984941e-07,3.3182981589566333e-09,3.633735019603989e-11,1.3802673629478374e-08,1.6388554542302015e-07,1.6388554542302015e-07,3.015750173263362e-09,3.015750173263362e-09,16.6
900,116.0,89.02399677089049,154.865656689363,235.99999997219558,972.9999996698638,5177.999999993173,3.8416599252257018,0.1338782430731576,0.00046359592710451937,1.4648822842581789e-06,6.672154167305978e-09,8.226418190628572e-11,2.7804561869610087e-08,3.301364582918851e-07,3.301364582918851e-07,6.827361365061656e-09,6.827361365061656e-09,16.6
1000,116.0,88.59404310956168,154.83487524806247,235.99999994801055,972.9999993827037,5177.999999985829,4.240832151122936,0.1644886237954042,0.000633654108277365,2.4614104659492097e-06,1.2452574431679743e-08,1.707494573251602e-10,5.198958732218364e-08,6.172964819743389e-07,6.172964819743389e-07,1.4171030709017961e-08,1.4171030709017961e-08,16.6
1100,116.0,88.16640108532602,154.8010810785662,235.99999990847607,972.9999989132923,5177.999999972582,4.634680015450413,0.19807459997957028,0.0008403660924815251,3.9331502967399e-06,2.1881042487585274e-08,3.303551359262076e-10,9.152407943801745e-08,1.0867078419763072e-06,1.0867078419763072e-06,2.7417204419988947e-08,2.7417204419988947e-08,16.6
1200,116.0,87.74105648142552,154.76431646873831,235.9999998467034,972.9999981798367,5177.999999949946,5.023260024495617,0.23459036228162888,0.001087102380654819,6.0294153957116875e-06,3.658085325730466e-08,6.030975660686174e-10,1.5329676333125281e-07,1.8201635661736684e-06,1.8201635661736684e-06,5.005295046406796e-08,5.005295046406796e-08,16.6
1300,116.0,87.31799518195213,154.72462341219077,235.99999975375187,972.9999970761803,5177.99999991297,5.40662828993792,0.2739904206715616,0.0013771810392970182,8.926397917090332e-06,5.865178754249495e-08,1.0486150793874416e-09,2.4624827740524573e-07,2.92382000024083e-06,2.92382000024083e-06,8.702784023223067e-08,8.702784023223067e-08,16.6
1400,116.0,86.89720317113388,154.68204360400406,235.99999961827638,972.9999954676168,5177.999999854838,5.784840525367559,0.3162296066000807,0.001713868013883518,1.2828883426299628e-05,9.074942391281595e-08,1.7490674201159225e-09,3.817237911849329e-07,4.532383602404966e-06,4.532383602404966e-06,1.4516056748040752e-07,1.4516056748040752e-07,16.6
1500,116.0,86.47866653262284,154.636618436689,235.99999942615278,972.9999931864446,5177.999999766389,6.1579520430485415,0.36126307502763216,0.002100377441455634,1.797185837101883e-05,1.3616868781171864e-07,2.8148092616716862e-09,5.738473505927727e-07,6.813555717987288e-06,6.813555717987288e-06,2.3360981118886623e-07,2.3360981118886623e-07,16.6
1600,116.0,86.06237144878462,154.5883889963808,235.99999916008346,972.9999900272802,5177.9999996355855,6.526017750917179,0.40904630631965205,0.0025398719625577756,2.462201480684955e-05,1.9893128175466364e-07,4.3908750206266826e-09,8.399166755831045e-07,9.972720193925713e-06,9.972720193925713e-06,3.644124305248189e-07,3.644124305248189e-07,16.6
1700,116.0,85.64830419999,154.53739605926253,235.9999987991828,972.999985742139,5177.999999446905,6.889092149812383,0.45953510800916203,0.0030354630325302393,3.307915475060651e-05,2.838766826591727e-07,6.664318363307192e-09,1.2008173659746677e-06,1.4257861435289862e-05,1.4257861435289862e-05,5.530925934150274e-07,5.530925934150274e-07,16.6
1800,116.0,85.23645116390804,154.4836800882109,235.99999831854498,972.9999800353033,5177.999999180653,7.247229330930475,0.5126856164299307,0.0035902112321908146,4.3677498168240846e-05,3.9675634953249505e-07,9.872433793672889e-09,1.6814551892949596e-06,1.9964697157108522e-05,1.9964697157108522e-05,8.193441117975463e-07,8.193441117975463e-07,16.6
1900,116.0,84.8267988148016,154.427281229642,235.9999976887961,972.999972558003,5177.9999988122145,7.60048297348168,0.5684542982323727,0.0042071265779971235,5.678690514972383e-05,5.443306124650115e-07,1.4311818980344003e-08,2.3112040671619222e-06,2.7441997531153244e-05,2.7441997531153244e-05,1.1877825524395835e-06,1.1877825524395835e-06,16.6
2000,116.0,84.41933372282487,154.36823931059683,235.99999687562794,972.9999629028805,5177.999998311212,7.948906342587796,0.6267979517583228,0.0048891688315920835,7.281399621310113e-05,7.34468558967324e-07,2.0348489361583448e-08,3.124372217452293e-06,3.709711990308291e-05,3.709711990308291e-05,1.688784679586588e-06,1.688784679586588e-06,16.6
2100,116.0,84.01404255332332,154.3065938360189,235.99999583931816,972.9999505982944,5177.999997640593,8.29255228737331,0.6876737083013633,0.005639247808857456,9.220319194910571e-05,9.762500383583706e-07,2.8428901750034745e-08,4.160681991447935e-06,4.9401706114275303e-05,4.9401706114275303e-05,2.359403338336309e-06,2.359403338336309e-06,16.6
2200,116.0,83.61091206613581,154.24238398622157,235.99999453423754,972.9999351024674,5177.999996755637,8.631473239246064,0.7510390332540252,0.006460223688498435,0.00011543767442037332,1.2800695555689726e-06,3.909191059518356e-08,5.4657626185918905e-06,6.489753307882036e-05,6.489753307882036e-05,3.2443597421847172e-06,3.2443597421847172e-06,16.6
2300,116.0,83.2099291148993,154.17564861456236,235.99999290834347,972.9999157974735,5177.999995602874,8.965721210385782,0.8168517271302117,0.007354907320118655,0.00014304026340451883,1.6577420989962775e-06,5.298177719426106e-08,7.091656720334042e-06,8.420252684327641e-05,8.420252684327641e-05,4.397123148043337e-06,4.397123148043337e-06,16.6
2400,116.0,82.81108064635616,154.10642624529953,235.99999090266198,972.9998919830887,5177.999994118925,9.295347792414798,0.8850699264770944,0.008326060531841378,0.00017557421891610224,2.1226104346720264e-06,7.086215374214882e-08,9.09733819463781e-06,0.00010801691165064598,0.00010801691165064598,5.881071436178748e-06,5.881071436178748e-06,16.6
2500,116.0,82.41435369966413,154.03475507164123,235.99998845075874,972.9998628705066,5177.999992229255,9.620404155260822,0.9556521046694251,0.009376396437447034,0.00021364396698077409,2.6896537310788874e-06,9.363114257533684e-08,1.154924144138975e-05,0.00013712949365328093,0.00013712949365328093,7.770740923847637e-06,7.770740923847637e-06,16.6
2600,116.0,82.01973540570893,153.96067295396085,235.99998547820036,972.9998275759457,5177.99998984684,9.940941046185248,1.028557072601448,0.010508579743087653,0.0002578957600955622,3.3755971513838057e-06,1.223373221774944e-07,1.4521799840958187e-05,0.00017242405448478454,0.00017242405448478454,1.015315641347602e-05,1.015315641347602e-05,16.6
2700,116.0,81.62721298641983,153.88421741819818,235.99998190200608,972.9997851141379,5177.999986870744,10.25700878899645,1.1037439792635892,0.011725227053516387,0.0003090182654242937,4.199022380214118e-06,1.5819688564808143e-07,1.8097994125562828e-05,0.00021488586228287287,0.00021488586228287287,1.3129253567588776e-05,1.3129253567588776e-05,16.6
2800,116.0,81.23677375408815,153.80542565442246,235.9999776300915,972.9997343917232,5177.999983184612,10.568657283423716,1.1811723122178344,0.013028907177876496,0.00036774309124566393,5.180478746919615e-06,2.0261179337700153e-07,2.2369908686748963e-05,0.0002656082769284537,0.0002656082769284537,1.6815385455825425e-05,1.6815385455825425e-05,16.6
2900,116.0,80.84840511068862,153.72433451556086,235.9999725607047,972.9996742005544,5177.99997865508,10.875936004654895,1.2608018979690168,0.014422141435024122,0.00043484525126402174,6.342594806459542e-06,2.5718899198466387e-07,2.7439295511474404e-05,0.00032579944584649095,0.00032579944584649095,2.134491759459694e-05,2.134491759459694e-05,16.6
3000,116.0,80.46209454720429,153.64098051629884,235.9999665818547,972.999603210913,5177.9999731300795,11.178894003044407,1.342592902226623,0.01590740395833536,0.0005111435651743844,7.71019021090712e-06,3.237607842248575e-07,3.341814547439143e-05,0.000396789087128778,0.000396789087128778,2.686991850866156e-05,2.686991850866156e-05,16.6
3100,116.0,80.07782964295382,153.55539983210645,235.99995957073565,972.9995199646695,5177.999966437075,11.477579903945212,1.4265058300860192,0.017487122000115554,0.0005975010136640323,9.310387638384964e-06,4.044060703926387e-07,4.042926451848549e-05,0.00048003533067801,0.00048003533067801,3.3562922621541986e-05,3.3562922621541986e-05,16.6
3200,116.0,79.69559806492211,153.46762829841404,235.9999513931448,972.9994228683752,5177.999958381216,11.772041907688164,1.5125015261130343,0.01916367623552396,0.0006948250399968086,1.117272468869891e-05,5.0147264830507e-07,4.8606855367254174e-05,0.0005771316250019196,0.0005771316250019196,4.1618781000089863e-05,4.1618781000089863e-05,16.6
3300,116.0,79.31538756709458,153.3777014099536,235.99994190289524,972.9993101862888,5177.999948743385,12.062327789724222,1.6005411743211562,0.020939401065925553,0.0008040677929577681,1.3329265615293385e-05,6.176007123200343e-07,5.809710492405159e-05,0.0006898137114969564,0.0006898137114969564,5.1256611610801296e-05,5.1256611610801296e-05,16.6
3400,116.0,78.9371859897953,153.28565432026807,235.99993094122337,972.9991800333405,5177.999937278143,12.348484900931966,1.6905862980385191,0.022816584921608,0.0009262263114444811,1.581471270432157e-05,7.557476093260094e-07,6.905877680920125e-05,0.0008199666596889451,0.0008199666596889451,6.272185389585997e-05,6.272185389585997e-05,16.6
