milliseconds,s2,s4,s7,s15,s19,s21,s22,s23,s25,s27,s26,s28,s32,s29,s24,s35,s37,s38,s39,s40,s1,s18,s41,s42,s48,s53,s60,s63,s64,s65,s67,s75,s76,s77,s81,s82
0,5.0,4.991671860467759,5.031751644460935,5.001588814842752,0.00035865981043981134,0.5,-0.0030257620201200974,0.5,0.6397369032026039,0.4999925195676733,5.000336875913894,5.000433567764167,3.274366221907331e-05,0.5000134576438715,-0.0008462755518427974,-0.00021898208238279424,0.0001405848918363763,0.6,0.5000641103392701,0.00010668866858370343,5.0517408392037995,0.0003113779097804972,0.005559799776939541,5.0,5.007341735843844,-0.004564674954517726,0.0009687418705504461,-6.751686902700495e-05,-0.001972602721125294,0.33,0.01463157961559845,-9.05459884616434e-05,5.000206360914133,4.999638809038885,0.0,0.0003862775895677178
100,5.0,4.684328405369342,4.861147908433075,5.001804875615602,-0.000830936821314624,0.5,0.05876308685299988,0.5,0.6340224163891394,0.5000702997708694,5.000586902976596,5.000335509382946,-0.00011512927038259617,0.49999152945769604,-1.3314467610146447e-05,0.00019310215454588036,0.00012098581806086604,0.6,0.49993694385089166,5.624289926263866e-05,4.656816243721256,0.0006850030780747507,0.2621384531991701,5.0,4.9890032854896225,0.04590837791870084,-0.002424319310836794,1.8655751659186706e-05,0.0036384889147430648,0.33,0.03730444664600939,-9.037218062806725e-05,4.990880872125449,4.991334083904198,0.0,0.009438250557026514
200,5.0,4.331310588910454,4.767533143589154,5.002885618834755,0.0012971837870774522,0.5,0.10418568263170341,0.5,0.630229892416823,0.4999956186264414,4.99987913476636,4.9998239284036226,-0.00012397209978468363,0.49992676374276385,0.0008884088369590668,0.00012794464240126332,-0.00013723290066563354,0.6,0.5002372860136142,-8.459386735858587e-05,4.318611455462947,0.0007024629439570891,0.40836779663079736,5.0,4.93089148583238,0.09864963647593206,0.0032895119473374396,0.0008869474836086129,0.007203334428907005,0.33,0.15396837222610785,-1.0323520355147062e-05,4.98401535244093,4.983290749516415,0.0,0.016125232121556057
300,5.0,4.102325180401705,4.579843626092641,5.005300931717147,0.0006842760375343047,0.5,0.14267016678693228,0.5,0.6279137741562951,0.500005018755866,5.000487362723309,4.99952141551359,-1.5658078186113425e-05,0.49999149883225696,0.0010012340071034248,0.0003060687614171061,3.7197957854801914e-05,0.6,0.5002276412753858,-4.934101691012865e-05,4.074781903786361,0.002797189404993174,0.5064886306064784,5.0,4.837807039293205,0.15643651363463143,-0.0012390116715290129,0.0012275903623589978,0.011632804168284236,0.33,0.2723874581971302,-2.265849900390574e-05,4.977315664243335,4.9778280294398645,0.0,0.022018756083843804
400,5.0,3.775752173179133,4.416631250822381,5.005168758163218,0.002422635686331311,0.5,0.18952148931862522,0.5,0.6237469609010158,0.4999452260505986,5.0000123943653625,5.000244049246082,-8.987391904339758e-05,0.4999921403414979,0.00021503119665297266,-0.00030933081462775996,0.00010728014848388352,0.6,0.49989342521444996,1.93950469808786e-05,3.7481598811588652,0.006980647986767286,0.5616131788357765,5.0,4.74349065337045,0.24675692201004826,-0.0004888000239965601,0.0021241347190000454,0.018186378252336377,0.33,0.39212695995486807,-8.398512919741514e-05,4.97303636619291,4.972522855585998,0.0,0.02700165812413606
500,5.0,3.529119335946201,4.2326167906356815,5.012020150328676,0.004145514919280937,0.5,0.22213034778900992,0.5,0.6185950622656232,0.4999404381542919,4.9995539588116245,5.000474901192569,6.120657609576794e-05,0.4999300501337221,0.0010282734090861097,0.00025299682735227416,-4.817142469205733e-05,0.6,0.49989559782988396,8.890185372009209e-05,3.5027364270783785,0.009325535078312814,0.6132938157343298,5.0,4.676568769354698,0.2938291409732648,0.003231563415444095,0.003100058106577431,0.02181977387435595,0.33,0.5230976339819308,-7.342779216011284e-05,4.968724966584161,4.968854177134775,0.0,0.031791509219950866
600,5.0,3.2912338673065564,4.064533269532703,5.016881658135676,0.004539913184978013,0.5,0.23966783173028341,0.5,0.6162590443700869,0.49997118653135514,4.999338079204866,4.99970983636578,0.00014345908216206502,0.4998616541456449,0.0019061056262022688,4.897307848526019e-05,0.00017154889578600038,0.6,0.4997820111773984,1.3858035647770304e-05,3.2895490528095666,0.01443188695816072,0.6444257321248289,5.0,4.569823913893005,0.3823587218647811,0.006119271378084389,0.004189902447957886,0.027154542173348124,0.33,0.6429423439364002,-1.9368644452068375e-05,4.96505750002846,4.965637282176929,0.0,0.034312864777943215
700,5.0,3.026031010016806,3.917101674580448,5.018941916547419,0.005709174133654138,0.5,0.28471477565296743,0.5,0.6119297438112918,0.49993668328463226,4.999306406855911,4.99992304120198,-2.395346424911256e-05,0.4999095306334472,0.002340379275128539,-0.00017880070258024331,6.977024508061228e-06,0.6,0.5001184959931684,0.0001144562727305859,3.0532479667020587,0.016408671402325832,0.6592327935219338,5.0,4.500070440981979,0.5113457430479958,0.011338135522070771,0.0051251734499163345,0.03065836755750065,0.33,0.7658852646342285,-6.712246941934003e-05,4.962666497993208,4.96317180001675,0.0,0.036964951137429376
800,5.0,2.7933923745451157,3.78555186825811,5.025258393443333,0.009475582617542814,0.5,0.31422970738407535,0.5,0.6072494622898246,0.49972038504336014,4.999280144008705,4.999335623591582,0.00023115574905478698,0.4997738714989105,0.0015767395188549336,0.00040959057137008047,0.00017775386124821072,0.6,0.4997636116625573,-4.3191706214478796e-05,2.83624506876287,0.02098044962079008,0.6775910212247999,5.0,4.410934333831581,0.583363340957225,0.012700669419155527,0.006064205979977115,0.031181846682055078,0.33,0.8908046624355558,-1.0693172757614157e-05,4.960789778324235,4.960587158886708,0.0,0.03961762750054853
900,5.0,2.635173841431252,3.6802513880788235,5.031426949568362,0.009149562328681953,0.5,0.33177683832842675,0.5,0.6024924325625494,0.49963186064906195,4.999651190047544,5.00012731410308,0.00010006397795661947,0.49973347286132097,0.002801022503794298,0.0004420122389985503,0.00023871722367654083,0.6,0.49988112394195067,5.5586201422326835e-05,2.669366024913423,0.024709714690317616,0.6879801089450125,5.0,4.307865721509444,0.6709421171763937,0.01673064816238647,0.0067859287604294565,0.03738317591240235,0.33,0.9913201269944582,3.228851502886935e-06,4.958631173442041,4.958690243728801,0.0,0.04101084751101678
1000,5.0,2.4685122455182085,3.5368106338762733,5.034449082415891,0.01214683228205959,0.5,0.34091740342828264,0.5,0.5982480089125108,0.49960009790458804,4.999426632184865,5.00020705313873,0.00018749664388117304,0.4995358424994965,0.004053926366810685,0.0006390450070865093,0.00010873882719419017,0.6,0.49965444179857094,4.968422259269113e-05,2.428913598839134,0.0277317950939052,0.6993331821347363,5.0,4.2342888784869865,0.734515048637549,0.019500968605450943,0.007555965221126958,0.0417922801943076,0.33,1.0398614469075862,0.00014563286070289375,4.957478315843969,4.957298110571387,0.0,0.0423137751196907
1100,5.0,2.358363788429198,3.4674514408384955,5.041778684713519,0.01472632603002894,0.5,0.37278816222475347,0.5,0.5957720224216768,0.4994507197870049,4.9984728033537,4.999129423329106,0.00034045557246441027,0.49938050716196697,0.004753033381121334,0.0005962642607781415,0.0001914377271179865,0.6,0.4996864980128392,-5.853390187857115e-06,2.2777474621748524,0.030501373659600258,0.6945211254003912,5.0,4.17667651607061,0.7809501503698607,0.024813084372750767,0.008247027539995361,0.043783924698758456,0.33,1.146974046195954,7.845495560663038e-06,4.956196274472122,4.956314633855536,0.0,0.04404616815452782
1200,5.0,2.1866820304502297,3.3940296836101727,5.045532949854635,0.014775183060574359,0.5,0.3879615400154993,0.5,0.5926953721139151,0.49928862212628045,4.99893529075029,4.998847489217412,0.00044590818285253754,0.4992762502207585,0.005420806966717859,0.000522319377214795,0.0002448760973648428,0.6,0.49946546585151386,3.3603452485187296e-05,2.1589307831434095,0.033221174173938925,0.6917771216628787,5.0,4.10677477911286,0.8562990780779869,0.02772373785355447,0.009327627654415672,0.04646307713954283,0.33,1.2176631910641247,0.0002584992608894248,4.9550186005394945,4.954877403468268,0.0,0.0443423546966617
