miliseconds,s2,s4,s7,s15,s19,s21,s22,s23,s25,s27,s26,s28,s32,s29,s24,s35,s37,s38,s39,s40,s1,s18,s41,s42,s48,s53,s60,s63,s64,s65,s67,s75,s76,s77,s81,s82
0,5.0,5.052098423367649,4.982453473396729,5.00189229394708,-0.00020875504797022973,0.5,0.0057691312795756225,0.5,0.6417593524469029,0.4999493330146405,4.99997354703927,4.999615078232976,0.0001270929777674061,0.4999213814171628,-0.000789112343326226,-6.925023988581123e-06,-5.97253947505321e-05,0.6,0.4999332281781129,-5.5238271436197204e-05,5.003168257876959,0.00029947887866132897,-0.00474412709115311,5.0,4.98036786083646,-0.004323207261194853,0.0022196682481369925,5.770477100283994e-05,0.0020048817018599847,0.33,-0.003349781975676814,6.937354035757001e-05,4.99951694737127,5.000066215059325,0.0,4.466974612062381e-05
100,5.0,4.657118669327523,4.880776549829521,5.000745358717492,-0.0009612753291091535,0.5,0.06394649049602746,0.5,0.635054965928051,0.49993182381734413,4.999586995693753,5.00037891763608,1.6870959309082156e-05,0.4999196552577313,0.0004960975086256255,3.893233286024034e-05,1.815032769100645e-05,0.6,0.4999076580415072,-2.4450961623924594e-05,4.696975249251841,0.0009649055201437179,0.25261298660390924,5.0,4.961262758419513,0.007330821718169171,-0.0026715547262389774,-3.0241961586905205e-05,0.004973997714769158,0.33,0.06398698793191396,-2.303487961895596e-05,4.990955471191512,4.990861616403639,0.0,0.00854169575402448
200,5.0,4.355723558693913,4.740616204267889,5.000902534443993,-0.0005997970166226531,0.5,0.09674422832306848,0.5,0.6314069908364829,0.49995099415379113,5.000105060297143,4.999551762994247,0.00012291090911492177,0.5000763467650429,-0.0004180973492862144,0.000263420776268348,8.696414945800594e-05,0.6,0.5001693661834272,-1.5529263562520026e-06,4.340596504084234,0.0006195294299892215,0.4075173251995713,5.0,4.910478972979293,0.084397561879271,0.0033784127603293176,0.000680727573385282,0.01027456298152266,0.33,0.15624519434906292,0.00010205982224575241,4.983445859105929,4.983075134422383,0.0,0.01660551152425205
300,5.0,4.021615079030762,4.588191514779049,5.0014875557255065,0.0018476103830609358,0.5,0.1423006853081583,0.5,0.6264779562654494,0.49997413070101776,4.999788417563948,5.000478217795654,1.9926278058406963e-05,0.499958304171711,-0.000399659122374245,6.693304662848008e-05,-0.0001383519646225079,0.6,0.49981543095903064,-7.859918903396057e-05,4.0545524514849,0.0035085593897782093,0.5026735236013878,5.0,4.866364178931785,0.1344369316343933,-0.0014195659334435996,0.001546294618773732,0.014626768151094083,0.33,0.29633475251515146,8.349096419243815e-05,4.977817966783635,4.977453986167951,0.0,0.02287884648648858
400,5.0,3.7843927497457845,4.417919938058588,5.00527017930823,0.0025806905436269426,0.5,0.18084874339729398,0.5,0.6220323618532497,0.500052526347622,4.999924716477192,5.000447490890066,3.1489455756354534e-05,0.4999167668670368,-0.000569708888870138,-0.0001396622665809399,-3.38870340688577e-05,0.6,0.5002407472002673,-3.0854050465182875e-05,3.740983526354071,0.007146270908019591,0.5710246512025691,5.0,4.767562460389409,0.25393742744280445,0.004801064803931491,0.0019521337114180304,0.016640392205380838,0.33,0.41174671171003063,-8.757559979347276e-05,4.973116128749515,4.972655064394605,0.0,0.026807162456427596
500,5.0,3.5640821089339836,4.252193927288218,5.011550446237316,0.0031286107159291653,0.5,0.22239199513748079,0.5,0.6172933673662662,0.49990661490721966,4.99968034784607,5.00042104997381,0.00014347081833517136,0.4999967965735466,0.001296202186001793,0.00023279056278077876,-6.504832704318473e-05,0.6,0.4998951455952718,-2.508273370799638e-05,3.5050920064759645,0.009189446814035059,0.6123503584277701,5.0,4.695939124621692,0.3261036429884022,0.005384605755677966,0.0029528843068860615,0.021003640747178087,0.33,0.5387244567375601,1.7110201541920343e-05,4.9690655479077535,4.968345690225199,0.0,0.03134200305078814
600,5.0,3.321804664127673,4.07083399900034,5.0138235535686295,0.004960750942566809,0.5,0.2435256768026553,0.5,0.6142383779876888,0.4999571416106574,4.999671730445933,4.9998229309096285,7.090119796156297e-05,0.4999881631816632,0.0008093561827234453,0.0002319686219750074,-5.890429993548908e-05,0.6,0.5000677873600913,-4.254386536216825e-05,3.3091655772830904,0.01307888178132201,0.6411929388899955,5.0,4.6024305035798,0.40400720474496143,0.004983824222412978,0.004232283020430882,0.025795032956810127,0.33,0.6347665798888104,4.686032713227938e-05,4.965016618280257,4.965149326776778,0.0,0.03445679661606602
700,5.0,3.0239532543956993,3.9095703162502544,5.02245963064345,0.0072950320730493295,0.5,0.2737012073346403,0.5,0.6098073019770057,0.4997849152586317,4.999553151306869,5.000371732382309,0.00010466921208890996,0.4998795890022307,0.0009840590966678961,0.0004146433759013207,0.00012595674233691274,0.6,0.5001259125969221,1.0593631203850157e-05,3.081176987704664,0.017079895912205885,0.6593565829556762,5.0,4.479717222370844,0.47154722822383494,0.008376187134711494,0.0052045562012924,0.027846022975373457,0.33,0.7890406421684415,-3.4598537114497386e-05,4.963047577768984,4.9625436382453865,0.0,0.03778784694002785
800,5.0,2.826975527541644,3.8042102067274506,5.02691275705126,0.007470781842234439,0.5,0.3019048319030847,0.5,0.6048921004363284,0.4998347586311472,4.999419050626788,5.000052000949091,5.803458107823742e-05,0.49981834422398275,0.0013614850730798564,0.0004221118488148665,6.323535813960865e-05,0.6,0.4999151799469088,-1.8688000043146935e-05,2.841280225725021,0.02168533922213228,0.6823874344442808,5.0,4.43614614720261,0.5504873457941943,0.013705520968497501,0.005746535607739432,0.03216831251263977,0.33,0.8703334994190434,-5.119059252783538e-05,4.960724270215746,4.96064312548396,0.0,0.03969490105791456
900,5.0,2.690196706477167,3.6904079745164258,5.0296814651939945,0.011193342641224728,0.5,0.3263150546388279,0.5,0.6016868302621641,0.4996606737158371,4.999872942995836,4.999640733927665,0.00025238859799938144,0.49967154598542235,0.0035190598368283216,0.00048824037756650966,3.790692924543708e-05,0.6,0.49991636900227365,-6.219758545368559e-05,2.6441998503060185,0.023915713956795776,0.6911304910184017,5.0,4.319883691986313,0.6285679164539902,0.013999035030022595,0.006884348534927586,0.03708367398896528,0.33,0.9685149187668762,0.00010055180019019004,4.958782187913399,4.958539338778668,0.0,0.04135288296511527
1000,5.0,2.460388694774225,3.590684707206853,5.038864728732546,0.012692216244245186,0.5,0.35498176593544056,0.5,0.6002869468427258,0.49959511066176193,4.999335166374017,5.000059762457989,0.00025379043157084145,0.49952841363157807,0.003999546858972464,0.00042693294811627954,0.0002755862372399504,0.6,0.4998837311810825,0.00012866947764512027,2.4785550036954613,0.027049944068873052,0.695350066549063,5.0,4.279462501015915,0.7098315822866551,0.022776944352728572,0.007813096331324036,0.038715882329305826,0.33,1.0684194373192095,0.00010893548726114465,4.957658254855566,4.9575168231414075,0.0,0.04292935579280256
