miliseconds,s2,s4,s7,s15,s19,s21,s22,s23,s25,s27,s26,s28,s32,s29,s24,s35,s37,s38,s39,s40,s1,s18,s41,s42,s48,s53,s60,s63,s64,s65,s67,s75,s76,s77,s81,s82
1000,5.0,2.4663369702287463,3.5329050729190596,5.036456830558753,0.010294585787763919,0.5,0.3489667157514345,0.5,0.5994426968199366,0.49954324954827706,4.9994879351964325,4.999235019232268,0.0001654000948725866,0.49957182811852185,0.003092769635181414,0.00041355888241450465,8.53756740548902e-05,0.6,0.4998647511247227,-5.411294406906739e-05,2.4361888251594745,0.027709922743368736,0.6954886380439299,5.0,4.255794877458581,0.704221847515059,0.020638856986222538,0.007777199408229958,0.038943836172176914,0.33,1.0764276686748409,3.0174151400876678e-05,4.956976221986665,4.957520374356405,0.0,0.04283252499811009
1100,5.0,2.341777625692827,3.4712463509350475,5.042523044549102,0.014859133285541325,0.5,0.3756579770648589,0.5,0.5948518719830233,0.49949797689147696,4.9990540813523285,4.99948144633043,0.00042265592315327016,0.4993913884977014,0.0044170032097291595,0.0007040647234050723,0.00025010705602474903,0.6,0.49950122014147,0.00010852385938182851,2.343826644796306,0.030619002395720917,0.6957700909245769,5.0,4.187980285939186,0.7717615026764426,0.025417850265172338,0.008609193941647034,0.04526857522058931,0.33,1.1193941271674583,0.00019794424122187627,4.956084885991555,4.955757422619943,0.0,0.04389458042236923
1200,5.0,2.20776167109561,3.368628212361571,5.047721940229983,0.014990199032329862,0.5,0.39835762936901736,0.5,0.5925256668957153,0.4993112512336484,4.998687868579011,4.999894476331165,0.0002757414642660833,0.4992824696877025,0.005742129505061461,0.0005420610180341251,0.0002399369138803236,0.6,0.49988209002713674,2.2466025625486675e-05,2.168466537232537,0.033662961717154626,0.7009930410594424,5.0,4.10574911589716,0.8697695711996752,0.031728743822438905,0.008973986828197344,0.04833137277050197,0.33,1.2086312450563395,0.00011353195071788066,4.954928935651756,4.9549716815362554,0.0,0.04490593536107455
1300,5.0,2.0419499288404275,3.2738164459641457,5.052558531710872,0.01613853194085777,0.5,0.41053057492557904,0.5,0.5875532576043343,0.4991135747559946,4.998380692621303,4.99960969854581,0.00038052782293819065,0.4991123699269433,0.005332960014484682,0.0011195400446231448,0.0004697068297903907,0.6,0.4995455034013505,4.334067637100441e-05,2.0482750811783994,0.036005882431206324,0.6979047147880362,5.0,4.020063488489106,0.9251072329296499,0.031796400633649455,0.009630043703390994,0.053008234948125746,0.33,1.2512469675356255,0.00031591564078366273,4.954717645939961,4.954948102962518,0.0,0.04531810313882098
1400,5.0,1.8859577216443142,3.208591406460706,5.057655526291195,0.017763393121759587,0.5,0.43268765699484346,0.5,0.5843787979809697,0.498861998871808,4.997413010843182,4.999123760907599,0.0005195045189114328,0.4989316160463139,0.006731820828295431,0.001534954995014862,0.0005064324947928516,0.6,0.4996067792689277,0.00017220917365789914,1.9042553834158973,0.038676957881080706,0.6916597401623674,5.0,3.9955457076376413,0.9860327247381789,0.03670887410471814,0.010378140424686063,0.05263459315554708,0.33,1.313110372629461,0.0003616641334489116,4.953677085386033,4.953742538159156,0.0,0.04619879149628331
1500,5.0,1.871085253611448,3.118813696431631,5.064793766653128,0.020893905538172143,0.5,0.4534075830918525,0.5,0.5839677923486599,0.4987357536779769,4.997829372643918,4.9985329843929955,0.0006065854328045683,0.49874978669093795,0.007465389950516879,0.0015464567373081812,0.0006128091444067282,0.6,0.49916749912985986,0.00020409896324024212,1.793853442663588,0.04206844101826441,0.6825903488170335,5.0,3.9139952480074425,1.0386328217035161,0.04392649784683998,0.011138811749144202,0.05758173521360481,0.33,1.3449509747194377,0.0002453232747995563,4.952900640259064,4.953027600626427,0.0,0.04693473831045728
1600,5.0,1.751559737358936,3.11612000524919,5.068833910869039,0.024111985127507243,0.5,0.4555302999531195,0.5,0.5802764298412479,0.4985643689438378,4.9965963556014845,4.998598638101677,0.0009291629458822274,0.49858209495499634,0.008405292956841136,0.0015135541343900244,0.0007240664590928981,0.6,0.4990767632263173,0.00029624187750614765,1.693583425234099,0.04381692768315475,0.6746983391499844,5.0,3.867232486186362,1.062002019442539,0.0498686629660792,0.011836747300969803,0.059447611368383405,0.33,1.4119219722982892,0.00038586395445941896,4.9527832200191915,4.952562781261051,0.0,0.04668409376787325
1700,5.0,1.7119037561577808,3.0666240861104184,5.072325039682479,0.02421026756511688,0.5,0.48481437978874276,0.5,0.574478303784155,0.49831097398354823,4.996675657191683,4.998734604048195,0.0009159296806688637,0.49828393265100457,0.011163795531468306,0.0019822007821041197,0.000616643260202871,0.6,0.4987605884207775,0.0003968909658063243,1.6297387429701653,0.04600704124792396,0.6677754799414564,5.0,3.827742777477536,1.1094539593721109,0.05527019883648468,0.012239750604068749,0.06434258891471992,0.33,1.417272416660633,0.000581777644404875,4.953028293364102,4.952573277759831,0.0,0.047264311801208006
1800,5.0,1.6026681250192103,3.0126090680087403,5.076569528839017,0.02745194117378649,0.5,0.48567777415635965,0.5,0.5717037452129433,0.4980421854155794,4.996145368988207,4.997408622714335,0.0009841117060610497,0.4981302027232916,0.01140878278820793,0.002578347175369492,0.0008626690138698797,0.6,0.4987757580313559,0.0003065792919613538,1.6313279759288584,0.04714259100562214,0.6623923295713705,5.0,3.772452041193699,1.1699202399529702,0.05998671032116108,0.01227173177966163,0.06785353752945163,0.33,1.4851202269992931,0.0006523841342323134,4.95244367622377,4.952660703810508,0.0,0.048145646174978525
1900,5.0,1.5268080447379404,2.9442690262648794,5.085226609761733,0.028611632436963286,0.5,0.5105804882431785,0.5,0.5716748060698724,0.49781220853333785,4.994832396568231,4.997204734448147,0.0013133111107041335,0.4978028968045747,0.012987518594839592,0.0030471952709848005,0.0009091263318871388,0.6,0.49884209743963637,0.0003893640586554892,1.517564808137432,0.04892239523569202,0.650739720784675,5.0,3.697387609044272,1.21543431616649,0.06291034649349689,0.012739538159149336,0.07195807251443123,0.33,1.4909344389284538,0.0007169282487829212,4.952049303574253,4.9518707626112555,0.0,0.047587759750160226
2000,5.0,1.5091767923440782,2.895274768540692,5.0877271623632945,0.031278602940205985,0.5,0.5300160005303287,0.5,0.5680886556994945,0.4975943729489748,4.9949145486154105,4.9973070478819475,0.0014757556083529852,0.4975420323829089,0.014447770019040341,0.0033265121002212833,0.0012244078859355348,0.6,0.49820593278911607,0.00042938951741312826,1.4954175221611312,0.04990541296118582,0.6465007764828279,5.0,3.698846685751333,1.2436796646707249,0.0661314130017649,0.01329812761543097,0.07133966869735223,0.33,1.5225433743502184,0.0008832924898255561,4.951470326648977,4.951951424057036,0.0,0.0482638677504154
2100,5.0,1.483813784211328,2.889259526821644,5.0911366175171455,0.032823554655528456,0.5,0.5275595408759396,0.5,0.5635890977948971,0.49740050508090655,4.993397423351162,4.9965132314885485,0.0015182341935782411,0.4973370122642439,0.014138124428209128,0.0032005561729376033,0.0013187581975521686,0.6,0.49808647327441474,0.0005538218019699697,1.4396409415446116,0.050131564001461695,0.6438022812347097,5.0,3.6687675946908076,1.2731230298879381,0.07460368236821484,0.013351907564978836,0.07674825579488907,0.33,1.4959070555978378,0.0009778371682632992,4.951569558418121,4.951844117092926,0.0,0.04852019698031868
2200,5.0,1.3615618257102298,2.8567791755113983,5.097581599940504,0.03475073188265328,0.5,0.5434090640114158,0.5,0.5625921622431033,0.4971422386610582,4.993382897226771,4.995577632436109,0.0016934416240409272,0.4971378182245612,0.016992119442629232,0.003785419859218937,0.0014392083654645995,0.6,0.4981045068295305,0.0006099826052967509,1.3789699710646237,0.05248778657189809,0.6295787549483391,5.0,3.6103884809100175,1.311439465337709,0.08142622661229966,0.013947950506734294,0.07758790234872039,0.33,1.5059492132701073,0.0010384533318722859,4.951562103240445,4.9520587225192205,0.0,0.04837849294740655
2300,5.0,1.3190359204314692,2.8325664963714243,5.096947194168013,0.03724750815356992,0.5,0.5546372398606801,0.5,0.5598700070831923,0.4969984487395206,4.991926609553062,4.99568324402025,0.0019085213807431328,0.49693444002336046,0.017292678747684264,0.004468747242663163,0.0014438415227326267,0.6,0.49762197440345873,0.0008034197491630201,1.3201653026158808,0.05221211109088144,0.6286345576164654,5.0,3.5585451162433093,1.330421528607047,0.08194177240025896,0.014122898550842792,0.08098504582233375,0.33,1.5147884715654987,0.0011994912764035418,4.951637951200984,4.951600904026652,0.0,0.048221273253723156
2400,5.0,1.2972678954979466,2.8369844616998585,5.104855292329702,0.037915923610366296,0.5,0.5740544054251855,0.5,0.55580407591326,0.49673326937853973,4.991434502446143,4.9952360808083975,0.0021607174638639936,0.49678686451250914,0.018692251112801015,0.00468925988755002,0.0016127609763729547,0.6,0.4974229697921387,0.0009307812795132372,1.2900574491586874,0.05268888483964522,0.6260350337438313,5.0,3.557003739820023,1.3402079270537668,0.09058907324558313,0.014127045853134717,0.08284139134694216,0.33,1.540954496956089,0.0014876714279414597,4.951765953680461,4.951512093569724,0.0,0.048301041120832465
2500,5.0,1.2765443081340448,2.7996125130911738,5.1070236242755165,0.04052462216241919,0.5,0.5800825122298285,0.5,0.5548691430623385,0.49649403951121474,4.990939800568286,4.994739331459338,0.0022733259098511034,0.49647452983620194,0.02037034112282059,0.005509192281652239,0.0018292852480779817,0.6,0.4969004779524301,0.000990864491498624,1.2590677976578142,0.05371481391757408,0.6205568279026477,5.0,3.543373168239271,1.3782891738470495,0.09431826681386277,0.014584188546867351,0.08721359474217726,0.33,1.5255440727186826,0.0015682910825165306,4.951490382002605,4.951075640596085,0.0,0.04848590267175715
2600,5.0,1.2790112711121953,2.8256547821676823,5.109675972835794,0.04217000800263858,0.5,0.6016935834843623,0.5,0.5517892726323728,0.4963619843688782,4.9904419409405225,4.993288505218813,0.0024945511520034613,0.49631391426825067,0.021276607787272275,0.006028176837060342,0.002223210139172712,0.6,0.4968411238954586,0.0011329290837736466,1.2895453996463067,0.05330387464637278,0.6108997319784241,5.0,3.5018810316206643,1.426873191689271,0.10129955688223934,0.014594756893107035,0.08742286973068453,0.33,1.5372673546468545,0.0018161050826320429,4.951712405797272,4.951447311505172,0.0,0.04915075885692742
2700,5.0,1.291869977080374,2.813618921932083,5.113727683272158,0.04629701483074375,0.5,0.6141002881927923,0.5,0.5462149419997647,0.4961018381429732,4.988641884342107,4.992621202863747,0.002829260682093427,0.4961970339349101,0.02225259268802636,0.006077415185397292,0.0024115368245859804,0.6,0.4962981226720354,0.0013207881224655963,1.2985448138417723,0.05451114679571232,0.6030703247959057,5.0,3.4671761783340127,1.4359009447938968,0.10076267952394077,0.014548220705556935,0.09009281437362529,0.33,1.5482961468570229,0.001970396667845071,4.951249072236259,4.950852774974992,0.0,0.04913089242571453
2800,5.0,1.2569884370876294,2.8110553284695814,5.116718558875003,0.04643298189804572,0.5,0.6295570750617961,0.5,0.5471155491820163,0.4960612083417675,4.987638155343814,4.9921207773983625,0.002804557148602524,0.49605089604360997,0.02341480346635169,0.007005158639360435,0.0026269428907331766,0.6,0.495983207783068,0.0015636651802398648,1.2319734441066623,0.05448367511631915,0.6042433462982942,5.0,3.4398356931492153,1.430198040358597,0.10896609496247191,0.015035578805040256,0.09324484563110529,0.33,1.5567074322967236,0.002049752965743118,4.951527536425236,4.95070408011278,0.0,0.04842104877469158
2900,5.0,1.2756618065589376,2.764580576236003,5.116210460465168,0.04891976049641355,0.5,0.6307135132503787,0.5,0.5443321564890691,0.4959265176603691,4.987227244155433,4.991582278689994,0.003119287066907182,0.4959294674597778,0.025687514524883808,0.007052544055016613,0.0028830495561472046,0.6,0.49566062565829416,0.0017084492586993193,1.2029862182664206,0.05390379370464571,0.5945383055688326,5.0,3.400158423101008,1.488005080989469,0.1150972650769829,0.014925438364043983,0.09673765024550973,0.33,1.526625837706432,0.002177190177991538,4.951135068340541,4.950741161543038,0.0,0.04835488443212891
3000,5.0,1.2562646655566128,2.773254186400626,5.12132224490047,0.05012752104345156,0.5,0.6527210740999566,0.5,0.5416171405481616,0.4958636429366984,4.98617039380256,4.990690388058268,0.00338807728666951,0.4958711854238633,0.026751325521417162,0.007509013056571024,0.003037935980027064,0.6,0.49509064796764785,0.0017194397893846173,1.255918907939521,0.05474991620958376,0.5931321283043062,5.0,3.430486369452539,1.4681645919871251,0.1188972459225265,0.015180097988043513,0.1000995846240898,0.33,1.530785427055732,0.0024790868544940234,4.950897949978493,4.951224550320578,0.0,0.048463477261815095
3100,5.0,1.187771489615896,2.731895192954401,5.120578816494259,0.05464737686985205,0.5,0.6572267232395975,0.5,0.5374371776597566,0.4957343277745375,4.985782006436702,4.989650335987555,0.00351434732839366,0.4957634601030721,0.0292906703530346,0.008567771486909844,0.003198251588376135,0.6,0.4949889444203408,0.0018879236207054778,1.2247303914363405,0.054055719181875836,0.589914650106032,5.0,3.4110083898946137,1.495494781224018,0.11837508732749644,0.015145869132446144,0.10178847785512717,0.33,1.5118702672460196,0.00275900702188714,4.950943999341498,4.951334948025715,0.0,0.0494488980454796
3200,5.0,1.1730949756149365,2.7486135323182275,5.1254952564846095,0.05612505564066822,0.5,0.6565644897612647,0.5,0.5364281558008468,0.4956097367757567,4.983964984764894,4.989192289649379,0.0037556309365256767,0.4957156753611873,0.0293114055966263,0.00901862657150462,0.003396498017563787,0.6,0.49450263891348845,0.0021854478503034163,1.2096636050667309,0.05390381801098749,0.5935570654245432,5.0,3.3842813673628114,1.5274349834951042,0.12802429860105388,0.015211942780590714,0.10501682400584816,0.33,1.5289266877950827,0.002794068335112125,4.950625220582161,4.951171214927457,0.0,0.04879663358359996
3300,5.0,1.1640944738970112,2.7741820247218922,5.126009179587059,0.05833629288960619,0.5,0.6641583579801463,0.5,0.5350534359789868,0.4955988315427394,4.983824955951576,4.987335064417094,0.0038843300154672994,0.4955813659717952,0.032262369174585914,0.009467021806511704,0.003719403929650625,0.6,0.493662299264042,0.0023460034863055715,1.1985086891540457,0.05462048899584748,0.5897471796427405,5.0,3.3509332156925598,1.5090553448481219,0.1268144306591032,0.01554488015478163,0.10676669839490313,0.33,1.5233381332132496,0.0032126546260513363,4.9514235102103505,4.950533399288513,0.0,0.049037424890464795
3400,5.0,1.1603104794659,2.764904457968587,5.12582406852547,0.05911718007894446,0.5,0.6815210189082106,0.5,0.5319829967330776,0.49561988047548783,4.982283563151836,4.986749507610164,0.004123497830483029,0.49555156442298887,0.032332756598806606,0.010206568453714572,0.0040377798318144975,0.6,0.49342882231283414,0.0024923128271731945,1.156073331921217,0.05430525962236563,0.5840292093531383,5.0,3.334772143317808,1.5055221723992869,0.1353407817528398,0.015543306279986034,0.10831423670336623,0.33,1.5030911934422388,0.0032876126307614683,4.951512673793032,4.950774280959602,0.0,0.04912183648293968
3500,5.0,1.1531385279683488,2.7712228084510926,5.1275663553739355,0.06165224876835567,0.5,0.6944366313888761,0.5,0.5305032242020351,0.495684291206219,4.980866358371307,4.985790760483468,0.004451387615382737,0.49568938386335765,0.035447419675390134,0.011027054782962729,0.0041885479864507994,0.6,0.49289827130197045,0.0027829422020499844,1.2120484370540543,0.05337711991418997,0.5789941348807542,5.0,3.3183273891073535,1.5280411617885776,0.13419556118294787,0.01536869682384684,0.11016286636991522,0.33,1.5306586520240313,0.0036150891308096276,4.950952563691145,4.951349207966522,0.0,0.04883957279907802
3600,5.0,1.1809132610387783,2.705493804068844,5.132430142628881,0.06228324192819681,0.5,0.7143342858103316,0.5,0.526523356007542,0.4956746923307966,4.980394615625428,4.98463997385954,0.004759641651324415,0.4957399578019761,0.035754153813809635,0.011274870120185108,0.004517867190564935,0.6,0.492687031440469,0.002915620130133454,1.1595935079497521,0.05416521276489568,0.5767194562857101,5.0,3.2912344196023375,1.5537993783641806,0.14253607311862554,0.015623761927871052,0.11083022059164943,0.33,1.5009282164956501,0.0037976578113252625,4.9507973029280095,4.951381084617232,0.0,0.04946730203490658
3700,5.0,1.2091169296673032,2.7230579235334287,5.134089653533548,0.06662650146100278,0.5,0.7253462022243502,0.5,0.5250754458359983,0.4958137275631789,4.978567985467728,4.983771529750652,0.004891877708049403,0.4957090358946746,0.03817177650550173,0.01186806399296208,0.00488059801944907,0.6,0.4921008123385512,0.0033425015044097417,1.1220084503969059,0.05400541449570024,0.5760981548149497,5.0,3.2826571731696568,1.565038538101203,0.1477426595982239,0.015501343747569991,0.1154639798582914,0.33,1.486483516936616,0.0039841385614155875,4.951500050824081,4.950593208033728,0.0,0.04854437975624252
3800,5.0,1.1242876693613095,2.7004657730236814,5.1322925858866135,0.06616965803370609,0.5,0.7287830041131244,0.5,0.5233561825110127,0.4959065277878341,4.978160738691332,4.982235614902893,0.005157640538223181,0.4958522538454404,0.039106558258888854,0.012327298902546484,0.005043814022173455,0.6,0.4915133500682508,0.0035063569581193573,1.1792066954316227,0.05358017789021035,0.5826289061970561,5.0,3.3100249405527293,1.5528070066845776,0.14962925548406925,0.01554623233696806,0.11691443213889566,0.33,1.5115208157583497,0.004149295049646397,4.950772131079995,4.950802794744363,0.0,0.048933474476733976
3900,5.0,1.1797637797839293,2.7572499234886076,5.133989987431063,0.06923768531637821,0.5,0.7400388813129137,0.5,0.5200789518392789,0.4960551032652488,4.977259491731686,4.980506864039403,0.005558910764595746,0.4960511613056801,0.04067397666618892,0.01328472745486354,0.005562562163480179,0.6,0.49084085893719553,0.003669729306693778,1.1877127453750798,0.05359796276512179,0.5794912643888663,5.0,3.268691651742794,1.592157849536058,0.15313517442624236,0.015758479432184388,0.11658256688926279,0.33,1.4852662649241544,0.004417585065856181,4.9508556880892005,4.951500078087057,0.0,0.04882247225414321
4000,5.0,1.1858171891761613,2.7070733066806296,5.138264519608194,0.07107231599997776,0.5,0.7343348791569002,0.5,0.520723688279145,0.49611720937436177,4.975144419012219,4.979177486761599,0.005715636470997112,0.49622108425757694,0.04224472664132425,0.01370306535901881,0.005673998373846812,0.6,0.4903057376051992,0.004020883475201826,1.1674080555817046,0.052683004741018516,0.5701339614914516,5.0,3.2600441012948727,1.5895911484612553,0.15750221321600025,0.015797826045573615,0.11917369148197975,0.33,1.466847128369435,0.004765648181609871,4.950566975110709,4.951002604714423,0.0,0.0492229850397013
4100,5.0,1.1159163816640771,2.715425684642301,5.139111507197867,0.07456889032164118,0.5,0.7610446324800223,0.5,0.5180367357991164,0.49642929724341067,4.9747586153303915,4.977998630642998,0.005810865888563061,0.49635628157725714,0.0437671141310766,0.014642573739474531,0.006089466225837218,0.6,0.4895252826944076,0.004179743419445779,1.2010354367952834,0.052948582341310065,0.5778079649639009,5.0,3.2730552318765596,1.607469944125428,0.1618203623671925,0.015515984748740134,0.12077849573846236,0.33,1.496573818853941,0.004856147201049199,4.950948681959367,4.95052556444478,0.0,0.048655865605499456
4200,5.0,1.1530125721932627,2.7152448465281487,5.140685640115423,0.07583707936720938,0.5,0.7632747160359215,0.5,0.5167435879918796,0.49662772066426847,4.973711844642899,4.976957277498557,0.006069230958451513,0.4966205510609896,0.04648310159973033,0.015397260293391392,0.0062883035919751185,0.6,0.488829492519728,0.004601929651602514,1.1424487913313612,0.05341922096606229,0.5675881068668959,5.0,3.2168842528626693,1.6090959542687806,0.1648118839449964,0.01538558896092509,0.12487170643098702,0.33,1.4905190170486844,0.005280600826802288,4.950898438227213,4.9514082521190526,0.0,0.04949113864796994
4300,5.0,1.1563412436927292,2.724081079218263,5.139238362156384,0.07765070706158712,0.5,0.768971178867861,0.5,0.5137129216284205,0.49692562710113136,4.97231852874005,4.974820700477642,0.00655877169743794,0.49688924642878507,0.04785314964934708,0.01593934015614161,0.006622998786854596,0.6,0.48836382928452304,0.0048509083987125215,1.1492170908101158,0.05263455662781827,0.5752537241747012,5.0,3.227231659407857,1.6017244223807463,0.16474908697267937,0.01576026961065727,0.12401848412179312,0.33,1.4481648651854675,0.005430240483753454,4.951116260546953,4.950997566839492,0.0,0.04909253339795262
4400,5.0,1.1586977969375483,2.724403877064315,5.143415406387295,0.07959188106817909,0.5,0.7832066245815945,0.5,0.5113700405990592,0.49719399845580176,4.971239854531067,4.973708949477757,0.0065824864388457525,0.497244158161657,0.048555626613363934,0.016752014589484096,0.006952535094038759,0.6,0.48793848228199554,0.005206710881257712,1.156053198059866,0.052579896708350324,0.5683254117795122,5.0,3.206343101390851,1.5803264978621494,0.1676494842410809,0.015817229841552573,0.126281785342747,0.33,1.4416927871140488,0.005701279414132012,4.950742329758002,4.951333968873053,0.0,0.04941746788287593
4500,5.0,1.1136985123160366,2.703337270812957,5.143200287011714,0.08082004293536316,0.5,0.7949252984750039,0.5,0.5112387211283814,0.4975046315617856,4.969916131251399,4.972516695726276,0.0069374818156109725,0.49751276942313555,0.05021784595070535,0.017637924574438867,0.007466339083020075,0.6,0.48725135057533786,0.005390652172854578,1.1030207466719384,0.05218222556242608,0.5676405620296489,5.0,3.2269792329683495,1.5906452927311354,0.1726440545913389,0.015790671939696112,0.12987782905207068,0.33,1.4634069720807519,0.005974058054857842,4.951182058428347,4.951402766893129,0.0,0.04872061942808516
4600,5.0,1.177646035405728,2.727824372965817,5.142081023870979,0.08355364571697803,0.5,0.794136146363435,0.5,0.5101085299196212,0.4980181883560262,4.968580163583856,4.969990117861808,0.00734747601775694,0.49801330717245895,0.05205555677255662,0.018513318461641077,0.007940596500305635,0.6,0.4866800748613137,0.0058087952909346655,1.1757678890117473,0.0515481129838676,0.5744820779862415,5.0,3.1869843918629615,1.5931109527819571,0.17431618225212508,0.015761443404228203,0.12957851856188124,0.33,1.4680031496668877,0.006297583712441516,4.951335936694266,4.951241718327839,0.0,0.0488286126695063
