miliseconds,s2,s4,s7,s15,s19,s21,s22,s23,s25,s27,s26,s28,s32,s29,s24,s35,s37,s38,s39,s40,s1,s18,s41,s42,s48,s53,s60,s63,s64,s65,s67,s75,s76,s77,s81,s82
0,5.0,5.013029665214582,5.0324490392577825,5.001096984105422,0.0006789213466541632,0.5,-0.003612078446875134,0.5,0.6402717422559477,0.5000264266633648,4.999726015363939,4.999545949377611,-3.701635246424752e-05,0.4999808604479583,-0.0008979661013933509,-0.0003086179504760858,-0.0001186888152371558,0.6,0.4999113924301916,-4.9021718811659463e-05,4.997362597772094,0.0007305798385942299,-0.0019010624356672642,5.0,4.989476057555732,0.011186936416619452,-0.0023246096299903026,0.00024632288703792964,0.001940031796636061,0.33,-0.007182522691573223,3.6771852424276237e-05,5.000212945632557,4.999724812123926,0.0,-0.00045581343933748003
100,5.0,4.681072026158829,4.912784555918004,4.999257783345912,0.0013915559626750252,0.5,0.05441278384428728,0.5,0.6359872022240991,0.4999403722647377,5.0003109630149165,5.000019179902942,-6.379792441866127e-05,0.500003730433059,-0.0001386120124245452,0.00021787940056098976,4.3045245695945115e-05,0.6,0.500178541747718,-7.058441607976682e-05,4.717144101822204,0.00019122940843307917,0.2522660256102217,5.0,4.968955774520908,0.03476322827309918,0.002755689561883635,0.00025408799324949503,0.004223237350033957,0.33,0.057862816200888,-9.337946021632249e-05,4.990467203554229,4.991128050359225,0.0,0.009370237646122504
200,5.0,4.40477724157406,4.738250296190622,4.999810783870883,0.0005256046623684082,0.5,0.11153578170502623,0.5,0.6318739790428333,0.49999524072412616,4.999696516341047,4.999501446057264,0.00013126136743436863,0.5000262433233938,0.0009243974181439657,9.269710064704781e-05,-4.991593335638825e-05,0.6,0.49986030776960394,9.636031942785704e-05,4.311053357639394,0.0010434779930539515,0.41028142793343714,5.0,4.904763276770007,0.09600861186643425,-0.0021324579320164895,0.0006504875822689854,0.0068549525924553375,0.33,0.1730437843960158,-1.979355962079957e-05,4.983395585765322,4.983299711157689,0.0,0.016600445965247103
300,5.0,4.064106513855273,4.578131309236674,5.0015684546030625,0.0012305310855816277,0.5,0.14271793187513415,0.5,0.6262978816151336,0.5000664190405636,4.999407039031869,5.000103213605181,8.446186872982748e-05,0.49993813351531685,-0.0006435518026744123,-4.774560731525116e-05,-0.0001299426854509917,0.6,0.5000454388418365,0.00010261257845759587,4.079493596478148,0.0031026286447814007,0.5009896038003112,5.0,4.8689423697352705,0.15727617264845017,-0.0009464769115618788,0.001325973722986317,0.012127027488657538,0.33,0.29524685141238904,-0.00010966381367899316,4.977781692254022,4.977776907279835,0.0,0.022247333522497883
400,5.0,3.8260944419724563,4.403404344865467,5.009046646213407,0.003944283598646334,0.5,0.1840216578560934,0.5,0.6214406247895934,0.49998086305663103,5.000104225456253,5.000370590953347,4.3239693829321285e-05,0.49996626340607025,-0.00014338076383796177,-0.00018705699146257074,9.35424733186421e-05,0.6,0.5001299554713837,-6.542687707954444e-05,3.832753346388079,0.006003653131339846,0.5630848465956713,5.0,4.739249251360953,0.22383192939916274,0.0030890026450832745,0.0021312829182822558,0.018973840315085245,0.33,0.40898160230941694,-0.00010214052186352546,4.973018614165538,4.972932548042506,0.0,0.026935912903762505
500,5.0,3.5288690466263484,4.246224527790448,5.01071438164476,0.0038098215610643856,0.5,0.2084271821149889,0.5,0.6172631493332307,0.49987590393966785,5.000286885493759,4.999722158884344,-2.8678230176301175e-05,0.4999651737039078,0.0014884329125490136,8.480628976438791e-05,6.945896681487599e-05,0.6,0.4998416427266813,-1.0751814881776842e-05,3.5285300749693165,0.010161061011190927,0.6129509275217759,5.0,4.694468940811806,0.30610662750236917,0.007571585573728045,0.003126664250733068,0.02124231646297305,0.33,0.5322881013941068,0.00011090866641871079,4.968776583652454,4.968554188775315,0.0,0.031091731685608207
600,5.0,3.2296545519415902,4.075156554624272,5.016797813877132,0.005708734176304184,0.5,0.23920361677178797,0.5,0.6150012691172114,0.4998865744517081,4.9994064247586945,5.000290518277719,-8.873760443368385e-06,0.4999363630716403,0.000624421502127295,-1.3923636176844828e-05,7.191490536888234e-05,0.6,0.49989187085461917,-3.9528474413282555e-05,3.317763785958064,0.013740906809541648,0.6371361153551716,5.0,4.565539427810904,0.4014906745290319,0.005800419719075344,0.0038813720886406076,0.02713887280410378,0.33,0.6570973159516934,-3.5240881587128136e-05,4.965230455927702,4.965085096238578,0.0,0.03473497377448517
700,5.0,3.0224664262383043,3.917583027741681,5.018122434562039,0.007833317933058703,0.5,0.2752106584620566,0.5,0.6123516180175569,0.4998888699407432,4.999767317721257,4.999818141277121,0.00019013491056546597,0.49985054570950055,0.0024516718907411756,3.424258116458735e-06,-8.140781929325833e-05,0.6,0.4998121371731209,-2.457068609597812e-05,3.0465699863869586,0.017584106245704386,0.6586231451466308,5.0,4.526839522424843,0.47012269909520654,0.010626305654080246,0.00513106462069925,0.028341345682423892,0.33,0.7572614669100128,-2.9996841507694373e-05,4.963075384980691,4.963031310046197,0.0,0.03762691547144923
800,5.0,2.813850808592176,3.817955209892326,5.027175618482543,0.009094026393317297,0.5,0.2923809682849407,0.5,0.6065725937156677,0.49986273041921025,4.999265161564125,4.999873694339998,0.00014131894026912458,0.49970958150970624,0.002363862310603833,0.000542050725095358,-5.912192161669991e-05,0.6,0.4999873842725379,0.00011143684873910979,2.798784229993853,0.021541248585599165,0.6817502333614032,5.0,4.418602249546517,0.5479797110291464,0.01548599884195665,0.00583694558011369,0.03129239529306868,0.33,0.8538028864246667,5.2018885962888504e-05,4.9601906089571255,4.960178587744699,0.0,0.0394753639003267
900,5.0,2.6228636061011796,3.6843064116524396,5.031228175381897,0.010626765275896906,0.5,0.3357719459544706,0.5,0.6032386655899301,0.49963865234985333,4.998974453465144,4.999465842346733,0.00019134405223129514,0.49973211007877544,0.0021539526004554334,0.000525758534725156,0.00021714390325145653,0.6,0.49980482519792707,2.962318360858954e-05,2.627248457503016,0.02451120464381186,0.6932154001026932,5.0,4.335304831339328,0.6741945058290666,0.016817393116429796,0.006962819584649912,0.03865713347024725,0.33,0.9869671276686542,1.5081399321744643e-05,4.9585882806689,4.958274151925825,0.0,0.041227565117243806
