milliseconds,EC,Z,Rho,Y,Fraction_Inactive_Channels
0,0.0,0.0,0.0,0.36,0.0
100,-0.15104700070503396,0.06310388473252457,0.39238724640822387,0.44794311597250963,-0.39238724640822387
200,-0.28509388621406273,0.06864762982183911,0.6274069157621233,0.5764462563922238,-0.6274069157621233
300,-0.4135863159468821,0.07453136847515777,0.7665549957258021,0.6990549474717275,-0.7665549957258021
400,-0.5355258603999848,0.08198899595182524,0.846243152898404,0.813536864448163,-0.846243152898404
500,-0.6479628936420694,0.09499741229320208,0.8858501922454207,0.9129654813488707,-0.8858501922454207
600,-0.6700278804034618,0.4177479391684318,0.0743642542246894,0.6122799412350323,-0.07436425422468924
700,-0.6149166720138225,0.17981429842458957,0.25339799916611505,0.7951023735892356,-0.25339799916611494
800,-0.592360829654785,0.3191034612742604,0.1582276370841615,0.6332573683805268,-0.1582276370841614
900,-0.5402506939574812,0.21767117431333813,0.234228218590713,0.6825795196441453,-0.23422821859071288
1000,-0.48533308603072667,0.2630150833926134,0.16888637173284277,0.5823180026381158,-0.16888637173284274
1100,-0.44494403618713735,0.24234548262722472,0.23040500307387143,0.5625985535599153,-0.23040500307387138
1200,-0.39238076281584267,0.24246292885189744,0.20296436110699323,0.5099178339639472,-0.20296436110699317
1300,-0.35487221523518886,0.24480006453041409,0.2314980652609257,0.47007215070477826,-0.23149806526092567
1400,-0.3121008308347891,0.23239584353700057,0.2316637531236413,0.4397049872977915,-0.23166375312364126
1500,-0.2801276881109833,0.23816019215545087,0.24899115592837015,0.40196749595553566,-0.24899115592837015
1600,-0.24679474302161897,0.22302542169205533,0.2594330861812192,0.38376932132956654,-0.2594330861812192
1700,-0.22391076517402242,0.23023901944538788,0.27881494026981296,0.3536717457286376,-0.278814940269813
1800,-0.19741226544482113,0.21376175413772383,0.28383708412859726,0.3436505113071003,-0.2838370841285973
1900,-0.18914491736472994,0.21699075953976255,0.33037119731282794,0.33215415782497104,-0.330371197312828
2000,-0.1615668858687382,0.21381822319487098,0.28342838387823027,0.30774866267387047,-0.2834283838782303
2100,-0.18022071469460607,0.14533900152222154,0.42322067754059695,0.39488171317238757,-0.42322067754059706
2200,-0.27988951496335934,0.0735455383503349,0.6273559767039463,0.5663439766130277,-0.6273559767039466
2300,-0.4071699782231599,0.07449141845330248,0.7661328224708798,0.6926785597698605,-0.7661328224708801
2400,-0.5293165945388971,0.08167235377927647,0.846129574365423,0.8076442407596247,-0.8461295743654234
2500,-0.6422349889298236,0.09420514506525335,0.8862614841936383,0.9080298438645649,-0.8862614841936386
2600,-0.6768565693939914,0.43280064164005305,0.1144846799384551,0.6040559277539183,-0.11448467993845562
2700,-0.6125626621886989,0.18140144931459684,0.24440492046582107,0.7911612128740797,-0.2444049204658216
2800,-0.5966673558242475,0.32108849692664176,0.179366507131446,0.6355788588975811,-0.17936650713144647
2900,-0.5399697892755635,0.2164179289966115,0.2289476012544032,0.6835518602789273,-0.22894760125440358
3000,-0.48735280770902717,0.2666981057661718,0.1685820544352467,0.5806547019428305,-0.1685820544352471
3100,-0.4460395395509455,0.23973907066556444,0.23123433045735436,0.5663004688853568,-0.23123433045735473
3200,-0.39355261190620333,0.24420790574145945,0.20074002883754025,0.5093447061647195,-0.2007400288375406
3300,-0.35627212525322494,0.2435627754329173,0.23335626201916138,0.4727093498202835,-0.2333562620191618
3400,-0.312941150181035,0.23328586733346685,0.2295431622800552,0.43965528284754424,-0.22954316228005558
3500,-0.2813943558685923,0.2375354683651604,0.2506160151709651,0.403858887503408,-0.2506160151709655
3600,-0.24734871143785545,0.22380691194440488,0.2571716340955429,0.38354179949342665,-0.2571716340955433
3700,-0.2250167026504212,0.2292916072250272,0.28092521421268857,0.3557250954253698,-0.28092521421268896
3800,-0.19766431527264808,0.2151630151249969,0.28075636424382305,0.3425013001476272,-0.28075636424382344
3900,-0.18996645847716911,0.21397781712657812,0.33331942249293506,0.33598864135056733,-0.33331942249293545
4000,-0.16203956773556816,0.2173368629155961,0.2793795571157313,0.3047027048199477,-0.2793795571157317
4100,-0.17802026362730936,0.14730205622381154,0.41526525201053166,0.3907182074034729,-0.415265252010532
4200,-0.2766230904171027,0.07360400121254164,0.6217749149270859,0.5630190892045366,-0.6217749149270863
4300,-0.4040126421252324,0.07432281924974422,0.7628458606709684,0.6896898228754637,-0.7628458606709685
4400,-0.5263555827819251,0.08143948376375326,0.8442937707406682,0.804916099018152,-0.8442937707406682
4500,-0.6396050028308976,0.09368019001968982,0.8855011060922655,0.9059248128111946,-0.8855011060922655
4600,-0.68337959088169,0.43822217101695293,0.17083518920534327,0.6051574198647287,-0.1708351892053432
4700,-0.6122808287168683,0.1829377725379769,0.23777818018406896,0.789343056178894,-0.23777818018406893
4800,-0.5999241069974183,0.32002958885068195,0.19437653628309418,0.6398945181466971,-0.19437653628309412
4900,-0.5405212617362657,0.21634214203804722,0.2253381541125672,0.6841791196981793,-0.2253381541125672
5000,-0.4892108342931527,0.2685432183646046,0.1690598500921428,0.5806676159285094,-0.16905985009214286
