milliseconds,STAT5A,STAT5B,pApB,pApA,pBpB,nucpApA,nucpApB,nucpBpB
0,143.86679999999998,63.73320000000001,0.0,0.0,0.0,0.0,0.0,0.0
100,137.08980688035032,61.39860234202788,1.2343574740634766,0.00038160311975449804,7.654507017948221e-05,8.619551122568847,0.002278672533330683,1.7101072535746007
200,130.9342708967445,59.24773917493548,2.3652369288652566,0.000347165366323502,7.108403004124827e-05,16.43250231214315,0.008855329018290187,3.2934772454640617
300,125.3195880496409,57.25925212140904,3.4051492180930345,0.00031717270464257325,6.621373052087172e-05,23.54364456342738,0.01937696084643669,4.76379232605545
400,120.1784560892113,55.4150181976545,4.364652859136915,0.0002908970537099691,6.185003232620256e-05,30.04140378701928,0.033532333577479485,6.132975322073299
500,115.45430110822055,53.699566457764924,5.252714501774752,0.00026775312094435953,5.792350108530624e-05,35.99997539103745,0.05104574043444875,7.411282096889426
600,111.09916682292443,52.09959154625828,6.0770079351045645,0.00024726586440324894,5.4376364985459596e-05,41.48214530582243,0.07167159324601932,8.607595838740707
700,107.07214521929924,50.603585653551896,6.844139035712197,0.00022904656264853215,5.116021905764421e-05,46.54138347683535,0.09519018070844107,9.729651782951887
800,103.33816754082973,49.20155051966083,7.559820913413341,0.00021277501156951648,4.82342714182364e-05,51.223453879206616,0.12140422355447265,10.784214485194866
900,99.86696885758869,47.884748147117016,8.22902499046798,0.00019818514095430248,4.5563896712454206e-05,55.56779174988898,0.15013581617521432,11.77723212300385
1000,96.63228099275952,46.64550337266913,8.856100024965453,0.00018505469903603997,4.31195615717581e-05,59.6085751711638,0.18122392406830548,12.713959713564076
1100,93.61121275241742,45.47704943872637,9.444864650489633,0.0001731967898411898,4.087593567947513e-05,63.37554625198325,0.214522346631961,13.599056406659804
1200,90.78374070605896,44.37339962310092,9.998684009403744,0.0001624532241236839,3.881117646515049e-05,66.89468493518841,0.249897967792189,14.43666684132934
1300,88.13226517453732,43.329234788929845,10.520536776253202,0.00015268993189239782,3.69064089591654e-05,70.18879621472547,0.287229203738406,15.230492587354354
1400,85.64124450472211,42.339809609422716,11.013070817369934,0.00014379202295194198,3.514518986093235e-05,73.27799314000512,0.3264046738958402,15.983852102451253
1500,83.29690534569188,41.40087692853596,11.478647817291419,0.000135660964482093,3.351317034251632e-05,76.18007864354924,0.3673220883986278,16.699729531872983
1600,81.08700375260894,40.508624602527235,11.919380386880206,0.00012821178887142842,3.1997773805676265e-05,78.91085992075664,0.40988729083659553,17.380815710764175
1700,79.00061877525984,39.65962058887454,12.337164257511049,0.00012137094704033011,3.058793937389644e-05,81.48441986521757,0.4540134102765121,18.029543926341294
1800,77.0279773938214,38.85076599083332,12.733705733017365,0.00011507449582333629,2.927390362305863e-05,83.91334706391325,0.4996201203702878,18.64812062779288
1900,75.16030643647936,38.07925489142251,13.11054508257258,0.00010926662231191983,2.804701910769001e-05,86.20893008792721,0.5466329900031263,19.238551843058943
2000,73.38970932443979,37.342540470967485,13.469076185534547,0.00010389845637877711,2.6899605036653815e-05,88.3813189494654,0.5949829193118524,19.802665608682094
2100,71.7090601456924,36.63830565468924,13.810563503536208,9.892707014700169e-05,2.5824819984595454e-05,90.43966372756877,0.6446056407173263,20.342131477963232
2200,70.11191158503543,35.96443743720573,14.136156893467474,9.431462526294424e-05,2.4816552340054222e-05,92.3922349705426,0.6954412744622804,20.85847764078246
2300,68.59241575140952,35.31900460109554,14.446904421767012,9.002766225835397e-05,2.3869327454801987e-05,94.24652711942873,0.747433934364071,21.353105847681032
2400,67.1452563768883,34.70023843496349,14.743763414062007,8.603651193791018e-05,2.2978229250061855e-05,96.0093469644238,0.8005313784575719,21.827304390575232
2500,65.76559008311554,34.10651588927063,15.02761008000345,8.231479669845764e-05,2.2138832927299348e-05,97.68689019355838,0.8546846974473383,22.282259488815576
2600,64.44899503377594,33.536344750413996,15.299247964833075,7.883900209391248e-05,2.134714659946652e-05,99.2848082607187,0.9098480354352602,22.719065344665562
2700,63.191427893825626,32.98835109093489,15.559415078985316,7.558812996823405e-05,2.0599563128555946e-05,100.80826436974554,0.9659783475132626,23.13873269606133
2800,61.9891807477252,32.46126670537361,15.808791035583374,7.254333379152078e-05,1.989281005260533e-05,102.2619895104128,1.0230351566956863,23.542197379755752
2900,60.83884789931338,31.953919259308282,16.048002613340742,6.968764735495512e-05,1.922391141590209e-05,103.65032555001,1.080980354919599,23.93032710125188
3000,59.737297492888466,31.46522382157108,16.277628527626185,6.700594763280557e-05,1.859017696390152e-05,104.9772620422891,1.13977803203804,24.303927270791448
3100,58.68164027493197,30.994173604649905,16.498204660598173,6.448451347849411e-05,1.7989145191870503e-05,106.24647677921647,1.1993942892809488,24.663747364856455
3200,57.66921154055551,30.53983435611655,16.710227178512962,6.211090038593024e-05,1.741856389593523e-05,107.46135908828697,1.25979711372446,25.010484864294284
3300,56.69755112129208,30.101338229190794,16.914155956461197,5.987372959023376e-05,1.6876360489083794e-05,108.62503570510684,1.320956239905885,25.34478953091254
3400,55.76438085492147,29.67787705520671,17.110418366249796,5.776296528535168e-05,1.6360670073752513e-05,109.74039999463895,1.3828430149636373,25.667268047613465
3500,54.86758777692337,29.268697137457636,17.29941217319799,5.576941584532775e-05,1.5869772842035482e-05,110.81013365243082,1.4454302802872554,25.978487670099938
3600,54.00520949687375,28.873094770348207,17.481508036291416,5.3884521175769e-05,1.5402065954558312e-05,111.83672561255023,1.5086922743678972,26.278979356617043
3700,53.1754219280416,28.490412341271867,17.657051658263878,5.210064050136806e-05,1.4956094327843493e-05,112.82248783625522,1.572604539112286,26.569240533873717
3800,52.376526648785166,28.120034393193738,17.826365970766137,5.041072509678441e-05,1.4530508522725258e-05,113.76957161900657,1.6371438296517957,26.849737867988924
