milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
1000,32194832.087583426,28685629.85180979,22773185.938818227,19.21994868276647,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.789959749001,47177761.13154604,13047236.230063394,5092450.508303787,237222928.17480946,6.4944060871080564,0.009790030981907779
1100,32194833.250125386,28685650.450144634,22773175.34901531,19.2199486845428,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.78957986868,47177761.13154604,13047236.559416156,5092450.5086836675,237222927.8450768,6.494406086381265,0.009790030982430871
1200,32194836.444798257,28685665.869039416,22773166.840899702,19.219948685173065,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.789208175882,47177761.13154604,13047236.887037994,5092450.509055359,237222927.51708332,6.494406085956716,0.00979003098272235
1300,32194841.671602044,28685676.108494133,22773160.4144714,19.21994868465726,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.788844670604,47177761.13154604,13047237.212928908,5092450.509418866,237222927.1908289,6.494406085834409,0.009790030982782213
1400,32194847.59336914,28685683.582442757,22773155.197055314,19.219948683977098,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.788484133727,47177761.13154604,13047237.537111891,5092450.509779402,237222926.86628535,6.494406085761833,0.009790030982813063
1500,32194852.33208938,28685691.681180272,22773149.9630065,19.219948684511362,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.788119235149,47177761.13154604,13047237.85961923,5092450.510144301,237222926.54341313,6.494406085384343,0.00979003098309946
1600,32194857.52897312,28685697.441896696,22773145.78342735,19.219948685055122,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.787756380709,47177761.13154604,13047238.180422705,5092450.510507155,237222926.2222468,6.494406085011866,0.00979003098339272
1700,32194863.18402038,28685700.864592023,22773142.658317868,19.219948685608376,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.787395570405,47177761.13154604,13047238.499522319,5092450.510867965,237222925.90278634,6.4944060846444005,0.009790030983692855
1800,32194868.876730416,28685702.891288187,22773140.22179228,19.219948686160468,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.787036677337,47177761.13154604,13047238.816940887,5092450.511226859,237222925.58500892,6.494406084279214,0.009790030983992518
1900,32194873.879856024,28685705.15119231,22773137.841058817,19.21994868669297,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.786679482007,47177761.13154604,13047239.132717865,5092450.511584055,237222925.26887473,6.49440608391158,0.009790030984279025
2000,32194878.633654837,28685706.6580223,22773135.899194118,19.219948687217034,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.786324117298,47177761.13154604,13047239.446829366,5092450.511939419,237222924.95440787,6.494406083544358,0.009790030984560055
2100,32194883.062600657,28685707.5809749,22773134.330481365,19.219948687730753,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.78597056041,47177761.13154604,13047239.75927949,5092450.512292976,237222924.64160421,6.494406083177058,0.00979003098483429
2200,32194887.091167245,28685708.08924684,22773133.069203746,19.219948688232208,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.78561878855,47177761.13154604,13047240.07007233,5092450.512644747,237222924.33045962,6.4944060828091885,0.009790030985100416
2300,32194890.643828396,28685708.35203486,22773132.049644448,19.219948688719487,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.785268778924,47177761.13154604,13047240.37921199,5092450.512994758,237222924.02096996,6.4944060824402605,0.009790030985357112
2400,32194893.976024672,28685708.21364179,22773131.285791922,19.21994868920578,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.784920618711,47177761.13154604,13047240.686731381,5092450.513342918,237222923.71310237,6.494406082073671,0.009790030985613554
2500,32194897.606114868,28685707.260276426,22773130.854952052,19.219948689716283,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.784574482446,47177761.13154604,13047240.992686307,5092450.513689054,237222923.4068013,6.494406081715921,0.009790030985887248
2600,32194900.942736756,28685706.16750654,22773130.567181524,19.21994869022553,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.784230175937,47177761.13154604,13047241.297035955,5092450.51403336,237222923.1021074,6.494406081360447,0.009790030986160526
2700,32194903.939921528,28685705.075513795,22773130.363881703,19.219948690732963,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.783887686213,47177761.13154604,13047241.599786995,5092450.514375851,237222922.79901385,6.494406081007107,0.009790030986433008
2800,32194906.55170037,28685704.124479882,22773130.18645395,19.219948691238017,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.783547000301,47177761.13154604,13047241.900946097,5092450.514716536,237222922.49751404,6.49440608065576,0.009790030986704308
2900,32194908.73210447,28685703.454586472,22773129.97629963,19.219948691740125,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.783208105226,47177761.13154604,13047242.200519936,5092450.515055431,237222922.1976013,6.494406080306259,0.009790030986974051
3000,32194910.435165007,28685703.206015244,22773129.67482011,19.21994869223872,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.782870988018,47177761.13154604,13047242.498515181,5092450.515392548,237222921.89926895,6.494406079958461,0.009790030987241854
3100,32194911.61491317,28685703.518947884,22773129.22341675,19.21994869273324,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.7825356357,47177761.13154604,13047242.794938505,5092450.515727901,237222921.6025103,6.494406079612225,0.009790030987507338
3200,32194912.22538015,28685704.533566054,22773128.563490916,19.21994869322312,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.782202035307,47177761.131546035,13047243.089796577,5092450.516061501,237222921.3073186,6.4944060792674065,0.009790030987770117
3300,32194912.335689183,28685706.147951093,22773127.728721138,19.21994869370854,0.0,0.0,0.0,0.0,0.0,0.0,208184853.7816306,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.781870177729,47177761.13154604,13047243.383098789,5092450.516393359,237222921.01368454,6.494406078924017,0.009790030988030303
