milliseconds,BCG,Effector_cells,Tumor_infected_cells,Tumor_uninfected_cells
0,0.0,0.05,0.0,0.55
100,0.17887919276691247,0.04805357875770838,0.001437307662407732,0.5551368632427961
200,0.3372624130638806,0.04639307648416471,0.005540501607728648,0.5576382331677581
300,0.47754554995507176,0.04512358098830052,0.011997661505712114,0.5577747818926246
400,0.601844606040795,0.044333485705769185,0.02050468220890506,0.5558145214976623
500,0.7120184424235741,0.04409550512193178,0.030770641732670502,0.55201628933557
600,0.8096940253532888,0.04446780105491088,0.04252123403927849,0.54662509391263
700,0.896290687277721,0.0454951071817655,0.05550039704062474,0.5398693714452618
800,0.973043620620408,0.04720982494936215,0.06947072932949148,0.5319595837771144
900,1.0410262102843781,0.04963312791340592,0.0842131243268823,0.5230877585539115
1000,1.1011708237559692,0.05277598245118124,0.09952606139464984,0.5134276096125493
1100,1.1542879047620007,0.05664009448686314,0.11522467041422223,0.5031350587283828
1200,1.2010831120851213,0.0612187994530732,0.13113964733298622,0.4923491095800617
1300,1.2421724294308878,0.06649788064801736,0.1471161458129471,0.48119296376375603
1400,1.2780951801278826,0.072456317897229,0.16301274260490917,0.4697752746717013
1500,1.3093258710106528,0.07906700665612988,0.1787006135089835,0.4581912820686135
1600,1.33628459392205,0.08629743759319577,0.19406284844602376,0.4465239160708027
1700,1.3593458743127662,0.09411033801175499,0.20899387479708414,0.43484490147248067
1800,1.3788461240819736,0.10246428394406984,0.2233989898001073,0.4232158321129287
1900,1.3950899531536631,0.11131429299684598,0.23719400068130914,0.41168917511739855
2000,1.4083555080552401,0.12061240394109984,0.2503049531708956,0.40030919167379636
2100,1.4188989150657474,0.13030824503255928,0.2626679182236462,0.3891127825108915
2200,1.4269578930572522,0.14034959134850994,0.2742288066096983,0.3781302694288024
2300,1.4327546300719174,0.15068291095106298,0.28494318595570833,0.3673861182421865
2400,1.4364980341971545,0.16125389894242012,0.29477608005039585,0.35689960387185615
2500,1.4383854594719945,0.1720079971593457,0.3037017339538114,0.34668541844595946
2600,1.4386039877940453,0.1828908959385637,0.31170333114519827,0.33675422582952697
2700,1.4373313356188395,0.19384901360208906,0.31877265199266347,0.3271131675883938
2800,1.434736452395001,0.20482994908991137,0.32490966694167933,0.3177663248581458
2900,1.4309798779035172,0.21578290323431057,0.3301220625279886,0.308715139126849
3000,1.4262139193065408,0.2266590638408397,0.3344247019193926,0.29995879359337135
3100,1.4205827108906781,0.23741195310365365,0.33783903003369126,0.29149455978966365
3200,1.414222178408508,0.24799772902403622,0.3403924229103584,0.2833181067052826
3300,1.4072599571377271,0.2583754202016976,0.34211748260462366,0.27542376542233526
3400,1.3998153491557332,0.2685071874960204,0.3430513631480803,0.26780481364543063
3500,1.3919992341079817,0.2783584030535916,0.3432349973656656,0.2604536443780005
3600,1.3839140779131407,0.28789792733351194,0.3427124536999164,0.2533620648822596
3700,1.3756538382813737,0.2970980176447753,0.3415300835506551,0.24652136208822378
3800,1.3673042145474392,0.3059343561809079,0.3397359517681456,0.23992247053024454
3900,1.3589425567123479,0.31438619021870906,0.33737907980259707,0.23355617962243494
4000,1.3506383078698825,0.3224360292911067,0.334508884003204,0.22741312015347764
4100,1.3424530879935714,0.3300697468845679,0.331174579943006,0.2214839575295346
4200,1.3344410773724684,0.3372763909933129,0.3274246603243595,0.2157594393402395
4300,1.3266494495793728,0.34404801346649594,0.323306566238056,0.2102304491455935
4400,1.3191185945467525,0.3503795924545803,0.31886610763160395,0.20488810604101346
4500,1.3118827154930548,0.35626874905695577,0.314147329691135,0.19972375767121645
4600,1.3049701887815193,0.36171559049630786,0.3091922076876325,0.19472902954734722
4700,1.2984039809094972,0.3667225334722911,0.30404028895514046,0.18989587431975266
4800,1.2922021968305928,0.3712940336590425,0.2987287977861676,0.18521654527355164
4900,1.2863784563460186,0.3754364277673132,0.29329232543094147,0.1806836454711195
5000,1.2809423875292834,0.3791576993407647,0.2877628704470612,0.17629011885342624
