milliseconds,NT,NI,BT,BI
0,1.0002382125400082,0.03825869352462192,-244.3450155799479,68.32062754941576
100,1.000391045427301,0.20994380228106974,643.3048459046047,1735.861822385498
200,1.0011678091070455,0.34079676268174075,1141.2821604677479,3142.902751816062
300,1.0015311490442855,0.6390205747194017,1094.0179508957456,4413.3419595280575
400,1.002230082525624,0.7854314528506838,1584.8937222871118,5246.7820641273
500,1.0028350660277319,0.9851485576517048,2273.09198520971,5956.576783121859
600,1.003110330278197,1.120841122399451,2419.1605466772717,6516.463178162728
700,1.0041588909400279,1.3048229991400782,3247.1907070941784,7161.5225572221025
800,1.0043108131075458,1.4172615348882287,3589.8352012274645,7396.570863141389
900,1.005353561999957,1.553662021067985,3850.458598917903,7733.512741412723
1000,1.005472581381952,1.6659943750391737,4187.453195804812,8043.150727861409
1100,1.006556967566977,1.8621573045839712,4669.6897177483925,8197.532088301983
1200,1.0067417656189102,1.9693944388940485,4922.635780992717,8430.976385888662
1300,1.0075253941554048,2.18190484610963,5719.102078755834,8599.899827068433
1400,1.0077829308485844,2.2035647496037085,6135.503501775032,8610.682141574864
1500,1.0085128423030825,2.343721691685663,6372.900931268584,8831.907265675409
1600,1.0090787288116527,2.511216107603846,6832.129203340101,8868.905253831286
1700,1.0094931561491627,2.568613040314479,6894.610026279695,8797.406721030977
1800,1.0106201917395665,2.7136276433395072,7576.206811724207,9008.636319827305
1900,1.0113213356646453,2.805791081483359,7623.2253739547305,9019.774096587891
2000,1.011682222988436,2.932489448194083,8421.824482448785,8950.585081586463
2100,1.0125972676427613,3.0174063061931107,8519.391320110904,9114.925557920518
2200,1.0131097105740534,3.0300963069125726,9010.041064556792,9041.01858258128
2300,1.0137880174814338,3.1000535862795418,9019.810937258588,9142.860515642986
2400,1.013693880355783,3.2469953195291383,9854.545624385119,9106.9722375242
2500,1.0147646132341306,3.283927269065712,9723.21744490202,9150.323433793765
2600,1.0150531207466467,3.403374009245202,10396.740395989616,9090.250587414026
2700,1.0154660957673791,3.43750472053454,10666.113468490239,9183.43838887156
2800,1.016094750225225,3.544909800253996,11016.734445337755,9132.032240158649
2900,1.0167696456573676,3.588853413382865,11370.018742620261,9130.277458946843
3000,1.0175533676530302,3.6401009796966766,11482.57416841443,9040.891674613933
3100,1.017750689391091,3.759734507292704,12229.80555803661,9208.896045257676
3200,1.0189582907853565,3.7737165799386214,12165.756326004182,9184.006812166515
3300,1.019575677218679,3.872073900937059,12705.282556842198,9173.634024091076
3400,1.0199270337810564,3.9414316374918106,12827.577164931616,9086.613133029941
3500,1.0200275699356567,3.920973068258454,13332.354097778418,9098.49806239325
3600,1.0210783868515911,4.03816180065341,13314.461221488422,9138.192197983099
3700,1.0213883300362425,4.046265069090255,13801.533838339057,9134.770880306278
3800,1.0221961782998301,4.155411284096331,14041.540748004587,9171.088522963224
3900,1.0231128592290453,4.213863396673408,14475.923217503256,9098.151087268547
4000,1.0237159787778658,4.256976091600555,14830.123618843541,9069.35169531656
4100,1.0243236586604705,4.244543876031663,15170.07661658567,9054.088031357474
4200,1.0248163990169923,4.356038155836739,15253.236688582178,9091.934869632318
4300,1.0248550172882092,4.315911475401814,15468.711433626484,9078.73380503617
4400,1.026123703719737,4.408195971241099,16112.54309324432,9136.841691060044
4500,1.0267840032931566,4.3737515759429835,16004.065026309718,9193.595866480142
4600,1.0271153727383429,4.473904712352066,16712.10144772412,9157.53186103135
4700,1.0278382010318081,4.448188867092204,16688.6724609737,9043.153526870194
4800,1.028353990118257,4.463547917581988,17167.146040784217,9119.184529969838
4900,1.0284568026042376,4.532947353940611,17374.80064417541,9065.528678978262
5000,1.029705230979567,4.542419525166967,17492.77486689841,9220.282435961706
