miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,4.999007446058028,5.002100286326164,94.99985247908845,10.000048201526896,10.000000000012514,1.2569455142845954e-17,200.0,1.01006062610346e-20,-1.179033117267137e-16,0.0,-3.100868534046934e-11,-9.80078048984131e-16,100.27959866255918,99.80424254932562,-0.129099395528791,-0.2624759899016182,499.9999999438351,3999.13479934936,200.0,200.0,200.0,0.00012957218273329754,-0.00041106780531638225,-3.441313043864816e-05,4.240677077688201e-06,6.7338556579313386e-06,-1.5825048386937108e-05,-1.546709706229136e-06,1.6329334193940274e-08,1.0885354009067782e-09,-1.0667237667485638e-20,-9.55849359718132e-22,-1.4750109430929092e-23,1.290032547454729e-24,-1.3443064288606188e-09,-2.9065598167544678e-12,-1.0724212942716955e-28,500.0003573288374,0.0003352815382066946,-7.844291349647742e-24,1.7126689244080873e-07,-3.2485452461272843e-16,1.4827911975495903e-13,-0.00013687361740857072,-1.7357165288030655e-05,2.6230102641875772e-06,99.99950274745103,1.4717424234369824e-11,5.779158744519021e-16,-3.801672803958629e-08,50.0,2.443034462817989e-14,6.900528096457896e-13,0.0,100.0,-4.893997700589092e-17,-8.886392246163873e-34,0.0,0.0,0.0,0.0,0.0,1.2890369318282378e-17,0.0
100,4.997417099556908,5.003086851981928,95.00165695103662,9.999867114294235,10.000000000019936,-2.3028693389781643e-17,200.0,1.1463043900675495e-20,1.0232597738001929e-16,0.0,4.915448459280922e-11,5.132442554669838e-16,95.28890385415964,99.7524371821987,6.303918900986334,0.32974827579621696,499.99999995028554,3996.1708558209843,200.0,200.0,200.0,0.0018323828127727578,0.0006702599522197641,-3.845750846742489e-05,-1.2526727796100333e-06,-1.7305268789457113e-06,9.74790999223664e-06,9.313646713261957e-07,6.538816452181216e-08,1.9624064600605294e-09,1.0048309269433001e-20,3.5681356230390144e-22,3.8196292951770415e-23,1.8467380813756218e-24,3.3688819114563467e-09,2.508578164320765e-12,-4.242504273590096e-28,499.99942830755003,0.0006615547491432641,-5.580686560576617e-24,2.6337853191531587e-06,1.2242062048924652e-16,-5.805031211787749e-14,0.0005411084079749266,-3.983857548190064e-05,-1.3880030737979469e-06,99.9989124317697,1.146104716665949e-11,-8.820681720140567e-16,-9.254546348693224e-08,50.0,5.795765626753103e-15,-1.8301244625771136e-12,0.0,100.0,-8.1161989234111155e-19,1.2033866375491732e-33,0.0,0.0,0.0,0.0,0.0,-2.0636528901864875e-16,0.0
200,4.996652034506566,5.00921181736501,95.00642066165548,9.999617317742349,9.999999999971013,-2.640339750347176e-17,200.0,1.2637727261488285e-20,-7.245586014068137e-17,0.0,6.969225355461493e-11,5.437546281718391e-16,89.15266739672835,99.56804758033962,9.144825657238016,-0.18599189501031962,500.00000004773506,3991.3833105051112,200.0,200.0,200.0,9.343770990758747e-05,0.0004830958703207347,-4.984887111297729e-05,-1.1661634108604328e-06,-1.0428221752785947e-06,-3.36227142566239e-06,9.023595592922458e-07,1.0679764397465245e-07,1.5597812332033374e-09,9.60911402085434e-21,-9.822998746859898e-22,4.303495429916962e-23,1.3428489229010229e-24,3.241998671649271e-09,3.0230434816606865e-12,-3.501753618724822e-28,499.9993648466522,0.0009996059033180182,1.427181811134513e-23,4.432015535746117e-06,-4.3519439045051563e-16,-9.959770559430662e-13,0.0015033176429686105,5.377933659856799e-05,6.17499502095756e-06,99.99771011747495,4.459693494879364e-13,-5.238200089588337e-16,1.038181310997951e-07,50.0,-1.416683518636832e-14,6.955758182106904e-12,0.0,100.0,-6.068277108752891e-17,1.293186140916326e-33,0.0,0.0,0.0,0.0,0.0,-2.3275168254691566e-16,0.0
300,4.993182890559496,5.010230187364522,95.00715279183285,9.999427848229795,10.000000000035966,-2.6988761307529583e-17,200.0,-1.6316838777356622e-20,-3.95467564728434e-17,0.0,8.401652226163522e-11,-5.238340811881727e-16,84.9217521327554,99.83121749925104,14.093173700959756,-0.05336746256816455,499.999999937443,3985.793700876207,200.0,200.0,200.0,-0.0011857840249506937,-0.0003348625606988106,-3.3810510941959535e-05,-2.89710263357739e-06,3.5699220714910843e-06,1.4660326922140101e-05,4.260308080940105e-08,2.20452091486613e-08,-3.0313825976850694e-10,-1.5970686079352266e-20,-1.0202217348123784e-22,-4.4616645636185023e-23,-3.5178403665500267e-25,-1.9321883808479213e-09,-1.0700574351653006e-12,-5.154660842828156e-29,499.99817028950844,0.0016160190882673552,-5.772638900158399e-24,4.637569179366909e-06,-5.054410443726582e-16,-4.90126962148565e-13,0.003408451652158103,7.194959229693663e-05,5.0014079853689215e-06,99.99761514372443,-3.872533331882116e-12,-7.905714848415184e-16,-8.838145357069398e-09,50.0,2.7179434563921057e-14,5.2889994874132e-12,0.0,100.0,-6.220506243087216e-17,-2.5447410855035773e-34,0.0,0.0,0.0,0.0,0.0,7.768723375326293e-17,0.0
400,4.990058822793186,5.012664091931862,95.01142795366182,9.999009653480844,10.00000000004831,2.6358337808217495e-17,200.0,5.886334202724873e-21,-1.170639084039534e-16,0.0,-1.7199176731583186e-11,5.807158658830862e-16,80.48414655895427,99.99746941259798,19.307890780059324,0.5450286711493408,499.9999998794886,3981.818710490596,200.0,200.0,200.0,-0.0008091943657876587,0.00013365073986854636,2.8014529070492084e-05,1.535129151134278e-06,-2.210571492357016e-06,1.4459156592662509e-05,-7.731698107333805e-07,2.5134368074533698e-08,-5.04872182732295e-10,1.410694763895044e-20,3.1233754297598546e-22,-1.354239319571435e-23,-6.100023631051652e-25,-1.6022906103802137e-09,7.136639552373964e-13,9.204953033806904e-29,499.9979341220384,0.002301389714912873,5.4544566541752095e-24,7.717459040749527e-06,-1.5945050202395216e-19,2.101149351779113e-13,0.0034545673704655363,3.6161765098070106e-05,-3.2450374809852343e-06,99.99657991637918,4.7549917791006396e-12,6.126707078283614e-16,1.2118171829458108e-07,50.0,-2.664667657507183e-14,-3.6244521163409336e-13,0.0,100.0,5.322065787098113e-17,9.064674606517432e-34,0.0,0.0,0.0,0.0,0.0,-2.287000840390691e-16,0.0
500,4.990186833252262,5.018608227073772,95.01308345506229,9.998587460279623,10.000000000019375,5.89308912461514e-18,200.0,1.7827765248292795e-21,9.484118575205724e-18,0.0,2.2882587035729068e-11,-6.59583496864054e-16,77.50337197168719,99.05188053959051,21.65849103883741,0.6926710637099558,499.9999998839246,3977.3555368640755,200.0,200.0,200.0,0.001857395875451769,-0.0003200510125555783,2.642882180801727e-05,-2.0454588880855487e-06,-5.011224772841328e-06,1.19798550224507e-05,1.1371106315603991e-06,7.343922390804175e-08,5.348863644990419e-09,1.0484049609806299e-20,4.748801837466994e-23,9.871947288020369e-24,9.924121466548025e-25,2.3375146681932205e-09,3.1369843204894087e-12,-6.006778333160948e-28,499.99757520373976,0.002722975310807288,-5.874510822516106e-25,8.039219259359242e-06,-2.4453197642505454e-16,5.871736398377192e-13,0.004676744856041872,0.00016900534529631266,-1.1689632851151506e-06,99.99489400411358,-1.5321157089748645e-11,6.51566448963582e-16,6.66166859275956e-08,50.0,-2.3545061135501663e-14,-3.970796883001125e-12,0.0,100.0,-2.2439037591261942e-17,-3.794304862318411e-34,0.0,0.0,0.0,0.0,0.0,9.197430035639118e-17,0.0
600,4.985192382331102,5.023968579369324,95.01387218346615,9.998437681513355,10.00000000000565,-1.3338635210498363e-17,200.0,1.614652527135637e-20,1.145512736936231e-16,0.0,3.2256754858064655e-11,3.5806171471758403e-16,74.07176684363095,99.31039052984812,26.95978516358575,0.4633041224014831,499.99999985213555,3971.551679420263,200.0,200.0,200.0,0.0027987921878372,-0.00011381776858059652,5.8619312377889434e-05,-8.093112276254945e-07,3.339916814209021e-06,1.7604883547545467e-05,-1.7031077632244764e-06,8.568335406836756e-08,4.548655345908993e-09,-1.8964965660122406e-20,2.2879954550488448e-22,-4.690027614231996e-23,-7.928322783817936e-25,-5.085603694788313e-10,-3.2495341489932624e-12,3.9424055569629005e-28,499.9972600878376,0.0030825318218826473,1.405472901541972e-23,1.1672691523321923e-05,8.9528001613823e-17,5.502499594363618e-13,0.005518735373449661,0.00012334327775487435,4.201327209701062e-06,99.99454608760956,-1.984112477000597e-12,-2.5089357056253264e-16,1.1797279289009246e-07,50.0,2.7953232269450164e-14,-6.0247948456527064e-12,0.0,100.0,2.3581476566183655e-17,-1.0301030889055952e-33,0.0,0.0,0.0,0.0,0.0,2.295086869395991e-16,0.0
700,4.982856630345901,5.027445601129942,95.01720427391187,9.998165535862992,10.000000000055442,1.3942330947860244e-17,200.0,6.128676213006975e-21,-8.70104668570718e-17,0.0,2.7485561384905922e-11,-4.37425155952797e-16,69.72365836565066,98.96371136572317,30.092571671737957,1.4243607597918597,499.99999980320973,3970.112924417902,200.0,200.0,200.0,0.0016955497278902374,0.00021711626009008407,5.010141776190626e-06,-4.241071037328387e-06,-4.9349059402387234e-06,9.058267316322893e-06,-3.3482008556348673e-07,4.2258085944679095e-08,5.563091683360073e-10,-1.4404080566492216e-20,5.105203402083892e-23,2.914062036359806e-25,9.29038375257101e-25,-3.1500101432883248e-09,7.815185005780475e-13,3.786988117048317e-28,499.9967269971812,0.003350586924615924,-1.8234457001783303e-24,1.2966021125237914e-05,-2.5650453531773493e-16,-4.041822063014445e-13,0.006542817203708283,0.00017666413813780126,1.008703788406704e-05,99.99369203838057,-1.793512223379281e-11,-7.424878532287288e-16,9.627989632696317e-08,50.0,-1.6959953573193774e-14,-1.4196839401721534e-12,0.0,100.0,-3.4823706207811894e-17,9.051711977499622e-34,0.0,0.0,0.0,0.0,0.0,2.0400257338104297e-16,0.0
800,4.9830206741420415,5.027038517508107,95.01922064154428,9.997954569571576,10.000000000032164,4.38809689398404e-18,200.0,8.974671377986494e-21,4.3407191910051715e-17,0.0,6.587529438071115e-11,2.6349957347872974e-16,66.62007153290203,98.93340557273315,33.26676274267214,1.6442794895496484,499.9999996831221,3966.528545503212,200.0,200.0,200.0,0.004030597045134655,0.00022714123746618876,8.258837496825343e-05,-2.8171141554258275e-06,-5.118007145594062e-06,2.6194517737775715e-06,3.1079117576813333e-07,-4.7741330214462386e-08,2.2316663768228485e-09,-1.5224060400231418e-20,-1.0479912004206117e-21,-4.443306453581925e-23,1.6480708593272698e-24,5.010319565844157e-10,-3.6020027970683937e-13,6.109587699356727e-29,499.9962441800829,0.0037901483617153384,1.3708588614009318e-23,1.4732549452704393e-05,1.2615706917638703e-16,1.1175934742828529e-12,0.007356367781261105,0.00024473346211230964,-1.7360333059147634e-06,99.99174863201183,-1.823397834134355e-11,3.123347260399956e-17,3.2338899258090105e-07,50.0,2.4167301145097445e-14,-8.190234985621224e-12,0.0,100.0,-7.24862723069103e-18,1.4712515656379796e-33,0.0,0.0,0.0,0.0,0.0,1.5921644991789432e-16,0.0
900,4.9803776375601965,5.034650397914901,95.02264286194564,9.997620805266495,10.000000000106764,-1.283692108756301e-17,200.0,-1.3895842193760035e-20,-3.250681159156329e-17,0.0,1.4292319783775923e-10,1.0225892685995605e-15,64.27919992806491,98.57544722131314,37.29170370262299,1.8610991702895705,499.9999995678436,3961.1907769409927,200.0,200.0,200.0,0.004310091245527876,0.0002146732455095779,-8.416212064937468e-06,-3.646776831424543e-06,5.190029928439045e-06,2.3743570175486143e-05,9.389447315502768e-07,-5.0262548921297705e-08,-2.8098352010488787e-09,-4.547557112106989e-21,9.262115244345067e-22,-3.574587962377032e-23,1.0723430705524784e-24,-3.807420237211352e-10,3.1798628222048858e-12,-3.310224292877398e-28,499.99559892237136,0.004794767043148623,-1.1141184778369879e-23,1.6959542102447724e-05,-6.113154008022283e-16,-6.788115929192591e-13,0.008789246879721367,0.0003191849979159586,1.6606431169671245e-05,99.99166382910013,-5.50605271463072e-11,-5.016926899622492e-16,5.002028066985695e-07,50.0,3.7446319571299606e-14,-6.467563692225627e-12,0.0,100.0,-1.5943469757580256e-17,-1.1889886693659423e-33,0.0,0.0,0.0,0.0,0.0,-8.942999940642968e-18,0.0
