miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
1000,4.9771446772038015,5.036889542179587,95.02439637415632,9.997578784362855,10.00000000007391,2.1181031264852977e-17,200.0,-1.3069352275115838e-20,9.293283925978704e-17,0.0,1.7626267812145576e-10,1.342977939720944e-15,60.643753794021315,98.17046167456944,40.151522650903495,2.3914096714213318,499.99999963014386,3957.53351136857,200.0,200.0,200.0,0.0008061551533298855,0.0005745589568080901,7.238693607084353e-05,5.289048441361693e-06,-5.5051021737927315e-06,2.8557981668013748e-05,8.399657167913053e-08,-7.00455604927067e-08,3.294776817953082e-09,1.619345292656581e-20,3.2292624526796055e-22,-2.4047349130666748e-23,-1.3752394723588689e-24,9.266846088406313e-10,1.939735957826057e-12,-5.315356331081674e-28,499.99515927239446,0.005079259218768299,-1.3971950832624586e-23,1.7599112954059573e-05,-6.272528470905823e-16,-4.292345971908559e-14,0.008817352482421173,0.0004459511350386429,1.745022960058374e-05,99.990299829149,-5.461485297569559e-11,3.820039308820169e-16,3.361564984197948e-07,50.0,2.993780862337694e-14,-1.0113290987374769e-11,0.0,100.0,8.196454215601882e-17,-7.016244599111294e-34,0.0,0.0,0.0,0.0,0.0,2.0750064467472349e-16,0.0
1100,4.97561796642859,5.039705825510551,95.0257383505619,9.99717134295848,10.000000000113461,2.4063705490345808e-17,200.0,1.3518858355567178e-20,-6.487888599886464e-17,0.0,2.245488520085446e-10,1.7879929721426878e-15,56.985921933385654,97.61816737703516,43.11724936904708,2.1524104153246353,499.9999994139547,3953.998694845732,200.0,200.0,200.0,0.003420610597808687,0.0006045244748824897,-7.37432434824126e-05,2.30187222982673e-08,4.500894833081693e-07,2.5000623178281535e-05,8.180277702884391e-07,-6.356302874553727e-08,-6.590601256337161e-09,1.3255858799646145e-20,-5.149993835364658e-22,3.005662066083869e-23,-1.4219827155509477e-24,9.163239575769946e-10,-3.0649415709861995e-12,-4.26325869293986e-28,499.9942731181718,0.005454655283863737,-5.011410531484155e-24,2.0098235315398003e-05,8.75301485951422e-18,1.4167918419409371e-12,0.010147868672432973,0.0005207791598404979,1.8716379392960318e-05,99.98944227792035,-5.1800696437197375e-11,-2.1526281626959297e-15,4.245436176850206e-07,50.0,1.0195674167521477e-14,-1.4009238716856001e-11,0.0,100.0,-9.99408276138189e-18,9.32166854573888e-34,0.0,0.0,0.0,0.0,0.0,1.0053250414352756e-16,0.0
1200,4.971466899975778,5.042088625107934,95.02811337072545,9.997193029849717,10.000000000134522,-4.444967596807222e-18,200.0,-2.875629709708048e-21,-6.264553364940875e-17,0.0,2.6956509897070227e-10,2.2113009041743585e-15,54.81098347769492,96.64514542740187,44.87172863248987,2.9652841399546737,499.9999992213272,3953.016884966653,200.0,200.0,200.0,0.004100074004974618,0.0006592568364175244,-6.380208776219791e-05,3.995749487910423e-06,7.081397012301602e-06,3.5916874616588436e-05,-9.171642139707635e-07,1.884336933769723e-08,4.8749280302513086e-09,7.819242030836686e-21,7.018385000698139e-22,-1.8448553583996534e-23,-1.0961463824965004e-24,1.72765022903337e-09,1.4166442864460408e-13,3.224016085605142e-28,499.9938726778074,0.005814561103543841,-2.9788670907568017e-24,2.2749751769802495e-05,-4.117666722505385e-16,1.297357264494385e-12,0.01054928846219701,0.0004762127515691158,1.2929740163594695e-05,99.98926068980248,-7.484626481560239e-11,-2.1358047010861818e-16,6.165815098146569e-07,50.0,3.717428700806202e-14,-1.6617608698322225e-11,0.0,100.0,-2.955254920051594e-17,1.000937008385767e-33,0.0,0.0,0.0,0.0,0.0,-4.832203129707846e-17,0.0
1300,4.971070936359934,5.049663134341964,95.03038134938376,9.996719778500205,10.000000000138819,1.2772483325447965e-17,200.0,1.1173361679994684e-20,1.3924540824147283e-16,0.0,2.9547695442175554e-10,2.0770136780767992e-15,53.706527598291686,96.36233322684757,48.00836528346873,3.721305082409376,499.9999991763674,3950.8810223913465,200.0,200.0,200.0,0.007578363700014031,-9.31593070718676e-05,-3.5727544017521066e-05,-3.0177050406892947e-06,2.6923498626332675e-06,2.632860194115756e-05,-7.615974840086073e-07,1.1126044939751537e-07,1.6797061700101475e-09,1.7815940092016363e-20,2.8596982306921644e-22,1.8263193933823868e-23,2.313142567051803e-25,-2.041371049670272e-09,3.07113314722224e-12,4.748942952615755e-28,499.99371842823166,0.006194455256950791,1.4381791951470252e-23,2.383213562434483e-05,-6.66257618920168e-16,1.4864698412074305e-12,0.011273065773184555,0.0006318566106828568,2.128150490455167e-05,99.98794000292641,-8.756935001353089e-11,-2.4526765070542542e-15,6.889011885237591e-07,50.0,1.0930120822498222e-14,-2.6335304986010257e-11,0.0,100.0,3.58178639745796e-17,-1.1814818246253516e-33,0.0,0.0,0.0,0.0,0.0,-1.63356729316709e-16,0.0
1400,4.9694611878936215,5.049507546720158,95.02905436270974,9.99637514975858,10.000000000196952,3.234941085108469e-17,200.0,-4.014976647898618e-21,-1.3478932020387084e-16,0.0,3.620539018267229e-10,2.692230178115297e-15,50.17824560810184,95.8997872810807,50.02097238411261,3.8760755178654724,499.9999990238453,3946.038411158763,200.0,200.0,200.0,0.010912853987150398,8.542869870224867e-05,-9.671668448234448e-05,-5.25301156195411e-06,1.5026008543725542e-07,3.900785184664702e-05,2.8844729259288684e-07,1.0814119533332873e-07,4.311182400431879e-09,1.7839290737514313e-20,-6.40096122732734e-23,3.4009289301559133e-23,-8.95143049409773e-25,6.636619454248269e-10,-3.146549945853727e-12,-3.503670179865932e-28,499.9926463595563,0.006738872754828589,-7.693252466409966e-24,2.5884057047455723e-05,-1.0659192548397803e-15,1.384748955109206e-12,0.012003075585349316,0.0006499842036294073,2.964889501415985e-05,99.9866180744161,-1.1175807963504635e-10,-1.890897058777615e-15,8.43022177914161e-07,50.0,6.514573878262646e-14,-2.796723300105837e-11,0.0,100.0,2.951701503117066e-17,5.3769995969536614e-34,0.0,0.0,0.0,0.0,0.0,7.371541661773274e-17,0.0
1500,4.965104917955742,5.0535998646272855,95.03042204007889,9.996310584004995,10.000000000179874,2.5661210431069866e-17,200.0,-9.201318480554764e-21,-4.578820829642051e-18,0.0,4.086444932107813e-10,2.351941874088737e-15,47.661789194721834,95.68062640526497,50.36815424387563,4.035214139903675,499.9999990380887,3945.7035034207406,200.0,200.0,200.0,0.01216619149148539,-8.81010015512056e-05,1.0311453420649565e-06,1.3475717316402995e-07,6.6830806324487975e-06,5.249860198489024e-05,-1.9716272499859126e-08,1.4331836712748817e-08,-2.017777333573597e-09,-1.777102618320933e-21,-4.54460102845286e-22,-3.151703370840414e-23,-3.4410627285140857e-25,8.450486289658954e-10,-1.4515391661600375e-12,-1.9877072552876534e-28,499.99273959051163,0.0077753256998504385,2.2031577303973277e-24,2.8702878179960443e-05,-1.134278483195582e-15,1.3078689584299135e-12,0.013299724341907957,0.0007765006995999551,3.0369663370031307e-05,99.98581495659994,-1.0321604922240536e-10,-1.5316917452269365e-15,8.56114302486325e-07,50.0,7.105332931502345e-14,-3.0322647918950396e-11,0.0,100.0,7.852148364546122e-17,-1.3851225374525726e-33,0.0,0.0,0.0,0.0,0.0,6.453053391225369e-17,0.0
1600,4.961707422115881,5.0582722279615,95.03282461739553,9.995887576320094,10.000000000260739,3.7528554880626534e-17,200.0,1.283394969314562e-20,-2.4269589057680822e-17,0.0,5.012205977256572e-10,3.121193871340369e-15,46.05562570001744,95.21492629757597,53.90745471352445,4.538924464344695,499.99999901941055,3942.7955896657572,200.0,200.0,200.0,0.013637154869632864,0.0006337900059721886,-8.22198119928726e-05,-5.648830665277366e-06,-2.354665812260351e-06,7.551497320653257e-05,1.9724320076443817e-06,1.0533287202583002e-07,6.1351552890415624e-09,-3.802261494888411e-21,-1.9288263801484672e-22,3.461217698519705e-23,6.508167444755067e-25,9.140469870021243e-10,-1.5280714132952386e-12,6.06983038773062e-28,499.9915984072196,0.008084128612015474,-6.78421068686487e-25,2.929813612135141e-05,-1.3896986019130535e-15,2.2842860866676547e-12,0.013932794624139965,0.0008364807950130306,4.77736867086453e-05,99.98499581358614,-1.1164390932834052e-10,-3.2291420547536157e-15,1.0858992956409174e-06,50.0,7.209322274122469e-14,-3.568081915670345e-11,0.0,100.0,9.710417224065716e-17,-1.1140117321181095e-33,0.0,0.0,0.0,0.0,0.0,3.021967899817677e-16,0.0
1700,4.962003472324678,5.062110084156874,95.03316958146954,9.9958407411178,10.00000000026938,2.6333022552317532e-17,200.0,-5.668691134419174e-21,-2.917449016464786e-17,0.0,5.787800197387346e-10,3.046564165905471e-15,43.869083804790236,94.66134759221111,55.2828053878498,5.654530717877394,499.99999886426497,3938.4337761474553,200.0,200.0,200.0,0.012712950220715526,-0.00029442000202106397,4.877532224240159e-05,-5.136365751386128e-06,2.3886284383190535e-06,8.347447524994581e-05,1.703987056705501e-06,3.484629729028111e-08,-4.04368261750262e-09,5.818729399364496e-21,-6.487253358202313e-22,4.67877445466076e-24,-1.252859883926058e-24,-1.936555144597461e-09,2.674947047904588e-13,-1.0930743449021422e-28,499.99159846458025,0.008702689268153293,1.1782324573770026e-23,3.1715782383492205e-05,-1.1752091546258916e-15,2.0049333521463963e-12,0.015085022794764938,0.0009973909960828955,4.675117983454607e-05,99.98454406272532,-1.4986144045492048e-10,-3.982787530229034e-15,1.2731493817968969e-06,50.0,7.755176758262312e-14,-4.633686952368325e-11,0.0,100.0,6.252715646661466e-17,9.891474960430542e-34,0.0,0.0,0.0,0.0,0.0,4.3092044400494834e-16,0.0
1800,4.9584344566294245,5.065587443299297,95.03102514812029,9.9955259403222,10.000000000293566,3.080542654923104e-17,200.0,1.2938657045040034e-20,-3.0832967258800314e-17,0.0,6.684216908094485e-10,4.281006835437282e-15,42.633207345480336,93.97129668817739,56.77337883823063,5.570014420975739,499.9999985593328,3935.884779010244,200.0,200.0,200.0,0.018372330020947583,0.0002380842907199748,-5.898693215533864e-05,-2.676000203801792e-06,9.203604489435543e-07,7.460649144908467e-05,-5.61131349733415e-07,-6.488692011201118e-08,6.149284944851696e-10,1.3005493967173596e-20,6.378483204277686e-23,4.240754705894255e-23,-3.9680644192886287e-25,2.6805890392811904e-09,4.2227371596653603e-13,-2.744341460876879e-28,499.9909303527892,0.009345354275289297,1.4090662294977598e-23,3.250866632604902e-05,-1.0748099395605033e-15,3.77921408428856e-12,0.015780978909987198,0.0011138116644985145,5.857041852795978e-05,99.98372763734346,-1.663121426699307e-10,-5.00336846587687e-15,1.5452307603629899e-06,50.0,7.462330533032594e-14,-4.5891199936239895e-11,0.0,100.0,8.877679286698399e-17,-5.593641861867139e-34,0.0,0.0,0.0,0.0,0.0,8.862402027260742e-17,0.0
1900,4.954680460180966,5.07008606161084,95.0294645572442,9.995240391533923,10.000000000308505,4.340001641689359e-17,200.0,-5.071094618424862e-21,7.892850750240869e-17,0.0,6.110366461336017e-10,4.1473948350361815e-15,40.411682740574165,93.77830789004238,59.84987669956111,6.690535202052436,499.99999851529054,3934.9835148564953,200.0,200.0,200.0,0.01947996101878318,0.0009942557570289073,7.163826599960547e-05,-2.634388982003234e-06,-5.3798749060964366e-06,9.90373649810713e-05,6.438771855288973e-07,1.0538400912026806e-08,4.581120230597365e-09,-1.26955807745513e-20,-9.506928155813494e-22,-3.921335828948044e-24,3.6723083188834555e-25,1.0993076496880302e-09,1.8307283685439443e-12,3.6259225230127537e-28,499.99025282778155,0.00977371222195882,1.4800221501252295e-23,3.4698667367315096e-05,-2.23257468858918e-15,2.939350448335397e-12,0.01668943827281819,0.0011928790930941546,5.773888431169113e-05,99.98290943043047,-1.59389180253131e-10,-6.831305424521182e-15,1.6301347160942464e-06,50.0,1.3028132694043428e-13,-5.7254813425881424e-11,0.0,100.0,3.778745619250456e-17,-1.289381114509277e-33,0.0,0.0,0.0,0.0,0.0,4.1815349755091117e-16,0.0
2000,4.954802294250043,5.076151290707563,95.03183363896983,9.995117942957185,10.000000000398732,2.8622061653872744e-17,200.0,-7.89156335088918e-22,2.2051721999546024e-16,0.0,7.449731409838478e-10,5.569937210232515e-15,39.56788693966736,92.85369623287889,59.583920624640534,6.659038659984211,499.99999818738576,3931.4123034816043,200.0,200.0,200.0,0.02241354378992492,0.0006175113278628206,1.9368357183230152e-07,-5.389141363152955e-06,-1.952228700830644e-06,0.00011346960732422758,1.8540751219423301e-06,-6.042474700831152e-08,6.1879736390185855e-09,-3.8460331548546324e-22,6.98690321667006e-22,-2.286203401893315e-23,-1.264368793911321e-24,2.087504520288481e-09,2.808098964076938e-12,-4.452956317394859e-28,499.98988259573355,0.009837043528644559,-3.2899146760495893e-24,3.609706845080203e-05,-2.12918796865067e-15,4.482859643213737e-12,0.016877819530471915,0.0012430416322264338,6.54758811153296e-05,99.98159877243128,-1.9056615737481148e-10,-6.7664599778646016e-15,1.7258354607868059e-06,50.0,1.1459477176640914e-13,-6.10658412392154e-11,0.0,100.0,5.1965703668201786e-17,-1.3157675952297342e-33,0.0,0.0,0.0,0.0,0.0,2.9961377890671877e-16,0.0
