milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,4.9989318144281425,5.0009656646051095,95.00145795499687,9.999977197906913,9.999999999968011,-2.2219968107039733e-17,200.0,1.395907003381421e-20,1.7853148387427056e-16,0.0,-6.769526035810996e-11,-9.680067102481827e-16,99.98602042873941,100.11896676799162,0.16262801079139688,0.028982729660244868,499.99999995163785,3998.9792343156564,200.0,200.0,200.0,0.0022060010200927616,-0.00019742143407142418,2.598625278876642e-05,1.3042996889832779e-06,-4.125587749178704e-06,1.4106892088976376e-05,-7.018195658264404e-07,-1.8090308508537853e-08,-3.965424576896127e-09,9.436728968433435e-21,5.011364797308855e-22,4.3785731776961036e-23,1.142047248365169e-24,-9.068558876249545e-10,7.637125568304742e-14,5.073874553831658e-28,499.99963678702665,0.00024217361983844594,-1.4450805749018693e-23,-1.0801992163294735e-06,-2.4009811173571053e-16,-9.209056951804926e-13,0.00022163802618667291,1.543697334024666e-05,3.7603258236264346e-06,100.0000273196953,2.3292202519287123e-12,-3.992638064674404e-16,-1.388294205951994e-07,50.0,2.62257751026708e-14,6.878643026642641e-12,0.0,100.0,-5.0786514862728324e-17,4.886834295487322e-34,0.0,0.0,0.0,0.0,0.0,-2.164661603723275e-16,0.0
100,4.9981938647205535,5.00643785208687,95.00367868566072,9.999749705724616,10.000000000029917,1.4255145648291003e-17,200.0,-5.5619096906727764e-21,6.752872413606103e-17,0.0,2.516153544955601e-11,-1.0803700255033594e-15,94.51089157583182,99.58948218841833,6.304775011449349,0.12459193181285154,500.0000001076,3996.2899048052977,200.0,200.0,200.0,0.002877799630438397,-0.00020758306917858458,6.496661316106341e-05,5.720557969453355e-06,-2.0714789714385916e-06,-6.587649961349976e-07,1.197257244492127e-06,8.909876520854628e-08,-6.938562845355371e-09,-1.3002109141880844e-20,4.992605484445611e-22,-5.167275791148679e-24,-2.927903548421973e-26,1.8495828950632616e-09,8.18816165385615e-13,-4.0312850051531604e-28,499.9994246911637,0.0008358884022786185,6.762064175132668e-24,3.0555638454093363e-06,5.440162022564632e-16,-6.066827539281467e-13,0.0011612500962924215,-3.562264122193938e-06,3.884227367735122e-06,99.99893432699223,-1.6315805979916194e-11,-1.3088031804386744e-15,2.1551562473085327e-08,50.0,3.6532612385268736e-15,4.28546887938116e-12,0.0,100.0,5.446505283079841e-18,4.16045688588535e-34,0.0,0.0,0.0,0.0,0.0,-1.1934897814180023e-17,0.0
200,4.995063995284076,5.00816007066915,95.0070386047682,9.99942997045132,10.00000000003075,-2.3211057370080993e-17,200.0,-1.4858481554171827e-20,-1.1799920779234694e-16,0.0,3.242503401801496e-12,-1.4335858797431052e-16,89.80064882054326,100.222315889804,9.997834115982414,0.3558014645748867,500.0000000868019,3989.3297249420616,200.0,200.0,200.0,0.0028829055950810476,-1.706562678953244e-05,-9.120711134530698e-05,1.3661130647935527e-06,2.0412776280376642e-07,-1.4677833488197213e-05,-5.544521906915293e-07,9.814535650241048e-08,6.593809026845884e-09,1.273337583376059e-20,-9.703290845858167e-22,-4.6417830728061413e-23,-3.197789302921335e-25,2.491295368055799e-09,2.8607223473609e-12,5.1843099994886335e-28,499.9986851726987,0.0011940914180302146,-6.607056576977248e-25,2.5062325172337234e-06,1.1008317858236626e-16,-2.1152934473450506e-13,0.001938118402455244,-8.522570840199333e-06,-2.22023716159159e-06,99.99798905221823,-1.3982258553205412e-11,-8.570085163357522e-16,7.366441506688876e-08,50.0,2.2887062986609155e-14,1.229835867422544e-12,0.0,100.0,-4.955994155106905e-17,-1.168933388684712e-33,0.0,0.0,0.0,0.0,0.0,5.420222437639028e-17,0.0
300,4.994869494578267,5.0114000722550465,95.00758954160568,9.999111242791964,10.000000000032959,-1.27212752093115e-17,200.0,-1.0108931369467226e-20,-8.029939124243193e-17,0.0,8.106757069114914e-11,3.4420367613954895e-16,85.35251465395132,99.47152974500659,13.516332708184038,0.37787703194920386,500.0000000810537,3985.7804541899095,200.0,200.0,200.0,0.0006180177105887081,-3.7060591988415165e-05,-1.1067774529863437e-05,5.457380860429502e-06,1.9124631824807372e-07,-1.4809378401214071e-05,1.6706460375814887e-06,-4.93367085971024e-09,5.452702660956817e-09,1.7565625076788273e-21,-7.1226918046167e-22,-6.338017779159131e-24,1.8199573899879005e-24,5.467647173539645e-10,3.439846705422446e-13,5.467577528787915e-28,499.99861783651187,0.0013900049017047755,1.2407063086605822e-23,6.7362858300978575e-06,-2.2129851074545833e-16,1.8898734903811668e-13,0.002986491989839524,1.2839638411371934e-05,3.683658010909423e-06,99.99667235436614,8.389848094212333e-12,9.88447268660695e-16,1.4960741691633236e-08,50.0,2.3496078509460954e-14,5.4485761219873646e-12,0.0,100.0,-1.4247334448770253e-17,1.0268260533388434e-33,0.0,0.0,0.0,0.0,0.0,-2.0449175822526144e-16,0.0
400,4.990813378115448,5.015457762839086,95.01091551111553,9.99888571685997,10.000000000012546,1.1892726784730854e-17,200.0,6.282777167513247e-21,-5.367453375929606e-17,0.0,2.960317945664636e-11,-7.696513414245147e-16,81.66509284590954,99.35324102447218,18.30448946937984,0.21478963587549546,499.99999997321606,3980.1865129183398,200.0,200.0,200.0,0.002869747371690772,0.0005040983866919316,-9.572685281027763e-05,-1.4565361510660983e-06,6.751443965711278e-06,2.469168777294171e-06,-1.5962500404912085e-06,5.4553168354799794e-08,3.0855675784909514e-09,-3.4384379168458015e-21,-7.388343805107474e-22,-2.8117334170305673e-23,-3.1295991550077434e-25,6.612479100559528e-10,8.352249309919926e-13,1.8265885028837367e-28,499.9979065572886,0.002294243827190864,-1.0202489912561981e-23,6.131566697116928e-06,-2.9133595041528765e-16,1.8159470381361653e-13,0.0035062190209585245,8.283978258448876e-05,4.5263007012228163e-08,99.9957970142855,6.451435496533321e-12,-1.0561916822068321e-16,-6.471424519806004e-08,50.0,8.601145148340252e-15,-5.662147734822113e-12,0.0,100.0,-3.9391975989719904e-17,1.9783418570215594e-34,0.0,0.0,0.0,0.0,0.0,2.328876104946737e-16,0.0
500,4.990238525761087,5.020130078135562,95.01143415674586,9.998810280564944,10.000000000046278,2.641780303514189e-17,200.0,1.3824418456222922e-20,5.1044101946861605e-17,0.0,-7.126427119154977e-12,-9.701297760569796e-16,77.08093549788695,99.1984750620048,22.491965433723156,0.6021222409809989,499.9999997800541,3977.7406305836403,200.0,200.0,200.0,0.0034336759463943875,0.0006191319394600101,-7.229404288709559e-05,-5.629139257558454e-06,-1.4798363188412255e-06,4.379848622409942e-06,-1.4284463112146808e-06,6.717881248141944e-08,3.293737043738257e-09,8.880151964991941e-21,-4.400932960318058e-22,-3.785907840705306e-23,1.227985990738851e-24,1.7263413291124842e-09,1.7105152599139591e-12,3.0683897443327953e-28,499.9975247995798,0.0026143210795674682,3.0330900987523448e-24,7.975084358759257e-06,8.637789460289627e-17,-5.216737643884501e-13,0.004960366402182216,7.11546650753642e-05,-3.3856921794080235e-06,99.99511110720466,-5.664274745379745e-12,-1.9003748101545443e-16,1.6511921069682497e-07,50.0,-2.603095073638273e-14,-3.655123690920969e-12,0.0,100.0,-5.461940061979753e-17,1.290068832053344e-33,0.0,0.0,0.0,0.0,0.0,-1.751105801972338e-16,0.0
600,4.987926246649647,5.021920589659097,95.0178414385076,9.998436311334922,10.000000000025377,1.6905934106579223e-17,200.0,-1.15161539880641e-20,6.63470076797305e-17,0.0,9.525802941608585e-11,6.957059037905886e-16,73.62580854386968,98.82025446185827,27.460772834262354,0.9671590803702113,499.9999997761304,3973.0337514498374,200.0,200.0,200.0,0.0002926460972234228,-0.00016805571389261184,0.00010007663024437513,-3.945577537174794e-06,2.3135436435235803e-06,1.9594484155276646e-05,4.967975356430296e-07,7.004691676797221e-08,2.0131522326150997e-09,8.22168064242784e-21,8.327134908282417e-23,-1.2317357586805686e-23,-1.1929676774250972e-24,2.6877243558654278e-09,-8.215800937433255e-15,1.4796146018301635e-29,499.9967207534506,0.0031898011478781667,-3.459622067276511e-24,1.1922379219463672e-05,-3.2512283526879795e-17,3.786320165299942e-14,0.005932959098041029,0.00016375453440930032,1.1489952929729174e-05,99.9942911697922,-1.585713808339969e-11,-8.468542421215045e-17,1.3172128570942767e-07,50.0,1.9045331404971537e-14,-8.226589428118062e-12,0.0,100.0,3.756024801890682e-17,-1.48832567119898e-34,0.0,0.0,0.0,0.0,0.0,1.3011636915755769e-16,0.0
700,4.982870742419514,5.028767346885136,95.01765206556286,9.998248829122023,10.00000000001979,-1.8558031326579387e-17,200.0,-1.6846243891976238e-20,8.746172926787329e-17,0.0,9.832073815390877e-11,-1.4939498808988444e-16,69.53539748420584,99.08306562461725,29.229041056289027,0.854783239271393,499.9999998044915,3968.259663996904,200.0,200.0,200.0,0.00214842874286629,0.000245517539511565,-3.4277498862335004e-05,1.2220027750770134e-06,-5.675065140548507e-06,-2.8430699465488417e-06,-1.1909468407321983e-06,7.201304515229789e-08,-5.313151587407709e-10,8.874228290700676e-21,-7.737590654270318e-22,1.1980127242270788e-23,-2.9799297482499425e-25,-2.8956337016416944e-09,-4.944400183271483e-13,1.6418191067913709e-28,499.99639928380606,0.0033948988140850844,-3.258500728649896e-24,1.3857455700562813e-05,-5.615303703521374e-16,1.0771193534922067e-12,0.006810244205686194,0.0002743939444678201,2.8425094334317514e-06,99.9933132019393,-2.5371428744748697e-11,-3.1793459382107586e-16,1.226848550130878e-07,50.0,-1.709409969306972e-14,-4.55261918771855e-12,0.0,100.0,1.1057127038412755e-17,-1.7513598603414512e-35,0.0,0.0,0.0,0.0,0.0,8.001694387355624e-17,0.0
800,4.980605084746982,5.029785718604486,95.01980960145931,9.998119235148438,10.00000000002679,2.768928659979851e-17,200.0,-1.90848140908874e-21,-1.6250433700437571e-16,0.0,1.6336999448003277e-10,4.451540128030975e-16,67.01686685708705,98.93183821405944,33.03321346203561,1.625467536484919,499.99999966042793,3966.569890967073,200.0,200.0,200.0,-0.0004508363312197669,-0.0004580506254299309,-2.37193166930078e-05,3.001738826593695e-06,-3.0432402773198937e-06,7.012454905957504e-06,1.6920073509410632e-06,-4.7300845737172206e-08,-3.2819565997402916e-09,-6.851690751715828e-21,-4.0563681458601345e-22,-4.519063129180583e-23,-1.483183117739173e-24,8.11391435121733e-10,2.8149975704139033e-12,-5.942104957278521e-28,499.9963593818383,0.0038716632752557397,8.11140024741034e-24,1.4648947633826623e-05,-2.5876541661802067e-16,3.3686296431942146e-13,0.00787292839011639,0.000332632134657291,6.147390892507933e-06,99.9925210246729,-2.7373992678020692e-11,-9.806080342269928e-16,2.2292191950201304e-07,50.0,3.654101490394029e-14,-8.19684398011313e-12,0.0,100.0,6.231306754953238e-17,6.285472023063692e-34,0.0,0.0,0.0,0.0,0.0,-3.239720835505156e-17,0.0
900,4.979405884140472,5.032261715422735,95.0226133141452,9.99779265448695,10.000000000087903,2.4489853174822723e-18,200.0,-8.268775837522464e-21,9.442183882450615e-17,0.0,1.2469450655852627e-10,3.4481399384850373e-16,63.29808713819956,98.12102246246194,37.4337810686249,2.1088787950932084,499.99999977082757,3961.9057940622706,200.0,200.0,200.0,-0.0004140473193491429,-0.00047668535134937924,4.233314111864124e-05,3.0938554469782973e-06,-5.425819196092042e-06,2.8342508453758745e-05,1.1940128575789334e-07,-9.40361421685263e-08,-3.859642543263411e-09,1.7912456394819828e-20,-9.50948702524907e-22,5.26820366951221e-24,-4.418328881689656e-25,-3.2953858400734055e-09,1.7097912445297666e-12,7.064604315744587e-29,499.9958477696133,0.004334754419920784,-1.399869115740126e-23,1.7720448900360002e-05,-4.501871189031152e-16,-6.702865762730816e-13,0.008799940154264633,0.00027334229569547184,1.1860874527873774e-06,99.99171942420689,-5.726865342211934e-11,-2.370743346645433e-16,3.2685163421730433e-07,50.0,-6.27604949675437e-15,-8.410818847989634e-12,0.0,100.0,-4.0872969893249525e-17,1.4684825603812795e-33,0.0,0.0,0.0,0.0,0.0,1.298426736973818e-16,0.0
