miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,4.9992005701296565,4.999840294712614,94.99804496669495,9.999872210933411,10.000000000003098,-5.0755661388860496e-18,200.0,1.4935829396085118e-20,-6.976735075301292e-17,0.0,5.498256718576795e-11,-7.047230811331103e-17,100.84577743139636,100.103528234745,-0.028074408536296974,0.3912840532069656,500.00000007480054,4001.336261979706,200.0,200.0,200.0,-0.0002283462234868109,-0.00032922601070737353,0.00010123718283728606,-5.306481485904294e-06,-4.85555427404235e-06,4.301471365382715e-06,1.1089840293196553e-06,1.091690069956127e-07,4.4974813102197305e-09,1.7465129691436397e-20,4.433729272366719e-22,3.768899903106015e-23,-1.6142643952675835e-24,-2.7297790974262327e-09,3.7904261584926673e-13,-8.063650990257577e-29,499.99994888250774,0.0002834804122720462,8.058059821311998e-24,-1.0148347102959907e-06,1.0356521219419818e-16,9.122663567748261e-13,-0.00033454629563000915,3.346440911927007e-05,4.9158242518473535e-06,100.00001990982572,-3.6347055018945706e-12,2.657175331110885e-16,-1.4104314431330147e-07,50.0,-2.007923199519919e-14,-7.069695087775287e-12,0.0,100.0,1.7608413206578294e-17,-4.941499677858073e-34,0.0,0.0,0.0,0.0,0.0,-3.4360226449481403e-17,0.0
100,4.9977657858790225,5.006030940527004,95.00079236679694,9.999819467632808,9.999999999979483,1.0953715048140902e-17,200.0,-4.397791104852609e-21,-8.660161625134031e-17,0.0,1.2947769295147265e-11,-1.0090288812945631e-15,95.88132188276272,99.61970760714894,5.901692240023313,0.36990565083623356,500.00000000610584,3993.9092389959997,200.0,200.0,200.0,-0.0008151292267633259,0.0006377493440341521,2.6685541166444975e-05,-2.5629694986728457e-06,3.2781450896063426e-06,2.981143802760224e-06,-1.2637665520261666e-06,5.701746471704844e-08,4.2532815825743443e-10,-3.403902218213829e-21,-5.568673425468271e-22,2.3081757247236908e-23,-9.552244685440445e-25,-2.3017649852124105e-10,1.9093565937436577e-12,3.4877590534131795e-29,499.99934245523605,0.0006912694109722105,1.7218557195320748e-25,1.44528634240984e-06,-5.285330552812465e-16,4.1514172599025426e-13,0.0013493040283621782,-2.5250699269703665e-05,-2.424843406145394e-06,99.99948565758852,4.969202740365198e-13,-2.902628002512245e-16,4.730193670946454e-08,50.0,2.4570530290689963e-14,6.609339464771233e-12,0.0,100.0,6.883012596511258e-17,1.4254506472305571e-33,0.0,0.0,0.0,0.0,0.0,-1.5612264139554943e-16,0.0
200,4.9957211425905825,5.009171099323153,95.00647450850259,9.999444348706945,10.000000000008448,-6.219236045019564e-19,200.0,-1.8377316764627992e-20,1.6210121278171876e-16,0.0,-1.0193518837476338e-11,8.885042920876474e-16,89.28095985626346,100.04432716253511,10.04109571764753,-0.06457556017612451,499.9999999840405,3990.0986957579066,200.0,200.0,200.0,-0.0028708692433947708,-0.00038596746845999614,-6.838624129542415e-06,3.188879594784148e-06,2.4290860708097087e-06,1.669138441887433e-05,7.191318943596991e-07,-6.606125609557155e-09,-5.669945607750382e-09,1.0114671482662274e-20,-3.0076768976563143e-22,-1.5390217815969968e-23,6.583635409932528e-25,-6.121134293940063e-10,2.203309283080072e-12,4.36148707934417e-28,499.99917446246394,0.000755659391924315,1.206268881786401e-23,3.776642670259765e-06,5.715918093924899e-18,1.148367263852196e-13,0.0024165497497091234,-1.788924428482819e-06,-1.9128554352763696e-06,99.9977072182475,1.3164376234900268e-11,1.017765762968445e-15,1.099743776755985e-07,50.0,-2.434289682310126e-14,6.4272316573261105e-12,0.0,100.0,-5.816360795791131e-17,-7.847451039065392e-35,0.0,0.0,0.0,0.0,0.0,1.4009577549900155e-16,0.0
300,4.994370896142525,5.011127423713446,95.00965868810339,9.999182686732329,10.00000000002898,5.58549802365266e-18,200.0,2.613543371536495e-22,-1.2411273808586415e-16,0.0,3.97125828440842e-11,8.962078673473675e-16,84.77144866973899,99.62069001492652,15.281419893147001,0.08098950577556255,499.9999998524168,3983.7390467454625,200.0,200.0,200.0,0.0008083876897420225,8.54589457614876e-05,8.221028297025992e-05,-4.09229839035232e-06,-1.1397059649624695e-06,1.602906801108587e-05,5.741916635953823e-07,-9.118851085731833e-08,6.021772639373025e-09,1.6231008419897094e-20,7.155871775286075e-22,-4.628657163943565e-23,1.229766563324781e-24,3.3755246845641098e-09,-2.1008302687016216e-12,1.6720361479369858e-28,499.9982691499098,0.001661680241335295,-1.0171054353538259e-23,5.356526197782442e-06,4.3668241291913885e-16,-6.292492381298034e-13,0.0026752794879251096,0.00010220249798889693,-1.6390758040052586e-06,99.99760630826611,1.4700074907451078e-12,3.1657330677151914e-17,-3.759159146733019e-08,50.0,8.735129677700244e-15,5.207049732847214e-12,0.0,100.0,-1.4355229151345703e-17,-1.4404927391632292e-33,0.0,0.0,0.0,0.0,0.0,-2.380719640056657e-16,0.0
400,4.992570986980119,5.013325568048504,95.0103153005701,9.999023150834715,10.000000000037987,-1.7383682021696476e-17,200.0,5.0815989759785e-21,1.5643548911108928e-16,0.0,-3.6607220535048946e-11,-7.926505923093535e-16,81.24576907866901,99.73690606654087,19.063335356391356,0.01365638462803459,499.9999999413719,3979.5602618752923,200.0,200.0,200.0,0.0018253265197733974,-0.00018603408081045565,0.00010004869498749258,2.5330603821922396e-06,-6.2098612023404845e-06,9.430151348471234e-06,-1.2111864436145777e-06,3.5157820480670874e-08,6.839542445350504e-09,8.080432154776363e-21,-9.99497353157537e-22,1.6853260760025037e-24,1.5540287802417441e-24,-2.4713646244205247e-09,1.7393455648886887e-12,-1.2358002698651443e-28,499.9981546399408,0.001890016019751789,-1.5815517568380809e-24,8.829840507264482e-06,-1.6127925802707506e-16,-5.637352908967984e-13,0.003974321369628177,0.00013447875233376988,2.1133148442607034e-06,99.99571463151116,-2.524870130609954e-11,1.2684388558340567e-15,1.2485874214918634e-07,50.0,2.3550531053592178e-14,-6.161524730536242e-12,0.0,100.0,-5.065690209250417e-17,-1.5498780388027542e-33,0.0,0.0,0.0,0.0,0.0,1.6692038966140526e-16,0.0
500,4.987710923063701,5.019780503445147,95.01256397871025,9.998812412480298,10.00000000000514,1.2361148634412802e-17,200.0,3.001058738435678e-21,-1.251707176417279e-16,0.0,1.182864220008169e-10,-4.3486843797012253e-16,76.0617362126463,99.54255404951991,21.841836738015292,0.43365863045155956,499.9999998873874,3977.2200008764794,200.0,200.0,200.0,-0.0014788746591668078,-0.0006699144196287022,-8.471808760352584e-05,3.8102125060909957e-06,-7.257896069517016e-06,1.2020243919850769e-05,4.0180289247523564e-07,-3.2001116085396506e-08,3.2301401086938786e-09,-9.041498764868843e-21,-9.38705893916646e-22,-4.601813201309421e-23,1.4698683525346578e-24,-1.0160439096881721e-09,1.695922659371487e-12,-5.13461982713012e-28,499.99785767123876,0.0027092873750601803,-5.627379515788107e-24,1.0222504722350226e-05,4.74318891296275e-16,-6.386944569902988e-13,0.0051514787459424,0.00012357466107502281,9.212777622313028e-07,99.99454934399398,3.4960957508351947e-12,-7.067349865993585e-16,6.414572711402931e-08,50.0,-1.9566632626960573e-14,1.7885409460202015e-12,0.0,100.0,5.402693527052632e-18,-3.888165322087377e-34,0.0,0.0,0.0,0.0,0.0,-4.4607723917861153e-17,0.0
600,4.987448478504184,5.023835545838421,95.0151182356107,9.998492090917042,10.000000000042569,-6.7878405502928075e-19,200.0,1.841339946653916e-20,6.489921444221276e-17,0.0,1.2180638299444052e-10,4.2133600315596105e-16,73.56255912049801,99.45653405983347,27.29520250007845,0.802394294948351,499.9999999172479,3971.5469993044526,200.0,200.0,200.0,0.0005367360351376908,-0.00014334124218611134,-3.617740327404086e-05,-4.261630023446439e-06,-5.806441570417035e-06,-1.0833434712499307e-05,-1.6392216616611463e-06,-1.1888392878167396e-07,1.2153522723708693e-09,9.635959594951653e-21,-6.583866060784828e-22,-1.1961234111612818e-23,9.697790237240688e-25,-3.252759866623713e-09,1.24303373039494e-13,-3.2519444800214215e-28,499.9972871777088,0.0029749186527768144,-2.045623601504639e-24,1.1098600100391735e-05,6.955905239878079e-17,5.400515685853175e-13,0.005857777068995669,8.969721983818213e-05,5.940994057437329e-06,99.99428550218867,-2.5258698733030343e-11,-5.525030673712816e-16,2.3200178768313004e-07,50.0,2.005299659222675e-14,-1.1122432665599038e-11,0.0,100.0,3.874337704608117e-17,-8.32293192008149e-34,0.0,0.0,0.0,0.0,0.0,1.9334561090135756e-17,0.0
700,4.982483344365402,5.023323959793828,95.01658470199938,9.998130528658546,10.000000000041588,6.249394121087017e-18,200.0,8.436391990834135e-21,1.4549498367681993e-16,0.0,1.5661865152014337e-10,-9.319300299750364e-16,68.8093783163859,98.9242120746625,30.240734689892207,1.3925696597412207,499.9999998255382,3968.9816707004816,200.0,200.0,200.0,0.004080303504480853,4.4443838412748286e-05,-4.603523759121209e-05,5.01635855228547e-06,-1.8814290626560686e-06,-5.880102747277885e-06,-8.718621549304904e-07,4.9460907415691254e-08,-1.7141306414391395e-09,-1.450576293441887e-20,-1.9915578081675378e-22,4.1142107082617344e-23,-8.298934559478273e-25,-3.28776496198825e-09,7.536788963755576e-13,-2.314541124889473e-28,499.99659892432874,0.0037737479862253267,1.3926332660290873e-23,1.260170353609221e-05,-1.703215825529746e-16,6.945211552340591e-13,0.0067988281325958725,0.0002751991861275424,-3.754554079603099e-06,99.99374892905571,-1.3104156353824551e-11,4.216532337340316e-16,3.2560294609528273e-07,50.0,1.8433758889746293e-14,-3.4262547687348325e-12,0.0,100.0,2.960144234808976e-17,9.58129714781049e-34,0.0,0.0,0.0,0.0,0.0,1.9079767540470654e-16,0.0
800,4.983085911971418,5.029792871892613,95.01933296649494,9.997993239110466,10.000000000050157,-2.2485113335786748e-17,200.0,1.8744124931878182e-20,1.8746069008036294e-18,0.0,1.0438543114967708e-10,3.5805097476175197e-16,66.05544681146242,98.95328518475333,33.77434385190503,1.4302867608801801,499.99999961656624,3965.705447336671,200.0,200.0,200.0,0.000647068509327383,0.0003847446563303682,-9.815626913913588e-05,1.1646865598471692e-06,-2.78984333339555e-06,2.2839737267952558e-06,-6.322244324052821e-07,1.2034415531214306e-07,2.434533087911628e-09,-5.014714857054031e-21,6.27404052380178e-22,-3.0249208451536365e-23,9.145200964366054e-25,-1.5844569293857705e-09,-2.461820338313731e-12,4.045342704397956e-28,499.995685172069,0.0041312754060729845,-9.84143357925271e-24,1.3622351135927967e-05,-1.4579299699858694e-16,-6.799640963018773e-13,0.007127612791665736,0.0002600484846093659,8.860041786091351e-06,99.99227508353451,-1.5313272345572632e-11,-1.524559616979935e-15,2.8654993591640575e-07,50.0,-1.2719878754623824e-14,-1.484599265461071e-11,0.0,100.0,3.1191344935902894e-17,1.4722481690477708e-33,0.0,0.0,0.0,0.0,0.0,-4.2613131497465587e-17,0.0
900,4.978704646099101,5.034850129018878,95.0220418669895,9.997619871983545,10.00000000005477,-2.3147848480933834e-17,200.0,-1.8383946003354123e-21,-9.613283280157188e-18,0.0,1.3925085403192025e-10,-2.360570204178825e-16,64.43899405051391,98.03873953380982,36.274696888091256,1.9751956408871898,499.9999996726117,3961.090118436939,200.0,200.0,200.0,0.002794143740815519,0.00014598832896494087,-3.91117647141846e-05,-4.6598996013521165e-06,-1.9417024954996442e-06,-1.1407185765113339e-06,-1.3114873644630394e-06,-9.861989185808576e-08,-5.011909993157329e-10,-1.0615615479101607e-20,7.505263366805882e-23,9.760865902782516e-24,1.804216043983478e-25,3.6827991690297214e-10,5.446319687367558e-13,-5.454670126612602e-28,499.9956598610894,0.004644139687259247,4.115394238769766e-24,1.7217861956935855e-05,-5.452366494332764e-16,9.011147516214678e-13,0.008011596523615466,0.0003570411196032976,5.2953494175139745e-06,99.99132832498817,-4.171034563835072e-11,4.533778693366135e-16,3.6459328451235494e-07,50.0,3.042741391268315e-14,-1.5943073360753226e-11,0.0,100.0,7.413814373461474e-17,1.1805449347502896e-33,0.0,0.0,0.0,0.0,0.0,-4.12021654702277e-17,0.0
