miliseconds,PP,NP,STAB,UPS,EP1,EP2,ED,LP,BAS
0,0.041892361006078585,0.055830085578976375,-0.0022438215244928606,-0.0038232103940738756,0.1774486175738072,0.139610197785005,0.009741085952718451,0.00999368663711229,0.9566952773994779
100,0.1562982680167874,0.06724937414647938,0.07672295216773423,0.01803997323167684,0.19051288575060427,0.14044760996054856,0.009637548771475669,0.009995041522765431,0.9524870116055679
200,0.16811360251569762,0.2966353314323052,0.14164817434661195,0.04074435412979678,0.1992579737634978,0.13971478810167542,0.009927571717768296,0.010004277052841749,0.9372705534288077
300,0.29266484054840125,0.7387891387115396,0.3416571188981618,0.0599183869346817,0.2117422237329698,0.14054559420109347,0.010139973688347834,0.010002112739294858,0.9334889946777718
400,0.393097354890094,0.678113628427214,0.400471581438251,0.08744200746639401,0.21821218534882442,0.14064677604306708,0.00980873072158326,0.009994900811268054,0.9231374769502295
500,0.4743823250318329,1.045725308734402,0.5006439561529346,0.10583537581496452,0.2302771459771068,0.14028984220149437,0.00975662253885149,0.009995714362122557,0.9183436593931352
600,0.5636011747752941,1.2614426775596563,0.6141281446023173,0.11315037364237897,0.2322537078235189,0.14059772927878272,0.010462637938027292,0.009992894827109338,0.9008055582850397
700,0.7414394878929405,1.2797237706013704,0.7113697007596842,0.15017536732778683,0.24205654191084922,0.1404208302456523,0.00996280574688898,0.009997923689640226,0.8958464516998402
800,0.8031679170449527,1.7100559953106051,0.812723121794692,0.1491986906262363,0.24891359678558816,0.14056263054994492,0.010362801436817259,0.00998883333914413,0.8881256120351494
900,0.9310187408768107,1.82422172170651,0.8864308625717839,0.1676258563153606,0.25648424952758175,0.14018719754195416,0.010484930209198821,0.009992392548380623,0.877823112986856
1000,1.0457941232754697,2.053975961635768,0.9646350779691559,0.2056076122825315,0.2646967561280842,0.1413129988612633,0.010316021508147815,0.009990835920871787,0.8726628359647963
1100,1.1679390037492592,2.071721806004735,1.1694733006049267,0.22074182212051255,0.2754456372567782,0.14144082145017328,0.010454628862586458,0.009988404603320846,0.8624153229647071
1200,1.2365070606303217,2.525961926335608,1.2045352402119758,0.22724921925154135,0.28267516132507825,0.1408022128527,0.011170402431048106,0.009995434848697379,0.855050864582167
1300,1.3767640685938294,2.4622538996811802,1.3453420407832335,0.2565008026513438,0.295297449293787,0.14140480120296758,0.011217598869097959,0.009987379107291434,0.8406483320384833
1400,1.4019494565275723,2.676748576196593,1.357823497204233,0.29219342739096094,0.3030945844161165,0.14179086232760205,0.011448722662092733,0.009993783631544058,0.8322360513307127
1500,1.488257387075092,2.9853171945599,1.569310116168406,0.30692157258313035,0.3090192759925274,0.14197855825430816,0.011742369207723457,0.009989120366326586,0.8324564398899319
1600,1.633884610084843,3.2758123501840766,1.5734047077623674,0.3192255905333678,0.31266862220095726,0.1420482298078373,0.01170133399910172,0.009994657629567694,0.8230467857125209
1700,1.6800172522229675,3.3536002831447664,1.716619249173682,0.33571529132306066,0.32586204817516407,0.1428415463754902,0.012448157672755802,0.009991282196479209,0.8147725682129463
1800,1.865386959431424,3.58189054224703,1.7330470373748998,0.3587445111623359,0.33341430880836614,0.1438995317629049,0.012714033059017178,0.00999408910096986,0.8068645035155724
1900,1.9297647608455335,3.7245425099897966,1.9414374719037635,0.37945001997488037,0.3354192047709187,0.14433929920719676,0.012560280824341215,0.009992968583763622,0.8002290680468755
2000,2.0380054310517237,4.138503487498829,1.956722182751646,0.39827016069788174,0.3416624082135861,0.14382771807194264,0.013250157160608438,0.009991129126590463,0.7941163982949541
2100,2.138523578508733,4.143540973456714,2.1531611646954314,0.4228711355932886,0.35280455134400557,0.14485813276101112,0.013401995407425515,0.010003879579300514,0.7802126145273276
2200,2.1331237458222243,4.53116486765605,2.2176503975602757,0.4309352017511459,0.35759064885856723,0.14571705097229687,0.013767891470569506,0.009996145947827498,0.7738553883415109
2300,2.308162260286133,4.731678144263924,2.2834966913330805,0.4478986701402747,0.3608949707447033,0.1460373140854255,0.014236301566982818,0.010004285294957964,0.7709304727594266
2400,2.458353418603155,4.818097942237302,2.4155256660582927,0.48937087013147423,0.36813039528895336,0.14698976808230452,0.014471708207474645,0.010001728262835604,0.7640151583269894
2500,2.5377829000758694,4.9058751002123255,2.5221989876390074,0.4932301558810603,0.3778357771373442,0.14740282432947482,0.015407411625617373,0.010008782430599597,0.7471254953282928
2600,2.651087965418804,5.27193564455515,2.5761322246297405,0.5306667558874965,0.38489959163058324,0.14816285315356634,0.01578599510088764,0.010015361466543984,0.7443254738287937
2700,2.660836374713915,5.382287398780804,2.7147032601612375,0.5373292235606555,0.38607448290982693,0.14937425710238825,0.016091795151241685,0.010022101605034455,0.7413750283950139
2800,2.8414678211107587,5.54263588406112,2.787731920059487,0.5525753437836506,0.3928369569364749,0.1497904845640223,0.016563351300404202,0.010026921616086067,0.7321066348760249
2900,2.9190218988838774,5.825771468595599,2.850279593057358,0.5611586315903584,0.39994818394459347,0.1507186333239444,0.017022355666080305,0.010023389642165901,0.7210070421773769
3000,3.04816723001278,6.007532799933873,2.9363169597539898,0.5862275810919756,0.40290235403326574,0.1518689113880924,0.01800444150751406,0.010039960916156946,0.716753665702643
3100,3.0889031684562043,6.149782345326227,3.038538566091987,0.6234192540943804,0.40661773752194824,0.1524157089416617,0.018528418756638073,0.010038077721898605,0.7092959292528782
3200,3.165388956504045,6.356392581753133,3.100155017204486,0.6238597275118465,0.41785883376325267,0.15415534295773056,0.019326599227330443,0.010055967517423436,0.7007194254869498
3300,3.3128220467100076,6.470493423064736,3.254407804380978,0.6553169316168651,0.4205413085018684,0.1543127303835626,0.019957742896424692,0.010055148303724584,0.6931605034465124
3400,3.39416102144209,6.867602445606284,3.3204851524751633,0.670387748114188,0.4243504741507274,0.15588881075526487,0.02046022714259752,0.010067349977459405,0.6918003746921427
3500,3.5224084931073203,7.02231288269777,3.4522895707817347,0.7047501027142863,0.4245712615398519,0.15659558810682236,0.02102388267871802,0.01008345623769732,0.6854487526102113
