miliseconds,PP,NP,STAB,UPS,EP1,EP2,ED,LP,BAS
0,0.03333966180558472,0.014842842593731063,-0.04618119821961071,0.005920611991213887,0.18060366859989055,0.1396391946483333,0.009900484121305338,0.010002539422419451,0.9605208148717468
100,0.0970055016063238,0.25935055173011823,0.11027295827076006,0.007629316640463497,0.19177490862115978,0.1400133117271798,0.010352728133634545,0.010001653405247432,0.9515973034923462
200,0.14063850934356237,0.46126021733827977,0.1547481519632547,0.05136215624945806,0.19993585310364273,0.13989423771761517,0.009948785794012484,0.010002930480911663,0.9381322909587908
300,0.2460713327881801,0.703747623543639,0.3456400191549618,0.07564904812720312,0.20570370244470523,0.14051769321439858,0.01038250913996741,0.010001037006010662,0.9271212398262068
400,0.45658188043789605,0.7019119372167864,0.47470688619315166,0.08141262686122912,0.21688121043050929,0.13951013401001336,0.010184978307261807,0.009992676745781965,0.9222532848157244
500,0.4881351001069524,0.8777572847545128,0.49776682583834897,0.10097014770818354,0.22843321675448341,0.13983564127423798,0.009790192230537877,0.00999025749557767,0.9123363793643479
600,0.6234043396534614,1.337336427414687,0.6441634316408116,0.11980700207033246,0.23922860016227981,0.140654415707332,0.010515787994686604,0.009997974180621563,0.9082516862106386
700,0.6634976707539004,1.4751362388103364,0.7719879405719894,0.12889056629489962,0.24589940234453428,0.13985813092731006,0.010292466463215848,0.009988108813230284,0.8965027294721455
800,0.801992766862549,1.6950169947080531,0.8458559185034158,0.1536207955465103,0.247973157774459,0.14058426898713125,0.010029054411757958,0.00998669628692587,0.8892877430653418
900,0.9458926329735695,1.6827866479057598,0.9028968335858008,0.17197804438577216,0.25842252009238215,0.14099394487086697,0.01006075592288141,0.009987687414302933,0.8830448211110538
1000,1.0211333665882958,2.096392796497402,0.9367756948813869,0.19265527724281506,0.27279605126821127,0.14108167259785476,0.01070395210742131,0.009986601168180264,0.8656314546960052
1100,1.1821424896832171,2.3063577227769176,1.0924711451031461,0.2213802077521206,0.27860865769643806,0.14074564193724812,0.010985428942664391,0.00998694070719219,0.8628159370242965
1200,1.1883102990955727,2.5070458380736573,1.1881750552295556,0.25352711416553325,0.28809381055700356,0.1407179574345609,0.011133826643615967,0.009990474623551342,0.8522363896076456
1300,1.2853358109134239,2.618869481661763,1.3403511320114165,0.26790881560004215,0.29514722097218493,0.14126931224371775,0.01117509449273491,0.009992897217721711,0.8427661081563009
1400,1.4190302645235904,2.9118871717256734,1.4651933462585085,0.28310346920244395,0.2977064854135781,0.14242068666892144,0.011438308427747101,0.00998524863364788,0.8404532894902945
1500,1.4547262870951612,3.0093906558937102,1.4841882176748473,0.28787019075617215,0.30910827735931407,0.1422987702532786,0.011233051210744482,0.009994088247743503,0.8250542729628861
1600,1.6719444673502983,3.174386105510718,1.5440207685846796,0.3082071255937676,0.3144101099167378,0.14234045765347428,0.011594521952978241,0.009988311935959955,0.8227523112474744
1700,1.6442121683332807,3.4451582007469974,1.6247584221330793,0.34402083209906,0.3239497276213383,0.1425794977717374,0.012300196048030503,0.009994997240431581,0.815851379180069
1800,1.7351632572740046,3.6030301402867906,1.7712906503004717,0.36017955083678915,0.33180232658571784,0.14316982710260576,0.012675941837287645,0.00998843772322052,0.8057693347676937
1900,1.8926203197089244,3.747425221900202,1.8954083625711369,0.3916336481915447,0.3332637546293963,0.14409909525963688,0.012353928591946202,0.00999695864021978,0.7926439207249604
2000,2.0775465628695193,3.983627299454896,2.043288477561542,0.4041031014278995,0.3470043089284113,0.14421238334395778,0.013246782750998342,0.009999052886790321,0.788755510340996
2100,2.0911658006290086,4.179980822630931,2.131961757820628,0.4255528208058751,0.34866942627486824,0.14491700193363746,0.013335480658233121,0.009995763734268642,0.7824404687735139
2200,2.212627514098506,4.446429935492618,2.1890411693848533,0.4434788329274364,0.3604113449353096,0.1450139142590618,0.013688741756538102,0.009999129636826918,0.7744786946578511
2300,2.3296562822675515,4.608901486446247,2.326133195583428,0.46197392827629435,0.3669685149682956,0.1457318020104203,0.014390366612195409,0.009996626758974348,0.7658995864749439
2400,2.4432320118156268,4.656340918462717,2.3795733562862864,0.4891333985217584,0.37314223311416017,0.14653644728083817,0.014974325702360437,0.010005581558883907,0.7601138913622631
2500,2.4919008507386757,4.9558398415992375,2.489394135239711,0.4907549373565647,0.3791455419774205,0.14748958773965282,0.015368620896874872,0.010004098850328248,0.748423613911931
