milliseconds,ATP,AMP,ADP,Pyr,NADH
0,16.293989891147042,-0.004751223737330354,0.0008774183508153713,8.817188636801079e-06,256.00013921951523
100,16.294727303144263,-0.00046902392058830594,0.0006885606683716528,-2.502602869078692e-05,256.0003431397806
200,16.282798151444332,0.007587122995312546,-0.0006619837339922826,7.502678264532948e-06,255.9999259152401
300,16.287624142787372,0.012050239468212954,0.0001855633428730274,4.581716220143941e-05,255.99978420636685
400,16.28381319347247,0.02474471475273335,-0.00011414327989535454,-3.252483641658608e-05,255.99988006205396
500,16.27781851803423,0.03280102404155244,0.0012169358686563475,1.7083222038794064e-05,256.0002692115851
600,16.26337746465514,0.02968396005330167,0.0007845705459592349,6.269317609597276e-05,255.99970149479051
700,16.255551395664604,0.04200890644462454,0.0008019920892083887,-1.4413288300973192e-05,256.0003346845983
800,16.262488985379335,0.0460444530935138,0.0018301565497234368,7.902967778533458e-05,256.0001359258231
900,16.25453200792663,0.05015831676738396,0.0009202484368184987,4.317256811017497e-05,256.0002045153459
1000,16.24624029737451,0.04870206864863016,0.002178921597154395,8.214403438341958e-05,255.9999163863217
1100,16.243342608423035,0.05721248592990577,0.0030642803018998375,3.426716318286852e-05,255.9995637002859
1200,16.242943244710702,0.06674137219693833,0.0023297581205946674,0.0001113347170898035,255.99990497762116
1300,16.236544026586675,0.07221238906221976,0.0029758429548269578,0.00011182354006015354,255.9997208938077
1400,16.224598551401318,0.07613689208758871,0.003624118923753424,9.136168146156663e-05,255.99947029505884
1500,16.219073571754898,0.07092691597409992,0.0046666676035703285,0.0001544139433371999,255.99981731720274
1600,16.221989490024892,0.08581170581201923,0.005075949119190335,0.00017160880138906938,255.99981511181866
1700,16.214890403291363,0.08583359491476329,0.005548779626728556,0.00018880264524214589,255.99954714188735
1800,16.21167528503405,0.0854393382430812,0.005568260760573435,0.00025186554684932563,255.99899991689765
1900,16.202511191299457,0.09995049501336394,0.005247495610357476,0.0002583555048752709,255.99900595692296
2000,16.193638174990276,0.09781205270391893,0.00599418005231612,0.0003127748859422389,255.99938164254837
2100,16.180695964932024,0.09888140153212643,0.008100219296471929,0.00033854045358600656,255.9990777729955
2200,16.18914063083289,0.11332894468329899,0.007631817072804443,0.00034356800430395144,255.99897092244882
2300,16.183407518657646,0.11390774991777332,0.008802737621159922,0.00034046880862217206,255.99903025297533
2400,16.165759033725863,0.11431719031691416,0.008489369348047377,0.0003748607096876013,255.99880665104274
2500,16.15962159235813,0.11763643823622348,0.009068625089659435,0.0004520273561603616,255.99789471363707
2600,16.165536100813608,0.13451621256021842,0.00973629600555359,0.00048806586650102245,255.99776975330647
2700,16.149850859992263,0.12894232883627418,0.011113245436260483,0.0004646330414756768,255.99784988271304
2800,16.144584889712913,0.14102929715855964,0.012602527191411275,0.0005718449470738204,255.99745047035032
2900,16.149868008918364,0.14611367908262263,0.01286950885726133,0.0005753376156821434,255.99760748201984
3000,16.141635291280895,0.15008906919065143,0.013619800954838062,0.0006274356487725606,255.99694712747836
3100,16.131603466667887,0.1470475483945332,0.013480314847895069,0.000594573533363094,255.99699432615606
3200,16.127871738132935,0.1598535543433623,0.015070969562929252,0.0007118386815285533,255.9959806333769
3300,16.125411414099236,0.1636201197937374,0.016403288667238454,0.0007152706698569887,255.99620892974227
3400,16.111521275748338,0.17241532544637028,0.017022205684918513,0.0007086579301818658,255.995712595099
3500,16.113224547261982,0.1649646269975589,0.017950275276176778,0.0007966260747513492,255.99556054586952
3600,16.11197948959528,0.1693245850041791,0.01853539203616571,0.0008625470423966935,255.99509240250802
3700,16.108582296253118,0.17659287228646398,0.01875960479874574,0.000857534690472424,255.9941827344296
3800,16.094250772774377,0.17931660763514484,0.020416462715783595,0.0009245121591734122,255.9937703668018
3900,16.098051216232772,0.18404901992799147,0.021835361876377565,0.0009553571063830615,255.99347023092014
4000,16.077463807238544,0.19776542732962704,0.02095858138877234,0.0010374865002579605,255.99329649136666
4100,16.081522005278682,0.20331788748183943,0.02211898571265175,0.0010396190103821284,255.99248342764523
4200,16.070978230210414,0.19594799495760348,0.024501826438879833,0.0011066597536199601,255.99214039971696
4300,16.061221637776036,0.2085010533946539,0.024652143818445327,0.0011137946331375556,255.99161749951114
4400,16.062818368513707,0.20544944536653362,0.025250038789949178,0.001201704075336116,255.99050635202494
4500,16.06135312556912,0.21660092570236103,0.027426614313815035,0.0012552625806733666,255.99014866757582
4600,16.04553476921991,0.2238915452745102,0.02756326861668786,0.0012680512356129548,255.9898754032059
4700,16.047887161844315,0.21769263435263048,0.028478831193072852,0.0013649310688010753,255.98902971559951
4800,16.04789857686159,0.22251931142207262,0.02963608505189333,0.0013774445481956289,255.98798965445272
4900,16.034241950422114,0.23035472714184305,0.03130439486404017,0.0014684880230439554,255.9876646613382
5000,16.032837226895644,0.23354977520828235,0.031261321352846844,0.0014566148352664113,255.98648458639624
