miliseconds,CC,CCPT,clkp,perp,clkm,perm,PT,vrip,vrim,VRI,pdpp,pdpm,PDP,CLK,PER,timp,timm,TIM,prcper,prcv,prcpdp,prvc,prpc,prct
0,0.537381607762977,0.4975871626962103,0.003185,0.003185,0.25841945449628523,0.23955588001634812,0.4002906833975303,0.003185,0.2567924508702303,3.1789666255803124,0.003185,0.3175856559215883,4.196148601512119,3.671811265711262,2.751918721269322,0.003185,0.23960788747988734,2.752368160272029,0.03875918691647726,0.06326464261504114,0.07718911604303755,0.48920531175833054,0.42578787332670626,0.046802637395056405
100,0.6164894752729696,0.49534448192528724,0.003185,0.003185,0.2587851436239599,0.23879736898871626,0.36159100643341924,0.003185,0.25679479144359435,3.1566901697132863,0.003185,0.3167264388273598,4.191452346986136,3.6728079218700382,2.727449544164137,0.003185,0.2394777210498927,2.7297903801407895,0.04197034288465979,0.06622628573864174,0.07739450779020987,0.4885741348450752,0.42625456385582383,0.04744355853812164
200,0.6600657993171423,0.490456504515197,0.003185,0.003185,0.25913742656114563,0.23855613267429637,0.3233048332028423,0.003185,0.25656580365341475,3.1562578116361406,0.003185,0.3159971153504228,4.185121743473499,3.7012527314332724,2.7098286165972714,0.003185,0.2377601383612381,2.708303371312716,0.04567231994349515,0.060909955490483406,0.08468700145006793,0.48780444524310274,0.4275777238080545,0.046913736614039865
300,0.7558716111318752,0.48634823863182236,0.003185,0.003185,0.25967797889984173,0.23868756338796507,0.29840863325320705,0.003185,0.2548991076522916,3.14289797591718,0.003185,0.31531519705355376,4.176467579621186,3.7300850523110936,2.6903409982778235,0.003185,0.2378356120058418,2.691218567832911,0.05610336868199077,0.0753722088116941,0.08418132412656264,0.4863843733138002,0.4277316057856455,0.05395629489083108
400,0.8437770721334015,0.4821932470260133,0.003185,0.003185,0.26001985511567893,0.23707386126165772,0.26714823888323014,0.003185,0.25498775880027474,3.127249677281259,0.003185,0.31545317941818557,4.169330107776133,3.7394873860907203,2.6705072136050623,0.003185,0.2374209535399289,2.6688471549953654,0.05924898676706665,0.08057288416202633,0.0856076750946509,0.48591973213065737,0.4286416514447166,0.05276647403815858
500,0.8437180637035274,0.4792459660303952,0.003185,0.003185,0.26048860290791737,0.23680520785216927,0.24531513714948083,0.003185,0.2540854795682458,3.1242936557569365,0.003185,0.31456013559032947,4.167607575211368,3.787611566206276,2.652661288465005,0.003185,0.23679214978975988,2.6579436384589155,0.05529780614801978,0.07786634494387763,0.0940563029572311,0.4852571630279287,0.42854380793353697,0.059514975370536086
600,0.9811253929599285,0.47606771836075046,0.003185,0.003185,0.26098415921013485,0.23750982629886103,0.2227308008706793,0.003185,0.2556092742222734,3.1195134722598348,0.003185,0.31376088616859166,4.15961353113248,3.820650544402774,2.6399116712482993,0.003185,0.23688640432043548,2.638689587249919,0.06900332483219027,0.08764387217243276,0.0959441675279791,0.4842291318565467,0.429545891110264,0.06691850072122868
700,1.0082615071255516,0.47462782134526116,0.003185,0.003185,0.26152904126078114,0.2367326683036859,0.2085126346855604,0.003185,0.253835201970906,3.1137435509038185,0.003185,0.3140566998905071,4.150497454318972,3.84827114076768,2.6289102403442066,0.003185,0.2370169203561438,2.6317439203554653,0.06679364239762833,0.08830398131616583,0.10498607682781076,0.48400416203141894,0.4302787570793243,0.07246350879202278
800,1.1005255410363122,0.4726486372752534,0.003185,0.003185,0.26176871798725904,0.23690459358140564,0.1881208866416872,0.003185,0.25494849883650866,3.095219525956447,0.003185,0.3132384628452848,4.145112728856189,3.8813372740595726,2.619982392745096,0.003185,0.23651338309563957,2.6218932674848068,0.06868546925807244,0.10378086040263353,0.11056271663985472,0.4833422038157816,0.43024102500019956,0.06966687105047512
900,1.166459380399049,0.46907255411821885,0.003185,0.003185,0.2622378053165429,0.23613377234361183,0.17678715451557475,0.003185,0.254202118039467,3.0861270327912296,0.003185,0.31270057843517823,4.137464649108959,3.9006662923418416,2.611707293577035,0.003185,0.23627996595480405,2.6075577483824057,0.08350464531358937,0.10339131115242205,0.11265238210050257,0.4823106657284833,0.43089807630614846,0.07839198465533603
