miliseconds,CC,CCPT,clkp,perp,clkm,perm,PT,vrip,vrim,VRI,pdpp,pdpm,PDP,CLK,PER,timp,timm,TIM,prcper,prcv,prcpdp,prvc,prpc,prct
0,0.567943604567794,0.4989931763759551,0.003185,0.003185,0.25842110280881786,0.23972021288204487,0.402268527541253,0.003185,0.2575556888540393,3.1810072244230763,0.003185,0.31725666831727134,4.193950974885606,3.6729258201265633,2.754053323999186,0.003185,0.2392629097404845,2.7535393107166994,0.039114171977763144,0.05366672694013509,0.0752428043933402,0.48931582048272193,0.4256567600790968,0.04017420126858628
100,0.6400968386520473,0.49457247508052654,0.003185,0.003185,0.2587559663214209,0.23853969210562792,0.3638501775337836,0.003185,0.2570543881341091,3.1592634730294993,0.003185,0.3171406350316814,4.1882591450468345,3.6973464707480157,2.726757942802292,0.003185,0.23862649249575374,2.7272140090447095,0.044038234137417094,0.06674278675561297,0.07838008731183965,0.48821247398741996,0.42648401790278856,0.0410462981570401
200,0.6690624111164448,0.48961752432297506,0.003185,0.003185,0.2591538477306679,0.2377862279245619,0.3291021391589867,0.003185,0.2560995172290133,3.1498549183776428,0.003185,0.31622732059830533,4.185694717737224,3.7091945070508627,2.7065178455365437,0.003185,0.23774587063967376,2.707396691190384,0.051199281451723554,0.062412691491755046,0.08146621053616826,0.486912993231565,0.42723403242691776,0.05003636256879234
300,0.7237888650854598,0.48679854518272847,0.003185,0.003185,0.25977148105380266,0.23858913784595792,0.29708142382750113,0.003185,0.2549650368960046,3.136150118111429,0.003185,0.3152934225388409,4.179312390327684,3.7285078222184103,2.68931529525157,0.003185,0.23729553118911337,2.6892909395963263,0.05158364180681278,0.07092323379466238,0.09233615754598759,0.4862176604671054,0.4280043068056453,0.04790051618889733
400,0.8038596011119292,0.4842503401529674,0.003185,0.003185,0.26002494839329343,0.23806018725864214,0.265374013891593,0.003185,0.2542113530385429,3.1325920175551074,0.003185,0.3149882064076092,4.170287944161825,3.757511601749995,2.673939367934304,0.003185,0.2380697323108397,2.670500370012398,0.05687251052737287,0.0700996316807264,0.0869256110069338,0.48532336766473383,0.4283048224225821,0.05223951211699072
500,0.8927599057414387,0.4795484194320644,0.003185,0.003185,0.2606588843899506,0.2377541311893089,0.24481910281244687,0.003185,0.25367466014292545,3.1222945938512727,0.003185,0.3145867989229406,4.164964313856249,3.783234747251527,2.655891897380888,0.003185,0.23746611745674895,2.6572144209672226,0.06213778580887961,0.08265929983344074,0.08959442107660243,0.4855531724171293,0.42921780516638686,0.060573405580680376
600,0.9172603110708627,0.47731264996673006,0.003185,0.003185,0.26095593091205904,0.23721471267329075,0.2228058786874298,0.003185,0.254949596951927,3.118542959243558,0.003185,0.31413433634049026,4.157158367615171,3.8153665672115045,2.6402436516208674,0.003185,0.23729238862216462,2.6411852179373363,0.061827399723078255,0.08478067611854878,0.10281750012164184,0.48439189731284293,0.42906447953055393,0.05903935914436178
700,1.063824873216691,0.4740364606174903,0.003185,0.003185,0.26142573612514597,0.2361873375814659,0.20761286690507752,0.003185,0.25418419186023233,3.115028563119327,0.003185,0.31352444689179343,4.15228634795963,3.8314022315331635,2.6276927968170996,0.003185,0.2362676670186381,2.6291669739403414,0.06779619239941054,0.08963530547852365,0.10548782443916027,0.4838408243906057,0.4295394344380304,0.06454109621614638
800,1.1463352513855438,0.47270380074575774,0.003185,0.003185,0.2618083717613672,0.2364497288160082,0.18675752310203747,0.003185,0.25551083593066687,3.1018792542959917,0.003185,0.31318716585099005,4.147658395356677,3.8692764695982196,2.61738091609504,0.003185,0.23653656687577299,2.6168677272579868,0.07659118569567501,0.10719263670571773,0.10990158675468735,0.48319200567074594,0.4302383892034756,0.06903269531625111
900,1.1901639786870368,0.4692657701156761,0.003185,0.003185,0.2622133736813547,0.23668348497909095,0.17891530869211406,0.003185,0.2541795628157834,3.095773324221771,0.003185,0.3130210491484285,4.142332542735137,3.897395232073598,2.6086940088579316,0.003185,0.23660023597117663,2.610325336524429,0.08046562325798394,0.1030982169757767,0.11312041296533293,0.48247670713334906,0.43099209568663444,0.07828462530314664
1000,1.2731551188656474,0.4672576263013999,0.003185,0.003185,0.262674632487036,0.2369587243192611,0.1647277964131857,0.003185,0.25474790562262123,3.082720654922871,0.003185,0.3127035190998356,4.133860070031518,3.927240844105974,2.6048734375539286,0.003185,0.2367272453904264,2.6039517160628027,0.08246137825700921,0.12318060920669732,0.1180475173322729,0.48238206999756045,0.4310235104076806,0.08292865167547268
1100,1.3522155498520125,0.46749201503949805,0.003185,0.003185,0.2630025758140067,0.23683973664185157,0.15707037528201157,0.003185,0.2556775358454135,3.0918442126983097,0.003185,0.31272246447890484,4.127632539941941,3.9767533610161308,2.5959325577302406,0.003185,0.23592521651772938,2.5986510138808354,0.09421988029977216,0.12675370857699436,0.12665572169339062,0.4819293423366661,0.43130870951538586,0.0869567549970837
1200,1.449366417825357,0.4667137780308171,0.003185,0.003185,0.26345620620387294,0.2372500223505347,0.14880056895656082,0.003185,0.2560682758900542,3.0762535005780225,0.003185,0.3125453420841181,4.120128087871325,4.001862898813982,2.587791125349039,0.003185,0.23586490000931482,2.588986706571713,0.09449773323691672,0.13053505284506023,0.12735216503778712,0.4810094389983263,0.43181373726902617,0.09664117993783033
1300,1.5623455267363768,0.4646243687095206,0.003185,0.003185,0.26374301995673066,0.23690958444362473,0.14070132496662813,0.003185,0.25633266161093815,3.0789828358474955,0.003185,0.3119447631074267,4.114010072260972,4.024879367912255,2.5869412027365826,0.003185,0.2368747219335617,2.585004989775866,0.10180883889149628,0.13721741391642742,0.13872286630785272,0.48039255319921315,0.4317581317897363,0.09938165030405562
1400,1.5979911823304092,0.46464457384116653,0.003185,0.003185,0.26413835174434663,0.23633513350816499,0.13041376200016194,0.003185,0.2580960930610582,3.077805967904905,0.003185,0.3119423928283357,4.110684067521549,4.0572816500343265,2.581332821675217,0.003185,0.23766417281721672,2.583841965444895,0.11439353107317886,0.15376400617747757,0.14340221373426632,0.48098503506146856,0.4325826466979407,0.10775974617689674
1500,1.665011266834248,0.4652398275548051,0.003185,0.003185,0.26463375753100493,0.23723887908283084,0.12042900135222664,0.003185,0.25752597422449763,3.0835824446392555,0.003185,0.31224381828492026,4.105860860631279,4.089026201777231,2.5831464519958836,0.003185,0.23673288265749304,2.5802342482369593,0.11390376034689167,0.16575035704052188,0.14792420287778682,0.47991843376240323,0.4322904627835087,0.11585967782787103
1600,1.784508298324702,0.4636267114674157,0.003185,0.003185,0.26472901631964735,0.23833605901430902,0.1143437300225428,0.003185,0.25824159195120666,3.081497645878685,0.003185,0.3127540641301364,4.101788617388853,4.119251662028192,2.5789072426387514,0.003185,0.23705850555650457,2.576103363623953,0.12195550817278827,0.16609943920277298,0.15483033864698081,0.4800295779777398,0.4322376209130127,0.12553274326961017
1700,1.8473363533722285,0.4651417361882687,0.003185,0.003185,0.26507983601202695,0.23855822949023356,0.11521759873594536,0.003185,0.25948669244303346,3.0847203999242043,0.003185,0.31264935870528615,4.0937777365282315,4.148457535338431,2.5771123219172254,0.003185,0.23797808165072848,2.5781160844661546,0.1303853542992122,0.17711214398063319,0.16230011526181282,0.48047447113834396,0.4330758669924452,0.1302324397592304
1800,1.89016239013449,0.46500572672161816,0.003185,0.003185,0.2655262700679975,0.2385666517529155,0.1067370599553733,0.003185,0.2626529360168284,3.091008844109727,0.003185,0.3128906687345202,4.091180098777404,4.204076148007967,2.581429492478035,0.003185,0.23945837704413636,2.576354970426536,0.13629436530454653,0.19571888287906905,0.16627970182426605,0.47976461445044216,0.43290060344907016,0.13873551359940167
1900,1.9739841283459625,0.4652243988784661,0.003185,0.003185,0.26565822028175684,0.23972075150022035,0.10465019732436519,0.003185,0.2621541568946941,3.1037412378821587,0.003185,0.312766383439715,4.08451045492073,4.225232163639534,2.5814388438620903,0.003185,0.23967108617458688,2.577324297333246,0.14937999570667862,0.20087414532112935,0.1722807083677345,0.47999407505477926,0.432748803776371,0.15003039510321733
