milliseconds,CC,CCPT,clkp,perp,clkm,perm,PT,vrip,vrim,VRI,pdpp,pdpm,PDP,CLK,PER,timp,timm,TIM,prcper,prcv,prcpdp,prvc,prpc,prct
0,0.584245360498176,0.4988677430594875,0.003185,0.003185,0.2581940771120468,0.2398589726371703,0.3982879144609045,0.003185,0.2568357960144344,3.1793544267900185,0.003185,0.31734695365306637,4.19752172737312,3.669160347783272,2.7532343384511138,0.003185,0.23888515167692576,2.751737613875296,0.041139228434096,0.06243538527977492,0.08237412679549354,0.4886357511557317,0.4259435235521259,0.042075240355050246
100,0.6049986437389678,0.49534735769015353,0.003185,0.003185,0.2588572150633063,0.23894274773732882,0.36564000879356523,0.003185,0.2553075074399411,3.1731193940861875,0.003185,0.316492786402258,4.19118818290674,3.688798173389672,2.7290477503720005,0.003185,0.2383957575573248,2.727846870548422,0.041194955164061325,0.06797247244556467,0.08168627251322685,0.48784611144396917,0.42664536266167336,0.04811777687419389
200,0.7062657272016509,0.4905020490795909,0.003185,0.003185,0.25920477314325663,0.2388915395853244,0.3244961489769772,0.003185,0.2561659093951374,3.146135290633658,0.003185,0.31652063542162473,4.182242585041825,3.7111753899280853,2.7109396370222747,0.003185,0.2382225787563533,2.7095765451869878,0.047082796204182174,0.07054139630344666,0.08877890692928302,0.48698914436198004,0.42745002146315225,0.04375896646580802
300,0.7428484690386269,0.4878513899789225,0.003185,0.003185,0.259587745186339,0.238613270818868,0.2914626213275088,0.003185,0.25447432771976214,3.1360086750136023,0.003185,0.3157188563892345,4.176507098286848,3.7355963688648592,2.687639578206412,0.003185,0.23797776381217525,2.6872679974328335,0.04898178671808358,0.06971699686497579,0.08385419388874805,0.4865702953257964,0.4276870869350184,0.053687244206682964
400,0.807225479091867,0.4841166373983808,0.003185,0.003185,0.2602354217924367,0.23692027693085704,0.26685695557215855,0.003185,0.2546591904634538,3.1399018805794596,0.003185,0.31535504097006267,4.1700394080026015,3.768869553007827,2.6682491246984257,0.003185,0.23779366736509225,2.6684991138140157,0.05223515037401291,0.07893841920268584,0.08967453137798102,0.4860963287672752,0.4281075228000256,0.05302625126600337
500,0.9053642791294729,0.4793125674702165,0.003185,0.003185,0.26055374393813263,0.23759501846017844,0.2406679386449902,0.003185,0.255164203111031,3.1277494781288873,0.003185,0.3147553709758208,4.165053571841076,3.785158167833153,2.657748300162286,0.003185,0.2379202858929193,2.6523637114583924,0.054668751471800954,0.08438658055359345,0.0928009374787465,0.4851507678162118,0.4287246314195324,0.05534026393015689
600,0.984618583992402,0.4760903387678051,0.003185,0.003185,0.2609052070940401,0.23633386256506975,0.22441496690858306,0.003185,0.25595527760800985,3.121987006318621,0.003185,0.3138386814250909,4.156235283874251,3.798747841707531,2.6392383587866726,0.003185,0.2373445281719969,2.641732096333328,0.058960112481194815,0.08345894188404712,0.09681154728377536,0.484493112658837,0.4298047750441225,0.06697325263052321
700,0.9955180784250333,0.4735815382585033,0.003185,0.003185,0.26147440911945596,0.23668297243500358,0.20348285336283878,0.003185,0.25515080563216136,3.113162019068392,0.003185,0.31359675587222985,4.15320285229153,3.840693734901325,2.6288690775720296,0.003185,0.23600925267464085,2.6325327231377833,0.06513105633440804,0.0992255144114615,0.10618941182973163,0.48373359228235957,0.42992388484644634,0.07268615212492734
800,1.1404286710011446,0.4705654643928776,0.003185,0.003185,0.2618690972423552,0.23627477436668817,0.1926161053176472,0.003185,0.2551139913685089,3.0992492897944626,0.003185,0.3134141722198654,4.147702952824258,3.879882839526448,2.6162293660858724,0.003185,0.23641871247323756,2.6184045791979553,0.07773460206968891,0.10147521255859335,0.11006206137594549,0.4827777192847476,0.4301494955844162,0.0758263733508993
900,1.221471910852488,0.46963606781187067,0.003185,0.003185,0.26219166463045046,0.23608462979008496,0.17758905697678168,0.003185,0.25503734542449275,3.0894744090667388,0.003185,0.31310876405050897,4.139563451044495,3.8826113250190146,2.6103878158017677,0.003185,0.2358567585856316,2.609197110541176,0.08291972023832514,0.11119182165588828,0.10626021303370123,0.4828509397413571,0.4306473620717838,0.07786717664324043
