milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11
0,299.4382429404152,0.4362164077592882,1199.9898327229994,-0.013590277185754819,0.0004517352881509659,1199.9999481372245,-2.019025293661705e-07,-2.004780482202228e-10,100.0,200.0,20.0
100,298.9579280425743,1.5399546466217209,1200.014212606702,-0.012356099366343114,-0.00016490477060711708,1199.9999364268715,2.368482817624015e-06,-1.4475046058537393e-10,100.0,200.0,20.0
200,297.7342989175167,2.5438206983424188,1199.9890546565698,0.010792262726379762,0.00027731914010807563,1199.9999449645402,-4.098841526018177e-06,1.347285871113075e-10,100.0,200.0,20.0
300,295.77424105205375,4.033879076783169,1200.0078991502553,-0.006277227789340497,0.0005519141159024852,1199.9999449029876,4.298550881286883e-06,1.5931828275206085e-10,100.0,200.0,20.0
400,294.3993496537969,6.249205820754415,1199.9773845857592,0.005037730571447021,-0.00022691197403167834,1199.999939644597,-8.487726922085586e-07,-1.8663297680774013e-10,100.0,200.0,20.0
500,292.88806314467445,8.007515724956393,1199.9822699617882,0.006886924513085778,0.00048652613827538293,1199.9999366989105,1.930857619629081e-06,1.720546208635745e-10,100.0,200.0,20.0
600,291.0861477419892,8.799356363639845,1199.9588621827054,0.027028451879786888,0.0006203996596017865,1199.9999414024635,4.535053231519224e-06,-2.22643738547042e-11,100.0,200.0,20.0
700,290.84838319560873,9.354136101788106,1199.952788543821,0.02962135872733423,0.00015827434109413126,1199.9999413961636,-3.330113691725441e-06,1.1314240279950081e-10,100.0,200.0,20.0
800,287.9082653737479,11.565620768919167,1199.975193722732,0.04198312572777569,-0.0002693981422453688,1199.9999419576875,4.177940662709849e-06,5.963493990494561e-11,100.0,200.0,20.0
900,287.91722532565734,12.972072195333999,1199.9580748406186,0.05734943541219109,0.000498773677033635,1199.9999395544203,-2.492132541903462e-07,1.5600769933557183e-10,100.0,200.0,20.0
1000,286.59566439744214,14.748773569116636,1199.9260849375148,0.07651957143718875,0.0007279550428800247,1199.999937232761,4.622297000018109e-06,-1.0406591517700092e-10,100.0,200.0,20.0
1100,284.35330401003546,15.219164829019805,1199.9357655635524,0.06032452065822283,0.00025933104534729527,1199.9999396896155,4.148496427192943e-07,-1.2429743256024229e-10,100.0,200.0,20.0
1200,283.6820466861695,16.337007922412816,1199.9165048043988,0.10477493351516522,0.0009688957857767605,1199.9999349418133,5.678842165598176e-06,-1.1807351098678256e-10,100.0,200.0,20.0
1300,281.8216802581401,18.19412445898142,1199.8999922793157,0.10790358071838838,0.0002222760251334301,1199.9999337630506,-3.639397824610044e-06,3.7415122621829775e-11,100.0,200.0,20.0
1400,280.9362757042521,19.898843716909806,1199.8863405531858,0.1327794600771068,0.001460348035222121,1199.9999405282947,7.028461818423597e-06,-1.6975103509240705e-10,100.0,200.0,20.0
1500,279.1034969131224,21.060078445051953,1199.8719833385649,0.14460939696293898,0.0009282651063404714,1199.9999364630314,-4.2184557541459825e-07,-2.0387453463668263e-11,100.0,200.0,20.0
1600,279.16985926862674,22.32641658713797,1199.8464450528206,0.14005509011860806,0.0010726206204274954,1199.9999415098996,-2.9752651732069224e-07,-9.264801131092813e-11,100.0,200.0,20.0
1700,278.0461060825858,22.193303615966293,1199.8168978291988,0.18158889601418138,0.00159908101039386,1199.9999377894467,7.745647404789046e-07,3.990793202057961e-11,100.0,200.0,20.0
