miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11
2600,267.2300617282776,32.458559685720076,1199.6402513461537,0.36970275755757537,0.006781636984680758,1199.9999078001995,3.917106617127552e-05,-1.2558944102983727e-10,100.0,200.0,20.0
2700,265.83237947263524,35.0115746661528,1199.626404723963,0.3788095809994826,0.006729525418909178,1199.9999059628628,4.052409699047039e-05,-7.603307350889434e-11,100.0,200.0,20.0
2800,264.91689783437033,35.00658018315737,1199.5725299293658,0.39391320595338686,0.008106849960681853,1199.9998973651914,5.146334020050697e-05,6.499774271856049e-11,100.0,200.0,20.0
2900,263.8172507312316,36.753749529213685,1199.569019446617,0.4345907350017321,0.00975964115657547,1199.9998817060853,5.5284682028887774e-05,1.9112520912331612e-10,100.0,200.0,20.0
3000,263.069875071273,38.520071156942635,1199.5190787545241,0.4717683349810871,0.010234597453023337,1199.999875452707,5.920684703587997e-05,4.275338308798809e-10,100.0,200.0,20.0
3100,261.67670246824156,39.158384744687005,1199.5113129916501,0.4986279451550897,0.011162088486805366,1199.9998645437631,7.337346339262945e-05,4.93052627900584e-10,100.0,200.0,20.0
3200,260.43883866812996,39.58479212842522,1199.472791081687,0.50563212638561,0.01203509598851331,1199.9998546116256,8.046882631124105e-05,4.724319602888181e-10,100.0,200.0,20.0
3300,259.4241579648766,40.90442416931428,1199.4534707221328,0.5478588601954393,0.013747916501528202,1199.9998507676778,9.436010935669767e-05,6.671664725596402e-10,100.0,200.0,20.0
3400,257.07728187131295,41.4678986809467,1199.4045352306616,0.5689299128297395,0.01563789308568318,1199.999836192522,0.00010883822747781944,7.910015746832489e-10,100.0,200.0,20.0
3500,257.48909746794214,43.79130428030002,1199.3892222720442,0.5827109161286816,0.01689364708227811,1199.9998221356097,0.0001220883030267918,1.0670557074288877e-09,100.0,200.0,20.0
3600,256.33152986911944,44.825241904806305,1199.3572598933372,0.6323125277998399,0.01798914328178337,1199.9998150665554,0.00013785297252385284,1.0247403076767074e-09,100.0,200.0,20.0
3700,254.0229470351437,44.784517502777646,1199.3194236070485,0.6532157124351884,0.019426357713266628,1199.999788265839,0.00014281186784133296,1.2993999147733064e-09,100.0,200.0,20.0
3800,254.06078850441335,45.84558606479885,1199.3078016770498,0.6675478213382513,0.021711959025274216,1199.9997790895006,0.0001687256959007161,2.000024101519844e-09,100.0,200.0,20.0
3900,252.49374728536657,47.62407816762951,1199.2537333767038,0.7057669969784583,0.023706635410567792,1199.9997501534037,0.0001813688395441521,2.115205546047706e-09,100.0,200.0,20.0
4000,251.29966115232637,48.589866474106515,1199.2365641564686,0.7231658697075873,0.024456324265480757,1199.9997345786471,0.00019985534680282927,2.8437161239706223e-09,100.0,200.0,20.0
4100,250.43179473316508,48.80943270464246,1199.2106830774624,0.7786245274412367,0.02742865367081443,1199.9997128557593,0.0002238033584913,3.6661282877961783e-09,100.0,200.0,20.0
4200,249.19865968916378,50.235555963439595,1199.1624199932085,0.7847378457604919,0.02929392808016414,1199.9996905571509,0.0002509508821814169,4.319803525760714e-09,100.0,200.0,20.0
4300,248.81021255125253,51.70999318798689,1199.1295698615463,0.8355289608329728,0.030818031049621542,1199.999667918211,0.000281060566807526,5.136759081173287e-09,100.0,200.0,20.0
4400,247.68862811084628,52.57715191846853,1199.1240410536154,0.8714818626824886,0.03405184877655217,1199.9996340773846,0.00030047074182042405,6.029642656456364e-09,100.0,200.0,20.0
4500,246.92860549563773,53.62175918433115,1199.0905446675679,0.9043056757206903,0.035377963313216874,1199.9996082976695,0.0003343162203725776,7.271103689294961e-09,100.0,200.0,20.0
4600,244.7396778446676,53.78566919882684,1199.0335391429417,0.9318422851275922,0.038819519669020336,1199.9995838164386,0.0003616011221559038,8.741684670611792e-09,100.0,200.0,20.0
4700,245.45841170826054,54.70991665418191,1198.9934180585544,0.9491317411007087,0.041484911134600524,1199.9995465957131,0.0003948381511449718,1.0532516884293583e-08,100.0,200.0,20.0
4800,244.2793257758455,55.60190922547284,1198.980680926376,0.9996247470818013,0.043602711632597685,1199.9995172149288,0.000421894502282323,1.2441881859284397e-08,100.0,200.0,20.0
4900,242.62417496540198,58.0743416998739,1198.933717306652,1.0161270797621684,0.04569420291050383,1199.999482496767,0.00045906039948258835,1.4490038409647649e-08,100.0,200.0,20.0
5000,241.49799645319345,57.71470014998139,1198.917734878613,1.0546159958703394,0.04872453418588832,1199.999437982723,0.0005077134091375482,1.737468991049418e-08,100.0,200.0,20.0
