miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11
0,300.1277458473299,-0.26229544617885403,1199.9955053523688,-0.006029966468519423,0.0005555504900174022,1199.9999387966845,3.082291217368055e-06,8.40686623439229e-11,100.0,200.0,20.0
100,298.6786442382673,2.240201873517049,1199.9895483194387,-0.007319200818086366,-0.0002705460995847914,1199.9999472261072,1.1235028915687432e-06,-6.998186571483339e-11,100.0,200.0,20.0
200,296.2540713531464,2.384439954405309,1200.0021140776964,0.012843040204126084,-0.0003101978192011524,1199.9999381723896,-1.7839200755777653e-06,-3.8396335724996077e-13,100.0,200.0,20.0
300,294.9397833183268,4.69316611639798,1199.9972535256777,0.0009403957293425205,-2.6325682065009777e-05,1199.9999386146983,3.0984262814901727e-06,5.986571514007899e-11,100.0,200.0,20.0
400,294.6636493238232,6.471009985975421,1199.9990332686175,-0.003071987031518777,6.274506725863954e-06,1199.9999436603377,5.258404105525286e-06,1.6714265550635633e-10,100.0,200.0,20.0
500,292.51105307653023,7.679778066990276,1199.9916805747528,0.025309415939195983,-0.00029313202573674627,1199.9999392558373,-5.283668282503686e-07,-1.8945249107666265e-11,100.0,200.0,20.0
600,290.9622279858034,9.303543573064095,1199.991412506819,0.028099190616753617,0.0007339612930717855,1199.9999418539805,4.814853330239918e-06,1.685030289025524e-10,100.0,200.0,20.0
700,290.14925283498525,9.801240057419001,1199.965613651589,0.031092931655175984,0.0003519677380775572,1199.9999432098975,5.4828890644431615e-06,-1.2413413578167237e-10,100.0,200.0,20.0
800,289.21687870095013,10.86715821303105,1199.9737607009508,0.02961946336584248,1.5131121440519846e-05,1199.9999456026474,-5.403263769267798e-06,-1.7228192782531362e-10,100.0,200.0,20.0
900,286.8483198367303,12.683415621645914,1199.9504018750522,0.039357946317278146,0.0006839810915391958,1199.9999479833898,-5.077599392028917e-06,1.9670616501461144e-10,100.0,200.0,20.0
1000,285.78704744169664,14.137472885615425,1199.926023168505,0.0740281581692286,-0.00014138872478287033,1199.9999485647525,2.1254932035418692e-06,-1.2416817717473404e-10,100.0,200.0,20.0
