milliseconds,u,v,w
0,0.10102850181198479,0.5493893143810314,0.20001865822234527
100,0.09996295493653722,0.5500708205653274,0.20005611618250196
200,0.09638935432297907,0.5579481259727177,0.1997500957962101
300,0.0943586485192391,0.5715616567198664,0.199537120893011
400,0.09316715308151342,0.5816621673087733,0.19947772896130694
500,0.09361134157306658,0.5866569583130797,0.1994898894482847
600,0.0912202452835185,0.5875337827099102,0.19925860855062247
700,0.09054365212950205,0.5987295618791121,0.1991674122833559
800,0.08876199371395987,0.6109882545019744,0.1989818875168382
900,0.08740622317339629,0.6072835607768138,0.1989151568036736
1000,0.08734094356051629,0.6132772003476118,0.19873230474800646
1100,0.0844211186389095,0.6259442467218179,0.19844778278267597
1200,0.08227996358294144,0.6298460852172089,0.19828055477693496
1300,0.08034368222873653,0.6343625492914793,0.19833208995965423
1400,0.08081496552624383,0.653806153012334,0.19824995265730405
1500,0.0795703655673428,0.6587827944073921,0.1978028344199359
1600,0.0777136957822102,0.6556931207157981,0.19774554375065004
1700,0.0766068702542133,0.6637893501403768,0.19783408147880407
1800,0.07582812667146807,0.6794780138293605,0.1973780956150953
1900,0.07443544009259759,0.6765065190105016,0.19734909131648765
2000,0.07248724380018225,0.6795130220926077,0.19743151453654972
2100,0.07200727837503598,0.6871515941209375,0.19698823084783332
2200,0.0704109215305431,0.7055594768478938,0.1968253782316607
2300,0.06913700702439349,0.7037978369525076,0.19699684045599547
2400,0.06862765319549599,0.7090830261190726,0.19679238084921524
2500,0.06723786144654648,0.7111489978167169,0.19655436668284654
2600,0.06523037909206811,0.7252371033695371,0.19626191442815838
2700,0.06430008502826132,0.723561279595888,0.19647240738318622
2800,0.06545761021177408,0.7403389497846748,0.19603375247336569
2900,0.06473199378533986,0.7430005590573057,0.19609820927521723
3000,0.061328642222192926,0.7475661680033799,0.19589104231797388
3100,0.06263008035547254,0.747280358342518,0.195647003310586
3200,0.06165779890774952,0.755148203573413,0.1954228589689788
3300,0.05878774382077639,0.7648543353072134,0.19537846025071037
3400,0.057420017485702066,0.7682493968251044,0.19546652761815125
3500,0.05914124453533727,0.7643455897118182,0.1952021866395311
3600,0.05607080962358579,0.7681105774458549,0.19484684279851933
3700,0.057293097944442234,0.7861630376350961,0.19496941885526545
3800,0.05508917163821005,0.7865683752894658,0.1945977778999023
3900,0.05433926231865421,0.7844220485115077,0.19455944451299703
4000,0.05421066003945444,0.7861847243549237,0.19446546372832557
4100,0.05128403432320316,0.7921530610232952,0.19432524237452406
4200,0.05219945783109897,0.8066962269153192,0.1940038031169302
4300,0.05068102756563435,0.7988701139820715,0.19400564215866115
4400,0.048598733631733636,0.8100496519674583,0.19390361646482368
4500,0.048636770743288336,0.813339759766146,0.19373966096073805
4600,0.0488377824706786,0.8122064107271577,0.19372500795090924
4700,0.04794544129081099,0.822050740642339,0.1933790279683298
4800,0.04860670621182872,0.8305830117055549,0.19332293127443903
4900,0.04563757526972831,0.8228615619119671,0.19299852394227257
5000,0.04614392593512854,0.8384519647281169,0.1931072488639716
