milliseconds,u,v,w
0,0.09957842282198928,0.5476714384547893,0.2001173700487853
100,0.09952600479026645,0.5561621321548065,0.1997920097828004
200,0.09852710275281654,0.5637583307871358,0.19959588775175632
300,0.09542109067886352,0.5784092119147838,0.19941174981043594
400,0.09461421576552345,0.5747722574628897,0.19947636117993764
500,0.09133322143407217,0.5920098296092876,0.19947855658848287
600,0.09137708922180933,0.591248195458355,0.19928856854122953
700,0.09127467072473909,0.596956186303859,0.19903077081583287
800,0.08920678012461788,0.6009064430222237,0.19900830916252427
900,0.08739179744952838,0.6127899319887349,0.19876662997839342
1000,0.08533365109980097,0.6168982858914029,0.1987649024851842
1100,0.08434925333993167,0.6288450165903912,0.19849112768807053
1200,0.08317154716362118,0.6291343847906091,0.19829069552166767
1300,0.08320548159317326,0.6452512093666906,0.1981751588494269
1400,0.08047909893745087,0.6402791423421152,0.198110362221366
1500,0.0807198914085434,0.661737171321676,0.1978638547761504
1600,0.07791388736832995,0.6589267905853072,0.19761436197468574
1700,0.07632326272132085,0.6690271596699768,0.19771196094802887
1800,0.07670625208699283,0.679846357376395,0.19735019170386198
1900,0.07416141599125131,0.6768776642566774,0.19745125242267186
2000,0.07306379347304272,0.6826313519305446,0.19717175801594095
2100,0.07355363782555921,0.6953614835203491,0.19731238214645166
2200,0.07133706006441352,0.6938416218390483,0.19717311460326445
2300,0.07134027968651238,0.7107671934310783,0.1968313310729375
2400,0.06983744142444956,0.7161622675830424,0.19683011207719628
2500,0.06727252033397518,0.7114334441081241,0.19643821218081606
2600,0.06584687150396314,0.7193162340852565,0.19648797926034306
2700,0.06694656397214743,0.7318042949434285,0.1961729230824071
2800,0.06458800134519434,0.7261840710104305,0.19598667449548188
2900,0.06310245837433927,0.742373125673872,0.19594691331742167
3000,0.061499340140547615,0.7381607151886755,0.19582437615713452
3100,0.06264403654704356,0.7514246903037317,0.1958363141365657
3200,0.06221291171222996,0.7484521467809029,0.19556660459903008
3300,0.06085019991193332,0.7573824986139025,0.19531294769132845
3400,0.05912133895592661,0.7705655163370378,0.19544290856933905
3500,0.0576090963016282,0.7737344753148451,0.19529153697183632
3600,0.05547158969096848,0.7739936165818488,0.19504870107682531
3700,0.054633091687867924,0.7839567551809552,0.19501602821862665
3800,0.055059251278007953,0.7821761513329083,0.19489806534960374
3900,0.05394205708519557,0.7887357692882814,0.19444868515865357
4000,0.05337583583447167,0.7874241343583852,0.194302579522476
4100,0.05236978325933993,0.7986957184354411,0.1943233704673254
4200,0.05293965545172015,0.8016617568356914,0.1941468485818605
4300,0.050630213560089135,0.8076302201744192,0.19384628331105083
4400,0.04949672025986263,0.8121814969453283,0.1940152169081175
4500,0.05011050464614131,0.8136022786310003,0.19367248480515667
4600,0.04736847470536221,0.8254553833113457,0.19354651643623252
4700,0.04871860102597503,0.8291631946696334,0.1935235205235095
4800,0.04627565101818052,0.8230518635387978,0.19313763572169507
4900,0.04530535141236044,0.8318959512287275,0.1931276637404139
5000,0.04469051963029959,0.8314020329670057,0.19323406963138948
