milliseconds,u,v,w
0,0.10053429139693824,0.5538285322294393,0.20019576635773356
100,0.09851106134038652,0.55004549452478,0.20001790943440317
200,0.09767177209437905,0.5718002330153764,0.19958006881523427
300,0.09681866795838802,0.5709058580458519,0.19972801717116626
400,0.09304678850727173,0.5818792249494487,0.19961765929122166
500,0.0926324937607223,0.5914836051834514,0.1992881308247561
600,0.09196962102564607,0.5873391760797528,0.1993613562057699
700,0.08910391178153694,0.5993282311109488,0.1990364398616739
800,0.08834353147261065,0.602912283360842,0.19910789588548886
900,0.08745919304574604,0.6193247290831291,0.19897923889103247
1000,0.08717045875675121,0.6186777659989044,0.19848841582051047
1100,0.08329579655018092,0.6307281699493442,0.19843250055157216
1200,0.08351232205678369,0.6356038622599354,0.19841290188511546
1300,0.08053449090977662,0.6484397271303007,0.19839500211072114
1400,0.0806956391622805,0.6461092294907137,0.19822515775478705
1500,0.07926728965823462,0.6508041314372631,0.19795753797809962
1600,0.07759497919588722,0.6591393807423713,0.19780368858567013
1700,0.07714799049246239,0.6600232468606371,0.19769061999056292
1800,0.07639241097028128,0.6673797740953045,0.197437650731083
1900,0.07471099578297785,0.683723826500844,0.19728772509769052
2000,0.07293565379540469,0.6908636277169291,0.1972233457216585
2100,0.07226277193036103,0.6889540891550265,0.19691398096526508
2200,0.07205915417311771,0.7026054320517754,0.19697294826598916
2300,0.07152687423815576,0.7113483279802933,0.19695220647385456
2400,0.06818044262717614,0.7072308690474762,0.19690099698629213
2500,0.06888098150878907,0.7143272139312135,0.19656549302143822
2600,0.06719945631049015,0.7242882428973366,0.19644174317600252
2700,0.06473369007112495,0.7199872948432889,0.19630477381625486
2800,0.06561588030254151,0.7368981183313394,0.19612447207142736
2900,0.0625941745488921,0.7331840734567182,0.19586080307770612
3000,0.0641968802785389,0.7478926583670731,0.1956906394657838
3100,0.06286772891954912,0.74241901666734,0.19584945267077072
3200,0.0600563854024523,0.7570804429806015,0.19542698381528106
3300,0.059726146115814754,0.7671999819417983,0.19555735813196512
3400,0.05890133659139049,0.7623929527947987,0.19513089150504023
3500,0.05750870283779663,0.7649595138206516,0.1951499272996976
3600,0.056472982427188144,0.7824972448089812,0.1949050992849054
3700,0.0567160735328546,0.7739885046906704,0.1947722129816897
3800,0.05639066679508809,0.7833750423320166,0.19464420947951236
3900,0.05506513101220992,0.7888715179472144,0.19443677058106754
4000,0.05325592341460996,0.7912341512990871,0.19433848884717206
4100,0.052497756922869225,0.7937884422217628,0.19430804654637868
4200,0.05176874450914828,0.7986611254337184,0.19400516860491474
4300,0.05145342886271102,0.8043897410975809,0.19414434304197714
4400,0.05075885399039805,0.8109913826111267,0.1937547740880762
4500,0.050333864219197805,0.8131939831718155,0.19360337655639767
4600,0.047977626872880194,0.8256767771493827,0.19352211916060494
4700,0.04928273006440939,0.8299074521790623,0.19360276119829983
4800,0.047796444325279734,0.8280142582865717,0.1931678951519902
4900,0.04703586056783648,0.8242670759957506,0.19315993591290112
5000,0.047041734426505215,0.8263735938954742,0.19307922424581234
