milliseconds,u,v,w
0,0.09889742023709856,0.5431762014609947,0.2001590081326165
100,0.09717202140062685,0.560568611277362,0.19997765688272573
200,0.098134943607097,0.5696316676106833,0.19988903125200094
300,0.09520570909813206,0.5802162269782251,0.1997091845249292
400,0.09247732660882059,0.5727859227885598,0.1994895244224576
500,0.09217788949611018,0.5877344479133875,0.19939980849599961
600,0.0914690710736153,0.5976320144160131,0.19936490826484995
700,0.0889572445203704,0.6066774512941895,0.19908770489060784
800,0.08963378521633893,0.5991983948880508,0.1988897821910388
900,0.08575041718570517,0.6137340078258706,0.1986291123040788
1000,0.08487153959111539,0.6130464234539529,0.19872051045551398
1100,0.08395210758205057,0.6286587392542128,0.19839100578815574
1200,0.08326573589529362,0.6369949307573063,0.1985428044203317
1300,0.08187845353411244,0.6447015040103637,0.1983119692363067
1400,0.080946757060447,0.6540494661889211,0.19819977837438346
1500,0.07849421700553166,0.6564368154322436,0.19810276740600127
1600,0.07783074330189724,0.6697538945560972,0.19784504504790157
1700,0.07593136633280549,0.667257977317035,0.19780343921104554
1800,0.07608503542900685,0.6721687912506489,0.19757091431464976
1900,0.0739252680998361,0.6809543797023814,0.19746915520426753
2000,0.07232186919932415,0.6857291822047834,0.19719075997415414
2100,0.07239867351274351,0.695247020520057,0.19710516943211912
2200,0.07084910815673492,0.6960044352612202,0.19698563577616313
2300,0.06916081632826826,0.701187066172124,0.19686823310016147
2400,0.07054770818987992,0.7128240619451188,0.19655842913484978
2500,0.06783693139360894,0.7096414379433982,0.19667594173202857
2600,0.06566616423967656,0.7152156285396694,0.19628196480378562
2700,0.06678385420753558,0.7283458451272722,0.19608630419838333
2800,0.06380935388851884,0.7422086569333853,0.19622408473226632
2900,0.06237338838396994,0.7466346521950901,0.19613596794336113
3000,0.06258687626404519,0.7400774158666759,0.19604695345780548
3100,0.06325269931455602,0.7475928688843211,0.19562749467324
3200,0.05919200437698445,0.7579135965621135,0.19539178094556298
3300,0.059846802686232776,0.7586873066044443,0.19531939996836173
3400,0.05970776364698413,0.7579273497909299,0.1950966930679386
3500,0.05746219219620724,0.7720061894206179,0.19532233349142775
3600,0.05707007652787431,0.7682151569221146,0.1950601840651907
3700,0.056297801545935514,0.77787792129438,0.19484659175904348
3800,0.054630810765743755,0.7768514375798832,0.1946559268960774
3900,0.05364824304148414,0.7803294989329361,0.19448184429788107
4000,0.05312350861336169,0.78687825096826,0.19460501897952937
4100,0.0516108375185505,0.8045061950054309,0.19448293827499658
4200,0.052592919056290925,0.8010283317511001,0.19413789591016287
4300,0.050473577819900695,0.8047436328950796,0.19413516485688542
4400,0.0508874885379735,0.8162321595312675,0.1938850764256856
4500,0.048867597246923654,0.8122342466364749,0.19366387648549996
4600,0.047237650512507716,0.8180061602502271,0.19354743158660537
4700,0.04761224794719583,0.818420374216163,0.1932758808833934
4800,0.04592103723923608,0.8266910574515244,0.1932194902638918
4900,0.046471170735026414,0.8263507362683997,0.19318405089333787
5000,0.04692270348208213,0.8356524638202822,0.1929820015684685
