milliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
3700,9900.636911703961,0.3256583307071401,199.9422534906313,10.0,10.0,10.0,10.0,10.0,10.0,4.266392231875257,3.2425222270058978,3.3747507749741867,3.20198082999698,3.0413682406860265,3.6269665339468484,10.0,10.0,10.0,10.0,10.0,10.0
3800,9900.125596541395,-0.6880135617947115,199.80569660375934,10.0,10.0,10.0,10.0,10.0,10.0,4.322661434546122,3.2761498655701646,3.4533712561319563,3.299842792215083,3.035183138492083,3.7122820795624345,10.0,10.0,10.0,10.0,10.0,10.0
3900,9900.160792771823,-0.04164743848801865,199.65120105351946,10.0,10.0,10.0,10.0,10.0,10.0,4.226238216471795,3.312170342665378,3.5024689615749254,3.465236318685854,3.0920228126951637,3.7258662113598917,10.0,10.0,10.0,10.0,10.0,10.0
4000,9900.203292446833,-0.21660538126508228,199.71623117857223,10.0,10.0,10.0,10.0,10.0,10.0,4.311832747381084,3.324831748985796,3.494050423013456,3.4274916404639515,3.116819827620484,3.7414072176264885,10.0,10.0,10.0,10.0,10.0,10.0
4100,9899.494985246738,0.14740750994040447,200.55142530634473,10.0,10.0,10.0,10.0,10.0,10.0,4.2489132370653735,3.391944903697122,3.50800809652275,3.6013943856523882,3.1046041312464974,3.795084753663743,10.0,10.0,10.0,10.0,10.0,10.0
4200,9900.058354040548,-0.2568915596903991,200.07175409322372,10.0,10.0,10.0,10.0,10.0,10.0,4.219517400883073,3.361659107490484,3.537583852774359,3.6904644880793587,3.1437888318696015,3.7757846690856107,10.0,10.0,10.0,10.0,10.0,10.0
4300,9900.512942520381,0.5673012595485666,199.49956765874762,10.0,10.0,10.0,10.0,10.0,10.0,4.193114444196967,3.3978092536215545,3.556976067445239,3.7735274041365696,3.174628895022886,3.8127697255322444,10.0,10.0,10.0,10.0,10.0,10.0
4400,9899.466651575789,-0.6701120705565778,200.31106051542648,10.0,10.0,10.0,10.0,10.0,10.0,4.167820337174718,3.4418660557618415,3.600664096650963,3.7505253228092794,3.1846723211195336,3.7938171833356,10.0,10.0,10.0,10.0,10.0,10.0
4500,9899.643693147304,0.6850030603137627,199.6621757358052,10.0,10.0,10.0,10.0,10.0,10.0,4.230728983530452,3.4270203071396734,3.6386227628787546,3.8637441250805273,3.2393929802781685,3.8107739504274214,10.0,10.0,10.0,10.0,10.0,10.0
4600,9899.657184566004,0.35100774395842715,199.38285163974942,10.0,10.0,10.0,10.0,10.0,10.0,4.131129206761612,3.4381910570234364,3.6352436532288728,3.8905069181468797,3.254734542643798,3.838731184716702,10.0,10.0,10.0,10.0,10.0,10.0
4700,9899.490088111655,0.6912251870551336,199.52285732008153,10.0,10.0,10.0,10.0,10.0,10.0,4.203607842797614,3.4328171691783758,3.6980194101846733,3.948895699891769,3.2603792114680554,3.8872072494706837,10.0,10.0,10.0,10.0,10.0,10.0
4800,9899.965581085515,0.6318465435631061,199.69051854017894,10.0,10.0,10.0,10.0,10.0,10.0,4.0972052623750095,3.433933575646775,3.7133008749481853,4.042152069521302,3.293356213266858,3.873809585660108,10.0,10.0,10.0,10.0,10.0,10.0
4900,9900.410261606597,-0.2290573601743059,199.98500766843011,10.0,10.0,10.0,10.0,10.0,10.0,4.091695320172284,3.4700604415631213,3.7101494794380527,4.191814522606143,3.2745988992896193,3.927575330351921,10.0,10.0,10.0,10.0,10.0,10.0
5000,9900.376969849392,-0.12755320135086587,200.1186676202152,10.0,10.0,10.0,10.0,10.0,10.0,4.140122402460623,3.482309619269888,3.7342767386932527,4.162297741126729,3.3576487484402637,3.903801955849035,10.0,10.0,10.0,10.0,10.0,10.0
