milliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
0,9999.844069991575,100.69753884777272,99.33745468548767,10.0,10.0,10.0,10.0,10.0,10.0,-0.03951622879855015,0.028708182783707674,0.03586197765016479,0.059673866790447005,-0.005550440931503338,-0.0314466626051154,10.0,10.0,10.0,10.0,10.0,10.0
100,9900.587334912949,-0.5081726757881869,200.62462878363013,10.0,10.0,10.0,10.0,10.0,10.0,0.3639703791899147,0.481535682072564,0.5373107030796314,0.12346221871116886,0.6281008924807022,0.5671685055998693,10.0,10.0,10.0,10.0,10.0,10.0
200,9900.031499977224,0.02252463242536724,199.432192397812,10.0,10.0,10.0,10.0,10.0,10.0,0.840446529256138,0.8425592891240068,0.925588421623299,0.19384617218637248,1.1314569609610867,1.0221134779597956,10.0,10.0,10.0,10.0,10.0,10.0
300,9900.35940960094,-0.652102929902588,200.28758075179726,10.0,10.0,10.0,10.0,10.0,10.0,1.185677534652381,1.1289749521283197,1.2056178081955302,0.2603433302047617,1.4449688556473834,1.2869664466186208,10.0,10.0,10.0,10.0,10.0,10.0
400,9900.668007719632,-0.19396605005954945,200.59830030572917,10.0,10.0,10.0,10.0,10.0,10.0,1.5325150003538954,1.3460410379372871,1.402508507645853,0.4362290678529922,1.688887761423796,1.547724756340761,10.0,10.0,10.0,10.0,10.0,10.0
500,9899.77852208321,0.547432637225819,200.14529678812457,10.0,10.0,10.0,10.0,10.0,10.0,1.8702659397213441,1.5112121672831818,1.5485311865751668,0.5372409090308459,1.8412038121357697,1.725842255148133,10.0,10.0,10.0,10.0,10.0,10.0
600,9899.684409737178,-0.6377378679753254,200.3464142242117,10.0,10.0,10.0,10.0,10.0,10.0,2.1342901015483737,1.6687162214350568,1.6962248126648931,0.5369511575267198,1.9365468796216252,1.861963046189738,10.0,10.0,10.0,10.0,10.0,10.0
700,9900.58429401901,0.38849359099614406,200.12388295198247,10.0,10.0,10.0,10.0,10.0,10.0,2.4494208755435216,1.8104724962709868,1.8583021831828612,0.6637610837403175,2.057321179590339,2.060966061561749,10.0,10.0,10.0,10.0,10.0,10.0
800,9899.308525234625,0.5884114567865577,199.98599780469053,10.0,10.0,10.0,10.0,10.0,10.0,2.632506729078321,1.8907596374337414,1.9365007293957983,0.759996816723029,2.1303677392595866,2.1671722322511964,10.0,10.0,10.0,10.0,10.0,10.0
900,9899.765938963279,-0.3803136843548375,200.4183822595814,10.0,10.0,10.0,10.0,10.0,10.0,2.8198818422795475,1.962710858165048,2.0530931159359396,0.884553967002904,2.24451494260581,2.274767128680184,10.0,10.0,10.0,10.0,10.0,10.0
1000,9899.744921920836,-0.05129466512493621,199.30469014921192,10.0,10.0,10.0,10.0,10.0,10.0,3.040689931144491,2.107086933612607,2.1264884283308096,1.0183524339569379,2.305840113501423,2.409739534734798,10.0,10.0,10.0,10.0,10.0,10.0
1100,9900.152112137986,0.17886377683693727,199.9745183166636,10.0,10.0,10.0,10.0,10.0,10.0,3.1687849501451444,2.149421028181928,2.2238504332159277,1.0826723546893315,2.337201845041101,2.456978740972824,10.0,10.0,10.0,10.0,10.0,10.0
1200,9900.514080326593,-0.31635058191274096,200.46356427262515,10.0,10.0,10.0,10.0,10.0,10.0,3.33642209175808,2.277173796460321,2.335462999554536,1.2040912523140286,2.3733994078572214,2.5462429314605406,10.0,10.0,10.0,10.0,10.0,10.0
1300,9900.0330942671,-0.20860756373878434,199.80565364416205,10.0,10.0,10.0,10.0,10.0,10.0,3.4977391236367517,2.288728856348875,2.3727222639472165,1.1863341814605195,2.419747801739709,2.6452106658306516,10.0,10.0,10.0,10.0,10.0,10.0
1400,9900.498120953756,-0.5328330529330049,200.55427898803975,10.0,10.0,10.0,10.0,10.0,10.0,3.6417870368307574,2.4083675090078653,2.459824162761156,1.3601655305924574,2.4435476698253753,2.6655684219673135,10.0,10.0,10.0,10.0,10.0,10.0
1500,9900.126501311743,0.08445613634189764,199.38391577250775,10.0,10.0,10.0,10.0,10.0,10.0,3.7219279969381804,2.4138876957907245,2.5294357270916845,1.3694220566640423,2.494118020592648,2.7983822911800282,10.0,10.0,10.0,10.0,10.0,10.0
1600,9899.662915084551,0.12558551211900257,199.89043397969243,10.0,10.0,10.0,10.0,10.0,10.0,3.772022888285412,2.5301340887226087,2.5725382113591557,1.5753997079789503,2.5510002418903466,2.8582308492434922,10.0,10.0,10.0,10.0,10.0,10.0
1700,9899.509414664559,0.062161320199318866,200.1254618262302,10.0,10.0,10.0,10.0,10.0,10.0,3.919795659850166,2.518165332118681,2.6249572010002415,1.5779236197217825,2.5435105601678485,2.887364734550399,10.0,10.0,10.0,10.0,10.0,10.0
1800,9900.623154008787,0.26581706631118923,199.80793881920644,10.0,10.0,10.0,10.0,10.0,10.0,3.9581573882440315,2.63397423221255,2.701379125785992,1.7059072715399481,2.609226247692108,2.9964474976199442,10.0,10.0,10.0,10.0,10.0,10.0
1900,9900.59084776894,-0.30486198032010636,200.47488760541106,10.0,10.0,10.0,10.0,10.0,10.0,3.997831791461709,2.636740359860836,2.7520964253873195,1.8109414236435517,2.5936322328703625,2.980172442833151,10.0,10.0,10.0,10.0,10.0,10.0
2000,9899.45702708572,0.14845364715868736,200.3844395236954,10.0,10.0,10.0,10.0,10.0,10.0,4.05125633409986,2.72386469346815,2.7917622669498514,1.8489878436615752,2.6593987308868923,3.0511209315995274,10.0,10.0,10.0,10.0,10.0,10.0
2100,9900.509047713767,-0.6044750061554569,199.6735911826255,10.0,10.0,10.0,10.0,10.0,10.0,4.120995733703914,2.7893754809157976,2.84767604266503,1.9331396897795312,2.673815941659706,3.158415646677028,10.0,10.0,10.0,10.0,10.0,10.0
2200,9900.327571808853,0.6055604255438437,199.9215275510769,10.0,10.0,10.0,10.0,10.0,10.0,4.13125359955642,2.821612842331605,2.8699438052484036,2.098040108972026,2.6737873590085783,3.1408917202723377,10.0,10.0,10.0,10.0,10.0,10.0
2300,9900.59722201651,-0.508563319016717,199.6002547270466,10.0,10.0,10.0,10.0,10.0,10.0,4.165901849890677,2.837438073529982,2.8856626961274316,2.1539500883563485,2.7093585809409184,3.2309320551349963,10.0,10.0,10.0,10.0,10.0,10.0
2400,9899.794191833525,-0.2409135503202021,199.48520646956777,10.0,10.0,10.0,10.0,10.0,10.0,4.210784941263411,2.9149317739311806,2.925256851195951,2.185471925032736,2.764879966843424,3.291574956904438,10.0,10.0,10.0,10.0,10.0,10.0
2500,9900.421748281282,0.5465020991405706,199.51084577733792,10.0,10.0,10.0,10.0,10.0,10.0,4.2768519668728135,2.897486991569337,3.0464538417608433,2.3537199981784966,2.7741171467205237,3.2454889157947533,10.0,10.0,10.0,10.0,10.0,10.0
2600,9899.643175610532,0.38485945311526965,200.62562674626244,10.0,10.0,10.0,10.0,10.0,10.0,4.209566806796805,2.9202172081479323,3.0265229281749764,2.3534952577909682,2.8177852387258753,3.328421988806593,10.0,10.0,10.0,10.0,10.0,10.0
2700,9900.185281163882,-0.11238702659942107,199.34366751059736,10.0,10.0,10.0,10.0,10.0,10.0,4.322430906071885,2.98185760059066,3.1108546478876877,2.5032274574082654,2.8166591673239925,3.392528850436707,10.0,10.0,10.0,10.0,10.0,10.0
2800,9899.399002155054,-0.6861798330550051,200.163470090755,10.0,10.0,10.0,10.0,10.0,10.0,4.250327401671018,3.0212738764636122,3.1174136858991432,2.5131725986335547,2.8112571313546044,3.3747891010253803,10.0,10.0,10.0,10.0,10.0,10.0
2900,9900.47593752188,0.16019764001485307,199.75139605905113,10.0,10.0,10.0,10.0,10.0,10.0,4.326220346514365,3.054267358197511,3.119720984170842,2.6215791754930673,2.8576280940340566,3.460815485481901,10.0,10.0,10.0,10.0,10.0,10.0
3000,9900.172652498803,-0.544705272437434,200.4752354357274,10.0,10.0,10.0,10.0,10.0,10.0,4.352041894370777,3.059739655838227,3.180882940078197,2.700500748680887,2.9083801924536625,3.5013954966713103,10.0,10.0,10.0,10.0,10.0,10.0
3100,9900.683505457971,0.0813919894555963,200.54576004955993,10.0,10.0,10.0,10.0,10.0,10.0,4.337311405663918,3.1299180970285194,3.254351884903305,2.792673142991952,2.919743159295566,3.5037444236344384,10.0,10.0,10.0,10.0,10.0,10.0
3200,9899.321663557592,-0.24159952189487557,200.09566790479914,10.0,10.0,10.0,10.0,10.0,10.0,4.332053993840111,3.155527896921572,3.217433733371248,2.896223526848295,2.958596324212139,3.547473504963624,10.0,10.0,10.0,10.0,10.0,10.0
3300,9900.686561696424,0.6890479286547795,200.02986436133014,10.0,10.0,10.0,10.0,10.0,10.0,4.276047776756354,3.172988242315011,3.305125478714585,2.957475667000914,2.962571967176598,3.5437314617666362,10.0,10.0,10.0,10.0,10.0,10.0
3400,9899.880333999354,-0.2553265168806028,199.81505861697624,10.0,10.0,10.0,10.0,10.0,10.0,4.350352925510243,3.224391626198553,3.301432140984498,3.013444322138963,2.992380306453941,3.552422376857602,10.0,10.0,10.0,10.0,10.0,10.0
3500,9900.252698272387,0.692258566429976,199.39813133928726,10.0,10.0,10.0,10.0,10.0,10.0,4.311706348647638,3.237591524519932,3.345994647333686,3.135045539401083,2.975409581179298,3.646001615430217,10.0,10.0,10.0,10.0,10.0,10.0
3600,9899.959368172977,0.642602646013834,199.50128682969108,10.0,10.0,10.0,10.0,10.0,10.0,4.255381318722671,3.2104959284752113,3.371118470757018,3.213710174752498,3.0430570501497805,3.6270185724710635,10.0,10.0,10.0,10.0,10.0,10.0
