miliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
0,10000.105421164137,100.0988915912692,99.99391786920984,10.0,10.0,10.0,10.0,10.0,10.0,-0.04816255261384493,-0.03423502349842841,0.008157360171157663,0.036599567069237754,-0.02901725334638497,0.027701869936879266,10.0,10.0,10.0,10.0,10.0,10.0
100,9900.36444705807,-0.5281778026600321,199.70487205260613,10.0,10.0,10.0,10.0,10.0,10.0,0.4176241499115933,0.47784752365390337,0.5799094509138562,0.12956399865396062,0.6077891656395176,0.5570935965393531,10.0,10.0,10.0,10.0,10.0,10.0
200,9900.317650011004,-0.34238578159106475,199.44815201796027,10.0,10.0,10.0,10.0,10.0,10.0,0.7456892154046845,0.8930874543137625,0.9853438819569386,0.18504239631347447,1.1381403033821624,0.9959920566832176,10.0,10.0,10.0,10.0,10.0,10.0
300,9899.882962806807,0.01636540958926333,200.17141180328133,10.0,10.0,10.0,10.0,10.0,10.0,1.1946400257488077,1.1374370632764415,1.2410988228306175,0.3128944266479993,1.472272882673462,1.2358793098235927,10.0,10.0,10.0,10.0,10.0,10.0
400,9899.756308790818,0.24502315919806214,200.47230657023994,10.0,10.0,10.0,10.0,10.0,10.0,1.462348649212326,1.3596870210244703,1.38542949268378,0.33893267099596786,1.6829832680713306,1.5394748376589027,10.0,10.0,10.0,10.0,10.0,10.0
500,9899.44172208632,-0.6537570146961401,200.31099860700624,10.0,10.0,10.0,10.0,10.0,10.0,1.841026375116996,1.4628384861027683,1.6318287299360121,0.4635159641180973,1.854409076409556,1.7158418817927392,10.0,10.0,10.0,10.0,10.0,10.0
600,9899.550467508252,-0.24431674177898352,199.92874079497514,10.0,10.0,10.0,10.0,10.0,10.0,2.1001185031530367,1.6077682876918007,1.772416059287233,0.5442370184740648,1.9470297677332153,1.870081167020326,10.0,10.0,10.0,10.0,10.0,10.0
700,9900.447831504789,0.48770754705332264,199.9498177700364,10.0,10.0,10.0,10.0,10.0,10.0,2.3499443821338275,1.7842059852549406,1.8522703647790655,0.6285575180187353,2.0960326832681764,2.0178401870490736,10.0,10.0,10.0,10.0,10.0,10.0
800,9899.399496636777,-0.4754183238672163,200.52985102582164,10.0,10.0,10.0,10.0,10.0,10.0,2.64172679699518,1.9168575279417426,1.9741585742146701,0.7908813101028954,2.1770180298095014,2.168309804957721,10.0,10.0,10.0,10.0,10.0,10.0
900,9899.494793585598,0.16211258191627176,199.75261444158883,10.0,10.0,10.0,10.0,10.0,10.0,2.8468039529347826,2.010688120937004,2.0890476253341697,0.8942675273511604,2.186610932246405,2.267110696743747,10.0,10.0,10.0,10.0,10.0,10.0
1000,9900.164151647537,0.2687009343910102,200.29949962429035,10.0,10.0,10.0,10.0,10.0,10.0,3.0664948100872214,2.0333715353604456,2.173334944996603,0.9730401540930561,2.283328613463797,2.3440720036804845,10.0,10.0,10.0,10.0,10.0,10.0
1100,9900.542484390162,0.2254768348410624,200.6656323168158,10.0,10.0,10.0,10.0,10.0,10.0,3.1882498813537525,2.1694144110237215,2.236293321943148,1.0323332509755825,2.3087304390808994,2.4429482359018353,10.0,10.0,10.0,10.0,10.0,10.0
1200,9900.11269806968,0.09168168246022884,199.34756560231978,10.0,10.0,10.0,10.0,10.0,10.0,3.3892946202823655,2.211386832647688,2.273196597976797,1.1144009671664297,2.3977078195333843,2.5794097297102887,10.0,10.0,10.0,10.0,10.0,10.0
1300,9899.999983927883,-0.13826150936022627,200.40265624019236,10.0,10.0,10.0,10.0,10.0,10.0,3.475978586546161,2.279901585269085,2.406021676578547,1.2685214053211336,2.395019279441068,2.6649406534344107,10.0,10.0,10.0,10.0,10.0,10.0
1400,9899.36724899961,-0.5194755389172209,200.41073955074805,10.0,10.0,10.0,10.0,10.0,10.0,3.6431344377826522,2.344688543866708,2.4321075234767275,1.3852990536471534,2.4451142741555216,2.718347678116048,10.0,10.0,10.0,10.0,10.0,10.0
1500,9900.312980112065,0.2640183676578984,200.30377351331677,10.0,10.0,10.0,10.0,10.0,10.0,3.749288634711266,2.439390304580572,2.502872298798635,1.3911482657928012,2.51614697960968,2.819189405355533,10.0,10.0,10.0,10.0,10.0,10.0
1600,9899.712097961967,-0.06765773168353932,199.33840664352948,10.0,10.0,10.0,10.0,10.0,10.0,3.8253077538260536,2.496822861670319,2.585539458895199,1.5313574547062232,2.5467124157472996,2.8465932123917526,10.0,10.0,10.0,10.0,10.0,10.0
1700,9900.108061490113,0.0350293956019507,200.42232165017214,10.0,10.0,10.0,10.0,10.0,10.0,3.8726774616054365,2.518334570944053,2.6316255580220904,1.562621556090636,2.576005073871345,2.8964342860698196,10.0,10.0,10.0,10.0,10.0,10.0
1800,9900.48661558739,0.04687279299667222,199.75393302728892,10.0,10.0,10.0,10.0,10.0,10.0,3.9449087703074817,2.577709311627367,2.639886447958092,1.6986619106627732,2.562207865034053,2.956462134771136,10.0,10.0,10.0,10.0,10.0,10.0
1900,9900.495104158423,-0.04561331208951546,199.66223797550668,10.0,10.0,10.0,10.0,10.0,10.0,4.045440518290628,2.637696302170153,2.7018916332539353,1.8397348732074597,2.59699936831599,3.02383144994653,10.0,10.0,10.0,10.0,10.0,10.0
2000,9899.414783904238,0.5064807529971926,199.87408894251087,10.0,10.0,10.0,10.0,10.0,10.0,4.086263337687277,2.677650637109772,2.7619875227692665,1.8891337816020939,2.621544347281172,3.0663226793347103,10.0,10.0,10.0,10.0,10.0,10.0
2100,9899.909983407822,-0.48789596152761366,199.75316918301237,10.0,10.0,10.0,10.0,10.0,10.0,4.119523691271861,2.75749024880807,2.841452178633725,1.9114077009124424,2.6462393752350386,3.1432139432393655,10.0,10.0,10.0,10.0,10.0,10.0
2200,9900.123516248734,-0.05378392542810249,200.385579924802,10.0,10.0,10.0,10.0,10.0,10.0,4.102541871743411,2.820930345775924,2.87914976161297,2.0338586064656905,2.70237234411928,3.1172719829335427,10.0,10.0,10.0,10.0,10.0,10.0
2300,9900.043313337934,0.002305840025345392,200.00050554564956,10.0,10.0,10.0,10.0,10.0,10.0,4.1421241439240255,2.81001766101618,2.8931082125163625,2.09519324987416,2.7305013849514257,3.1991993598580857,10.0,10.0,10.0,10.0,10.0,10.0
2400,9900.303074054824,0.2139583949245355,199.59315890621076,10.0,10.0,10.0,10.0,10.0,10.0,4.257287473635673,2.8428428206011325,2.955553200827028,2.2441101652257873,2.7687309931016704,3.2245673299304385,10.0,10.0,10.0,10.0,10.0,10.0
2500,9899.426576480031,0.45493939725148264,200.56040901696528,10.0,10.0,10.0,10.0,10.0,10.0,4.2794118188769295,2.8839320707462903,2.9931104390040844,2.260490190857623,2.7634249710311978,3.2472865252844763,10.0,10.0,10.0,10.0,10.0,10.0
2600,9900.027738103432,-0.5497458128887744,200.3140309268725,10.0,10.0,10.0,10.0,10.0,10.0,4.265649465788199,2.9874406550749666,3.0854073627293186,2.330736991461512,2.7918495661980005,3.3222582479814102,10.0,10.0,10.0,10.0,10.0,10.0
2700,9899.463417027742,-0.01171875514225858,200.16481077563293,10.0,10.0,10.0,10.0,10.0,10.0,4.245078661846548,3.0180318066845673,3.048079863281866,2.507654380701641,2.7891775560698036,3.3328364949992055,10.0,10.0,10.0,10.0,10.0,10.0
2800,9900.172113159479,0.6114757202394412,199.90043450288277,10.0,10.0,10.0,10.0,10.0,10.0,4.281517148272772,3.000571458261523,3.0838081913931172,2.5941701135468174,2.8521807098831973,3.43315868937472,10.0,10.0,10.0,10.0,10.0,10.0
2900,9900.41859359762,0.5742721200137157,200.28426734406742,10.0,10.0,10.0,10.0,10.0,10.0,4.2853104894007465,3.0431230395063498,3.1131076139317955,2.6147693255436972,2.85592685848062,3.4769850757887237,10.0,10.0,10.0,10.0,10.0,10.0
3000,9900.570856279179,-0.052637061896649115,199.56328491560245,10.0,10.0,10.0,10.0,10.0,10.0,4.302017202807227,3.054858946993624,3.150644019226588,2.7604486215163746,2.8567186010929935,3.422893567041448,10.0,10.0,10.0,10.0,10.0,10.0
3100,9900.048364376664,-0.5848492680879346,199.4164035537329,10.0,10.0,10.0,10.0,10.0,10.0,4.27655799413341,3.0861511252024685,3.249719540888646,2.8303048416488408,2.9220610998417937,3.5164591213034515,10.0,10.0,10.0,10.0,10.0,10.0
3200,9900.031898940762,0.6172486290043676,199.61048015967685,10.0,10.0,10.0,10.0,10.0,10.0,4.298070085030005,3.138740955988338,3.2829668398706358,2.878419993645754,2.9448786113615943,3.5590526948574666,10.0,10.0,10.0,10.0,10.0,10.0
3300,9899.763356298825,-0.6938564753498598,200.15103674084227,10.0,10.0,10.0,10.0,10.0,10.0,4.325524929465446,3.176284373245359,3.31344937899632,2.886956256716678,2.9620951958915342,3.5783886496143573,10.0,10.0,10.0,10.0,10.0,10.0
3400,9899.548826306102,0.3946920831161844,200.00391349333634,10.0,10.0,10.0,10.0,10.0,10.0,4.282367375442138,3.204771351447041,3.318114178253081,3.0001971175093765,2.9459908607038394,3.6196820362717723,10.0,10.0,10.0,10.0,10.0,10.0
3500,9900.602567805337,-0.26764100662025875,200.00602619765968,10.0,10.0,10.0,10.0,10.0,10.0,4.258460902104348,3.1805113411788106,3.333828253762255,3.0861418674423953,2.9616839844085234,3.6208482016970924,10.0,10.0,10.0,10.0,10.0,10.0
3600,9899.948854473754,-0.11702527847663133,200.69268633428428,10.0,10.0,10.0,10.0,10.0,10.0,4.305775724190138,3.2153862124100594,3.3556893709425015,3.2081689787643506,3.0325923419054273,3.612959013960046,10.0,10.0,10.0,10.0,10.0,10.0
3700,9900.104047835317,-0.46588726975203926,199.3257817802183,10.0,10.0,10.0,10.0,10.0,10.0,4.246968520286593,3.290869371423273,3.4059545697003273,3.3136791025044494,3.066871862929919,3.6760428060231063,10.0,10.0,10.0,10.0,10.0,10.0
3800,9899.543705267944,0.6980744693631032,199.49489088621687,10.0,10.0,10.0,10.0,10.0,10.0,4.299717687696015,3.2678139718541095,3.4652739260920433,3.3190009087617223,3.0645324159656937,3.6506187707676117,10.0,10.0,10.0,10.0,10.0,10.0
3900,9900.442949452301,-0.5241269324508215,200.44132729915677,10.0,10.0,10.0,10.0,10.0,10.0,4.28842592287021,3.351360400150677,3.435687340464476,3.4498115686050768,3.067783568929367,3.6607191585110703,10.0,10.0,10.0,10.0,10.0,10.0
4000,9899.710277272046,0.16609857305699066,200.33604837962977,10.0,10.0,10.0,10.0,10.0,10.0,4.263425137317227,3.355967835552868,3.507625265370981,3.456097099372936,3.1351837636437097,3.6901850608652698,10.0,10.0,10.0,10.0,10.0,10.0
4100,9900.647992961893,0.3928617575783276,200.20935233849877,10.0,10.0,10.0,10.0,10.0,10.0,4.224582490713311,3.3293601955318763,3.5611355808879983,3.5981852146870095,3.107432354445418,3.7733823971358835,10.0,10.0,10.0,10.0,10.0,10.0
4200,9899.666104208078,-0.657280701253067,199.928017246692,10.0,10.0,10.0,10.0,10.0,10.0,4.282089712143569,3.3646369246215375,3.573526109956136,3.645851542902653,3.1186134496674933,3.7413796445793994,10.0,10.0,10.0,10.0,10.0,10.0
4300,9899.412594648715,0.5039107539665696,199.6488322865933,10.0,10.0,10.0,10.0,10.0,10.0,4.1731084768190225,3.383417373861577,3.5762218211134122,3.6980046829237163,3.2022977530408085,3.7473763973344667,10.0,10.0,10.0,10.0,10.0,10.0
4400,9900.029656301667,0.5554995663351682,200.25706777688532,10.0,10.0,10.0,10.0,10.0,10.0,4.210460016722948,3.4198032304436956,3.598902238320181,3.7664083819822634,3.222183086725094,3.77618134995222,10.0,10.0,10.0,10.0,10.0,10.0
4500,9899.40604273947,-0.3607570833138195,199.43315669682815,10.0,10.0,10.0,10.0,10.0,10.0,4.166734445858853,3.407986231954482,3.648118769515243,3.8170066834062037,3.2460138523572075,3.813645322559167,10.0,10.0,10.0,10.0,10.0,10.0
4600,9899.307008668906,0.4145375701021198,200.61117633276672,10.0,10.0,10.0,10.0,10.0,10.0,4.2286876281082275,3.4710624287239438,3.6821713394885527,3.8787458209610066,3.2175682671831933,3.8592729358282165,10.0,10.0,10.0,10.0,10.0,10.0
4700,9900.014029262855,0.5888393714163003,200.6924455220096,10.0,10.0,10.0,10.0,10.0,10.0,4.12948138327461,3.4722683750292287,3.712523020182309,4.047943152851098,3.274957194125961,3.8612314183636616,10.0,10.0,10.0,10.0,10.0,10.0
4800,9899.970647602002,0.6929305661692036,199.75598741976845,10.0,10.0,10.0,10.0,10.0,10.0,4.107702014757842,3.47168468235347,3.693232702266883,4.082376118029619,3.2973846832986475,3.895940136738795,10.0,10.0,10.0,10.0,10.0,10.0
4900,9900.315083623433,0.34802179295414143,199.71861267971843,10.0,10.0,10.0,10.0,10.0,10.0,4.177529340643606,3.4516293291209017,3.7011213824333615,4.207523828695812,3.330909384235255,3.92743036312571,10.0,10.0,10.0,10.0,10.0,10.0
5000,9900.308740092809,-0.15655684243063472,200.0281759618433,10.0,10.0,10.0,10.0,10.0,10.0,4.114853826426374,3.5350796541074585,3.787551736820367,4.2047955586501295,3.3589643171193915,3.9220382610737885,10.0,10.0,10.0,10.0,10.0,10.0
