miliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
0,9999.462903272897,99.33239392133622,99.78289727432764,10.0,10.0,10.0,10.0,10.0,10.0,-0.008956229443297742,-0.017554111586423858,0.02393277093533249,0.03890086362049503,-0.004849712442018993,0.0025143838524429255,10.0,10.0,10.0,10.0,10.0,10.0
100,9899.57644425793,-0.6491783237469126,200.16451975630642,10.0,10.0,10.0,10.0,10.0,10.0,0.4269676512953655,0.5213894482401098,0.5391504248572453,0.13236675925192326,0.6439266786345886,0.5612547709445386,10.0,10.0,10.0,10.0,10.0,10.0
200,9899.646045971294,0.12023229324033759,200.49146768084225,10.0,10.0,10.0,10.0,10.0,10.0,0.7890601892727068,0.8613316134384158,0.9316276133532639,0.2471781490343684,1.1318243031800461,1.0182080165779706,10.0,10.0,10.0,10.0,10.0,10.0
300,9900.621098201262,-0.5621007614109484,199.73506003731868,10.0,10.0,10.0,10.0,10.0,10.0,1.141546635868011,1.1465936713665463,1.2251308754884678,0.34394789353112826,1.469040535113582,1.2525870508733699,10.0,10.0,10.0,10.0,10.0,10.0
400,9900.343495970497,-0.3685077407472951,199.9181958853795,10.0,10.0,10.0,10.0,10.0,10.0,1.5480660824401775,1.3251877038071453,1.4579544636760475,0.43034720364404394,1.6536545669966232,1.480376855412193,10.0,10.0,10.0,10.0,10.0,10.0
500,9900.576233818225,0.6727650715637584,200.55595402168098,10.0,10.0,10.0,10.0,10.0,10.0,1.8794764823757357,1.464445209933511,1.5797650423671743,0.45809837196106723,1.8593460868882319,1.6994797269716206,10.0,10.0,10.0,10.0,10.0,10.0
600,9900.112317724806,0.39269253117605324,200.1993604269732,10.0,10.0,10.0,10.0,10.0,10.0,2.1280043045012773,1.6277783828056163,1.765191275820623,0.6500210219765219,1.9906294056634528,1.9063097710786896,10.0,10.0,10.0,10.0,10.0,10.0
700,9900.1972907448,0.0009146162699910069,199.95929270837902,10.0,10.0,10.0,10.0,10.0,10.0,2.417047919534069,1.7964809165499076,1.8558768638918295,0.7414204319604594,2.0518109941522122,2.049121869218012,10.0,10.0,10.0,10.0,10.0,10.0
800,9900.480268583997,-0.6992949627295194,200.68451601833746,10.0,10.0,10.0,10.0,10.0,10.0,2.6427589794623763,1.8869376268520255,1.9815437101117375,0.7777668729335073,2.1823390808129273,2.185392300495425,10.0,10.0,10.0,10.0,10.0,10.0
900,9900.648219823319,-0.12101120418205205,199.7478356745072,10.0,10.0,10.0,10.0,10.0,10.0,2.8244466552829017,1.9865725774940381,2.1028876369611536,0.8805119163334604,2.2108046132555703,2.255180683874707,10.0,10.0,10.0,10.0,10.0,10.0
