milliseconds,ERKc,pERKc,ppERKc,ERK_ppMEKc,pERK_ppMEKc,DUSPc,pERK_DUSPc,ppERK_DUSPc,ERKn,pERKn,ppERKn,pERK_DUSPn,ppERK_DUSPn,STYXn,ERK_STYXn,pERK_STYXn,ppERK_STYXn,duspn,DUSPn,u_ppMEKc_tot,ppMEKc_tot,ERKc_obs,pERKc_obs,ppERKc_obs,ERK_ppMEKc_obs
0,573.5459677854666,2.199231613468478,-1.0257987032823954,0.35794338221511746,0.6203239395479773,99.1996721842117,-0.0055308721551013814,1.3374571185435895,1645.7253076871198,-2.469363837676876,0.40597969018961383,0.03013689819591816,-0.24996780837970195,3015.167149600772,0.8700266175873606,9.592471997845054,-10.213439253852085,0.9727930137499686,10.016951061723955,1.0,100.0,569.346648991009,3.257030648134345,-4.578844657349781,0.5020519538091013
100,444.70394016079763,42.20257726564553,-4.203128826221434,52.18498075639445,4.670755861099162,78.13030736389211,20.492620964175575,0.4673825082929748,64.10869643755558,2.061157307598592,-0.9485042704190364,0.003566780761842634,-0.09489768329014296,1393.2534650173757,1607.3381564363046,-11.68220171847889,25.694524210848424,1.0033176105734205,9.99168550210402,1.0,100.0,440.31114107410724,44.62903456772162,1.1442382529494828,51.967704163407014
200,383.371847539848,81.69367614751175,4.87851343534871,45.81782870086209,9.371782908553957,62.83164186165494,30.928186499199185,3.3658470640173643,72.94515802094428,2.002616252946227,2.751042963834031,0.06011780491633859,0.1276573009477079,1365.7804343992152,1599.3299917642466,-5.683228128168361,-7.833177742548864,1.0807864963638842,10.021830895766493,1.0,100.0,382.52524512105185,84.65620593580752,0.93443471800453,45.51131674265834
300,338.3742121513552,112.99925933840466,18.199203577506047,41.12550316447512,12.956224539059976,54.23031015483341,36.62733347746539,9.442317052568857,83.99319136778452,1.325446036979001,-2.3444007784707157,-0.020483052725822945,-0.1970597859208066,1373.690274727629,1616.996915421189,24.03813498578844,14.872090948322555,1.0374985444112796,9.95931902146256,1.0,100.0,329.5525466515669,108.99738331560937,15.750830074188414,39.023717923567254
400,291.74925176050317,133.57756927117265,22.714409494459364,35.913788857055614,16.057229124836574,45.10545435291685,37.33282657139275,15.523661042892021,60.18498245455383,2.8975017917087893,-3.0208510986633863,0.004632182805706389,-0.1805403677495546,1318.1965156747021,1636.126282777247,33.234308040144924,-10.612685837808101,1.1243628567222397,10.057251942832854,1.0,100.0,275.8298184339417,136.25157714412205,30.003849197002076,35.93595210493799
500,254.49149459157843,146.43219566470646,42.0867852746231,31.77348975001053,18.0161309039095,39.96597716319036,36.765381125227535,23.20994063863163,54.36359657572896,1.543256173600525,4.448827622767458,0.06470003969533997,0.2906833110505883,1337.0453684838901,1628.468144108527,17.01933916207927,1.7605966527104933,1.096055426043142,10.076401903839592,1.0,100.0,249.95867886828265,148.89219501567015,39.73880515509506,32.21672129350506
600,217.94556629061427,160.9401331522535,49.18885397984759,28.788673543309304,20.59508120459324,35.63876471844148,34.7185237733829,32.093318399163756,76.57513967376313,1.655530139104178,-3.6025097204364553,0.045425800496646906,-0.07951909186046721,1285.2676701141002,1655.265329905208,26.43467916244436,50.99838091282081,1.1740502046888877,10.089061448501825,1.0,100.0,207.4505270339981,158.11399932099738,52.17436652610191,27.157978341059348
700,174.27784221339465,168.08582446162129,66.01007452868858,25.475161383894587,22.33885877212867,32.43938198009139,33.066065643632314,36.60885828631481,97.42721731396708,2.626076263668076,-2.0894975699159577,0.11812161205867103,0.14552574835426696,1294.1449703951737,1662.9796006969625,59.061916199688184,53.20359751002299,1.171218328199668,10.255523791508692,1.0,100.0,174.02083309106592,162.59527539426506,75.34264901464448,25.143441341197434
800,148.58219759732856,162.4284052737229,85.10169754457247,21.617578440778935,23.513726806124726,29.970874995419948,30.87432083264177,39.46636699213527,60.02495737329496,3.943221549052323,8.320477168301057,0.1908694464837702,0.37855677217631023,1247.7498842070418,1635.283550838929,42.62256080703412,88.07368796299254,1.2212191848989877,10.130648399481167,1.0,100.0,160.70066666142554,162.61929003578533,94.35994020584694,21.806596758790313
900,125.23544279182275,160.65766491619212,100.87873256122543,20.080915145817954,23.776306973688914,25.77742414226986,27.002050484586075,45.8126242325391,62.73091711663947,1.7513815454979882,7.216720843267577,0.09400068574935654,0.6508618286720317,1207.279972603383,1642.8895917220016,75.5913267887533,93.47088369206865,1.1805033478977918,9.90352107680358,1.0,100.0,120.19572122344127,157.15922731283052,104.32017706049086,17.831709751538263
