milliseconds,ERKc,pERKc,ppERKc,ERK_ppMEKc,pERK_ppMEKc,DUSPc,pERK_DUSPc,ppERK_DUSPc,ERKn,pERKn,ppERKn,pERK_DUSPn,ppERK_DUSPn,STYXn,ERK_STYXn,pERK_STYXn,ppERK_STYXn,duspn,DUSPn,u_ppMEKc_tot,ppMEKc_tot,ERKc_obs,pERKc_obs,ppERKc_obs,ERK_ppMEKc_obs
0,563.5911228553765,1.9969709615796718,-1.3741214760025586,-1.1126502496839537,-0.02088336517557319,100.17658067186244,0.5124737644782313,0.032163753979650524,1642.7859772716943,0.8366217887994836,5.096490688627511,0.004527817693584635,-0.18172739035423388,3035.8101678587122,-2.2659563652578116,-6.813428004544655,-32.772894927065984,1.0049366184031256,10.040904188220319,1.0,100.0,561.5324506706913,-4.6863720597529905,-1.5832350171042908,-0.16055327503529615
100,448.03394626452337,46.15363273076483,4.281693945529489,51.638166621444036,3.9191278197596513,77.8976078771874,20.590601637120596,0.016817574563814164,85.71143164644562,-0.011494631235281577,1.4459589997224809,0.002734081474424299,-0.25894341443009744,1442.2792865985662,1576.7113798937048,-11.52065196991612,16.899098653139706,1.047409838510839,9.869512148345253,1.0,100.0,450.23550777352875,44.002641563525195,4.957022203106115,49.96000560032029
200,374.0296914918407,80.1194192388837,8.755305814630074,44.61412430133282,8.426064120305487,64.73602691133276,30.66181048943403,3.589463123748773,81.32105311402356,1.4929024012226708,2.416940807689557,0.027029993664420826,-0.1810655417295655,1403.9029729204499,1586.8074762990573,-6.451107068521116,-13.123918335393165,1.02054490666536,10.148738714823093,1.0,100.0,380.274681257285,82.62411913104,9.748065833007807,45.05214238785564
300,330.88979627220283,114.05495884488735,14.70822065787865,41.23761671943283,13.131156944951083,52.03094596209599,37.253788480775306,12.440024852479404,61.39076704306554,0.7570148501909979,0.8193231634727658,0.025016796348280093,-0.1658643938947366,1372.0222110794718,1627.1003571624733,19.03662221528004,-28.825803202125172,1.0783939750733333,10.308082836745552,1.0,100.0,344.0058540443923,108.98568861213191,19.125655266201917,40.312593876994924
400,289.4166232519203,137.6596724569401,26.28687651337898,35.75917395421516,16.071949985536165,45.337772296885525,37.50509826587703,17.34416868141667,70.01216231569954,0.23337515810649623,-1.7435079478856452,-0.0005347560627777456,0.23355261653468,1334.1509083149708,1609.7798541272357,8.224591998074589,-17.184120545328177,1.0936160809340703,9.989111171333326,1.0,100.0,290.8121253661988,131.8701162752163,27.127616876356488,36.007091333408304
500,233.99230428233386,149.92885952434935,37.50688881056733,30.340721014494303,19.19103500657886,40.36664744696013,37.13605980187141,25.031715228314106,62.56949642387782,-0.5918452534572798,1.7166103009398967,0.006270820223556517,0.05371426422415605,1307.0820031227986,1624.1814276704988,33.77717140272156,26.325929722856714,1.119859980329784,10.262178465280162,1.0,100.0,248.7893686242755,154.93904509742177,36.98713024879061,31.171834458582403
600,207.0287951947595,161.79538362830385,58.2561669528968,26.65134042488675,20.923574677795052,34.4633811821758,34.53574099130708,31.062180926906713,87.38019521080267,3.9956394596532148,6.203876314754012,0.040925277764095186,-0.08470752459142836,1279.6182887437697,1621.8188318662567,31.076523280860457,49.10034378962633,1.1662052990799152,10.197716816499677,1.0,100.0,201.92860124339876,159.4709947268138,57.67782620695798,26.77320734384054
700,185.62692165088546,167.80990891698255,75.23747124151771,24.673548083053216,22.49935586192399,30.366392459397,32.95191978046916,34.78965189022037,71.63495825051588,1.9841117886175215,4.290025450186139,0.10122261221348232,0.18210532465006551,1230.1616831694375,1663.6187383269212,51.79406677579503,57.86336249449046,1.1552650440370873,10.226889220989637,1.0,100.0,182.90754767755564,162.65500684618056,74.57855554534189,23.558844587848682
800,159.58544335585464,163.89321299782065,93.90108091676177,21.73282046105916,22.746139166992332,28.10373239389001,30.126259916491453,41.065301241618286,93.67928459126357,4.211618558055808,0.6996187519166748,0.09815139188130337,0.32156047831355833,1225.7004525025266,1663.6998523935351,52.031429415405185,33.567294700326265,1.180872054601487,10.04286662868206,1.0,100.0,161.6435797511418,167.38215188031594,90.80988340463816,21.67275488052142
900,120.14723838293625,162.7334783067693,101.6917327622778,18.102053081045995,23.76774225772612,26.27567703148267,26.66619810997804,44.61571333779429,94.61559142000073,2.910170127590068,6.691086494632772,0.15187498406129576,0.3822991365853272,1182.7377632328455,1622.254709031757,51.13006559387888,87.3829494861963,1.2025373420068368,10.040011761280654,1.0,100.0,136.2047746462107,159.42019503056054,111.77337019671286,19.084050435414213
