miliseconds,GP,pGP,mRNA,PEPCK,IRS,p1IRS,p2IRS,p1p2IRS,Akt,pAkt,mTOR,pmTOR,Foxo,pFoxo,PYRout,GLCex,F16P,PYRin,LAC,OAA,GLY,G1P,G6P
1000,0.6439394574891008,0.001479880529977951,2.8966626844367247,0.7674157593643121,16.760108830170655,5956.553406101709,15.177396939596228,-4.010694516252546,0.9819489332310724,0.12919602126508445,880.2492553881519,0.001334600746550222,1.0622514147841253e-05,9.371658272107253e-08,34375.01185070598,28684.728974532845,359486.9539466994,37385.03473054956,37916666.87025352,136.7885025249507,182762.12104828234,200752.14457406415,29231.674281151045
1100,0.6427675172498453,0.0007206926227457804,2.8955983135324437,0.7674609482878797,26.52725293354098,5977.11003274829,5.373041752580569,7.164925306596293,0.9594449270771889,0.15147355062560622,880.2482487680772,0.002062704066700733,1.062049560349718e-05,4.9054259029531715e-08,34375.01213783988,28686.18063003218,358788.0843849354,37384.186622094996,37916666.88872088,143.6542653141212,182762.8740678991,200738.52529843766,29240.727579811584
1200,0.6447657185924206,0.0004186877902347502,2.895545306179233,0.7672234266464413,24.238266546661034,6724.26806337732,8.286199139207788,5.61915691749404,0.9400270961722219,0.17249037805013373,880.2481626309329,0.00214421210509656,1.0542075245733142e-05,1.1594972174611232e-07,34375.01454306111,28687.33660456184,358693.92206405854,37383.378952926796,37916666.913145654,154.1070691877013,182763.37216307933,200725.42378350737,29188.717392701987
1300,0.6435353927272104,0.001706830248534635,2.894768151291415,0.7671068765221505,15.564572672887412,7025.485846167021,4.774837434883363,-4.111041063560376,0.9252227808494886,0.19950209352121998,880.2469029918473,0.0036559712885764354,1.054763391699244e-05,1.6372411296720416e-07,34375.014669871074,28690.524233320648,358252.260531659,37382.97132690329,37916666.91343916,153.8122122952867,182763.92132524165,200723.40902212955,29170.8814509677
1400,0.6426794217424359,0.0004498995172982278,2.8939981982503626,0.7670158541671684,25.269353065135963,7412.721114842521,7.46887016724277,3.331775352112148,0.9015259713869919,0.2146118398790058,880.2464522209832,0.0032378553966512145,1.0563942200403483e-05,1.6175859461110422e-07,34375.01644446962,28693.047125155932,358055.0613088339,37381.80407047118,37916666.92693299,163.44551205612353,182764.30641121708,200698.1263158655,29196.511363340047
1500,0.6437672339165922,0.001439206687919112,2.893125710270288,0.766860677173761,25.7498864849995,7998.562672098585,26.121794288644594,-1.2704104773631713,0.8814278861619252,0.2400529898069211,880.2462086136973,0.004822224749863919,1.0484243157797804e-05,1.5755537132969366e-07,34375.018223574036,28693.836035734617,357889.7426280474,37380.15928065457,37916666.948836885,169.24860490527286,182764.3527794565,200701.58729293937,29263.198977629814
1600,0.6435625121743092,0.0005228443911251691,2.8919554283010886,0.7667826255674237,18.747215994357504,8853.15052911657,23.62790982515156,9.51907105676526,0.861143210001693,0.2556537333228622,880.2459622915297,0.0041609183429013935,1.046678389273725e-05,2.0704645606551098e-07,34375.01873024835,28696.65574963582,357213.30004664225,37379.274110795595,37916666.991769366,171.67267635452063,182765.06797618978,200690.44628114236,29321.409306803533
1700,0.6426143423645289,0.0022030709197428206,2.891493507989945,0.7667855310364639,24.333223427041258,8771.682162267494,36.82022107038876,6.77973735292795,0.824639686103003,0.2972910222665655,880.2437397020642,0.00463558856716977,1.039597925121514e-05,2.6914923465377086e-07,34375.01929823878,28699.21689524598,357134.64869964117,37378.7655259836,37916666.995506875,183.01222932777128,182765.6592745484,200676.68514921624,29280.555762319207
1800,0.6446862038205617,0.001634244679737551,2.8905980995995186,0.766602901676305,25.715864404456756,9708.400089084484,35.4377033502723,7.451349594666597,0.7970181298985982,0.31379113618241855,880.2439249939324,0.007201657760111102,1.036508528281225e-05,2.775071310716297e-07,34375.02117770718,28699.52682559955,356991.5387186639,37377.98160301487,37916667.01049429,182.23950000567686,182766.15412671847,200655.08098745783,29240.166762205554
1900,0.6447453865192152,0.0022260648398489753,2.8893395773540616,0.76652135316491,20.70256804735883,10157.035696435363,41.679075919580015,3.0065217911239985,0.7927438093110626,0.3364729639458001,880.2422146667266,0.006378533274314781,1.0370527259733997e-05,3.7450627717651444e-07,34375.02306448625,28703.88046998913,356651.65716476034,37376.786947214234,37916667.04678828,190.37641602364684,182766.6506457601,200653.48885871508,29179.303754504894
2000,0.6430410169044043,0.002034052304880365,2.8883002265269413,0.7664404801671961,17.14121115675527,10472.60560159876,40.92796413586498,15.916777661050935,0.7628119164187324,0.36272471700079906,880.2416792909003,0.008298415778270505,1.0276975641437134e-05,3.763093152946193e-07,34375.023775780246,28706.178858105162,356248.232673046,37375.92950814002,37916667.06185535,195.6122262782542,182766.63803958704,200635.92802233735,29278.729219819037
2100,0.643803267990185,0.0017088953664575776,2.8874611074179053,0.7662097510104009,20.284559386634697,10650.340943603533,53.10134555697708,17.860247104621028,0.7271540451157437,0.36615669165435305,880.2416872517884,0.009992887704031976,1.0268186989193347e-05,4.450114809912181e-07,34375.02413591321,28707.80639021173,355941.36802683165,37375.39611474138,37916667.064835444,200.51790905676592,182767.19277563403,200619.91420635013,29302.834461374372
2200,0.6445659915469024,0.00053735931105409,2.887182742760476,0.7661913689051219,21.525320270416,11332.73353454124,68.41343796221285,12.960986992042756,0.7256771724514735,0.3903559187505499,880.240267432855,0.011022202197831555,1.020284186985433e-05,5.096747644369597e-07,34375.02608482799,28709.411722223555,355620.30725347437,37374.72037854212,37916667.104639776,206.01751660575866,182768.01121670048,200611.59033679665,29320.047867647194
2300,0.6437427310278945,0.0013124996111759579,2.8855431666982216,0.7660932537722828,16.784005481988736,12069.171002458954,79.56159858025065,16.39903028969517,0.6904266494968176,0.4249143073145417,880.2381361470873,0.010988223192133661,1.0143944155259935e-05,5.080527419248304e-07,34375.026516411235,28710.56002358352,355122.37220113835,37374.238048294974,37916667.10926518,209.8914590473691,182767.95501179388,200600.4547210645,29287.979717980204
2400,0.6444076398428589,0.0014134772860810883,2.8850855639668382,0.7659768568399679,20.586061592481958,12237.590622445432,95.52250063787315,21.352741729428963,0.6746898311984811,0.44469106091928423,880.23749964683,0.012305330544849958,1.014321937792561e-05,5.801747488518627e-07,34375.02799390036,28714.53564908127,354820.62714003096,37372.67154807708,37916667.14566796,217.95507951204974,182768.486437009,200599.86670308837,29251.84983258571
2500,0.6446065046435172,0.0006956897699204952,2.8840167284262197,0.7658273867494955,16.154145272931384,12540.822490183362,107.08993615311839,33.568298276815405,0.6396359912156249,0.47097648012841653,880.2366174981719,0.013406237473096671,1.0055464802398062e-05,6.152198850081677e-07,34375.029927162665,28715.98703958056,354399.8162970872,37372.31328149314,37916667.16876002,223.82174399688458,182769.16995809242,200576.53750402512,29283.459545216418
2600,0.6441286129384923,0.0013512287810628588,2.884132700720631,0.7656433280759545,21.046886964189703,12969.412508994323,111.13430870988894,27.909061568237348,0.6198638851454712,0.47814728633460346,880.2340263503853,0.015017323485404644,1.0022724928906642e-05,7.292626186917125e-07,34375.030011730705,28716.980174613876,354420.13393012667,37370.85933452183,37916667.17420477,228.19445982423693,182769.6383698371,200569.1006266025,29210.308192315122
2700,0.6436013059910797,0.00018128739823795891,2.8820988901854534,0.765669860184924,19.86654816682859,13627.925661625006,121.65328236566288,33.35955829410722,0.6144536968379574,0.5036563539079812,880.2342694940289,0.0161469049383684,9.933921739113414e-06,7.148822059623174e-07,34375.03111445231,28719.033607033427,353927.16084977996,37369.5755207976,37916667.18881178,234.11709326204425,182769.78922618978,200557.26997929247,29224.020272616064
2800,0.6424677332874043,0.00029647776133534575,2.8817760361295575,0.7655103005883004,24.530871359772043,14123.372814172344,134.97948965704958,41.45296876513812,0.5930212450114,0.5277661060290162,880.2323350123605,0.017183231647648827,9.890522816903582e-06,7.818069299809448e-07,34375.032288734714,28722.081251627136,353345.8994512137,37368.916692756895,37916667.213897176,242.80039294708902,182770.34208845775,200542.05262358565,29242.457976157384
2900,0.6428153335739812,0.0014223322485561866,2.8806449131765954,0.7653310210564469,23.80754235199445,14489.368829826919,158.43881556418944,51.12318640037529,0.5620829643450451,0.5460634324056529,880.2303355986118,0.019454630619950498,9.819384331379317e-06,8.959819695976546e-07,34375.03404146899,28724.77846402489,353131.3795424784,37368.01615977014,37916667.24389692,247.09739896725657,182770.89598952146,200529.66912053223,29341.451427389708
3000,0.644731491442397,0.0007235655963115328,2.8797950036804982,0.7652178165620146,15.12659358549649,14830.161708486985,162.91278928660077,55.469524353200256,0.5696154482960943,0.5507323548117856,880.2289725606691,0.020902345101686,9.732462819362403e-06,9.502839928545577e-07,34375.03499407559,28725.750532603764,352870.4260065337,37367.361748768715,37916667.25080973,255.8322051172907,182771.71145608486,200527.57100471124,29312.409470720813
3100,0.6426448250899539,0.0024163154786967346,2.879355402773746,0.7651710611825776,16.757428367757303,15291.244047616907,196.84602747748718,69.67717863533845,0.52993161553601,0.5779769222397533,880.2285297977995,0.02267248203529841,9.693925830240672e-06,9.940008506611287e-07,34375.036832223144,28727.440310750684,352734.7762416963,37366.29552692369,37916667.27017376,255.9537389032376,182772.0203162821,200521.57693771206,29283.22949833534
3200,0.644215045142514,0.0011254087836945273,2.8778567241820583,0.7650145101497897,22.024312139117587,15700.92656983864,194.72266800941642,86.29314751868259,0.526814060857724,0.6038085634038506,880.2252280759598,0.02450307222062678,9.618873951557892e-06,1.0824791582649947e-06,34375.03675667633,28729.202854561492,352314.30226184014,37365.67691753954,37916667.29252255,262.31317245884793,182772.49707965655,200503.89834177823,29345.316077645417
3300,0.6435510725624779,0.002264038312169585,2.877284608714969,0.7649457913437623,18.00524143304273,16613.370295556862,223.78907856673965,93.70325700853905,0.5181224522566306,0.6175474172007639,880.224632415433,0.025670021090614708,9.5705019764974e-06,1.1699859751426557e-06,34375.03876731021,28731.427761980853,351810.16020517814,37365.32976348592,37916667.29914877,264.47386693256453,182772.58391050092,200494.35268813375,29301.287978404813
3400,0.6425505603111902,0.00011905468152128207,2.876272475702216,0.7647672983551467,16.98316864610849,16972.98312018923,251.44749781205206,99.53621741434459,0.48185493445918703,0.6346794075830646,880.2230909305995,0.027921069644701053,9.461158740930063e-06,1.2565444127584322e-06,34375.04036455979,28734.504352481694,351880.665405425,37364.5746293301,37916667.32438074,270.67292097593474,182773.14603436366,200488.50555115152,29277.038382815168
3500,0.6444417107280495,0.002243758947178822,2.8761012629508524,0.7646489711837399,23.40937822915516,17048.820108889424,254.16868931065815,113.39139902892668,0.4691468512822448,0.6483721994875615,880.2212745611542,0.029509752077366568,9.400999342963028e-06,1.2739260195062619e-06,34375.04061075865,28736.019762883454,351402.30181600887,37363.675449216076,37916667.361266,277.9778284490239,182773.67942825577,200476.90396805876,29212.659926459357
3600,0.6426408110098186,0.0012776281029152111,2.874552660245059,0.7645361651784683,24.97100335866881,17784.02363209976,280.28434818696365,132.45426873493892,0.46930856288763007,0.6481516740097614,880.2195226896738,0.031564942818254796,9.301160571186372e-06,1.3853133594082766e-06,34375.0422720919,28740.04942491766,351018.0719543829,37362.784469917104,37916667.37311163,288.25176737394537,182774.57713020348,200463.36515937193,29242.948079722773
3700,0.6431862129600908,0.0005074169726088642,2.873913375507995,0.7644190425449234,23.5223258915945,18190.135744127325,307.68248800554215,148.42143087796438,0.46340190335535747,0.6675064657676887,880.2176562035821,0.03297824477114451,9.255861969098461e-06,1.4436472597593757e-06,34375.044048206866,28740.599931898516,350747.0094455458,37361.98337018896,37916667.38496442,289.6766794927815,182775.0033617587,200443.79818074268,29336.705419446294
3800,0.6444714376026336,0.0007990729826704104,2.873471915111414,0.7644321752108264,24.26309054295286,18528.070423519493,332.09644401428534,169.39145321711013,0.4427026270853246,0.6774543962467426,880.2156220622203,0.03374620107805598,9.152940075920659e-06,1.542428622170728e-06,34375.043972104184,28743.192842815246,350569.8039672389,37361.02579087354,37916667.40017466,300.1569401502318,182774.92275490495,200432.7650984262,29357.435819833532
3900,0.6439422387856756,0.0002463498349217024,2.8721008805496626,0.7643031937782979,16.98556044334633,19014.630387088717,351.40121183732003,175.8940222096844,0.422929338421465,0.69515663743359,880.2137701593728,0.03699896379426701,9.105977458214754e-06,1.619258194031632e-06,34375.046389502844,28745.560797640206,349896.30579524656,37360.20600623098,37916667.41717193,303.32893071438957,182775.77285848933,200423.48913680416,29283.002198949795
4000,0.6437167656646544,0.00026873079502739007,2.8711938332022213,0.7641787412072371,14.86131652424341,19494.92172828239,365.83308140102434,205.5000395850862,0.4110778338079306,0.7124125278844774,880.2126637191207,0.03739475167511927,9.032231500613558e-06,1.6388149711143254e-06,34375.046915531166,28748.463448259907,349938.723621119,37358.53412398826,37916667.45587804,304.7718081768496,182776.41681450946,200419.018965448,29352.94930827832
4100,0.6426941256769696,0.0023259836911342954,2.871071639301466,0.76413527327539,16.95512863506597,19757.057593601126,391.69942969179095,225.34331767294077,0.4101446275830946,0.7059355888114464,880.2096082967879,0.04083936992203501,8.979958533078297e-06,1.750851542271645e-06,34375.048248984385,28750.110259399775,349274.5043244777,37357.46984392631,37916667.46562012,309.1867596738203,182776.93623883036,200403.00729043884,29345.47562882245
4200,0.6431588156020064,0.0006588999901346382,2.869163631302533,0.763974584770641,17.60496128266645,20400.344203936347,420.6024820288263,252.19594205068674,0.3848859011643808,0.7248524353282008,880.2087342204644,0.0426579985407351,8.873635355267194e-06,1.8359381821799395e-06,34375.048582704534,28753.070088021443,349028.2237630564,37357.6492217191,37916667.47454162,319.15871591186493,182776.88744753826,200393.17751555325,29283.549159909955
4300,0.6434665702338022,0.0010535647327458795,2.8688871901376096,0.7637729510119754,21.847983083855038,20580.029063090056,442.85914723995285,265.93805473393854,0.37067094201293943,0.7456984534206228,880.206709000656,0.04341293214086977,8.773942581630719e-06,1.8675206824520104e-06,34375.05034782049,28752.791898215768,348847.9102323628,37356.20626708814,37916667.51531527,327.40097276246735,182777.73055897985,200375.82822329423,29262.270571117144
4400,0.6444279761926517,0.00137186225215914,2.8684137499970226,0.7637225583759899,17.34689601545606,21655.14429032623,479.1860750914143,296.04175380182767,0.3828729977517315,0.749217065589033,880.2041907627838,0.0468956244162672,8.693633016937589e-06,1.946790984900496e-06,34375.05229530027,28757.28290492652,348234.3119537511,37355.40234653695,37916667.523940735,325.8444483180983,182778.34853725883,200370.6834352909,29286.935347323037
4500,0.6435994714128715,0.000742061429110254,2.8670140619310844,0.7636430010716461,22.26251548955786,21927.58037586623,504.2108542538694,322.30056191916907,0.3676771539023996,0.7400770624481726,880.2026832875509,0.04715527643839299,8.637332133117837e-06,2.0546273811252435e-06,34375.0526226729,28757.726897563905,348073.3019991532,37354.9236361165,37916667.55693254,336.37868157027566,182778.33784675197,200358.91550009884,29349.967820965394
4600,0.6438536870699673,0.0022885265161362014,2.866398946151322,0.763476659711863,15.956182745232724,22071.90969773619,537.6401461952173,356.2186798985857,0.34794203520942824,0.756740445520352,880.199535905404,0.04957719451809733,8.585943518910855e-06,2.141065143672076e-06,34375.05439969299,28759.42020183525,347624.91319512535,37354.16543970291,37916667.56774162,339.95551720964784,182778.8501645928,200353.60948500014,29284.468985380718
4700,0.6446810248521846,0.00012179264887345227,2.864717015971258,0.7633629110780423,20.947746307963197,22605.662483200646,564.5029870179586,384.66650317881187,0.3477983808052228,0.7641953892517074,880.1974058200635,0.05258006203194521,8.473891375061175e-06,2.199040988742598e-06,34375.05525903854,28761.172637902328,347706.93705711165,37352.2648688244,37916667.57293722,346.6453599063264,182779.4234270331,200333.88308872614,29281.71296908169
4800,0.64420942295164,0.001234925367369676,2.8646442380446375,0.7632954456300103,24.56142968106136,23206.65565168308,581.1417591822088,409.4871362663016,0.33483881577849345,0.7641574749227336,880.1956136794981,0.05451366393405064,8.414588657586108e-06,2.2796006582886106e-06,34375.05658884789,28765.585597542562,347394.1888620441,37351.99440491616,37916667.608636,353.54670262485104,182779.82657719144,200320.35896669474,29337.30322344012
4900,0.6440951047464087,0.0019908803334260173,2.8637935320805172,0.7631643159482492,17.883090098136247,23398.949953178264,620.4977591423642,455.7738732226302,0.3427052156401005,0.7792619996923208,880.1933608333653,0.0568205421671882,8.344632733557855e-06,2.35328055547808e-06,34375.05817244715,28767.624367533554,346985.75938278204,37350.9390003075,37916667.61331084,360.3570951709085,182780.34319240437,200306.3068880346,29283.756434956707
5000,0.643150206614936,0.0018728022163893743,2.8623848770641986,0.7630297528824419,14.917083446831356,23769.738615787555,637.7753349539895,482.8176627961255,0.3340520544415917,0.7862603355044783,880.1913883252577,0.058479502145254166,8.242641563789563e-06,2.439911772272629e-06,34375.058470197066,28768.422911026468,346673.82487625844,37349.484632076535,37916667.63255515,366.0062351424868,182780.77964991904,200296.48146056442,29278.6060213741
