milliseconds,GP,pGP,mRNA,PEPCK,IRS,p1IRS,p2IRS,p1p2IRS,Akt,pAkt,mTOR,pmTOR,Foxo,pFoxo,PYRout,GLCex,F16P,PYRin,LAC,OAA,GLY,G1P,G6P
0,0.47286221238471804,0.1721904021700722,2.9046286319377708,0.7685660547957367,892.3532928883276,-283.56797266388077,-9.154316401982408,-3.415519644683118,1.1227757356945443,0.011101208604201827,880.2499735325148,0.00033637538611840627,1.0674698830890128e-05,6.1719091627043955e-09,34374.99935623109,28724.063636679733,362561.63722390746,37394.390867319125,37916666.66554679,85.06055495925534,182757.67334006334,200871.15196028017,19684.62889198911
100,0.6440897837659474,0.0014082573820976812,2.9045170540580663,0.7685425266612664,20.13720416114166,1370.7453778393983,2.31142606851401,5.586696859476446,1.1133183457870859,0.012278920396308159,880.2498168473758,0.00055313217619111,1.0713257400683454e-05,1.2722081978368002e-08,34375.0020145748,28696.416132142644,362004.7991517355,37392.84766585396,37916666.684338845,88.67681940603462,182757.75389289923,200853.6819006589,24302.549333236882
200,0.642309526952423,0.0008064585108655223,2.9032998883298125,0.7684017104408231,17.390958247972698,1946.333846516435,6.461966121870526,0.07846740908624367,1.1134694470170379,0.01800237985282501,880.2496963017184,-0.00010429260338460585,1.0670811159360833e-05,-5.102902965648314e-10,34375.002542701775,28682.66986632728,361859.44098021,37392.640336464225,37916666.70976613,98.22069810946032,182758.32105578887,200841.44219565787,26625.46015936451
300,0.6437144722654067,0.0016984499351830908,2.902527011795089,0.7682073987578409,18.544182510412156,2420.624713925202,2.876662743470996,5.84905118088969,1.0994753316668795,0.022630498521717207,880.2507086438095,2.9546610137246856e-06,1.065756662656909e-05,1.5271433118069716e-08,34375.00271334456,28677.361418448043,361758.56660763646,37390.81193290956,37916666.735255286,100.85238379417144,182758.80026314728,200837.73634743795,27853.58243768823
400,0.643006054343827,0.0014971001898635458,2.9019121466299502,0.7681140207218877,24.540318623706796,2963.8973097031726,-1.9334519021347605,-1.7936025720308486,1.0965354049536056,0.041494789830152985,880.2498331472912,-0.0003078695055219697,1.0717843774104981e-05,4.158904580199452e-08,34375.004111320784,28675.324910292624,361353.75267426507,37390.103747574794,37916666.74500895,105.18527864143198,182759.43700185683,200822.28785269844,28444.91171180169
500,0.643861560090881,0.001696159223549481,2.900293402883086,0.7680443165398808,15.613709829608354,3221.5733909858727,6.793400910169834,6.681715693728772,1.0744463892832299,0.04350697911615479,880.2503543203819,0.0009017635994503605,1.0681335048400394e-05,-1.8604320689403727e-08,34375.005153205646,28675.732330688086,360731.09335462004,37389.211096772524,37916666.759447485,107.92159181494955,182760.0146611252,200808.50878209132,28844.369503273094
600,0.6441098511694221,0.000113637030765014,2.9000834869677163,0.767975138294318,24.72589671582372,3890.5627118004445,2.3151324997750917,-2.0173606105324295,1.051051910156012,0.07060857110757027,880.248939521778,0.00016193686185263874,1.0708300873792951e-05,5.468213431060895e-08,34375.006626271505,28675.500471260595,360625.1836245208,37388.934459312244,37916666.785123274,120.16586835032592,182760.25630734264,200804.2365198229,28994.286035852976
700,0.6443286838955443,0.001967690518533863,2.8997354062556226,0.7677751952654673,21.166506671779228,4412.882816441789,6.707004284192685,0.6975131307918759,1.049247795903342,0.06523785702658136,880.248958681286,0.0002463353345794977,1.0624195780967219e-05,6.082032738493791e-08,34375.00743715162,28677.926641298058,360144.55005960935,37387.59616160525,37916666.79938552,124.62621500153962,182760.7441153711,200789.11573820183,29047.88741645118
800,0.6432002806963542,0.0009519908584147399,2.8979100471156576,0.7676611406156959,17.54679846057402,4999.663155732525,-0.270878725650856,2.5780638287843587,1.0185037852681358,0.10428802687179622,880.2486089038774,0.0003137989474229809,1.0668814518675023e-05,6.275139970599182e-08,34375.0097473955,28679.49883955289,360011.42832630844,37386.45580025198,37916666.825742975,132.35309937953613,182761.06699462672,200777.33438418404,29214.76369256981
900,0.6446253281291852,0.0005784440365350536,2.8970351964902012,0.7675723106204315,20.88210963805457,5381.101678330851,2.8580669381561075,0.6269718241204345,1.0127011459208752,0.12550517656133495,880.2487584378803,0.0005967927173604284,1.067303466863543e-05,8.909165965935058e-08,34375.010608805605,28681.597821876585,359648.73380235356,37386.43245534542,37916666.84730859,138.0268449392074,182761.60071557845,200758.8595012825,29198.339547695876
1000,0.6447548512177386,0.0017709154691151272,2.8965978773727,0.7675567117037619,16.92263099442591,5849.088077480735,9.790337021880903,0.5801160067693806,0.9853160543728132,0.12476725206348308,880.247752427997,0.0011831375251528645,1.0646802135239493e-05,7.012230972920601e-08,34375.01261043865,28682.996519394197,359500.04564717924,37385.50834933675,37916666.854314886,141.571737887235,182761.9769930017,200756.6301377794,29159.941343988896
1100,0.6440963219628316,0.00011352449430975897,2.895547864872599,0.7674256792096027,21.67904257883009,5950.921576648939,3.1490574267575813,1.837263703347666,0.9676063639018885,0.1550427497806574,880.2475429090472,0.0015716344059440103,1.0610111386681152e-05,8.468433857591418e-08,34375.01309209391,28685.463064901513,358997.32109173667,37384.65254011785,37916666.88434325,149.29040898120417,182762.66254873204,200743.93439264395,29261.243289433747
1200,0.6429183287484195,0.0003328909430302436,2.8951928674952834,0.7673077540836865,18.104310056472954,6631.731885308024,19.437897265465345,0.8688034880503724,0.9417896637283244,0.1806224163385067,880.2469438426399,0.002409175636983577,1.0552910490870305e-05,1.385444612142543e-07,34375.013945019695,28689.14263290315,358656.2887154027,37382.864831004554,37916666.8955687,153.95012556644608,182762.89146735647,200734.68713985034,29309.162886479826
1300,0.6447477390543704,0.00043816649138631546,2.893992024031905,0.7671958104567045,18.267709848179507,7284.095533100834,10.316848920674909,-2.4287224462105304,0.9295363206075139,0.20353056785683332,880.2479429966024,0.0036620694528412775,1.0558461673070422e-05,1.4513066543689468e-07,34375.014521270336,28689.38805482198,358136.02271153685,37382.27782960976,37916666.932118736,157.91328922494847,182763.39446321444,200712.24307874148,29314.31670325682
1400,0.6437078273740648,0.0021765659063532686,2.893892088079999,0.7671066363012765,25.73433230020996,7378.017087050494,7.6377026285362355,-4.4947470129357265,0.9065211311656446,0.23222736525997625,880.2473306440528,0.0038956076097034294,1.053415402411427e-05,1.3112923516425146e-07,34375.01664740254,28691.772505689503,357945.6221402858,37382.26080630235,37916666.94525708,158.76520484167116,182763.96960104528,200702.0167636049,29243.001170649917
1500,0.6438018290338778,0.0006208406728916088,2.8923421383961965,0.7670146305541831,18.755109660693392,8185.296870023744,16.67023759301075,9.515930473467108,0.8754505855172815,0.2356748214479028,880.2457632897123,0.004910921695305232,1.0478912447358711e-05,2.1752446398154508e-07,34375.01817661991,28693.351419279643,357781.0348596201,37381.1442473129,37916666.9735692,164.2154004827863,182764.28231761252,200698.2236537639,29245.98822568833
1600,0.6437973394769649,0.0002076635980994381,2.8924903651304463,0.7668818867663798,17.088833025020158,8598.721830861838,28.02127545651526,6.468507915905624,0.8624764664380599,0.25847745593099014,880.2457782608426,0.003848030766362904,1.0454111463188648e-05,1.855936047929113e-07,34375.01917104631,28694.82575239184,357478.4576988021,37380.521156563525,37916666.97918161,171.6435682370302,182765.133054584,200683.73918504865,29290.96010191704
1700,0.6439382155553551,0.0011688125030104625,2.891130091631137,0.7666719237258592,20.313000356835172,8731.101296922701,27.466929631254096,3.698938096774073,0.8311751675697926,0.28493177876509357,880.2452945647397,0.006392162322184218,1.0469079873376917e-05,2.3132823638170764e-07,34375.0195054233,28698.14392016238,357131.5044997647,37378.62760260018,37916666.98835228,178.5410555823306,182765.6599722571,200670.11013250708,29283.911605551442
1800,0.6432734089546349,0.002258593309355377,2.8908200261187016,0.766665535298529,24.289102473119456,9203.244572400668,42.589597191304115,1.379114248022674,0.7991026062875247,0.31964446808354585,880.2434443815965,0.007068468143257364,1.0420632635909549e-05,3.318976959257769e-07,34375.02196338388,28701.127139633056,356553.53412768285,37377.968974156865,37916667.01731971,187.85444503916256,182766.15573776216,200657.0662981489,29306.785478686343
1900,0.6435073314722618,0.001067007984077034,2.8889809908262016,0.7664564901110592,17.020680244712068,9987.87577601374,49.842754469787614,12.889170560927386,0.778677746870908,0.3309092658828929,880.2419623170716,0.008034187734414427,1.03357160864631e-05,3.1812307723186144e-07,34375.02271814582,28701.49352429658,356672.5884910712,37377.60983426186,37916667.03189643,193.72537645093334,182766.28763630358,200644.75622884042,29198.462063205945
2000,0.644172381106168,0.0011788243334524774,2.888969126520997,0.7663045513924878,17.05503613986713,10389.197141108922,55.53125360647999,4.551056031992842,0.7548252772221999,0.3448941644514878,880.2425406611674,0.007801235608059934,1.033134307932812e-05,3.4823471501304806e-07,34375.02334520943,28704.456785351107,356014.09149836673,37375.7918102796,37916667.05541906,198.32342775759534,182766.90436750912,200634.58426054998,29291.11824127652
2100,0.6441984435431438,0.0003215018324063646,2.887134829016712,0.7662515883532187,23.557539109121667,10699.211458052787,57.8719816711561,19.480238348380343,0.7311396770447139,0.3834392388768068,880.2410606900822,0.009043765614669868,1.0273259686357226e-05,4.2715541974530665e-07,34375.02383995138,28707.27985945388,356035.1154850151,37375.072752474654,37916667.07924766,199.85746153547421,182767.25807090834,200629.8504948408,29249.990640700653
2200,0.6433835781822366,0.0008346349797163652,2.8863792730636386,0.7661431895711974,26.54223466348923,11686.993114151013,75.84211924063894,9.98776461314008,0.705770458371787,0.4111546608154247,880.2396977777466,0.010197224809274793,1.0246371530261739e-05,4.958059168869284e-07,34375.026698296235,28709.31176716913,355337.1087053377,37374.149662949225,37916667.10306217,203.89488145975253,182767.81970896112,200619.30792016757,29220.24783884644
2300,0.6441909010910041,0.0005220240126789227,2.8863915293798033,0.7660757210159206,19.654676218815585,11997.221466004832,73.52015655274836,14.708637337717146,0.691113374911863,0.43351466495141033,880.2382616483355,0.011974173121370774,1.0157729819164144e-05,5.330384356260154e-07,34375.026579940066,28712.468285693623,355055.3773014617,37373.48573919127,37916667.10723788,210.5012121638227,182768.10282936905,200597.69183919037,29321.643047656562
2400,0.6435420890260217,0.000395131233196116,2.885746402843821,0.7659404730560869,25.690327709485164,12572.582273781458,88.44354121061151,19.991433931175955,0.6681836292127769,0.45033384854170355,880.2369146272033,0.012992621638162708,1.0082119573496278e-05,5.642434332616728e-07,34375.027950798256,28712.633626306506,354870.75859424664,37372.30504632742,37916667.12502052,216.38435371819554,182768.81596739386,200588.1801238576,29330.820115318704
2500,0.6446196822415189,0.002333528550352236,2.8844591744033954,0.7658466748098226,25.56334257640741,12757.46034786487,95.55291662026293,24.763701046847064,0.6455821242335589,0.4656650496681877,880.2368869990102,0.013873761208802654,1.0037207660420203e-05,6.109945651206633e-07,34375.028589297835,28714.87567521833,354624.98774899176,37372.304237454715,37916667.14549937,223.93808075378416,182769.31727505,200586.8845098286,29295.1103521755
2600,0.6427384104547496,0.0014693412395851092,2.8830682394449556,0.7657850887337484,26.66123922409277,13480.12599187655,119.8313939682841,31.24733176620797,0.6424107323617555,0.49904050803727806,880.2356456087535,0.015664833352464033,9.982881761344033e-06,6.825345030367074e-07,34375.03068087573,28717.309497561382,354434.5081277743,37370.708942558165,37916667.15982755,226.9642374101772,182769.94949786353,200575.429579264,29200.690674831952
2700,0.6426884307358162,0.0005437336044969645,2.883027327422882,0.7656236495785712,18.036464192881215,13438.611339355188,126.45659362338027,46.251243461296355,0.6039816018163513,0.4984474606794882,880.2327981907629,0.016109241301603044,9.902068226087836e-06,7.59229931592607e-07,34375.031717481914,28720.718432958918,353899.28401305876,37370.63204279408,37916667.191726126,232.33403640182559,182770.0978024617,200559.2569854565,29328.911047227022
2800,0.6436976087424464,0.0017701450817596684,2.8819598357993157,0.7655449246474556,23.320816823687007,14477.18969621173,145.48827692326066,45.55142188381772,0.5837024091224595,0.5191511990823386,880.2330708094565,0.017593933641094444,9.862106774170736e-06,8.45046442509903e-07,34375.03255830932,28720.669424403604,353698.38373709854,37369.85425188129,37916667.22509281,240.45531312237492,182770.8619940238,200549.4288817519,29262.785965100582
2900,0.6444000987265525,0.000894083004566524,2.881163192882748,0.7653804266254802,16.7614999792214,14574.508264620637,150.2067889960131,50.157056069440884,0.573564305567829,0.5363789587384711,880.2315125360734,0.019179359236155186,9.839549890961011e-06,8.731863589701736e-07,34375.034217512926,28725.125446211907,353382.30988972745,37368.33982446868,37916667.24467678,243.35550486593033,182771.0758836951,200538.21796069152,29312.69724916786
