milliseconds,MPFc,preMPFc,StgPc,Wee1c,Stgm,Xp,Stgc,Xm,MPFn,preMPFn,Wee1Pn,Wee1n,StgPn,Stgn,FZYa,IEa_1,N
0,1.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,0.9987382403888768,0.0012607100630883403,0.7860828067626153,0.01382613130329219,0.9998095246567992,2.5000000001885703e-09,0.013916745653878642,5e-05,0.014980415433600503,1.2075342865219018e-05,0.002409866402200634,0.0007887575731753927,0.0048485925085491955,0.0015450099565913458,7.065647455793474e-06,0.00028423683483882984,1.0
200,0.9970136271827172,0.0029842747712726025,0.7822589725495942,0.017562993707913765,0.9996190509419187,1.0000000000188847e-08,0.017740133177918317,0.00010000000000000005,0.029911733655982906,5.819651524599639e-05,0.0038537394556814705,0.002540310589022834,0.007829099162009204,0.004945327778261433,2.418391794218767e-05,0.0006806979892702667,1.0
300,0.9953694726400513,0.004627381865043636,0.780961888736551,0.018810016181779066,0.9994285787560572,2.250000000018889e-08,0.019036771194714912,0.00015000000000000007,0.04478658122828247,0.00014566166232880646,0.0048796567609373795,0.004706624630184198,0.009978723178432314,0.00916377577472865,4.444519933569166e-05,0.0011083020513247106,1.0
400,0.993924743189314,0.006071064914910993,0.7804817767614461,0.019264389351922085,0.999238107999972,4.0000000000188896e-08,0.019516438264523695,0.00020000000000000004,0.059601061905940035,0.000278279561661052,0.005765996980906804,0.0070093242278489445,0.011807859910462347,0.013689984079947627,6.657424331453825e-05,0.0015685081077087667,1.0
500,0.9926904619640623,0.007304300786268465,0.7802873158813783,0.01944613460046625,0.9990476385744783,6.250000000018889e-08,0.01971045512846566,0.00025,0.07435242034676315,0.00045870738990638917,0.0066541475303713155,0.009307025158087533,0.013580211715483752,0.01826027577218977,9.055237256220243e-05,0.00206483043038868,1.0
600,0.9916474543889163,0.008346264053448064,0.7801973408917063,0.019529742935697304,0.99885717038045,9.000000000018882e-08,0.019799986989404536,0.00029999999999999987,0.08903849880767228,0.0006889913135842335,0.007612858694547652,0.01153098032332286,0.015432134450613776,0.022738320379134955,0.00011656684165623362,0.0026013433912311828,1.0
700,0.9907699712504902,0.009222703928789402,0.7801478269075748,0.019575839092034992,0.9986667033188192,1.2250000000018883e-07,0.01984905873042265,0.0003499999999999999,0.10365758313944866,0.0009707179835933888,0.008673118768721183,0.013650204612716505,0.01743354086427704,0.02705423048641595,0.00014486361864069123,0.0031827245849024442,1.0
800,0.9900330761973142,0.009958556762716652,0.7801155045700696,0.019606092704039402,0.9984762372905768,1.600000000001888e-07,0.01988093970866367,0.00039999999999999986,0.11820835178950011,0.0013050628116817863,0.00984713366589364,0.015652495294532748,0.019620290581582732,0.03117217175235042,0.00017573236745888188,0.0038143526816020847,1.0
900,0.9894146952366358,0.010575896546937528,0.7800916011547538,0.019628556070149822,0.9982857721967713,2.0250000000018886e-07,0.01990440264679815,0.0004499999999999998,0.1326898611189756,0.0016928014508446425,0.011138334779768493,0.01753442415315222,0.02201132520480458,0.03507322780756356,0.00020951129381023513,0.0045024315549105085,1.0
1000,0.9888959016921129,0.011093649956751325,0.7800726570915745,0.01964637290378425,0.9980953079385102,2.5000000000018877e-07,0.019922907113116686,0.0004999999999999998,0.1471015488750479,0.0021343024623971195,0.01254637777058226,0.01929633870324569,0.02461747640869193,0.03874659215977565,0.00024659608879866674,0.005254124355154542,1.0
1100,0.9884606862825851,0.011527826272276017,0.7800571071404984,0.019660968027257635,0.997904844416959,3.0250000000018864e-07,0.01993801834589285,0.0005499999999999997,0.16144324651749667,0.0026295103214150316,0.014069601268225675,0.02093990348665617,0.027446015102162262,0.04218501903220803,0.0002874512822598699,0.006077731624957232,1.0
1200,0.9880955758424443,0.01189189865807827,0.7800441439562587,0.01967308502352005,0.997714381533342,3.6000000000018867e-07,0.019950543688637745,0.0005999999999999998,0.17571519469759198,0.003177924240874627,0.015706076662477277,0.02246705028216726,0.03050277344733063,0.04538270134465771,0.00033262401143452624,0.006982860986218891,1.0
1300,0.9877892572103253,0.012197180274483141,0.7800332203876748,0.01968323737834412,0.9975239191889416,4.2250000000018865e-07,0.01996103029077879,0.0006499999999999998,0.18991805878428653,0.0037785757715351055,0.017454043108166038,0.02387954310034561,0.03379315201358667,0.04833426355951583,0.0003827607371099725,0.007980686298998268,1.0
1400,0.9875322352944083,0.012453166212271338,0.780023982943396,0.019691760686838287,0.9973334572850983,4.900000000001884e-07,0.019969831641918043,0.0006999999999999997,0.20405293876295397,0.004430010393872311,0.01931198369306171,0.02517890201565111,0.03732240297110647,0.051034478488362484,0.00043862914053310485,0.009084191029846847,1.0
1500,0.9873165494195365,0.012667817145561224,0.7800161889823017,0.019698888775194646,0.9971429957232114,5.625000000001884e-07,0.01997719038143223,0.0007499999999999996,0.21812137227328837,0.005130274043976742,0.021278568158315227,0.026366460445998743,0.04109559680199222,0.053478300580931226,0.0005011413996434995,0.010308425225535633,1.0
1600,0.987135525791501,0.01284780686752489,0.7800095662923446,0.019704883521444144,0.9969525344047385,6.400000000001882e-07,0.019983378719625685,0.0007999999999999994,0.23212533237702687,0.005876902649667778,0.02335259047752283,0.02744342757370346,0.04511758205970442,0.055660906165758424,0.0005713837445084744,0.011670832673253155,1.0
1700,0.9869835657611633,0.012998734026264572,0.780003932799826,0.01970992071954844,0.9967620732311955,7.225000000001882e-07,0.019988578728458634,0.0008499999999999993,0.2460672101461203,0.006666923767870332,0.025532845775549387,0.028411011426655725,0.04939269605329253,0.05757798276606551,0.0006506553805919594,0.013191635536650896,1.0
1800,0.9868559760172141,0.01312529193205473,0.7799991441124111,0.01971414094112618,0.9965716121041567,8.100000000001881e-07,0.019992934798531623,0.0008999999999999992,0.25994978679861575,0.007496865110700303,0.027818012035494513,0.029270537171357535,0.05392447415782487,0.05922601978943192,0.0007405116287869893,0.014894103129324435,1.0
1900,0.9867488219860666,0.013231415157448011,0.7799950434748815,0.01971769523733396,0.9963811509252547,9.02500000000188e-07,0.019996603683331,0.0009499999999999992,0.2737761942309286,0.008362770245328896,0.030206563053745084,0.030023534157876057,0.0587154300064673,0.06060252833580404,0.0008428106158254085,0.016804776266105173,1.0
2000,0.9866588029861099,0.013320404383022491,0.7799915328414215,0.01972067877021534,0.9961906895961805,1.000000000000188e-06,0.019999683426944297,0.0009999999999999992,0.287549858804891,0.009260225748335037,0.03269667629282299,0.030671828066997614,0.06376673186116356,0.061706364826921246,0.0009597809518112964,0.01895406099329471,1.0
2100,0.9865831526685273,0.013395025956562582,0.7799885192939994,0.019723181948615692,0.9960002280186839,1.1025000000001879e-06,0.02000226694567932,0.001049999999999999,0.3012744278697145,0.010184397864220172,0.03528615770002999,0.031217616091585357,0.0690779225133953,0.06253801110565593,0.0010941156602713234,0.0213765897488478,1.0
2200,0.9865195510685834,0.013457599841772968,0.7799859117766075,0.01972529237142167,0.9958097660945725,1.2100000000001877e-06,0.020004445293822323,0.001099999999999999,0.31495368046776134,0.011130077296439604,0.03797238739443456,0.031663521249596746,0.07464669278329028,0.06309980093699767,0.0012490362370433732,0.024110231034089175,1.0
2300,0.9864660525035238,0.013510071720378363,0.779983655471989,0.019727063495033757,0.9956193037257125,1.3225000000001877e-06,0.020006273286912346,0.0011499999999999991,0.3285914190019984,0.01209173512417894,0.04075227393273506,0.032012638118223,0.08046861427807611,0.06339618724970264,0.0014283556327001762,0.027196152671011303,1.0
2400,0.9864210260128689,0.013554072551829204,0.779981690959571,0.019728552960278332,0.9954288408140286,1.4400000000001876e-06,0.020007810343808392,0.001199999999999999,0.3421913378198923,0.013063586497826742,0.04362222568500916,0.03226856145814264,0.08653693812337711,0.06343394340509464,0.0016367372968764246,0.030682213510678697,1.0
2500,0.9863831036952561,0.013590970236460413,0.7799799686411406,0.01972980856250906,0.9952383772615038,1.5625000000001873e-06,0.02000910606101261,0.001249999999999999,0.3557568649858177,0.01403966211699386,0.046578140324207956,0.03243539672403077,0.0928424432857374,0.06322231487463781,0.0018798611546312926,0.03461725254633518,1.0
2600,0.9863511386451225,0.013621911678808248,0.7799784527800415,0.01973086506786837,0.9950479129701795,1.6900000000001867e-06,0.02001019617347362,0.0012999999999999989,0.36929098358626866,0.015013886593324699,0.049615408913170754,0.032517755977547386,0.09937331373199666,0.06277314208066023,0.002164414694024938,0.0390523192747187,1.0
2700,0.9863241691984114,0.013647858541903389,0.7799771086599349,0.01973175604863806,0.9948574478421554,1.8225000000001865e-06,0.020011115395826486,0.0013499999999999988,0.38279602478672187,0.01598016072076163,0.052728935948692206,0.03252073784327326,0.1061150937150084,0.06210090511073315,0.0024986402976421244,0.04404197024135827,1.0
