milliseconds,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118
0,1.723,0.04149979022388513,2.8269982233027804,347.52000185406786,2.1199736734585426,34.97952413646605,7635.360103712226,199987.00006535897,1.0369997519687753,0.0088999498881683,10.979994657825811,0.10600397233208436,499997.0792250696,2.696722171685421,0.6430301623055455,0.08299933968600569,-0.00040782302919102343,-1.4434038142474908e-05,-4.8382102933297724e-06
100,1.723,0.04147653904426372,2.8271375081388976,347.5200455297252,2.1207927576657557,34.97981913952943,7635.359936432108,199987.00060537417,1.0373229917643045,0.008868832349117029,10.978784612232106,0.105990376314448,500000.5864532108,0.6470298411298425,0.643079136132558,0.08301558409788538,0.00037455430362203683,-5.904334089078789e-06,1.6004547039712768e-05
200,1.723,0.04148095602221626,2.827141473653034,347.5201470656222,2.121012530739193,34.97907000154348,7635.359898727408,199987.00111200483,1.0373082671453986,0.008865884411141235,10.978371680875945,0.10595963716610905,499993.04322048277,4.292865539406111,0.6432054616614737,0.08301970196607716,0.000607424745703298,5.89351335076781e-05,1.5099450769573409e-05
300,1.723,0.041482485350697866,2.827141492642819,347.5201993926524,2.121130809421046,34.97853388939926,7635.360094311629,199987.00123313002,1.0373073132230926,0.008863737166438191,10.978163686407507,0.10593465343687457,499993.32470321027,4.9415204479816035,0.6431956556899676,0.0830302097913108,0.0008578414121481317,8.032339197589797e-05,1.3325459064712466e-05
400,1.723,0.04148266308271781,2.8271402427649703,347.5202370476679,2.1210938540999495,34.97854429453637,7635.360260162965,199987.00143390393,1.0372896699044414,0.00886254075898892,10.978138100465099,0.10591919094411918,499993.30358173634,7.850258771682885,0.6433029643443886,0.08303383124333125,0.0016614679423596198,9.075003880755305e-05,2.648011305076109e-05
500,1.723,0.04148287801439689,2.827139422137803,347.52024241910397,2.1211033344718366,34.9783102640563,7635.360229040111,199987.0015046158,1.0372833977040323,0.00886137495830058,10.977911380724622,0.10590141813718937,499986.256781648,7.877751158587981,0.6433901633889707,0.08304325511545213,0.0019203466426364444,0.00012866841721148056,2.907877287696848e-05
600,1.723,0.04148251637265689,2.8271401907345273,347.5202463979545,2.121102954620681,34.97723064292315,7635.360369413526,199987.0015728188,1.0372525650501774,0.008859550086301873,10.978074643483875,0.10588320994658365,499985.11898852617,13.602642631655746,0.6434490230642966,0.0830503562095166,0.002191836207272134,0.00012913359448041647,3.1034270161676316e-05
700,1.723,0.041482450480465956,2.827142465690528,347.5202671509055,2.121043597014172,34.97754306275434,7635.360711704032,199987.00165820544,1.0372631314765428,0.008858504711993077,10.977723245619794,0.10587508344321774,499981.3916111759,17.75357667194565,0.6434768573020468,0.08306098694216558,0.002398620945642807,0.00011468471399036544,4.808151082719628e-05
800,1.723,0.041481073961370546,2.8271400313404778,347.5202519718263,2.12106335495565,34.97734323334738,7635.360902314671,199987.00160081062,1.0372546093255848,0.008857700903387488,10.977773528895721,0.10586165701693444,499979.0630253284,16.12700535052938,0.643473904241415,0.08307371638135204,0.002927828811695583,0.00018091846833332114,6.329529412101988e-05
900,1.723,0.04148123529553801,2.827139598249064,347.5202757358864,2.121050154732721,34.976176004299305,7635.360929792162,199987.0018595557,1.037234489253237,0.008856335889907332,10.97743034171879,0.10585159100514846,499979.00666304183,19.64472708725458,0.6435770800501864,0.08307761043892897,0.00268573132844694,0.00020337896305733596,5.662240583717416e-05
1000,1.723,0.04148081383321637,2.8271415486143017,347.52028502140513,2.121029572433339,34.97602791240343,7635.36112495077,199987.0018007145,1.0372243153073324,0.008855856692738908,10.977521387629734,0.1058423958561221,499981.0389757874,21.362942576299837,0.6436377028400511,0.083082394203671,0.0028786094631896037,0.00020915778794482908,6.295999732046282e-05
1100,1.723,0.041479808626207836,2.827142700425307,347.52026951859244,2.1209781648821413,34.97526203203536,7635.361119823145,199987.002014542,1.0372241888665454,0.008856404136658877,10.977251256785216,0.10583652398875505,499974.2021752635,22.49046636882865,0.6436709753059098,0.08308598371654756,0.0036979976355875836,0.00022557714055221738,7.767223737860855e-05
1200,1.723,0.041479498699044416,2.827143262273874,347.52027886940635,2.120988965528515,34.97541014452091,7635.361468324665,199987.00198798827,1.0372001470393004,0.008855427326012633,10.977140614716003,0.10582922784510178,499975.25943328993,29.20994375139993,0.6437073868325791,0.08310512411119672,0.0036110163315516827,0.00025360609815759,8.721498739647794e-05
1300,1.723,0.04147975230324759,2.827143358671451,347.52029091603276,2.1209450615509033,34.97459661957029,7635.361385175545,199987.00209579512,1.037198763355708,0.008854987311769235,10.977227810588683,0.10582903959613413,499970.2969431559,27.212012829741774,0.643713580259117,0.0831121192749395,0.004317776165597143,0.00025569543804447185,9.544919878156718e-05
1400,1.723,0.04147864519332158,2.8271399134507464,347.5202973526493,2.120934424354112,34.97499992259976,7635.361629818521,199987.00206562792,1.0371917921238885,0.008854622634452084,10.977103740711815,0.10582379509988847,499969.2822072911,33.53511309876548,0.6437590903150384,0.08311797546408539,0.004297326174788455,0.00029165442471873704,9.38656616328089e-05
