milliseconds,G,M,C_T,T_beta,I_gamma
0,100034.88919080586,100706.35718713819,0.9987949086920951,4960.020666967113,8946.444812003505
100,100050.15534515872,-666.2400062995501,0.9994617124650118,7061.155483810486,8842.693405680087
200,100264.76818351993,-833.969721689443,0.9955513634043247,8107.86774184971,8724.550445601264
300,100198.65728572951,-498.23222138599,0.9897740874319428,8674.751206807146,8797.346542046336
400,100483.15200062393,-1239.2645232227976,0.9770923132627095,8937.841993042295,8698.127188909057
500,100399.22971774348,-587.772817828189,0.9739205175424507,8958.03793113482,8509.347073196084
600,100410.51140708302,603.1430725687499,0.9770036462204984,9058.82119133046,8407.988209071116
700,100637.99856504041,889.2157072008076,0.9642148122312848,9158.305665185411,8425.907002264732
800,100594.23123899687,1057.7820905013402,0.962377597038895,9098.102583953008,8260.654509649246
900,100695.93388119711,205.42159357146198,0.9646966100977987,9086.390572216389,8231.67171341245
1000,100916.53693298525,1325.3159950325519,0.9500209963227394,9127.894681772736,8042.827518450639
1100,100924.81250379836,-185.904459892194,0.9444185615201744,9082.399642594188,8001.879566115398
1200,101085.2833061684,1014.4102719166339,0.9468561114862242,9078.809481473763,7959.337131429933
1300,101207.9924864326,523.2794026716892,0.9459510117372595,9127.446895922067,7806.093442122382
1400,101377.28239412545,-345.2156493030488,0.9331205907184461,9180.993518300196,7790.308963179899
1500,101447.07050569438,-1231.3631148047673,0.9310707990294103,9172.752744585692,7714.618308943151
1600,101520.87210791785,-1268.619688214877,0.9266837473121337,9173.29187145148,7695.824671900403
1700,101545.57724603973,-835.6643948672978,0.9183591939424166,9103.957602585613,7623.057506864258
1800,101693.58059872326,-280.02962238665094,0.925977800536168,9121.228034238562,7495.879815938041
1900,101565.37992574918,-1261.4715466430039,0.9164005064781421,9190.069737955984,7378.397755290467
2000,101685.99176016648,-163.110081929995,0.9143175640080631,9124.444249507906,7343.158817509258
2100,101783.09174831228,-1386.2409308300491,0.9063957031021029,9090.963201542943,7324.639724917387
2200,102091.13071284843,-980.9710584552269,0.908427095958776,9165.10350643744,7139.282656416253
2300,102008.05678796681,721.0704874498393,0.9038610424570351,9181.261074498565,7121.058565328873
2400,102205.13928034197,938.6626954025513,0.8937372529188828,9126.4781145751,7044.314968209451
2500,102292.53802612146,-615.8938918298448,0.8898754177881901,9173.045513060519,7042.578150745491
2600,102419.92980381024,-201.04353068674808,0.8833766510832413,9070.4728826209,6883.805906361394
2700,102335.92662161823,835.5440056874977,0.8798778571718585,9152.939758525554,6817.163751963585
2800,102410.21756646194,-294.70685501819173,0.8776977009564384,9162.482719345917,6733.768136245102
2900,102581.73496278188,132.48029528208292,0.870876670528774,9173.342517450212,6607.301595212321
3000,102580.9078166876,1293.237450276485,0.8719541535160348,9114.681045033667,6641.890327004368
3100,102903.0780053083,123.5770410158852,0.8674132132777146,9114.539283914137,6564.371062715203
3200,102822.22886355095,400.46636285515063,0.8670860113702878,9195.755565155278,6387.609381203478
3300,102964.30959657549,-1271.3476839429616,0.8600580351246069,9070.625120440676,6326.873719230913
3400,103178.52674638691,1231.1906562212625,0.8519855128990497,9082.799878215945,6314.561945933891
3500,103035.24851697427,616.4421171988794,0.8553362275281363,9116.103086968034,6316.529375617475
3600,103351.4924109652,-1335.768319643583,0.8409370486597507,9115.243289890825,6164.6592837030985
3700,103213.29747040124,1074.1859132345269,0.8402911960846579,9121.69010027514,6139.686449911433
3800,103376.01464089777,368.45299782845916,0.8318796510185025,9181.178116367208,6110.504562377705
3900,103596.05892079524,1212.5767688952371,0.831772707671204,9139.241510978964,6092.6219892993995
4000,103508.0558957757,539.1234230200321,0.8305214825695365,9150.84870824238,6014.642089964232
4100,103817.1251275699,-863.1325690386618,0.822639230082373,9081.076323008956,6006.966762419951
4200,103690.23025620093,1257.4806788200547,0.8213433837667306,9088.666744871494,5895.902696605289
4300,103966.15033548676,403.18780801645767,0.8217431484166232,9196.783411153292,5715.996097312617
4400,103951.63448365912,-296.5944721061711,0.818967582700104,9136.957805858083,5688.991088845417
4500,103932.54856800845,807.6315922149174,0.8121682357245198,9140.855444271807,5701.019686982597
4600,104276.7076086728,1162.7724004961378,0.8064412146963079,9073.646558210015,5561.60590623801
4700,104254.3814808983,-939.1245336857319,0.8038148957589724,9166.212985749558,5481.972871790569
4800,104243.6391376597,1124.7147562842201,0.805516029781586,9190.755414408215,5461.297904631914
4900,104457.9347782078,-729.4440505832483,0.7946413980238247,9155.48617556697,5394.865339122247
5000,104623.87586177234,-63.34886128284484,0.7951030814761162,9179.581892606993,5492.166157749836
