milliseconds,G,M,C_T,T_beta,I_gamma
0,100018.30540344665,100506.17027961426,1.004764092417446,4944.647620487425,8981.241078860206
100,100018.1040167359,-1164.1631280593535,0.9942558365214902,7053.726863371648,8802.918190158953
200,100183.00703919739,993.7124251531275,0.9879655736764169,8165.296379556187,8848.48711243949
300,100298.19253465989,-242.80807723764534,0.983427681545506,8589.65542248952,8829.917104971186
400,100264.23301462726,341.0862856782228,0.9857890100281014,8885.456439366697,8546.291324088128
500,100506.21318847392,243.59575948575764,0.9762335089170473,8990.173928740245,8576.157272133318
600,100602.25199272665,971.4628884693831,0.9772394913078405,9023.545026014397,8410.199880034574
700,100614.64051531469,489.1237006237887,0.967560034176654,9165.02942727893,8385.081677931339
800,100680.1371303532,151.76941483268763,0.967113553477802,9168.105403263453,8237.831149042342
900,100762.84991484978,957.1248508354668,0.9645986765271679,9125.010638990312,8165.312179818434
1000,100811.72997508528,-438.4954122060013,0.9561915089770492,9081.380464323593,8118.8136718166725
1100,101025.8308265934,334.21070531917957,0.9508347463618775,9083.168467720669,8121.404394916803
1200,101102.64239358118,31.56114560950482,0.943820318621631,9156.638559238307,7874.985888124399
1300,101186.13857316518,229.79150748566354,0.9408437077456331,9198.563414248925,7873.107369140143
1400,101298.99512718851,403.956273170781,0.9400788029341975,9110.548138635157,7718.9072383346975
1500,101301.2587261755,747.4107687655409,0.9319750695272212,9195.830078297526,7678.680834113366
1600,101496.05968231858,469.9555784319341,0.9336679966439526,9196.559227072521,7573.391301711444
1700,101540.97890077272,-595.5007656620854,0.918703015295713,9137.34123471106,7498.780266559515
1800,101728.8020077684,61.870041673735734,0.9207193335362268,9181.67217448331,7393.266556127508
1900,101829.40862091056,248.7970097174092,0.9205767907735091,9188.225270620509,7417.50571145072
2000,101664.35897410352,154.0631550310909,0.9067681907615059,9177.285947302182,7260.54772915801
2100,101828.48903045965,-474.61538708979884,0.9094501501105717,9103.83220144168,7285.083265633668
2200,101899.35265021243,53.07484409962064,0.9087034257152115,9146.547859891782,7206.956026125794
2300,101978.62061417678,-184.83701490893978,0.8978389666304335,9127.521006611583,7037.355478862854
2400,102137.26559871291,-1340.1433246225065,0.8891471584490721,9170.763055107993,7045.779281053928
2500,102235.77239724486,-1037.7148792841099,0.8855739484960541,9171.591280865052,6987.385523215282
2600,102376.68425545868,-95.67709860958848,0.8812106015148892,9113.761191836978,6962.3983389848
2700,102412.6211841016,-941.1317851181016,0.8822376681785868,9146.992551612739,6729.436701583721
2800,102575.91436672218,-608.5827882967139,0.8728635608312386,9167.05516427842,6797.163383412808
2900,102583.41239838417,927.6434254143265,0.8681469631010428,9093.471259062142,6648.638197285309
3000,102597.37373071875,-741.8837202955752,0.8715536276621312,9183.60077545719,6552.41700576867
3100,102677.53983653059,587.1311631240305,0.8604250434859616,9089.239597450874,6510.776474897416
3200,102844.66950540875,619.130011093307,0.8649494314829318,9187.225656420964,6397.87482885833
3300,102902.6938725408,-423.74625162991674,0.8529377974128527,9119.12763977103,6446.961244043375
3400,103059.18005738562,-1091.592046338147,0.8523039984176357,9116.860278994638,6460.774055712417
3500,103091.24414383859,988.4801782502574,0.8529085325508177,9151.88606383348,6283.319180842502
3600,103360.87151297473,-932.1586915681095,0.8451171944578563,9116.453702154527,6281.011372401414
3700,103319.15411587653,1050.5906997474285,0.8400693896966104,9148.106206847393,6184.905057823977
3800,103447.7859041666,205.493503299855,0.8345003947091334,9082.393564958393,6188.699660781797
3900,103643.21513516818,-1187.5003949506915,0.8331270955624641,9135.00539561928,6067.660230547398
4000,103549.1977791942,1190.0905531871383,0.8351464959186998,9122.140228344024,5889.952495368723
4100,103744.43858842338,-186.24329313424425,0.8225392646038459,9121.446673530543,5979.880016407712
4200,103709.44989431574,806.4932739417555,0.8279846657011234,9162.737838579895,5895.075967791014
4300,103822.89335534157,-1255.0046296825005,0.8195477171500805,9164.284814184914,5706.637856171812
4400,103941.74129223358,-727.6788992035507,0.817215708878558,9149.554068758584,5851.263600367252
4500,104178.78197871323,-1383.4822777139457,0.8144007662856579,9101.990376281108,5789.363198721936
4600,104018.45953590225,189.90112823798563,0.8021485940840573,9139.284203431616,5541.039339390373
4700,104234.28581608257,-428.83218012175047,0.8016382854047293,9129.109194884493,5511.257496966683
4800,104426.06410960449,1033.5255383910846,0.8013206740745354,9188.664885422222,5571.864565746726
4900,104515.66605478291,827.8583270171854,0.796611777759818,9194.464506715762,5474.473545430615
5000,104554.20138625392,-1392.659404369939,0.7925618891374266,9101.235154289878,5309.859849546829
