milliseconds,G,M,C_T,T_beta,I_gamma
0,99963.97776481387,99440.1290271467,1.00105660403103,5010.896969137533,8943.590993415364
100,100194.56367537093,-887.0284735674746,0.9947083587632896,7031.226399030572,8977.988565584414
200,100240.61746269712,1222.0222691720346,0.9925843955239078,8044.63115495188,8846.297248060046
300,100169.32377979832,839.1150870671568,0.9802689591523608,8640.766685968943,8813.070876277063
400,100440.72107748312,-1211.280378903728,0.9782843046525312,8845.514536007748,8698.138034104924
500,100334.49701976469,1214.1732923116538,0.9793738116924987,9013.956336088659,8560.997956805359
600,100580.87144919245,-141.42549794029324,0.9785480751200792,9047.262701019325,8411.540598415679
700,100489.3472519124,-1388.082307047889,0.9636420193381571,9098.291855800971,8415.476051961848
800,100591.45638277938,-1022.9086696147365,0.9586987561641481,9172.108367125631,8284.35329659826
900,100704.82131981765,-976.8421405383513,0.9533422878451651,9179.606400038962,8152.847423036399
1000,100786.73514330383,-632.6992510750534,0.9607799477884899,9162.176468514255,8211.59957705444
1100,101085.23220838935,317.9490119979617,0.9450584903250026,9123.359815379456,7989.546821609538
1200,100962.3628381184,-111.70745235596036,0.9477853763372459,9092.131884991039,8026.652396552746
1300,101033.90649665626,-374.8340322985581,0.9363644953801287,9160.858069535288,7792.748291510763
1400,101205.78476918991,-137.40698896131383,0.9394145211078876,9148.013985346519,7759.080427351782
1500,101468.19394151321,967.3982111320724,0.9331409199414341,9160.847139435225,7675.371427300068
1600,101433.10167644502,1097.0930948126431,0.9319438047239273,9154.392532190148,7624.201428786799
1700,101599.37776477897,44.293316965728486,0.923202615677151,9125.391088786397,7619.001419227371
1800,101693.45429574251,887.5942117239122,0.9193725040727192,9107.070214204716,7430.516014008818
1900,101745.3605508249,-631.2360833322169,0.9136406439153868,9106.325548030658,7491.6781159273305
2000,101807.1444947846,213.26705874748168,0.9146123384105297,9099.111023677457,7340.461860244575
2100,102009.2366658933,1112.550351534811,0.9095536210249622,9195.810431139082,7343.797487091657
2200,102056.4985281147,1324.461591208248,0.8985223524786834,9165.93752581944,7266.48223202287
2300,102135.43936977039,396.96779266952876,0.8978664520055452,9137.929016053076,7224.450339911121
2400,102216.0994469297,269.304747555961,0.8899879818464537,9147.368222944924,7082.349341516612
2500,102228.01660157453,-1106.2188406410712,0.8871211745864029,9200.328363448192,6954.182313877351
2600,102214.70191436831,735.7543414420296,0.8818566528510371,9183.695837762905,6950.527830662623
2700,102325.51464316872,770.870556407019,0.8868932970835485,9154.462531301366,6909.254943704727
2800,102404.90508805364,-44.278065705317786,0.8775022713443277,9156.663121385049,6729.727316710965
2900,102572.91581025817,1244.0639422548431,0.8732978272066658,9160.886577946125,6691.304716291436
3000,102823.78720256177,-1272.596268327566,0.8754905639145082,9151.939229957532,6631.80678430776
3100,102717.97942638479,129.97920906115243,0.8605955295874484,9128.572291152328,6560.58643355008
3200,102830.61242650592,-746.7939828515538,0.8564787641981242,9094.093324384812,6402.154391956503
3300,102950.85218780399,672.7505024706036,0.8553981539781006,9142.067994975818,6385.945524081916
3400,103153.58040007004,-1008.6968625360684,0.8477927099037588,9110.59906230483,6318.3720577919485
3500,103226.94642492765,1019.2285966171715,0.8445848018804457,9165.43457319565,6199.158827346326
3600,103132.19898270573,-1006.1150795135337,0.8517477723219303,9188.874757421638,6231.121143305966
3700,103405.69759014255,-186.6008171149202,0.8478761957257346,9074.582695434154,6234.9935304969595
3800,103518.95130605981,-662.6054859075383,0.844003333887515,9161.904999081287,6055.441317406305
3900,103529.15006252463,-285.75310660553646,0.8332658664851232,9123.574576599494,5994.164384126533
4000,103529.34248131512,-1177.2412340820345,0.8314521828160519,9101.301606091989,5995.01783376182
4100,103764.9626279968,-988.8424423604878,0.8243128749801268,9182.396752994882,5994.525094675899
4200,103842.47979485025,-470.6590164384882,0.8201915907299314,9186.038295589533,5968.442379165229
4300,103938.4525336649,-1066.8699700981983,0.8165874377255385,9074.47844780648,5718.458975552571
4400,104058.42975632944,-1188.1031597295782,0.8203015396672328,9092.193331423536,5824.337192341689
4500,104083.0198499914,502.3268391410256,0.81156954490972,9142.337364762441,5785.52777484856
4600,104025.93564294175,-281.47944694588153,0.8013224684787279,9183.735137554166,5697.501473596393
4700,104116.30371517039,-575.5781121572969,0.7976356386389183,9092.441155748162,5534.681030019675
4800,104408.93692760456,-403.920492292224,0.7954246327474495,9159.54545900202,5589.008418647207
4900,104479.68230065776,-1316.8473929204063,0.8013135728430579,9082.350679493147,5468.260999204715
5000,104636.90012595992,383.2822133391015,0.7918030809359592,9165.685462383202,5493.875533842186
