milliseconds,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x3,x4,x5,x6,x7,x8,x9
0,0.008935085082145616,-0.002529564384957995,-0.031150599048970003,-0.015119896808474424,1.3198770487678384,-0.4071798894758173,1.5,1.48596532195482,0.493532852451556,0.2,0.5,0.01876616794173703,0.5114119137882526,4.995812675319343,0.7735646079070736,0.07,0.8,0.0,0.2439644181263795,0.0012770699753097393,-0.005490613949347203,0.0010285622533763035,-0.0002803370437520188,-0.006955644075106995,-1.2181103789375095e-05
100,0.014040075898435048,-6.831918366858886e-05,0.0013166311546697561,1.6602829147840972,-0.4687275914896603,-0.16142656123737037,1.5,1.4943225402486564,0.4838880640959163,0.2,0.5,-0.027754806714618656,0.4976769429756269,4.912696324457351,0.7446620061489044,0.07,0.8,0.0,0.02360864187197363,0.004611628997756227,0.008391150526626534,0.0009322456872075967,0.0017205976211410504,-0.006814630756540053,-0.00026074475660527174
200,0.008216688848210535,0.00023920638406031355,-0.006254478271619881,3.8383887867126294,1.3704118111985681,1.283701310982884,1.5,1.536015118147335,0.5018771145495597,0.2,0.5,0.09823722573381238,0.49509118180634315,4.672553896792459,0.7485035225767677,0.07,0.8,0.0,-0.21083201650628944,0.0065517738843162915,-0.00038831607792364636,0.0014220878633416857,0.0020008238276196092,0.025656849368903153,0.003421105309964513
300,-0.0074791078082446436,0.005498047937709964,-0.06011964268869793,4.78761647084484,3.5209093048691105,-0.22851023244803592,1.5,1.541822664311608,0.49870549379030094,0.2,0.5,0.0650964801916219,0.49120286028026555,4.584488818116541,0.7512075078801945,0.07,0.8,0.0,0.22527542855562055,0.00739028950561981,0.017172201657177227,-0.00017165912206957686,0.0019223477523033902,0.03577865898664179,0.003701766317770975
400,-0.004513241680998197,0.0035850179039863517,0.002922460944372726,4.744777642391186,3.2435968894350378,1.04341068954685,1.5,1.5517311940910448,0.48707392070947875,0.2,0.5,0.029394047001424825,0.5095041724828155,4.045454868558666,0.7025539563390004,0.07,0.8,0.0,-0.12698607880557786,0.008339005661419254,0.009133132341194151,-0.00018903497223623377,0.0036091609266686946,0.00934577003084234,0.0036359644361943565
500,0.010284717912810732,0.015885214113530673,0.007732868107162632,5.472060730835549,6.394367010602341,0.7564265309188931,1.5,1.5736136686022928,0.44871534724514184,0.2,0.5,-0.016418146328936924,0.4895886340399726,3.832583152440814,0.6934124355671213,0.07,0.8,0.0,0.20134554007842656,0.009482101209544238,0.022867072699365578,5.6224873464876324e-05,0.001133357356304645,0.06036586412817018,0.0024355697470051217
600,0.0214425160932094,0.01967960757890825,0.025143938707088694,5.578007268411551,6.337504104212474,2.809757206511404,1.5,1.562607462417347,0.46528667889533926,0.2,0.5,-0.05052754679527617,0.4967867290128877,3.594304348496233,0.7135668381555391,0.07,0.8,0.0,-0.11716252068356238,0.009652819967353536,0.024729993580722462,0.00023057439175011192,0.0033419223124426215,0.06542336891028985,-0.0012562857896136045
700,0.003573864999582444,-0.0024798640008710827,0.01203835122102325,6.678029459043305,8.718647144277035,2.927030053138811,1.5,1.5846576606403269,0.4343320395769433,0.2,0.5,0.09553666253283717,0.49168541961910656,3.4653887538694064,0.6587294631677588,0.07,0.8,0.0,0.2564189205374,0.010110069554298709,0.023859692767536855,-0.0008120358347047364,0.0005600001839524045,-0.0033258802071387053,-0.0027764643560307637
800,-0.004315467387730939,0.01726173417211383,-0.01945148652202066,6.4644440025318985,8.06745022187496,4.470644300382326,1.5,1.6206598850571259,0.4207168401850524,0.2,0.5,-0.04240365227520167,0.4903639760824365,3.089022357361968,0.6752097890622487,0.07,0.8,0.0,-0.13954199504652687,0.011479861837942255,0.03261046613958121,-0.0008441821273462268,0.0016260503191495982,0.06276137901835616,0.004211652592854741
900,-0.005109550414468304,0.0036820356081101215,0.02250848019508657,7.4685569879413025,9.706829087310817,4.062593262521088,1.5,1.6312667531888032,0.4033372207096146,0.2,0.5,-0.01602695987564184,0.504678720155265,2.9140248785943865,0.6439809330302313,0.07,0.8,0.0,0.21983731815199603,0.012086327527281891,0.03893760100329157,-0.0007771448111525124,0.0031135635016664,0.03649627216918235,0.001902056901307419
