milliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
0,1.00008342034913,1.0,1.0,0.7115491949645454,0.3978343089348993,0.002080085975473074,0.49656752506232654,1.0000000067704389,1.246742390864232e-07,5.749777812328239e-12,4.759577048681995e-09,1.159640037916821e-13,7.421870026003725e-05,-0.00016469621748501406,-0.005818894165610808
100,0.9999892775158786,1.0,1.0,0.2220775590235313,0.38906098983603477,0.016717480466211087,0.014704731837094876,0.9999985725283392,8.009589745311642e-07,1.6443978401573113e-11,-5.972270512008807e-09,-1.7263891577905062e-13,0.00014611935828073895,0.0036754059492478536,0.485706962522981
200,1.0001379885259536,1.0,1.0,0.20442330283416182,0.3800582997125355,0.019316342149653457,0.0006706738696158833,0.9999981050361935,1.978528476010031e-06,-7.172459808262816e-12,3.9784366045501596e-09,1.7615619626463527e-13,0.00013376105301749841,0.006435987928575296,0.49501569387532884
300,1.0000709965563117,1.0,1.0,0.19264146035783442,0.37526788828953145,0.026484009805900193,0.005564349345465259,0.9999969701036104,3.154519673315383e-06,1.5814430668329888e-11,7.4719530853615e-09,1.5387187374697932e-13,0.00027814291238111954,0.007796875184369977,0.5019333577101975
400,1.0001730192656586,1.0,1.0,0.18521094359814222,0.3646601095541719,0.03276629329494577,-0.003207790967011985,0.9999965494662876,3.6666494552982917e-06,-1.1590332645057204e-11,4.385368704118807e-09,-8.468308364067377e-14,0.0005008328366460419,0.00885479397453417,0.4948126360750661
500,1.0002929436659267,1.0,1.0,0.1857345640203971,0.35943902363347713,0.04380747379863284,0.0003774210271142752,0.9999957442462096,4.619394344707594e-06,1.01664393691086e-11,1.2281073766970954e-08,-9.29245187103517e-14,0.0005479720762423727,0.009265341266699376,0.49243761564043803
600,1.0004530674093954,1.0,1.0,0.1671195479331299,0.35170023341882445,0.04904214385815971,0.003825543590065156,0.9999947961840585,4.6039347228980765e-06,2.19757815445276e-11,1.6281136753905244e-09,-6.598323506989375e-14,0.0007015293920299189,0.009791433901200169,0.5033296609057799
700,1.0003398190041475,1.0,1.0,0.1753100304498194,0.34783117247861545,0.04877454091963065,0.004655546776844464,0.9999945271813506,5.449981695535209e-06,4.449761910892537e-12,1.4685565970276187e-08,3.5071020377220665e-15,0.0005865959487916381,0.010009842739243116,0.4935235222993695
800,1.0003942689504821,1.0,1.0,0.15445829502506314,0.34762320300647015,0.05879024049195869,-0.006182929893865526,0.9999939380580335,6.02566725427699e-06,2.7780465270800234e-11,1.5530461755063535e-08,1.504260812522422e-13,0.0008255315256663606,0.010145803043197834,0.49961217648794615
900,1.0006259350959315,1.0,1.0,0.14900234037358231,0.3407823211681917,0.0609518833925316,0.00017291980704625025,0.9999933395126,6.4097220182100005e-06,1.6928392626454945e-11,9.296950776974509e-09,1.2303150759043954e-13,0.0008107996430659516,0.010817284142937979,0.5020424684923693
1000,1.0006199658995412,1.0,1.0,0.15581942768091064,0.33765927695962356,0.06558473111654535,0.001967363240151985,0.9999927963780941,6.914445413505924e-06,2.6640021437824763e-11,1.5308383926234912e-08,2.2171247628725549e-13,0.001094660313597703,0.010443286355569356,0.49596580166221893
1100,1.000759524868083,1.0,1.0,0.14912316091956018,0.33274983674887393,0.07092405711326853,-0.0023274049675119745,0.9999926450361163,7.014854604939206e-06,3.69961760631022e-11,2.5215287388947825e-08,1.7448211931156187e-13,0.0011411770834352398,0.010870307905577742,0.5039039200247187
1200,1.0008080477621246,1.0,1.0,0.14009213699304468,0.3293116469441294,0.0730329926935307,-0.001247077515800501,0.9999920128432952,7.492671998422372e-06,1.8068037906408117e-11,3.44045259949256e-08,-1.3495181952602841e-14,0.0013207256493307001,0.010812334791553127,0.5045582585095326
1300,1.0009144767854987,1.0,1.0,0.12832501155275583,0.3256192175125731,0.08277824920363479,-0.0018237074341413435,0.9999922324566032,7.747436340532168e-06,2.6304725322095344e-11,2.4780697671472433e-08,1.1427035310594844e-13,0.0011733314631728173,0.011130998644711298,0.49982369436024904
1400,1.00102500937461,1.0,1.0,0.13788406592075828,0.3177285055951732,0.08124016034640191,-0.004915954026990805,0.9999914333502528,8.435290664887834e-06,3.768962772455912e-11,3.942054885088165e-08,2.5284937338072667e-13,0.0015269318237376515,0.011342093650264012,0.4937645876927383
1500,1.0009742202558283,1.0,1.0,0.12028603432114755,0.32063229009649175,0.09274177947438558,-0.002035960982998499,0.9999914191629572,8.362054360996562e-06,4.5978953462126456e-11,3.195556475071601e-08,7.941448063619998e-14,0.0015072537922948999,0.011478303943114127,0.5028351360991631
1600,1.0011552967054325,1.0,1.0,0.13108678017034972,0.3159575249448099,0.09625047944951579,0.0029296880544173636,0.9999913509279985,8.917980189808757e-06,4.4894106534218926e-11,3.84042893664822e-08,1.8356667554365645e-13,0.001514011391470377,0.011218348066387777,0.49306943392537383
