milliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
1300,1.000947308838236,1.0,1.0,0.1329107411373156,0.32413599122352293,0.08255063233286579,0.0020896610918914094,0.9999918775553543,8.086417753041004e-06,4.424026444383379e-11,3.507219317968462e-08,1.2420863100640503e-14,0.0012161972693848111,0.011101777953205076,0.4934825436513126
1400,1.0009318605754651,1.0,1.0,0.1299697103073735,0.3223731213216294,0.08459664414786223,-0.0045565568386944436,0.9999914258147184,8.366788735624996e-06,3.640981282162203e-11,2.8195482894794875e-08,1.8497729085297897e-14,0.0013432521919271745,0.011032894818567132,0.4966755477135903
1500,1.0010449150218679,1.0,1.0,0.12255701493936608,0.31424370895915676,0.08558142777251396,0.005177486337926215,0.9999916423408772,8.557775598387298e-06,4.19211726706363e-11,3.908661413745184e-08,2.1086583520029006e-13,0.0013606348882417955,0.011006317400291097,0.5034116445368216
1600,1.0012722335525581,1.0,1.0,0.11640439219185944,0.3176714108167679,0.09345095520783503,-0.004734301444000646,0.9999908974124985,8.843354427886217e-06,5.902199375271298e-11,4.105879840110335e-08,2.1785003714060115e-13,0.0017317491850043596,0.011602818908929769,0.4966146910457587
1700,1.00127969748622,1.0,1.0,0.12363570016796567,0.3135033919054934,0.09198937330414927,-0.00368895810497445,0.9999905453664772,8.936904788668528e-06,7.224851339089943e-11,5.0842440940337015e-08,1.631868134180224e-13,0.0016780049011581894,0.011440501536097566,0.4954504980718336
1800,1.0014541392821263,1.0,1.0,0.11815257674842104,0.31098333819788665,0.09886838791651564,0.006099255775574168,0.9999902600696291,9.319254671723903e-06,8.072359040218525e-11,4.792277809414251e-08,1.7696379189646415e-13,0.0016877111046195022,0.011586092955394822,0.4939154657497928
1900,1.0015161038014788,1.0,1.0,0.11060310305757316,0.30373903838327365,0.10403649175383561,0.00459178842000983,0.9999905098179098,9.689337577444409e-06,5.696101504133648e-11,6.415597210704616e-08,5.171197897414273e-13,0.0019342706137694214,0.011752227058987251,0.4931365972243759
2000,1.0014961372403755,1.0,1.0,0.11510640215857242,0.30579792342301065,0.1025185806094959,2.1570477404945273e-05,0.9999900946185832,9.98303996073503e-06,7.014842324952434e-11,5.7507548851212435e-08,5.520769829283491e-13,0.0019680061743486636,0.011923269318082016,0.5025139855905187
2100,1.0015952751023653,1.0,1.0,0.11068848780662845,0.30479065848029774,0.1080702808786206,0.002362982067347711,0.999990064931179,1.0142726001377628e-05,9.08771187679711e-11,6.899046769087731e-08,3.658823878584722e-13,0.0019739437652474697,0.012060946724665842,0.49487223704147654
2200,1.001740192968658,1.0,1.0,0.11137007776737538,0.29786312646400226,0.112769886247913,-0.003607504051569476,0.9999895220419849,1.018110855742778e-05,1.1353278157415197e-10,6.570208243442797e-08,4.9280164536505e-13,0.0021053699528842313,0.011806973825462258,0.4968444552914126
2300,1.0018239764492705,1.0,1.0,0.09866216822749548,0.29786242511527394,0.10868936227493255,0.001002139908786199,0.999989285501181,1.0565036128660049e-05,9.167110784275494e-11,7.919915977857684e-08,7.128657054879852e-13,0.002377965767291035,0.011962455074673738,0.5007358111242411
2400,1.0019446735345618,1.0,1.0,0.10945638566420798,0.29665079056220856,0.11694610771626768,0.007200332248323169,0.9999896444948553,1.0540114315290435e-05,1.2667208662080305e-10,9.029179206421928e-08,5.309413169678255e-13,0.002476291541287137,0.012260856480492032,0.4985453711635851
2500,1.0020563013452681,1.0,1.0,0.0961600840364955,0.2943284110612886,0.11775542848060457,-0.003980294833592792,0.9999894903754752,1.0639608928344867e-05,1.1983567679430634e-10,8.928878178102551e-08,6.684833544038208e-13,0.0024457749352932473,0.012231921736026571,0.5057481694546414
2600,1.0020270649313159,1.0,1.0,0.09689331444326903,0.2925880265434094,0.12071536919631388,0.0006808922131331815,0.9999890527297045,1.0665296322985869e-05,1.3478653524756492e-10,8.697133775606742e-08,7.948267325614039e-13,0.0027274492176656982,0.012171034872228408,0.492472930434331
2700,1.002300912567516,1.0,1.0,0.08756939045531634,0.29045444906966605,0.12200019771514989,0.006342700419179911,0.999989051848901,1.0795882814924566e-05,1.4384504558144911e-10,1.0228670118072829e-07,1.072272301050281e-12,0.0025714236690515826,0.01231655259393925,0.4951190934061704
2800,1.0023625713512012,1.0,1.0,0.09878735932774532,0.2862028269773224,0.12481849212823815,0.003599389722659497,0.9999887087134689,1.0990281755040883e-05,1.5331259743380893e-10,9.815232882642117e-08,9.738091307099558e-13,0.0029175745235165093,0.01267648520010565,0.4991883560982148
2900,1.0024457153873378,1.0,1.0,0.08545543899595119,0.28471752823911317,0.12601415654768183,0.001698756658217107,0.9999888418221049,1.1294077238021286e-05,1.771349347532998e-10,1.050531369182316e-07,1.2508897553338688e-12,0.00288891468878458,0.01247587104285372,0.4996933680536248
3000,1.0025308693716035,1.0,1.0,0.08630913457616508,0.2847540870936639,0.130177437744455,0.008072691124956795,0.9999885925852813,1.13463464553992e-05,2.0518892423068027e-10,1.1387195547742187e-07,1.252632104670331e-12,0.0031059071302917823,0.012844900906991762,0.49531368762764255
3100,1.0026576222051173,1.0,1.0,0.07966402642848902,0.28151323852392557,0.12519377965320133,0.0004627155901129873,0.9999881446236163,1.1807097278613117e-05,1.87077614349114e-10,1.2413904831551653e-07,1.511142475593618e-12,0.003150842046087814,0.012625705504067683,0.5011785210234956
3200,1.0027167987433154,1.0,1.0,0.0777507084024014,0.2856861948379955,0.13276359101945684,0.004816909611280459,0.9999880774723657,1.2062726284095465e-05,2.0580337590557037e-10,1.3437881571976032e-07,1.5879798873700496e-12,0.003075979749657208,0.013069976841530455,0.5028580920477652
3300,1.0027774368292015,1.0,1.0,0.08744978604728479,0.2791327527217663,0.13158523211751774,0.0026458600014425734,0.9999875783677502,1.2081032828761006e-05,2.320716380729173e-10,1.4105795564523517e-07,1.6862294361682504e-12,0.003275997627115619,0.013017025499009254,0.505704031614845
3400,1.0029515595419958,1.0,1.0,0.07909473560744518,0.28356056287527787,0.13332034238633464,0.002026785313061865,0.9999876415669579,1.1809019701702543e-05,2.477818910035345e-10,1.4317609605231558e-07,2.0949825584613903e-12,0.00336475898362716,0.01334060915689427,0.4951765021133629
3500,1.0028354413630738,1.0,1.0,0.07447138119435806,0.2770522594525937,0.1357593743189132,0.002197611599096455,0.999987424140869,1.1862570195538662e-05,2.617186612384782e-10,1.412380940892739e-07,2.037148309266019e-12,0.0035828208612816324,0.013391511904377032,0.49209713669588934
3600,1.0031483770955814,1.0,1.0,0.07372882480185185,0.2807152301260874,0.14066102871984162,0.007194969463143631,0.9999872716600112,1.2035689738275727e-05,2.7749995163047464e-10,1.570951970300971e-07,2.170823405137576e-12,0.0035987204837978795,0.01340487051913151,0.5003900338672417
3700,1.003133379830214,1.0,1.0,0.06840474345860895,0.2791782588109532,0.1395725192999321,0.006345549287395494,0.9999871621684967,1.2709276923336621e-05,3.0656892602927503e-10,1.5230936262138592e-07,2.522535796702274e-12,0.0036183050338475862,0.013582081214874482,0.4951016737216139
3800,1.0033834827243646,1.0,1.0,0.07377851870826671,0.2760768275866637,0.14050850997377717,-0.0010012224746137072,0.9999875136065,1.2899937957801747e-05,3.184499573539711e-10,1.5745295943356296e-07,2.846426409684585e-12,0.003648034421292922,0.013587085743745217,0.5009694060948182
3900,1.0035121118749388,1.0,1.0,0.07400712699053699,0.27342896092902985,0.13740699243216986,0.005897669907556022,0.9999872562401095,1.2452223727614516e-05,3.1272178037238224e-10,1.703045680471683e-07,3.022940254870309e-12,0.0037792320385874266,0.013556090933075644,0.5010988686870291
4000,1.0034850599607554,1.0,1.0,0.08062465375550278,0.27322412364031395,0.14614448142587558,0.007315646401615988,0.9999873628642759,1.2555319957398352e-05,3.548692137074194e-10,1.748219290737867e-07,3.2336279685347203e-12,0.003920140477235553,0.013601915112535341,0.4946754477423145
4100,1.0036461974043356,1.0,1.0,0.07597324795679326,0.273066341953781,0.1469805385197695,-0.005483363953034518,0.999986960142198,1.2676426466923069e-05,3.7634966999427894e-10,1.8469916152793876e-07,3.3813011841242364e-12,0.004051714344324437,0.013883476893113407,0.4939751253382671
4200,1.0036858166997447,1.0,1.0,0.06907933684891819,0.2749891923890786,0.14633404046855736,0.007361113749176024,0.999987181451517,1.2899422922268313e-05,3.931057346388857e-10,1.90152531229227e-07,3.598606009817354e-12,0.004228628259616852,0.013679408449495008,0.5045180552855224
4300,1.0038553321963883,1.0,1.0,0.0633309978401445,0.27449959457320516,0.14951066159735427,-0.0042000342170407145,0.9999869097842023,1.3386413429104513e-05,3.916025488069328e-10,1.8920379948970439e-07,3.862919447399863e-12,0.004275521758964141,0.013810911737332138,0.5039505134437038
4400,1.003843972174707,1.0,1.0,0.07329600062732908,0.2738126961796938,0.14957451116518372,-0.0012304809885971967,0.9999868449980635,1.2865856690690941e-05,4.1971203500678403e-10,1.959152846333358e-07,4.388921411133252e-12,0.004439334215015022,0.014034307321909948,0.5021520034544852
4500,1.0040026625399259,1.0,1.0,0.06479729370837044,0.27093405228769313,0.14522228721606234,0.008355479176554024,0.999986597764798,1.313924914479521e-05,4.638470097497688e-10,2.104268246700224e-07,4.464198074774501e-12,0.004608792056336657,0.014091538453305215,0.4955456486944435
4600,1.0040143632570389,1.0,1.0,0.057876319694963776,0.2723470166552919,0.1454501649344525,0.005950371342380422,0.9999860642490194,1.3146554344100795e-05,4.52944253387677e-10,2.1035041076432387e-07,4.7430552628640704e-12,0.00454569748415423,0.01442020111730847,0.5054008291228756
4700,1.004194503554747,1.0,1.0,0.05552104890033762,0.2731311420276688,0.14618173293383346,-0.0011280103311178955,0.9999861387291532,1.3134397203535518e-05,4.954121622222218e-10,2.2479235234395493e-07,5.305340093852078e-12,0.0047314314724033035,0.014591306338361797,0.5007862803481208
4800,1.00444542585329,1.0,1.0,0.056874432856365474,0.26865687622581264,0.1518902135269714,0.003022665167191284,0.9999864617398531,1.3882345373941022e-05,5.269906924663155e-10,2.2170592639600168e-07,5.461538910881158e-12,0.004717607256238811,0.014235241335011679,0.5019684788027744
4900,1.0045078631824762,1.0,1.0,0.05700881278380463,0.26696836314813094,0.15300455199715307,0.0024347200907476785,0.9999860636047717,1.3803299070515e-05,5.259872835318539e-10,2.385898163881022e-07,5.848257735855616e-12,0.004985202085322189,0.014775243259921845,0.5029888480895961
5000,1.0044267168322492,1.0,1.0,0.07097167212262243,0.26708045522769325,0.15390761224092087,-0.004840396632751341,0.9999859332844859,1.3895997424245937e-05,5.438896155968237e-10,2.379269372538546e-07,6.268602897100382e-12,0.005079154555356545,0.014937443909688842,0.5020609889375036
