milliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
0,0.9999259471805201,1.0,1.0,0.7111533698693049,0.40306343306292086,-0.0026830313028912167,0.49302506522892847,0.999999868643412,-7.898086537862844e-08,7.868496649494852e-12,6.670866833831128e-09,-1.1946604843325546e-13,1.9474050752697303e-05,-5.4178768803083975e-05,0.0014389892238504038
100,1.0000641891667725,1.0,1.0,0.2339044590968102,0.3911144217914485,0.012748677664125836,0.014635941794556184,0.9999990772832539,1.4303256700591308e-06,1.8998124415486455e-11,-2.2201417285022226e-09,-1.5829208208237295e-13,-2.4994812810159997e-05,0.004030851275453448,0.4743304431927922
200,1.0001056026783932,1.0,1.0,0.20090086256083056,0.3832632011908349,0.0188661687608136,-4.71846491341037e-05,0.999998299718154,1.783324283858583e-06,2.132044657745511e-11,-5.009828140462866e-09,-1.4943718436586523e-13,0.00033981682194813564,0.006138125144386648,0.4946477700066127
300,1.0001128037251024,1.0,1.0,0.19243428969658213,0.37342995172664495,0.024237291149445696,-0.002559620304033916,0.999997355533524,2.8984951788498145e-06,3.4531095825654058e-12,8.161139247817482e-09,-8.90020494088666e-15,0.0003476962808704389,0.008108854025957476,0.49304600888940486
400,1.0000998774753787,1.0,1.0,0.18439380009622014,0.36995191517625103,0.03289190663058742,0.0056690093095279935,0.9999960659100128,3.9212953340171645e-06,1.6059307241738068e-11,7.595676247380523e-09,-7.146265796622704e-14,0.00047806738851646833,0.008804738639468334,0.5054645211547317
500,1.0003762676915011,1.0,1.0,0.18517399874778526,0.3640488644096157,0.03893216646536003,-0.005795290284539234,0.9999959928168684,4.119029437083277e-06,1.6045914896138177e-11,-8.212127574785568e-10,-1.6051985634803433e-13,0.0005535156273306388,0.009483795131549904,0.4944004145305591
600,1.0003020032737444,1.0,1.0,0.17611359598095308,0.35386856531971267,0.04755062852626058,-0.0006724997617238622,0.9999948545071627,4.674174371830343e-06,-4.348648092083668e-12,8.313475827239123e-09,1.8157667188241082e-13,0.0006924793192847054,0.00989231172258408,0.5051492278982451
700,1.0005397747817644,1.0,1.0,0.1603738146892172,0.3499089023833448,0.054440411451610035,-0.002623484782858218,0.9999943239341644,5.255622198828464e-06,1.8271192337836015e-11,1.1447896400540572e-08,2.0302393831568556e-13,0.0007688585992508412,0.010389804109802938,0.5055242183071684
800,1.0004314485742267,1.0,1.0,0.15672420649532107,0.34487259153027916,0.06118248029737244,0.0014877914224872032,0.9999938068844342,6.110955065828526e-06,1.2081328980137248e-11,1.8102250631409844e-08,1.808701168303268e-13,0.0008060899738131757,0.0102031641729781,0.5021297764294744
900,1.0006979598115602,1.0,1.0,0.1644988554418814,0.3370690454174615,0.06707519034033396,0.00022423189869156108,0.9999936266353175,6.3542233037962775e-06,2.1099198409244492e-12,1.6633516085661606e-08,6.921140550650538e-14,0.001041933776676036,0.010438987662606973,0.5062763587464932
1000,1.000728861676371,1.0,1.0,0.1544008415902865,0.3379339492186058,0.0651965614012301,-0.0048435382799957875,0.9999930573971988,6.616384521071777e-06,1.4414740160287858e-11,2.671165129926926e-08,2.449382421502141e-13,0.0008888983494031096,0.010792574143251478,0.5019191115348722
1100,1.0008622753963134,1.0,1.0,0.15049130081071518,0.33405077463569793,0.07345113223658754,-0.004891897098551807,0.9999928821890686,7.08873578376645e-06,2.4564369942176918e-11,2.374349277241491e-08,5.623494408341589e-14,0.0011452255037789434,0.011093209240396112,0.4925595720225504
1200,1.0008434479493475,1.0,1.0,0.13561470415402072,0.3244169752509688,0.07571124339025392,-0.0008982917799440572,0.9999926599114032,7.853277230966839e-06,4.55984020809241e-11,3.2007297164101346e-08,-1.7552552382326227e-15,0.0011854633590270142,0.010717329523306505,0.4977106251523885
1300,1.0007806605767586,1.0,1.0,0.12906400540879476,0.3233132405843082,0.07731023302288426,-0.0009217998165210519,0.9999922348501683,7.87808148032265e-06,3.9181535033795616e-11,2.445741110623298e-08,8.962714970739667e-14,0.001354027330643477,0.011159321552046351,0.496606953629904
1400,1.0011412026105937,1.0,1.0,0.13350814570930633,0.3175556749730547,0.08751314562097469,0.007396570179753827,0.9999919357214373,8.461701638247408e-06,4.307591713528497e-11,2.8514537211381872e-08,6.991134839363322e-14,0.0012561901909074417,0.010911648628282797,0.5059152821561879
1500,1.0010838708664302,1.0,1.0,0.1361079918523077,0.320998156602636,0.0927487304029814,0.0014306731199877642,0.999991350898933,8.646027501033082e-06,3.366196930971986e-11,4.120137994002619e-08,3.3544790067392354e-13,0.0013924104226432752,0.011312994953933534,0.4955952615273105
1600,1.0010994939412645,1.0,1.0,0.1344863595885721,0.3127715421036507,0.09305633223434287,0.007487385255500001,0.9999914014002838,8.553092941190367e-06,6.739369714722736e-11,4.720671756258027e-08,3.408651858282403e-13,0.0016296722769682797,0.01148087244037828,0.4946035254452715
1700,1.0011340527876829,1.0,1.0,0.12853665112482357,0.313584282708715,0.09145387484932072,0.0026406184020633747,0.9999905868981764,9.025690933701557e-06,6.499702410403715e-11,4.95374877781421e-08,3.328724422674491e-13,0.0016905539540594656,0.011534725097550604,0.5049916070943895
1800,1.0012581925398751,1.0,1.0,0.1278088300194926,0.30640613145434537,0.09857074929699297,-0.002415041968562884,0.9999907500028802,9.655976216761242e-06,4.990026249654334e-11,5.828594884733499e-08,1.8824384101137434e-13,0.001725084846110312,0.011540692127258573,0.4985322783964293
1900,1.0015703689305986,1.0,1.0,0.11858151014823075,0.3075110419323673,0.09814223146078889,-0.0032235095094260537,0.999990544092701,9.494973050858448e-06,8.334308966420543e-11,5.098206401618405e-08,1.5904223104242808e-13,0.0018714299273736065,0.01167922950948432,0.5028825418564187
2000,1.0014111005946933,1.0,1.0,0.11663686529152915,0.30699339979444057,0.10772856363893157,0.007063269632189973,0.9999902153939964,9.822289561335328e-06,8.39221218394382e-11,5.862670547257551e-08,4.161091426530804e-13,0.002049364416361879,0.01164259237313704,0.4971996603984323
2100,1.0016197651447625,1.0,1.0,0.1007202862792143,0.2989935857974776,0.10686443493457234,-0.004747769712950466,0.9999901342293811,1.0001403763229398e-05,1.0333390693057407e-10,6.099426345667608e-08,3.266918178781839e-13,0.0020886584304063544,0.011819905211321612,0.49762414609693406
2200,1.0018362316762282,1.0,1.0,0.10375415552139736,0.2981558249674361,0.10864684533168883,0.000749835578739775,0.9999895902005378,9.876743327654408e-06,8.274097921439797e-11,7.914709535421199e-08,6.014262619301227e-13,0.0022928690808137167,0.012021528662094641,0.5008365597904503
2300,1.00172834398589,1.0,1.0,0.10882842832317854,0.2999675746941726,0.11403343621067663,0.0010610886675105288,0.9999892058841577,1.0715413260736751e-05,1.0560549409185194e-10,7.945530531812233e-08,5.007819145514601e-13,0.002375971058347813,0.01215657448392456,0.5003456684924801
2400,1.0019685810227061,1.0,1.0,0.09910925807303612,0.2976912211280842,0.11816103976452601,-0.005823749252906982,0.9999895966627634,1.0559890109860463e-05,1.2620167206054357e-10,8.47857842779657e-08,5.751724969459371e-13,0.0025351700878359653,0.012172632804647898,0.4929484707199145
2500,1.0020931554906236,1.0,1.0,0.09027078975346813,0.2945517985699067,0.11938805028160122,0.004112442899060808,0.999989302829534,1.0643843112328784e-05,1.4152054793886148e-10,9.367242169957466e-08,9.212375884581185e-13,0.0025109462482254814,0.012053364431044608,0.5047302585717366
