milliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
0,1.0000439451392114,1.0,1.0,0.7105649788882349,0.4028247536607751,-0.002969050614647928,0.5039114450414398,0.9999999095302031,1.544514955070123e-07,6.031710564996543e-12,4.297369720012103e-09,1.2456616890108168e-13,-7.582965349479473e-05,0.00013605311318823992,0.0013372768114175864
100,1.000141201185653,1.0,1.0,0.22361539322650348,0.39123427674807537,0.010730415009219623,0.018341288520675444,0.9999986188925419,1.0059731167110237e-06,-7.714926870646464e-13,-1.137610766331376e-09,1.1137537545778268e-13,0.00022584681106790298,0.0037556427885591806,0.4806938975844929
200,0.9999822707760682,1.0,1.0,0.19940578910556062,0.3823375843520739,0.020805498280826302,0.006235555784171941,0.9999979742315128,1.700595081391557e-06,-6.602556285169943e-12,6.1891981593913714e-09,1.5863491241218646e-13,0.0003169803632065186,0.006347949741926544,0.49216747638918784
300,1.0001861335350406,1.0,1.0,0.19977965757744895,0.37580389600685377,0.02734208587608339,0.001357225957999443,0.9999968268106632,2.87807197561184e-06,-4.025165751227425e-12,2.4136551933799956e-09,-9.725020129554246e-14,0.00033283068751973656,0.0076993871855047715,0.5040294884186686
400,1.0001544250349952,1.0,1.0,0.18169286609633276,0.37015999090831997,0.03490174210437621,0.004412458918069989,0.9999962424229537,3.4297173297654375e-06,7.065807216137118e-12,-1.1048345848743772e-09,-9.566038556673668e-14,0.00046648946176533745,0.008809005408880922,0.49661290855794876
500,1.0002723923651826,1.0,1.0,0.18493980000862484,0.35906539573848034,0.044445976211231614,-0.0005309399312976046,0.9999954026658768,4.250677587797357e-06,2.216015473855878e-11,2.719344039637562e-09,-8.767490113640353e-14,0.0004276977744643337,0.009542034151468383,0.5029577059965583
600,1.0002312609331498,1.0,1.0,0.16941419102578617,0.353754481640581,0.04849855085165729,-0.003110506845564736,0.9999953204219765,4.828319032796911e-06,2.1400726739473273e-11,1.3601217383111492e-08,6.50108673276199e-14,0.0005039742660122276,0.009679814770958495,0.4938056493372399
700,1.0004382419158024,1.0,1.0,0.16561024125103668,0.346811393156093,0.05666576797577646,0.00589604874632512,0.9999945326360855,5.3996188267551945e-06,2.659582219382292e-11,9.23005059031507e-09,6.819006369885109e-14,0.0007165404295629462,0.00996913860827297,0.5021840663021826
800,1.0005163178032883,1.0,1.0,0.15859616331682433,0.3456557304123386,0.055826277787561274,-0.0006492380365216325,0.9999939162659691,6.277626398901247e-06,1.9387610786368048e-11,1.542165704015528e-08,9.458594336999579e-15,0.0006971636655548251,0.010536813628626657,0.504770423065983
900,1.0006199439411267,1.0,1.0,0.1526734616675189,0.33745901235549197,0.06690615840667184,-0.005830280760063514,0.9999938414184575,6.46548605582933e-06,3.841643824616125e-12,1.2473782601827957e-08,1.5230061575832625e-13,0.000967531039140118,0.010348274734481565,0.5029815483583826
1000,1.0007509644521195,1.0,1.0,0.15705904550012284,0.3349447750029235,0.0681365617557119,-0.0020599078972340502,0.9999931462741507,7.055752031618638e-06,3.53115767444606e-11,2.4489904170634558e-08,1.1582785202529828e-13,0.0011297841750851387,0.010626073832729132,0.49612785988137803
1100,1.000866238237111,1.0,1.0,0.15160156010998144,0.3326554345991299,0.07505853156307105,0.007459279937810462,0.9999925634499364,6.944527805849116e-06,1.0287669892898367e-11,2.7438476770167953e-08,-4.705447960713875e-14,0.0009919761572363623,0.010596264993406783,0.494651764496039
1200,1.0009192256743158,1.0,1.0,0.13779446456928554,0.32862941942649126,0.07364297833686888,0.005073071815383094,0.9999921233511773,7.705291984853945e-06,2.7438551286675017e-11,2.8015522008188285e-08,-1.2834522468322776e-14,0.001216001776372225,0.010924818818698338,0.49815393653117596
1300,1.0008136428817827,1.0,1.0,0.1350170001692453,0.32697271085575697,0.08519697102817417,0.0027611373142489752,0.9999920113234207,7.976091164550534e-06,4.775627771986582e-11,3.005154226412561e-08,1.4603690653006189e-13,0.0012206100101112445,0.010885215787629042,0.4980630468762376
1400,1.0009875896117582,1.0,1.0,0.1349019519853667,0.31985828732088467,0.08848693151360788,0.005539500422430403,0.999991979898603,8.207110500201484e-06,2.5933290307175673e-11,2.7683339364946014e-08,1.3979731360615847e-13,0.0013382281578225568,0.010938527670681606,0.50535438134318
1500,1.0012135978786778,1.0,1.0,0.12230467458147833,0.3173195308552439,0.08715993478977789,0.007006058087180104,0.9999914576774769,8.508206519899417e-06,4.279383495946835e-11,3.925260966660108e-08,3.401400972827165e-13,0.001493427725696444,0.011337068788556719,0.495401327006597
1600,1.0012494672198944,1.0,1.0,0.11628546399789676,0.31590109608669725,0.09212101219300102,0.0028575872567030303,0.9999912625676516,8.57491174549491e-06,6.65523380460661e-11,4.984458190075097e-08,3.3584125486708854e-13,0.0014576263183657655,0.011573986593746702,0.4994501238027086
1700,1.0011829001301669,1.0,1.0,0.12054345608553993,0.31016845261742537,0.0928313499564024,0.0024113839100785702,0.9999908164121816,9.33708596678684e-06,7.058938865164743e-11,4.482507693282117e-08,2.1562976655265736e-13,0.0017414255657802107,0.01142295275796594,0.49885215574718
