milliseconds,Ti,Tm,I,u
0,1.288032032018312,1.2028478316191156,0.8998460406002874,0.0
100,1.2295164911884484,1.0866683756788311,0.8686998934105162,0.0
200,1.1767719337747415,1.0162987836516881,0.8460994953943741,0.0
300,1.1151479140910692,0.9472102979784829,0.811942206208104,0.0
400,1.0727802370141204,0.8698574085141844,0.7781737912672232,0.0
500,1.0286372879264911,0.8056066334728839,0.7594587217907619,0.0
600,0.9807689266225663,0.7810409264096125,0.735291108046779,0.0
700,0.9294401654838838,0.7186811154866963,0.7177259463529488,0.0
800,0.8726578824348254,0.6809278266952875,0.6872219187299565,0.0
900,0.8215923035841449,0.6490287841383336,0.6785242413667357,0.0
1000,0.7833435545196454,0.6241528307913944,0.6638720390373185,0.0
1100,0.753561360967568,0.5760282647504885,0.6435354878576794,0.0
1200,0.7313324156895649,0.5540871482937347,0.6234299812838504,0.0
1300,0.7052554559889231,0.5462758708290043,0.5986293660316269,0.0
1400,0.6776256373881877,0.5101455135257387,0.5840954975334304,0.0
1500,0.6423511511414915,0.4855676588013964,0.5705921751433014,0.0
1600,0.6235828723676504,0.4600004185869136,0.5634703920927164,0.0
1700,0.5941394945116697,0.4548019698233503,0.5537760593267441,0.0
1800,0.5839437656912582,0.44513400435756273,0.5370017615683869,0.0
1900,0.5458665046311514,0.4256706632999616,0.5236210610683757,0.0
2000,0.5175198824137641,0.40633418132790733,0.5067435361926503,0.0
2100,0.5228100644839246,0.39316947481662784,0.5051357308599799,0.0
2200,0.4833335345069499,0.3768211236230794,0.49141545024595396,0.0
2300,0.46733047266432626,0.3551324290233803,0.48599459558050556,0.0
2400,0.46673901192929335,0.34613453309115005,0.46701280864430605,0.0
2500,0.44056478108927977,0.3419150396853231,0.4563830618699635,0.0
2600,0.4477059650199975,0.32368872067575394,0.44820104990420956,0.0
2700,0.43670049006244294,0.3325098400188648,0.43899532184653395,0.0
2800,0.4135789979045165,0.3162218198302422,0.42457113101143595,0.0
2900,0.3982439803674158,0.3141138632709043,0.4239783187142305,0.0
3000,0.3880119831844143,0.31216136070978623,0.41200431792768955,0.0
3100,0.3821341504266544,0.2821107015998617,0.4003666702095374,0.0
3200,0.36482685491969197,0.28707408796017136,0.39920634755806567,0.0
3300,0.369810735451663,0.27006477773703863,0.391316186315677,0.0
3400,0.36006543073003827,0.2678766684623471,0.3798124909849902,0.0
3500,0.35567792548368027,0.2786238453897353,0.36059291162507634,0.0
3600,0.3410341897968939,0.26164456953142684,0.35249032989705065,0.0
3700,0.3485388291653202,0.26338539838915154,0.34495405880173113,0.0
3800,0.3264153767436254,0.24588889706648928,0.33926574826174494,0.0
3900,0.32781921915420653,0.24904158871964646,0.34196992047199454,0.0
4000,0.32433713702108447,0.23352833746055449,0.33969673791518296,0.0
4100,0.30906473943970436,0.2261033788648277,0.324868652722018,0.0
4200,0.315338769718508,0.2307213109543864,0.31474530956038105,0.0
4300,0.29758188449968265,0.2371826820738038,0.31957637468245303,0.0
4400,0.29981673543723875,0.22389025424326736,0.31020031432135836,0.0
4500,0.29404098089171316,0.22936786046588428,0.2916479043775887,0.0
4600,0.2740467153122554,0.22596235596073483,0.29017643322114456,0.0
4700,0.26992529413425437,0.22409862082432358,0.2962813769712299,0.0
4800,0.262712491829522,0.19877045708219956,0.28017650213169587,0.0
4900,0.266591252099138,0.2043347493422156,0.2756329278530519,0.0
5000,0.2565948611214078,0.21108090293273513,0.278975095241289,0.0
