miliseconds,Ti,Tm,I,u
0,1.303982153126352,1.2096751806198454,0.8922024688136954,0.0
100,1.254956008741331,1.1050005600239525,0.8610236235298137,0.0
200,1.17164234710582,1.0128656622643544,0.8357663446213377,0.0
300,1.1316900060600752,0.9432061903670818,0.8181666647893074,0.0
400,1.070290782513401,0.8827924707373501,0.7757692564950908,0.0
500,1.017817855474192,0.8082508319787739,0.7606877074860221,0.0
600,0.9712400391548335,0.7592945087484866,0.7410142250818739,0.0
700,0.9055312958437007,0.7330573146466426,0.7172686722722503,0.0
800,0.8737902393778926,0.6931164704398,0.6911579775441641,0.0
900,0.8404467927571755,0.6391428041471903,0.6700283782265829,0.0
1000,0.8081502186587877,0.6160190645082814,0.6591434063304208,0.0
1100,0.7718795381784552,0.5948472260502585,0.6432301880514381,0.0
1200,0.7261490492968107,0.5601738792607892,0.6207455370135067,0.0
1300,0.6931782582900791,0.5243287022908496,0.6117796254265231,0.0
1400,0.660066881269383,0.5171354203945858,0.5964917761149378,0.0
1500,0.6446286080802253,0.48854155561619167,0.5833199298932031,0.0
1600,0.6255526958146188,0.4601860514708642,0.5605422246031232,0.0
1700,0.5798979452949057,0.4574312271223204,0.5477829306805752,0.0
1800,0.5779988989173492,0.4471766855229936,0.5452556363059969,0.0
1900,0.5399383160552464,0.42383095875297244,0.5232371011452746,0.0
2000,0.5254164950485908,0.4025434518748738,0.5167352094968104,0.0
2100,0.5139373753377001,0.3928318448673901,0.501025986717338,0.0
2200,0.48577901220131575,0.3824687977892718,0.49111033748132527,0.0
2300,0.493521573448263,0.366855744730109,0.4846355527038398,0.0
2400,0.4629615207198377,0.3585180887925678,0.4670379769902333,0.0
2500,0.4616785121447416,0.3388961575690586,0.45096856973079646,0.0
2600,0.43686425576111926,0.33227149713502935,0.4425825511002425,0.0
2700,0.43886825975919536,0.3174581604132709,0.43783987969666815,0.0
2800,0.4255325310909317,0.3141395255797048,0.4212097890366263,0.0
2900,0.41138204097918873,0.29570583888503765,0.413729097947913,0.0
3000,0.40413639269057783,0.2960529648868831,0.40658574446107554,0.0
3100,0.37572451900319104,0.28123898834410405,0.4073569947496691,0.0
3200,0.3814950942604519,0.27327665650349986,0.4000992157308351,0.0
3300,0.35887076368800513,0.2663762231082915,0.39066477963065743,0.0
3400,0.35070022598540024,0.28353461082254333,0.37185654640208277,0.0
3500,0.35243875622646226,0.2644382710299861,0.3595165385796662,0.0
3600,0.33949124062281133,0.2519786623503419,0.35511335601366506,0.0
3700,0.33073238498534185,0.2509054492639345,0.3531496173236588,0.0
3800,0.31459480532695033,0.2496634451080742,0.34128563420202945,0.0
3900,0.31032560173163626,0.23666559336619628,0.34611342811319257,0.0
4000,0.3195222366510442,0.24589893066540924,0.33728554441191383,0.0
4100,0.31035428714771957,0.22359982892891433,0.3201123341801402,0.0
4200,0.3164600395687977,0.23965439138583416,0.3258488603251413,0.0
4300,0.29710030473404253,0.23592320028779146,0.31052167805855,0.0
4400,0.3077172862173252,0.2156825043587618,0.3146954743316332,0.0
4500,0.2858232906829582,0.21183437899222363,0.3012064258005624,0.0
4600,0.27741241160694996,0.21605775867376614,0.29396645135925553,0.0
4700,0.27380054072365745,0.22024720192914424,0.2963891497368661,0.0
4800,0.27406599137948334,0.22053921107885666,0.2910066810805225,0.0
4900,0.2790154063438635,0.21881927304437537,0.2729221905296895,0.0
5000,0.2594945254085539,0.19640651310886212,0.2735053896236465,0.0
