miliseconds,Ti,Tm,I,u
0,1.3019941406472169,1.2022349862821144,0.8969307824569616,0.0
100,1.2488410117797848,1.0903141329602892,0.8717208197745776,0.0
200,1.1723816210303046,1.0050495449857761,0.8448759567786241,0.0
300,1.1318207990103488,0.9421812321197091,0.8092744506839736,0.0
400,1.0672569891448984,0.8686570145602911,0.7889170321365571,0.0
500,1.0049493708005361,0.820134851164966,0.7609461356228441,0.0
600,0.9671447815902098,0.757689186840269,0.7429799169904935,0.0
700,0.9278630780065237,0.7334427365177765,0.7127901555237022,0.0
800,0.866646145628019,0.6827016463457006,0.6952624413992273,0.0
900,0.8277624680630965,0.6599256786274464,0.6709103802384563,0.0
1000,0.8030701220256585,0.6136889014219659,0.6585881862130795,0.0
1100,0.7489529469892905,0.5985325981853336,0.6375099317025226,0.0
1200,0.7144282259037309,0.566185041592746,0.6194032021961484,0.0
1300,0.6867550599800883,0.5295110157418811,0.6050987169607901,0.0
1400,0.6710092387294977,0.5033308341142669,0.5924524665431906,0.0
1500,0.6556723532158966,0.4937827601447832,0.5726317144903782,0.0
1600,0.6163509054065981,0.4664021704824071,0.5686859438394279,0.0
1700,0.5904147074063367,0.44523256350437185,0.5413530350802165,0.0
1800,0.5781493877505257,0.44212389902467686,0.5339363728759748,0.0
1900,0.5444050095097861,0.4282414921542597,0.526775914764975,0.0
2000,0.529218445045591,0.3947997438674371,0.5093139179491784,0.0
2100,0.5070306977135267,0.38872904612702175,0.5019192255979343,0.0
2200,0.5040664694376952,0.3920568989081711,0.4937864079121078,0.0
2300,0.49382410870566024,0.37485695790351653,0.4723287260666044,0.0
2400,0.4767927340530334,0.36861489602963454,0.4595953620186898,0.0
2500,0.44060525691709845,0.3548840182228568,0.46443326696855114,0.0
2600,0.42829266961640955,0.3271027237701508,0.44841030075027677,0.0
2700,0.41449666874471963,0.3237079814088816,0.43393130431186866,0.0
2800,0.40967492224481483,0.32642045505448897,0.418942687735627,0.0
2900,0.4092796830763117,0.31374750003318735,0.4136612795018057,0.0
3000,0.4075905478197644,0.3003173772806698,0.4074638031573511,0.0
3100,0.3932487636029377,0.29203050444787043,0.4087428272811386,0.0
3200,0.36537717454680074,0.2982308681230984,0.3945604296647927,0.0
3300,0.3693062600887274,0.2800217294409206,0.392259709143495,0.0
3400,0.36311171566335276,0.27970207426343946,0.3756701048572773,0.0
3500,0.3538009711131599,0.25556403116138554,0.3745410171788941,0.0
3600,0.3383737105382312,0.2661968700057077,0.3625990297086131,0.0
3700,0.345022835950575,0.2573923053976148,0.3494682904507691,0.0
3800,0.3273361569079236,0.2626399118144317,0.3464772943311858,0.0
3900,0.31356753739709736,0.24850094805173756,0.3363637028373303,0.0
4000,0.3103682615023166,0.23490592597900928,0.3341014968139899,0.0
4100,0.315836192340203,0.22781768613721465,0.32682274007746026,0.0
4200,0.3043347699000054,0.22901781273875604,0.3170121075686383,0.0
4300,0.3010412838444634,0.23224500157969016,0.30845365292666593,0.0
4400,0.298951419174628,0.22161276027853616,0.3041695771384736,0.0
4500,0.28702099360768873,0.21996968475079498,0.3044004620419414,0.0
4600,0.2930256832719735,0.22198648807492583,0.2980999262359595,0.0
4700,0.2700751457466843,0.2098066111357298,0.2815605200263518,0.0
4800,0.28213367890673346,0.2000401186264789,0.2828627545915099,0.0
4900,0.27402331242390426,0.2134112770963014,0.28608753693193256,0.0
5000,0.2672459102617873,0.20395392111358568,0.2682701862382928,0.0
