milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,9.677871876266327e-05,0.00017008325214509616,1.64968290212704e-08,2.7222494618270225e-12,-1.3784752118034156e-15,6.655530698177686e-08,9.5434557948896e-09,8.346034672302459e-05,2.377635461629928e-06,-2.0383070653446896e-08,1.4625896028622091e-05,7.569475633118043e-06,-4.443131879663311e-08,-7.90776453467988e-07,-4.530867966661151e-09,-2.582946343329198e-09,1.9291165976343644e-06,-3.553130422721481e-08,3.216127582732203e-10,1.8049714323317837e-10,1.6620612422051412e-15,3.2748979052896083e-09,-1.0316400286333619e-09,-5.080684125518331e-15
100,8.758749920685328e-05,0.00016791846200788657,2.280810792857298e-08,8.687409570857019e-11,3.06768664414552e-16,5.077638997411689e-08,1.096331712970448e-08,1.690268845025996e-06,0.00010110426697712799,6.14379877297782e-08,-8.51402329200289e-06,-4.895636247983526e-06,1.7665731516256656e-07,7.2188557581249495e-06,2.8549649588755868e-08,4.4538303169194314e-08,-2.3717384518137568e-06,4.3283961263031043e-08,1.6138422604067175e-09,-1.2369453023756315e-10,-6.952467755288539e-16,4.282141906996241e-09,1.7720888611514327e-10,1.7838939821933023e-15
200,8.274730773295201e-05,0.00016945225774206055,1.1370959395129769e-08,2.159408936004951e-10,2.1114904590295676e-17,2.9232091056222426e-08,1.1364853868637514e-08,5.960267261687663e-07,8.987320406927474e-05,2.3082760425974985e-08,3.396602746612947e-06,-5.423817221874744e-06,2.981706438109816e-07,1.2291165436546472e-05,7.002911210608124e-08,3.6984396541421894e-08,8.250663772980974e-07,-6.937720839550459e-09,2.746874735513156e-09,1.8396218594347517e-10,2.1513501897176617e-15,8.442344636793369e-09,-5.315450707306636e-10,-2.2787970861038704e-15
300,7.470826101683348e-05,0.00017094483508868082,5.684284404256137e-09,2.752376797799754e-10,-1.0915079265205778e-15,5.70306783532408e-08,9.740089593646616e-09,1.9986872820172507e-07,8.231368999426052e-05,-4.428761194460811e-08,-1.0187992948214929e-05,5.948333127426306e-06,3.1550665722272397e-07,1.6070551718100286e-05,9.921827851512336e-08,6.167462520260314e-08,1.2970683683145158e-05,3.4442977857724014e-08,4.316070229825095e-09,2.2410630094793187e-10,-5.583902130777737e-16,2.2470928394078927e-09,-6.037790782476276e-10,-7.936988797164545e-15
400,8.392269563647106e-05,0.0001627104444577588,1.1255013741241104e-08,3.501664526872504e-10,-1.6005686397288736e-15,2.3238654891062073e-08,8.895586166868653e-09,-3.2577952305281596e-07,5.705330580795006e-05,-6.852444934960839e-08,1.7012092539779234e-05,-5.335228634755797e-06,3.7550845193686566e-07,1.839843742824166e-05,1.2960196747748185e-07,8.225168318341744e-08,9.716170686623177e-06,5.218455978972224e-08,4.289891547870091e-09,1.922367711691917e-10,1.827432095360452e-15,6.343901521375171e-09,1.3696422225586051e-10,-5.6909880421677355e-15
500,8.424978696081794e-05,0.00015931036533129673,7.471947418130522e-09,3.9747628062426605e-10,-8.735181244212902e-16,3.776685830018781e-08,6.445911357938171e-09,-5.969259384245911e-07,4.3135339600453566e-05,-6.456920302106826e-08,-1.1597693119326786e-05,6.308369805641447e-06,3.748578266134441e-07,2.0287842814860997e-05,1.240582360849747e-07,5.813343323409074e-08,2.1024009494550417e-05,6.327383666452336e-08,5.295074118196989e-09,-5.893655547691676e-11,3.3526936500054607e-15,4.7013210451285075e-09,-1.5832838462687982e-10,-4.8003224523133435e-15
600,8.673185489899543e-05,0.00016179248880134682,1.6661495019541897e-09,4.1019267703525084e-10,-4.0574833830792404e-15,4.0533738728940395e-08,4.402537709510679e-09,-4.879466708397923e-07,-3.7636868648922245e-06,-1.0943247105005074e-07,1.3074819557713502e-06,1.4805915176523413e-06,4.218978846278068e-07,2.199006303683411e-05,1.4496778865954382e-07,6.861428678260242e-08,3.851097470443845e-05,-7.769318201471336e-09,5.59209218724664e-09,1.4554074825426549e-10,2.733366167324412e-15,4.792956883483112e-09,9.040527434108278e-10,5.377276639396125e-15
700,8.949084075043189e-05,0.00017114818184870272,5.561723719432929e-10,4.2922347701989023e-10,-5.2856045225629055e-15,4.1581820428007016e-08,8.307362535175163e-09,-5.169152276110256e-07,1.70124062370758e-05,-1.4966569068920903e-07,1.1055907472599086e-05,5.825058952346225e-06,3.553415742295689e-07,2.0928265126636405e-05,2.0475088794240093e-07,8.365885326270333e-08,4.3830999583936896e-05,4.0927436789735364e-08,5.792028621015932e-09,-2.598290141510213e-10,7.444549207925155e-15,7.780253798998528e-09,7.454272188971184e-11,-1.7251806896038041e-15
800,8.82072462542758e-05,0.00015251140980460218,-2.9632713874253652e-09,5.08504591416672e-10,-6.108208639290792e-15,2.5461940586309702e-08,3.989369409548284e-09,-9.954940623172366e-07,-3.037190687582735e-06,-1.4337671160745453e-07,-2.5754001595002833e-06,4.21047973823592e-06,3.2091318400048094e-07,2.210909277523284e-05,2.2805944878952235e-07,6.447481096071533e-08,6.594331104634016e-05,6.125989918286873e-08,5.433324791002749e-09,-6.997311602371308e-12,5.9120773373192346e-15,1.8355828007747798e-08,3.2227592480408743e-10,8.851043850095886e-15
900,8.202201331567138e-05,0.00015287725726985884,-2.9833956424441746e-09,5.351711639571227e-10,-6.774821005763733e-15,3.5882378746415893e-08,1.0604256374253698e-08,-4.5285687370594604e-07,-2.13206214174505e-05,-2.056337638685692e-07,1.4774270675019886e-05,2.294001482505473e-06,3.4108459879603747e-07,2.3087321618610126e-05,2.405129001557769e-07,7.196975092551616e-08,7.655632633918615e-05,3.216493453268842e-08,6.789031412531407e-09,-3.2645257320162166e-10,7.975795703857264e-15,2.3902901513363294e-08,6.005477554327169e-10,-9.308124978050361e-16
1000,7.829121049057717e-05,0.00017253214269856174,-9.216187369207535e-09,5.552317312148546e-10,-9.48968947396366e-15,1.2043378133455514e-08,7.033366191322635e-09,8.054125699287308e-08,-8.777743482198213e-06,-2.526164564124594e-07,1.3702898319471847e-05,1.9208658367820654e-06,3.4190516977491563e-07,2.3941645442804445e-05,2.502698724933286e-07,8.427300443773543e-08,7.070956962601761e-05,1.2679430615385022e-08,6.9104709367788165e-09,-2.0829322282711027e-10,8.931278403800217e-15,1.4864640393732356e-08,4.802429941143519e-10,-7.292754665148014e-17
1100,7.620452601708478e-05,0.00015235319248428763,-4.835138650991219e-09,5.905239095690913e-10,-8.379871703609364e-15,2.6638553139250758e-08,3.0402511251482635e-09,-6.171448880242535e-07,-5.209996417646534e-05,-2.453650969823143e-07,-1.6249020974404566e-05,8.017409992753283e-07,2.8195714896152226e-07,2.458339815085123e-05,2.7477307619750056e-07,7.862386186838395e-08,9.67048924934055e-05,5.221280338477726e-08,7.163708215957036e-09,-1.7096432028056491e-10,6.462911206344453e-15,2.4025243654451046e-08,1.8582891311194095e-09,-5.138168537645928e-15
1200,7.318693104299174e-05,0.0001721798231543754,-1.5025101044783796e-08,6.51773117080971e-10,-1.1495258358888467e-14,2.0408867896153842e-08,1.2312608707966257e-08,-8.816824525843806e-07,-4.077450961967915e-05,-2.94119298518765e-07,-2.0585489083783998e-05,4.530912149248788e-06,3.3913329152356824e-07,2.7248925386267333e-05,2.652968161152447e-07,6.215941660261642e-08,9.369357071463954e-05,1.1689010754732038e-07,7.650188472586984e-09,-4.148482117489756e-10,8.337218508253458e-15,1.988633574223943e-08,2.2855170091446997e-09,-2.838661400944698e-15
1300,7.082816184324854e-05,0.00018063074178524216,-9.308319243079979e-09,6.708376851054915e-10,-1.3499011859923678e-14,2.0378089965847553e-08,1.0899462987683311e-08,-6.149672256619617e-07,-5.014660442428564e-05,-3.237167508419447e-07,8.845968001146593e-06,-1.608108799467365e-06,2.6802895641732077e-07,2.8102217141740213e-05,3.3869796640370434e-07,8.27052996606382e-08,0.00011101591692274247,1.1568114233538611e-07,7.195398930561421e-09,-5.818539160753756e-10,1.1226347811218013e-14,2.917618549693202e-08,2.7740707341333986e-09,-1.83625410767375e-15
1400,7.463923862461098e-05,0.00016153724726228395,-2.2949642906054592e-08,6.890110375945564e-10,-1.2363947526508894e-14,-4.917746248869435e-11,6.2453522770522335e-09,1.2373956309212243e-07,-6.165839405131333e-05,-3.5597170048360293e-07,-8.63471885401144e-06,3.387067721941956e-06,3.135618244152488e-07,2.91992174759413e-05,3.479638413370565e-07,7.487724365642065e-08,0.00010482051518568109,1.3961697270743925e-07,7.70672931636008e-09,-6.310151469654392e-10,1.039250755482406e-14,2.2980189998011397e-08,2.2167585260557083e-09,1.2499070912078041e-14
