miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
1000,8.280768717158384e-05,0.00016948276253375173,-5.165998984615608e-09,5.285734747702816e-10,-6.855231394313819e-15,3.4895296523015645e-08,4.451680418760438e-09,-9.131091900700851e-07,-1.670414998398053e-05,-2.3697566798080928e-07,1.663371970029982e-05,6.20456937098803e-06,3.58378506433984e-07,2.4590545359403128e-05,2.2138054140110323e-07,5.7782380344729224e-08,8.82348497043267e-05,2.7808033592611633e-08,6.818657474767972e-09,-2.2645016980670744e-10,9.715057507712559e-15,2.3561797026471223e-08,9.103004479671314e-10,-3.4903496557290586e-15
1100,9.730106502347575e-05,0.00016495732912745148,-1.5413027197824296e-08,5.855534400625313e-10,-1.1017718628577664e-14,1.8897967901409542e-08,4.613429969431898e-09,-1.2945902465531297e-07,-3.1920208022496783e-05,-2.859081370756303e-07,7.776338161367555e-06,-7.894947486691622e-07,3.661482485425068e-07,2.5611126867480357e-05,2.624482189351551e-07,5.630122644139067e-08,9.546857929991869e-05,1.0951770794016934e-07,7.367075915134694e-09,-1.673559254153514e-10,1.1190640675965354e-14,2.7045417181588484e-08,4.743149090160564e-10,2.529894055094217e-15
1200,7.766686685252101e-05,0.00016011442392623224,-1.549341836520871e-08,6.393072386736505e-10,-1.0201845139243389e-14,1.2143384783862957e-08,6.909569323213202e-09,-3.4368723342948853e-07,-6.322189195555318e-05,-2.967968043705297e-07,-2.1252903296953166e-05,9.905879052259233e-06,3.1803533265814176e-07,2.7191332265068392e-05,2.7131918450827517e-07,6.101982728584705e-08,0.00010559679466103361,2.735347296229059e-08,6.843363941282107e-09,-2.24382613292903e-10,7.358205738969184e-15,1.983788229377284e-08,1.268742644747192e-09,-2.3572182668281485e-15
1300,8.452648450479397e-05,0.0001583512506572859,-1.6113912368199273e-08,6.480331554481048e-10,-1.0879508908708876e-14,1.1214951615911007e-08,9.11251406761052e-09,-6.24225949673792e-07,-6.622582295084627e-05,-2.906025144089965e-07,1.3535779164105314e-06,6.344523167784177e-06,2.627521636824727e-07,2.7664637811042308e-05,3.096669106417832e-07,8.257289436261003e-08,0.00011376293604552211,1.3037581081054264e-07,7.609468146075877e-09,-3.521409168450944e-10,1.2095373552751321e-14,2.275776745039839e-08,1.1998198373828016e-09,1.2078227125372814e-14
1400,8.644579725215144e-05,0.0001757321445537704,-2.2072848038392926e-08,6.826940243264903e-10,-1.38773420152589e-14,-1.3599929426449077e-08,8.172389364478499e-09,-1.0717907527856279e-08,-7.65884298340804e-05,-3.2300390101164637e-07,-2.6306247019876967e-05,5.54908134971635e-06,2.78399310364629e-07,2.730176124178531e-05,3.1326956298215074e-07,7.714555488137965e-08,0.00011306190830461512,1.3035409980037897e-07,8.100145254627752e-09,-4.862487434369172e-10,1.187610374124052e-14,3.41687409060053e-08,1.915214062386536e-09,-1.1300604200533854e-15
1500,7.921930717490394e-05,0.00017471898679582626,-2.1003705611930396e-08,7.688747069096457e-10,-1.469459209095373e-14,7.679067990275976e-09,1.202594950860475e-08,-7.312234293570611e-07,-0.00010484591229259531,-3.800886441554377e-07,1.2702952472153557e-05,4.654759833218702e-06,2.2399143259501956e-07,2.980168527924323e-05,3.4962266129106826e-07,6.339529221785717e-08,0.00011301246706099488,5.7873376130342256e-08,8.664553759001956e-09,-5.551690629547868e-10,1.2992795032706688e-14,2.6897317088933726e-08,2.524342312879177e-09,6.9163182356132674e-15
1600,7.812979621371907e-05,0.00016733272681462348,-2.3272099512413445e-08,7.617882531980753e-10,-1.596164674167213e-14,-1.2307681768762554e-08,5.473781315190991e-09,-6.001491400481694e-07,-0.00011267834064385299,-3.936342222856653e-07,-1.2419944858368579e-05,-6.01301523241458e-07,2.680652465828451e-07,2.9226116245412684e-05,3.930930624235215e-07,7.676511237432306e-08,0.00012799508480298264,7.486934874451577e-08,8.32603755239777e-09,-8.036163819773707e-10,1.5832991770849966e-14,3.2361834385794545e-08,2.9543432527275513e-09,3.900514908048535e-15
1700,7.6571604530869e-05,0.00017234916808115075,-2.0900197538207106e-08,8.305705921680321e-10,-1.609713100936322e-14,7.753147587432766e-09,6.103941521513652e-09,-8.148402364859331e-07,-9.83998585330297e-05,-4.2717808733195236e-07,-6.1548549917920605e-06,1.1199855834374563e-06,2.7637011175512046e-07,3.073748217960798e-05,3.854764012789496e-07,6.247962950457829e-08,0.00013919115887300643,5.96631094617916e-08,9.331622836321477e-09,-6.2082912718528e-10,1.4522849816574683e-14,3.04550317101981e-08,1.9392377228888586e-09,9.025575099202568e-15
1800,7.994314181554019e-05,0.00015810589060939913,-2.944243673620225e-08,8.571259211715478e-10,-1.9384871169871517e-14,-2.5679508429131314e-08,6.044431967515926e-09,-7.59381244270807e-07,-0.0001068037821137138,-4.769263864168243e-07,-2.3431407827881984e-06,1.0984419849433115e-05,2.6688066515389963e-07,3.2682078025386956e-05,4.0060669999306527e-07,7.134290729262869e-08,0.00014370052427882806,1.6533406564266358e-07,8.838149645869568e-09,-7.415576444388379e-10,1.4285270261345807e-14,4.453296945290945e-08,3.31616262361099e-09,1.4068795558658882e-14
1900,9.093957288713765e-05,0.00018042451482278823,-3.663585370705623e-08,8.645873903516695e-10,-1.9501822703633344e-14,-2.8412706963988338e-08,1.0676977179815211e-08,2.2602817315051697e-07,-0.00011220169481485369,-4.931360160350627e-07,-2.342484632132068e-05,7.4680683505731706e-06,1.7647618063977327e-07,3.3352368223098065e-05,4.520293739125062e-07,8.033272923418037e-08,0.00016288865549132802,6.628008476972568e-08,9.512700983834156e-09,-7.470500532288898e-10,1.9519508056180347e-14,3.833489147702925e-08,1.765129238545581e-09,9.890912848455484e-16
2000,7.978902761101382e-05,0.0001722063135570795,-4.0299831850316304e-08,9.437666260999867e-10,-2.09668847571847e-14,-2.8461335253644734e-08,1.2803303440643703e-08,-4.385450826193424e-07,-0.00011711223015434225,-4.98421528937212e-07,-2.9071486801119943e-05,1.229889159343759e-06,2.0446797729505485e-07,3.427504988725873e-05,4.451527269723728e-07,7.95596730713884e-08,0.00016297233935585648,1.8232802118200249e-07,1.0001281315983292e-08,-1.0301943441268872e-09,2.174476537235233e-14,4.7640334436729495e-08,2.8171503183067734e-09,1.3224242263097749e-14
2100,8.395354582214578e-05,0.00016034238687004352,-3.643130728769935e-08,9.62016817258861e-10,-2.100555872667979e-14,-2.550770625556521e-08,5.983611850076416e-09,9.492923944392569e-08,-0.00016191049351204414,-5.573950764985537e-07,1.6713520338090907e-06,-1.7393330490768203e-07,2.0136420734109065e-07,3.411999380881242e-05,4.806590233992046e-07,7.984943915992581e-08,0.0001827918028892061,1.2594284158752064e-07,1.0608922701843535e-08,-1.1227256177663758e-09,1.8062605562500274e-14,4.658510625256334e-08,2.3310981996395414e-09,4.2848117361316675e-15
2200,7.660720083702096e-05,0.00016077865863899885,-3.521821452981362e-08,1.035423872366572e-09,-2.2682719835492162e-14,-4.208718264601873e-08,1.195521702408848e-08,-7.735942234539385e-07,-0.00013167954151078047,-5.909618665006816e-07,-4.820853973799317e-06,4.25010748129169e-06,1.471721251308117e-07,3.582543932259652e-05,5.211591550607845e-07,5.763271236278839e-08,0.000202715587544811,1.136511069854137e-07,1.0222354836070555e-08,-1.0757086829123678e-09,1.9599316971991175e-14,5.2200396704536864e-08,3.0176727490035675e-09,6.932184459015498e-16
2300,9.505458340267269e-05,0.00018654789227062364,-4.10705595029469e-08,1.0237602327717739e-09,-2.64059770486268e-14,-2.0586111142451422e-08,4.9438169188056376e-09,-6.232685620280968e-07,-0.00015860009871580686,-5.824851910646001e-07,-8.21894931120202e-06,1.3277690048478868e-06,1.1218264743458847e-07,3.623680266625692e-05,5.129102847374635e-07,6.972447968836382e-08,0.00019566772644066704,2.0394488969722174e-07,1.1410654972925467e-08,-1.2657034615178551e-09,2.1944484595781197e-14,4.9217458997076784e-08,2.8192787803640167e-09,1.0944119829385498e-14
2400,7.837256001592304e-05,0.00016462188829959498,-4.9091863248373386e-08,1.1075745492747586e-09,-2.7094547879570752e-14,-2.0497535635547998e-08,4.41668014777039e-09,-3.998238807261773e-07,-0.0001744688005698368,-6.213105883559869e-07,-1.7903792195347984e-05,5.106920186690711e-06,1.553312540521013e-07,3.702131573761617e-05,5.795699263168625e-07,5.661697100492266e-08,0.0002070137105936438,2.0840115102394475e-07,1.1540516634704738e-08,-1.37809291797878e-09,2.4025274437884674e-14,4.855370626350833e-08,4.333619207491114e-09,1.668247587933523e-14
2500,9.817602116937602e-05,0.0001784408291060575,-4.554152070437294e-08,1.1474439661722596e-09,-2.720696380947387e-14,-4.3174271775859565e-08,5.460629414522701e-09,2.9481582583868113e-07,-0.00019972430739063988,-6.868449019441175e-07,-8.97977219315368e-06,6.043145688355146e-06,1.2543405686813685e-07,3.905233374109546e-05,5.8449088529524e-07,7.204057759726352e-08,0.0002199274870371383,1.3135726326918287e-07,1.1404959833247147e-08,-1.1761701270396693e-09,2.3245690896967008e-14,5.33605633923175e-08,4.2169559429399455e-09,1.1895473906334237e-14
2600,8.580227385453032e-05,0.000162446812472644,-5.610419505936922e-08,1.1649642910002028e-09,-2.8228943139288565e-14,-4.686908303950009e-08,1.3887733406479944e-08,1.5736466236002286e-07,-0.0001781138743021721,-6.862509096394509e-07,-5.300960326488827e-06,1.4253369440670624e-05,9.832935746997441e-08,3.9926202301978165e-05,6.081141782765085e-07,6.239891931757921e-08,0.00023418637514965345,1.1732459754170117e-07,1.1706343286731607e-08,-1.454629937807765e-09,2.5536063941656737e-14,5.3035833059289185e-08,2.9435327267771927e-09,6.641632900186229e-15
2700,7.895227508648895e-05,0.00017253707612040553,-5.597006407109206e-08,1.1627020123327347e-09,-2.977530278284115e-14,-2.9150150730177527e-08,1.2566806415426595e-08,-4.3486629923734355e-07,-0.00024062310218020178,-7.299284432977926e-07,9.346726780069464e-07,-3.2327559671896065e-07,1.376041374578384e-07,4.033449008266945e-05,6.010124745207165e-07,6.681811250303888e-08,0.0002412634872736793,1.6658669284329944e-07,1.1868851498501256e-08,-1.3297092771727823e-09,2.431898811503731e-14,5.939364120897382e-08,4.090242446234993e-09,1.0209936808099653e-14
2800,7.429761965112214e-05,0.0001899812950958429,-5.7112844178890956e-08,1.223568104968456e-09,-3.107169787680992e-14,-6.416610031383684e-08,9.962950842130857e-09,-8.067612727227869e-08,-0.0002513631533439897,-7.276253287968754e-07,-3.520292098761618e-06,5.0054220183702334e-06,1.4772772483490155e-07,4.2040023382178705e-05,6.396637074255829e-07,6.950751561318367e-08,0.00024219553426248203,2.191989523946512e-07,1.2529509698040051e-08,-1.3481377760716588e-09,2.867806256632254e-14,5.798220597910601e-08,5.4509705868139064e-09,2.6384706817319137e-15
2900,7.41273378577946e-05,0.00017320281737121597,-5.366325277032241e-08,1.2416927573353979e-09,-3.266737892938152e-14,-3.445419854045318e-08,1.3472832465606355e-08,3.8839470650705523e-07,-0.000257988991266733,-7.800797385623381e-07,-2.426612617943546e-05,1.3150336967239339e-05,7.570532659578024e-08,4.227512395134584e-05,6.544518455036832e-07,6.303644929502967e-08,0.00026341496337189784,1.7042026682963992e-07,1.2830674593770307e-08,-1.4688448039142395e-09,2.842200869570984e-14,7.118802085582116e-08,3.7184577679311657e-09,1.1673017228999135e-14
3000,8.662617325518206e-05,0.0001803190391950854,-5.992544516419504e-08,1.3138099679444197e-09,-3.4757376680026797e-14,-3.896209868326799e-08,7.724149221893838e-09,-9.22360632384692e-08,-0.00024383488717373092,-8.36730108057644e-07,-3.9851531282859986e-05,1.2938229783224233e-05,1.7721364595768393e-08,4.3278753860735265e-05,6.999842234746046e-07,7.966839421179828e-08,0.0002791621413084776,2.14721419742464e-07,1.2826768783388384e-08,-1.4752869313135344e-09,3.022417589849539e-14,7.434316443785906e-08,5.347875987865569e-09,2.8955571918168908e-15
3100,7.505980572716085e-05,0.00018599496112418914,-6.284601871928084e-08,1.3708592676142221e-09,-3.508836217890422e-14,-5.071160421243265e-08,5.011123593986198e-09,-5.451181059890072e-07,-0.00028286524272513446,-8.214545322018581e-07,-4.085882735501586e-05,1.8623032397017087e-06,2.7039586289126587e-08,4.443613443517941e-05,7.205535132519575e-07,5.924977117899518e-08,0.0002865856456766616,2.406594521376888e-07,1.400370639304211e-08,-1.8131328873147937e-09,3.198227541259977e-14,7.33526477751139e-08,5.776158340204701e-09,4.134796669262472e-15
3200,7.615884110624243e-05,0.0001928909118698378,-6.339503674691444e-08,1.3750781497825987e-09,-3.535581250132501e-14,-7.641369263921908e-08,1.2996148666861949e-08,4.1793725264883945e-07,-0.0002613743770651426,-8.83753064227114e-07,-3.933245974830069e-05,1.1055672795836194e-05,-1.0704788769672337e-08,4.5037942438037816e-05,7.513068999414277e-07,6.732921851119761e-08,0.0002986895731541061,2.400542013366709e-07,1.434475445090969e-08,-1.7071232259872392e-09,3.261231517969581e-14,6.812560151759639e-08,6.047463473369617e-09,6.7334530687623364e-15
3300,8.86217965743342e-05,0.0001702850511754389,-6.501941952266703e-08,1.4232544056667135e-09,-3.660044593249314e-14,-6.126547059693418e-08,7.039170682716204e-09,3.5080213036011504e-07,-0.00028433604417098067,-9.035914357304942e-07,-2.5870758498506196e-05,3.3939115079853036e-06,4.568368587435791e-08,4.561592072948815e-05,7.561829870831221e-07,6.164185164091404e-08,0.0003026715069013798,2.3517464646418843e-07,1.4257170112477438e-08,-1.9477688312565243e-09,3.5848575031805525e-14,7.239064484323491e-08,5.893757433278485e-09,6.071246308265665e-15
3400,9.861134939478345e-05,0.00018985026077518292,-7.290966754496742e-08,1.4848910898425767e-09,-3.778622598498047e-14,-7.410682481044975e-08,1.2871889435524412e-08,1.9308759473010966e-07,-0.00028965903102187853,-9.179602875341369e-07,-2.174148902902752e-05,5.245322885031725e-06,-1.8694408592641312e-08,4.55428098257104e-05,7.71769934556544e-07,6.862936207531302e-08,0.0003159044420926687,2.556157960194812e-07,1.4348092514337497e-08,-1.7723068959635246e-09,3.144499374998306e-14,7.139973043217865e-08,5.020724992160156e-09,1.7323633780606408e-14
3500,9.535532313914043e-05,0.0001815442904619147,-7.37990224984721e-08,1.4906745790488932e-09,-4.1268169638927703e-14,-5.685216128877666e-08,1.3065969342280895e-08,1.7876859054813935e-07,-0.0003299801617451488,-9.556846805487227e-07,-3.6058395870513446e-05,1.5583062290319563e-05,5.4034116455796684e-08,4.672658616419522e-05,8.203983866255465e-07,7.69911859086398e-08,0.00031491733276801096,2.542734116940126e-07,1.519734449287183e-08,-1.78976588846226e-09,3.472435439810163e-14,8.2311599210405e-08,5.208358563518184e-09,6.878812739403931e-15
3600,9.624804586452972e-05,0.00019397863635574157,-7.824681448111839e-08,1.5549384040474947e-09,-4.150185807533489e-14,-7.060334407767544e-08,5.721149806658958e-09,1.8414701659364327e-07,-0.0002829123610763886,-1.0156795920321677e-06,-3.911676526738231e-05,1.0778295130631833e-05,3.616781324464238e-08,4.8067747218064827e-05,8.071372880658866e-07,7.137545589844217e-08,0.0003173155920690711,2.636449492815034e-07,1.5305502721339827e-08,-2.18543752277391e-09,3.763838474280471e-14,8.33895449684621e-08,5.8269747397420365e-09,1.9387354643600228e-14
3700,9.508932966377298e-05,0.00017700790553424283,-8.33620407690989e-08,1.536082278624501e-09,-4.222396446785411e-14,-8.649892514544193e-08,1.120602348115062e-08,-3.5684704589208345e-07,-0.0003417409539919951,-9.910902781139702e-07,-3.5945254301107775e-05,3.2290014004428126e-06,-4.4790443275174116e-08,4.9415722851558e-05,8.279502180766952e-07,6.945470489859876e-08,0.00034431931949725823,2.483248986397693e-07,1.5912898425302392e-08,-1.9910248282771398e-09,3.5291467805317586e-14,8.806519091820021e-08,5.174993810380917e-09,1.368683637319715e-14
3800,7.596555188220477e-05,0.00019312722049142042,-8.739916027554606e-08,1.582096306629632e-09,-4.568073993384981e-14,-8.541124216514625e-08,1.105059717674146e-08,-4.805129602210397e-07,-0.0003089839859587516,-1.0485014569983234e-06,-2.8309843867195783e-05,1.2002135932199116e-05,9.110836561673306e-09,4.956353550322554e-05,8.829999682298658e-07,6.821412371191366e-08,0.0003528120501237977,2.42260986209953e-07,1.612141970469454e-08,-1.9727020963234376e-09,3.8403336610799636e-14,9.186097883482342e-08,6.426521108776613e-09,5.6939208750812565e-15
3900,4.153356516206095e-07,0.0002758357478971442,-1.2364024748615052e-07,1.3818537937732748e-09,-4.989269641611964e-14,-1.912272962849079e-07,3.3312551081881366e-08,2.5060877368369285e-07,-0.0004577085422825284,-1.1542887508292776e-06,-0.00015231639520466936,5.2717873598512246e-05,-2.7349135345539856e-07,4.266108271482975e-05,6.564390329918109e-07,1.4701685468362658e-07,0.00039848033682523333,6.45218473232268e-07,1.7923338335199213e-08,-3.0543702513809314e-09,5.5596491081831784e-14,1.1664819211448931e-07,1.1366882602282343e-08,6.745682320207852e-14
4000,-9.81399401896675e-05,0.00035284806798446653,-1.5435785411042555e-07,1.134905669349538e-09,-5.714419221383977e-14,-3.030863801777054e-07,7.065386259353802e-08,1.3899507656465307e-07,-0.0006314181126936499,-1.2115336151137343e-06,-0.00027681736846381307,9.676289948249326e-05,-6.42802748761564e-07,3.504915770687846e-05,4.566146926844763e-07,2.466924732522585e-07,0.0004566487306686184,9.94989958909335e-07,2.081963233367648e-08,-3.966929315810845e-09,6.925688970817216e-14,1.5655377912351096e-07,2.0095490438572193e-08,1.2440572341630665e-13
4100,-0.0001753787820090284,0.00044739043604142707,-1.987330361674083e-07,9.0259432766987e-10,-6.350824931344547e-14,-3.925240786945216e-07,1.0045411177848032e-07,1.084478036923756e-06,-0.0008231397937978916,-1.3250342088581325e-06,-0.0003822442561134382,0.00014084548242867994,-9.627069955434542e-07,2.9184142796993418e-05,2.6680508854002677e-07,3.326262826766312e-07,0.0005047303064137349,1.291220267579193e-06,2.4030542837189655e-08,-4.899650064267249e-09,8.882745534727133e-14,1.9446067221466286e-07,2.5078997199075832e-08,1.7895650804573954e-13
4200,-0.0002623887053153221,0.0005404006627076533,-2.2997725405097316e-07,6.724505095560986e-10,-7.177476318250199e-14,-5.155804233316413e-07,1.259922666296161e-07,1.0686587545280364e-06,-0.0009924476303836247,-1.3689920383311883e-06,-0.0005161104116701933,0.0001968082686961573,-1.2488884993709857e-06,2.0296045411570327e-05,7.159923331044647e-08,4.339858957144351e-07,0.0005392185598547791,1.6732181757106402e-06,2.5634011439345078e-08,-5.945725714023458e-09,1.0232894850618512e-13,2.3682625589461368e-07,3.3459674881795773e-08,2.3157819924350645e-13
4300,-0.00035324909416658065,0.0006282484112807045,-2.728152400608208e-07,4.814534545097962e-10,-7.759929266446648e-14,-6.257597455925641e-07,1.5274665365261974e-07,4.997688301995206e-07,-0.0011274569690439265,-1.4876810561743006e-06,-0.0006420850597987388,0.0002402067727149497,-1.633103363675666e-06,1.3876452836548237e-05,-1.340346303787937e-07,5.198205968152129e-07,0.0006092426585905256,2.0197500454177224e-06,2.8264070715561443e-08,-6.8737127083970366e-09,1.1832218776159904e-13,2.7940539386980146e-07,3.835288440515966e-08,2.823294264117817e-13
4400,-0.0004324585141963824,0.0006979431201783219,-2.990598123218611e-07,2.293825911806714e-10,-8.272767477957496e-14,-7.221525017926617e-07,1.867521341226628e-07,1.2690647948902753e-06,-0.0012751691665127054,-1.5841693743286188e-06,-0.0007765442897173516,0.000278290368182867,-1.8602922774898381e-06,5.759570961906932e-06,-3.5203363082757315e-07,6.021554662331066e-07,0.0006563086545420475,2.4174329944942107e-06,3.1779705772677536e-08,-7.921463126437446e-09,1.3306341387932631e-13,3.1606335231331873e-07,4.665788170415513e-08,3.3517326156158625e-13
4500,-0.0005301624302035175,0.0007808019765071303,-3.4573625647439784e-07,-1.143754393160887e-11,-8.903897805218081e-14,-8.228495541089117e-07,2.1309223471538774e-07,1.324368851592134e-06,-0.0014468146310186421,-1.6761447649606185e-06,-0.000896515990736683,0.0003287695630112134,-2.18163583487526e-06,-1.3464851901297373e-06,-5.321283446130582e-07,7.057303110972405e-07,0.0007069062423834803,2.8400316087457416e-06,3.446136707100867e-08,-9.032630298516212e-09,1.498475534139775e-13,3.606603616814669e-07,5.38179297333159e-08,3.9210908790767237e-13
4600,-0.0006145576746216782,0.000871201429142293,-3.752572560127532e-07,-2.7314047743295805e-10,-9.534082237190462e-14,-9.245322839281725e-07,2.461804193558886e-07,1.602608220528872e-06,-0.001633911227298599,-1.756724404788209e-06,-0.0010414921559266318,0.0003761028888949453,-2.496378131373359e-06,-8.874181100774468e-06,-7.278222110066121e-07,8.098462903155697e-07,0.0007546005824039711,3.154716443357079e-06,3.638484537722213e-08,-9.96017658964613e-09,1.6720950297412806e-13,4.032010248822708e-07,6.025864844870304e-08,4.594153238318783e-13
