miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
1000,8.843161366492665e-05,0.00015213365597144647,-3.5860894838817027e-09,5.466962753314958e-10,-9.234072637910635e-15,2.29770880239425e-08,5.832282204071762e-09,-8.661410336873924e-07,-1.1652821824613776e-06,-2.555479004683446e-07,-6.804286615619032e-06,1.1130794116663497e-06,3.523214083365155e-07,2.3775192536046776e-05,2.569219194726019e-07,5.652434601597033e-08,8.471370826273985e-05,1.1683699426340565e-07,6.250260941249357e-09,-2.9339746006219255e-10,9.144924521922673e-15,1.8006760296249016e-08,1.0406186624973638e-09,1.0048838560978642e-14
1100,6.990760119828925e-05,0.0001689673791690235,-4.190444794185896e-09,5.996624162244668e-10,-8.084880823495276e-15,6.688265224847538e-09,2.909001388380341e-09,-7.519088166112338e-07,-1.6844253130342808e-05,-2.490174539317302e-07,-1.6427728376503613e-05,7.799911839974649e-06,2.9163837430579246e-07,2.539384876405003e-05,2.632936395195888e-07,5.787947314219728e-08,8.767995111811439e-05,5.66506953184022e-08,7.117583953219059e-09,-1.886277742536481e-10,7.67445942737284e-15,1.4950473522834445e-08,3.5954834634181913e-10,-3.5069347578074364e-15
1200,7.465250648022568e-05,0.0001606083028387638,-1.3576834521318115e-08,6.059935553653337e-10,-9.958271264108544e-15,2.3486976164748652e-08,1.0395515290544482e-08,1.9504973973767072e-07,-4.4085541035793155e-05,-2.811450045756344e-07,1.0869201026480251e-05,-8.025310915654112e-07,3.557627263250051e-07,2.6600069717335955e-05,3.006632337557177e-07,7.509494970893799e-08,9.750059559302497e-05,1.303858939375288e-08,7.267738573227645e-09,-4.760972477167524e-10,7.9151665438781e-15,2.206476700100396e-08,1.6156886755513517e-09,-2.9746358384376055e-15
1300,8.858648589339645e-05,0.00018027755430544422,-1.378260665288566e-08,6.891077661164586e-10,-1.3062622319271431e-14,2.2707369178297492e-08,3.481849861419199e-09,-7.532179660263902e-07,-5.6941204387468846e-05,-3.038585237252076e-07,-2.282357047698328e-05,-9.830562183687712e-07,2.8879355239657585e-07,2.6775164335290595e-05,3.205756717826354e-07,6.198513241017184e-08,0.00011408774927990972,9.546746869406121e-08,7.197507865051161e-09,-5.608255600542222e-10,1.257513544225333e-14,2.5244532407756594e-08,2.5435384981897794e-09,-4.737428848279407e-15
1400,8.289715323260444e-05,0.00016391943957855116,-1.801654550114691e-08,6.958100773020858e-10,-1.2552207858662068e-14,9.615696971812903e-09,3.0167457889466037e-09,-5.913314926789607e-07,-8.996974053634066e-05,-3.409848620572111e-07,2.5554077373055414e-06,1.8086986510009637e-06,2.3798175151466478e-07,2.7860074450164645e-05,3.4851336856186155e-07,8.148201578346857e-08,0.00012577356514577128,1.2333516180048146e-07,7.548524308310201e-09,-3.8509860124328546e-10,1.4988346397870412e-14,3.567044557571734e-08,2.193332583770913e-09,6.373535499751229e-15
1500,8.916658028914159e-05,0.00016487964140393823,-1.355263236616025e-08,7.225692297939285e-10,-1.553377320988519e-14,-8.337668824599282e-10,1.258474598864331e-08,-4.67455443383041e-07,-7.254675869647323e-05,-3.6570088275046375e-07,1.8088683729849848e-06,2.1966845176341555e-06,3.295612775712409e-07,2.944286629673025e-05,3.514697475425566e-07,5.7578149731406186e-08,0.0001238434649676788,4.578356933212476e-08,8.700410153696231e-09,-7.567838848883614e-10,1.535783837705887e-14,2.8228091146176822e-08,3.2501488252179232e-09,1.2922861682489616e-14
1600,8.954591393360066e-05,0.00016720267177261814,-2.5766531242042108e-08,7.598369073016645e-10,-1.6877219509128356e-14,-1.85506132531738e-08,4.2158404810161544e-09,-7.098876447828254e-07,-7.367397321249724e-05,-4.1734017422439417e-07,-1.8308046390514844e-05,-3.8610186688122787e-07,2.158123199513643e-07,2.990586030261575e-05,3.6634682852732415e-07,5.7336968223824574e-08,0.00012419044420375623,8.821221128613776e-08,8.898882559578013e-09,-7.631219287889093e-10,1.1483015846894398e-14,3.804833162061316e-08,2.796251498726419e-09,4.8077455910290155e-15
1700,9.74774235480508e-05,0.00016618773622721563,-3.263397931760361e-08,8.20754221070618e-10,-1.6439952884212053e-14,1.0958866842407829e-08,8.351210598837834e-09,-2.325466011194388e-07,-0.00010700612045374829,-4.4850896889423857e-07,-2.8491544780938523e-05,6.9902802336442045e-06,2.840158524243767e-07,3.129362110648112e-05,4.286845368989256e-07,7.293482762813335e-08,0.00014414281028290527,1.6008909533288498e-07,9.088034561701276e-09,-7.137280004731129e-10,1.7908153361279123e-14,3.063258266799593e-08,2.2147556023131884e-09,3.3210127829424245e-15
1800,9.00443942183163e-05,0.00016924046022268087,-3.5783414683198706e-08,8.853269022636191e-10,-1.9974762912492338e-14,-9.998406879242391e-09,1.2252248168124396e-08,-4.93672645586358e-07,-0.00011923229274475132,-4.880139036143377e-07,-1.7751747799196745e-05,8.881923664872508e-06,1.8527694406773517e-07,3.0931668622296756e-05,4.2110199978579477e-07,7.67672956448155e-08,0.00016001455242013778,1.4024126213500804e-07,9.604236562537826e-09,-7.734847427745092e-10,1.688708262085182e-14,3.8779424869356986e-08,2.9313384517512248e-09,9.548836756489961e-15
1900,8.487333961763798e-05,0.00016694150651308474,-3.3348412519153787e-08,8.911369442809707e-10,-1.9372767402486017e-14,-1.2004283640932989e-08,9.236682494931262e-09,-7.55603238858993e-07,-0.00014793364533302738,-4.652476498540437e-07,8.678177255430495e-06,8.036885285837533e-06,2.070042151058888e-07,3.298659458575091e-05,4.2032517708106225e-07,6.356040099267422e-08,0.00016960976726669992,6.747357086721672e-08,9.065556007696041e-09,-8.790444313933038e-10,1.97443734157151e-14,3.860948828378915e-08,3.0882429706244468e-09,9.610644728020553e-15
2000,8.522665976997158e-05,0.00017616641978472313,-3.416644913003154e-08,9.535004684565177e-10,-2.262400609661097e-14,-2.1219526917576914e-08,4.2533504409513655e-09,-5.719613955949722e-07,-0.00011101306367368311,-5.087790994279361e-07,-1.1103932628529775e-05,1.1914259732553215e-05,1.52692654052091e-07,3.4227449594843684e-05,4.6267821320988845e-07,6.85534711492254e-08,0.0001720510143897425,1.4162421460863786e-07,1.0137538704126309e-08,-8.437080928659183e-10,2.1488687680603758e-14,4.058284689822603e-08,2.8596673921710146e-09,6.7427067672538885e-15
2100,7.214613792265218e-05,0.0001826750581838917,-3.4241314486015405e-08,9.764689347020553e-10,-2.1632915064438908e-14,-2.8472316575718474e-08,3.958315280039274e-09,-1.8536620115712433e-07,-0.00015644168346298166,-5.297403741711057e-07,-1.2201452444192518e-05,1.0203832785801865e-05,2.2700671498540053e-07,3.4373461419696754e-05,5.062470331385755e-07,6.514835947348765e-08,0.00018312991095422641,1.266356061813889e-07,1.0381506850494309e-08,-8.882057933132297e-10,1.900409075437928e-14,4.816038783542198e-08,2.0838369190227676e-09,5.557019902227293e-15
2200,8.916313190029173e-05,0.0001685998200564251,-3.6174688971808045e-08,1.0121918138883639e-09,-2.4904091644354867e-14,-2.402639956724778e-08,7.199814597977532e-09,-4.7292512894594876e-07,-0.0001363882508606162,-5.617343046295823e-07,-2.8142452677572106e-05,1.6549132115573635e-06,2.2378489375747477e-07,3.606554124023741e-05,5.043204833436684e-07,5.760236004050285e-08,0.00019113917986377456,1.574668405538685e-07,1.02014861482624e-08,-1.2263442566202555e-09,2.040373306785821e-14,4.647530646884684e-08,2.630264799187211e-09,9.319021649505627e-15
2300,9.364824424507989e-05,0.0001638418461670747,-3.9677302695617836e-08,1.0299772338209289e-09,-2.643895120200678e-14,-2.5236633462067013e-08,1.2624213348739223e-08,-5.692564040207598e-07,-0.00019590789297453085,-6.321814732085717e-07,-3.254523515918694e-05,7.656455169871886e-06,1.3681374311270085e-07,3.745658049264522e-05,5.183340608961098e-07,5.5398882525958757e-08,0.00019074771017892634,1.8610647847869286e-07,1.0505041976764418e-08,-1.0010928582186684e-09,1.9964994947717828e-14,5.2473113129067415e-08,3.886896701711277e-09,7.41996614701271e-15
2400,9.032344849642463e-05,0.00017060214831551883,-5.049291937070037e-08,1.0670597682663502e-09,-2.458402272755262e-14,-1.8354310686038467e-08,1.1431548139587745e-08,-5.343999969538906e-07,-0.00016702474452856116,-6.425427387105742e-07,-2.2151087696988735e-06,-7.560573340954224e-10,1.7372373103685062e-07,3.739119906095633e-05,5.824962834034553e-07,6.080905394473561e-08,0.00021986084485572553,2.0292367626839336e-07,1.063909333248336e-08,-1.2152272009389485e-09,2.532115241995963e-14,5.929705061447709e-08,4.7549778875904534e-09,8.302107507767218e-15
2500,8.948325282408992e-05,0.00018214860222963718,-4.4432021939438346e-08,1.1383452361105333e-09,-2.7169297136624757e-14,-5.099564779749061e-08,7.1539476842675796e-09,1.5473995940604526e-07,-0.00016900384989363367,-6.748355118997125e-07,-2.881641878590334e-05,1.0248812057968796e-05,1.3346650122400025e-07,3.881927561631726e-05,5.647533613429473e-07,7.77794682207653e-08,0.00021592635731885427,1.921802936971574e-07,1.095886657796961e-08,-1.3704745382021485e-09,2.6192053679339442e-14,4.9274689645745195e-08,2.837346248478318e-09,2.069358302720673e-15
2600,7.757372943311165e-05,0.00016382316813744348,-5.446373354595597e-08,1.13305664932098e-09,-2.891243480794908e-14,-5.307088421359068e-08,7.560187343341858e-09,2.1331209844630776e-07,-0.00018511549707136475,-6.808277792959376e-07,-1.7383135996242682e-06,8.0187815909866e-06,1.2059197828541675e-07,3.8743752937016146e-05,6.087399491409508e-07,7.932103879818705e-08,0.00023501006521470157,1.974757984280301e-07,1.1728762731864072e-08,-1.2842075484015668e-09,2.4813513685467663e-14,5.510463831039752e-08,3.820355591132416e-09,1.8135067645219467e-14
2700,8.126603883065007e-05,0.00018941368950281293,-5.16279968563489e-08,1.1714797879700846e-09,-3.120707247019274e-14,-4.8518765367503866e-08,9.918297181750173e-09,-2.9452560158093734e-08,-0.00020088728605406776,-7.261643199935166e-07,1.92060972132383e-06,5.957627208748484e-07,1.342262857216552e-07,3.940915633853045e-05,6.441954564551317e-07,7.592683290591292e-08,0.00023353556613397997,1.6880640654841707e-07,1.2139705386228624e-08,-1.3895921025607698e-09,2.6878228888015286e-14,5.364333219574972e-08,3.9623747775076056e-09,7.88702400226194e-15
2800,8.812203866110182e-05,0.00017323471680848152,-5.1876900617766595e-08,1.1990310919273025e-09,-3.089960107493558e-14,-5.4070558730702865e-08,4.706189305181113e-09,3.60294175247989e-07,-0.00020356817984672023,-7.511957138584266e-07,-1.7493410172013044e-05,1.2436510095113122e-05,1.0067034617517123e-07,4.093893190423571e-05,6.405891338172967e-07,6.765648811342469e-08,0.00024316434839484426,1.71226047225885e-07,1.2976206957349997e-08,-1.3675737591146707e-09,2.943344364286826e-14,5.5401557576665155e-08,4.1658322520863035e-09,1.9240447642741084e-14
2900,7.34951766413451e-05,0.00017368829142691875,-6.49411002068641e-08,1.2442542531976208e-09,-3.2636944536036994e-14,-6.27059675626288e-08,7.0009819166802246e-09,3.301083592914498e-07,-0.00022172680080555137,-7.924202794534322e-07,-2.3294020623537794e-05,1.0511596894160056e-05,5.2995201089798245e-08,4.0907038266197116e-05,6.919671831442975e-07,7.52268791943222e-08,0.0002524803548863573,1.692316367811613e-07,1.3311835998157569e-08,-1.3869256030713687e-09,2.7016795654149243e-14,6.125235368789659e-08,4.019948279499214e-09,8.754072624827972e-15
3000,7.685331500565451e-05,0.0001894424285602628,-5.679197249733636e-08,1.3254497668919834e-09,-3.3720109111597426e-14,-4.514411803812459e-08,1.4327768086227778e-08,-1.8502066945633634e-07,-0.0002660535633298055,-8.327709915920459e-07,-1.9871242214128623e-05,3.2577615802429294e-06,2.886705644283445e-08,4.2706795312691546e-05,7.012472989710537e-07,7.810326052002496e-08,0.0002598476424521575,1.3988748062958835e-07,1.2984530842297427e-08,-1.762574574408587e-09,2.8156885466405395e-14,7.243819541654948e-08,4.744197797949089e-09,9.973914122480268e-15
3100,8.683973864977051e-05,0.00018453360778888792,-6.411192313914181e-08,1.3652298075288567e-09,-3.679037281762833e-14,-7.26207827605003e-08,1.0797633253464219e-08,-1.1676712823245474e-07,-0.00027316549583971934,-8.264647851132842e-07,-1.2252460125285066e-05,7.084104018190924e-06,2.4954211588136305e-09,4.371961372915702e-05,7.22439955851623e-07,7.602268626610013e-08,0.0002775219631001142,2.41843675576025e-07,1.351686758216174e-08,-1.5050543348676394e-09,2.7880638303404827e-14,6.750550006700012e-08,4.5380174681532474e-09,8.4353935658672e-15
3200,9.780011126993298e-05,0.00017086520222107119,-7.43438627793757e-08,1.395258210714748e-09,-3.7352272781983144e-14,-6.167295112341876e-08,8.104156247455637e-09,3.543916070554604e-07,-0.00029136642420507134,-8.658569718279653e-07,-3.478652967456552e-05,8.791908262604757e-06,-8.860563868172625e-09,4.4834812860967716e-05,7.102644430370234e-07,7.469278723925654e-08,0.00027772978319625866,1.8278088171902154e-07,1.3789965961493266e-08,-1.8254933587460963e-09,2.9632578863122e-14,7.27456264212235e-08,5.351848242704754e-09,9.278982573800242e-15
3300,7.474808153244382e-05,0.0001946635328698483,-7.233136182066496e-08,1.4405708032272158e-09,-3.7560960536290884e-14,-8.050408522468924e-08,1.3634431269492347e-08,-4.926636899006694e-07,-0.0002805566938654265,-9.013376187786757e-07,-1.147252148537101e-05,3.7645848165618957e-06,2.537158798438928e-08,4.602987408805715e-05,7.577472549048868e-07,5.6528926905615115e-08,0.0002894529137436353,2.079266247925667e-07,1.4537449987567501e-08,-1.9541546440462734e-09,3.148596003068112e-14,8.027241712063096e-08,6.1045503267421616e-09,2.1074280625585225e-14
3400,8.354427137570863e-05,0.00016913329735004744,-7.814252656076347e-08,1.443823128015821e-09,-3.955722931380436e-14,-5.6349243195107335e-08,1.314974092961342e-08,8.51132355671297e-08,-0.0002856053528427696,-9.042443798833673e-07,-3.936363917418454e-05,6.093819506334218e-06,6.804205467272472e-08,4.641430564468787e-05,7.588706182252316e-07,6.274780152228894e-08,0.00030370098059060894,2.611271864840992e-07,1.3995047104163293e-08,-1.9040966858999213e-09,3.345621323254065e-14,8.260326590567957e-08,5.0262337137519354e-09,2.0327291280987012e-14
3500,7.742111259514076e-05,0.0001825894386580101,-8.078103385657091e-08,1.5010310607080611e-09,-4.102494167991673e-14,-8.702629817883229e-08,5.738944423190409e-09,-4.37881496305949e-07,-0.00028960854868118687,-9.322616384511358e-07,-1.5669283805887098e-05,1.0827554365064709e-05,-4.580423509386159e-08,4.738009866741508e-05,8.213201271458427e-07,5.411701015457781e-08,0.0003194264416548446,2.1465851186166e-07,1.493300715493558e-08,-1.863592745585666e-09,3.653705562428507e-14,7.761330985506784e-08,5.682161930494922e-09,1.694636435765451e-14
3600,8.818749133388965e-05,0.0001960280527344515,-7.38511459307849e-08,1.536981987122175e-09,-4.139846539640278e-14,-7.004906964835858e-08,1.3726760086086972e-08,-2.2322418120154967e-07,-0.0003395000356143366,-1.0041774129053402e-06,-3.152426599333762e-05,7.312096139423269e-06,-6.172362376704523e-08,4.855490651860096e-05,8.358620844247868e-07,6.441040505211487e-08,0.0003372067659701442,2.7430795246595887e-07,1.5421218143478752e-08,-1.883070270536633e-09,3.3576676251797124e-14,8.365597509230321e-08,5.31095140971197e-09,1.886649931028415e-14
3700,8.993991653989026e-05,0.00018820267828721193,-8.842955406936622e-08,1.5900125109005722e-09,-4.129677387699102e-14,-8.570655829177623e-08,1.1550398596798666e-08,-2.7638777749685855e-07,-0.0003293847659789052,-1.028565794145336e-06,-3.46595130983722e-05,1.6062683624442316e-05,-6.769479407859124e-08,5.0068052979964995e-05,8.676814010282214e-07,6.056153408452028e-08,0.00033387496469014207,2.830868813325189e-07,1.5638707603391028e-08,-2.0202122573128183e-09,3.75249136184559e-14,8.989033871244291e-08,5.2658251013528195e-09,9.651299492642072e-15
3800,9.293950225180175e-05,0.00018499596999868023,-8.98640665962498e-08,1.5927474774467774e-09,-4.4237654177097893e-14,-9.244172793722298e-08,9.23849168045674e-09,-5.02373042815066e-07,-0.0003649064826066978,-1.04475290631738e-06,-1.1544833240188188e-05,1.6193384050887387e-05,-5.017090362011724e-08,4.9568121274142886e-05,8.847771496147928e-07,7.642178244137114e-08,0.0003339445986437432,2.49047835508617e-07,1.5754261746514615e-08,-2.269720091715535e-09,3.963603307537403e-14,9.238981852342402e-08,5.0839449588802116e-09,1.7347419610464023e-14
3900,3.5790511474906664e-06,0.00025164843801705865,-1.2585596833532796e-07,1.3686251558139874e-09,-5.132844768904683e-14,-1.7749974717680688e-07,4.116918410372721e-08,5.666856005385074e-07,-0.000462184163767198,-1.1578078621842008e-06,-0.00013614404848948276,4.650356590182351e-05,-3.763196796212275e-07,4.4435845733380284e-05,6.920024707935579e-07,1.4966591656755233e-07,0.00040056053124142374,6.342292106664945e-07,1.86091254828677e-08,-3.1248959366662867e-09,5.274857414005831e-14,1.1996731432890875e-07,1.1944447559478112e-08,6.707497713774222e-14
4000,-7.303643863473178e-05,0.0003579418311318205,-1.5242112417415774e-07,1.1429381802361803e-09,-5.648452279768388e-14,-2.998170042409889e-07,7.162792089823263e-08,8.199016709974178e-07,-0.000658517569684419,-1.2379376788212272e-06,-0.0002689849391572851,0.00010479531509385715,-6.571869669951291e-07,3.509338663564022e-05,4.991388538785097e-07,2.401846860713121e-07,0.0004431886774316907,9.832112467464123e-07,2.1222082974864873e-08,-4.137365754827892e-09,7.225749073092017e-14,1.5874415331749167e-07,1.8173938382247743e-08,1.1243489272733563e-13
4100,-0.0001906557227487649,0.0004472404593814126,-1.9811952843355578e-07,9.259453575238645e-10,-6.396871739205798e-14,-3.937913691588204e-07,1.0143241500333852e-07,9.904812644150867e-07,-0.0008187731290129281,-1.2979583583242976e-06,-0.0004136746585663605,0.00014564553867211559,-9.223619694368151e-07,2.9215765497131284e-05,2.8066532353915475e-07,3.376057756075272e-07,0.0005078018211640301,1.371801725415876e-06,2.336372088669801e-08,-5.046500520076324e-09,8.591189530557935e-14,2.034373553371991e-07,2.6671082836840465e-08,1.7089360587579233e-13
4200,-0.00026709959485454103,0.0005302143610192737,-2.3332797871229643e-07,7.084863183124348e-10,-6.888367980300776e-14,-4.984784794350645e-07,1.3036886636932708e-07,5.76822398416205e-07,-0.0009754765181393848,-1.3880289480530337e-06,-0.0005157797347371035,0.0001885143346700047,-1.3053482421328992e-06,2.0331442977297007e-05,4.805455751031833e-08,4.3398199843567094e-07,0.0005437527542462556,1.7444060525157786e-06,2.560378794238304e-08,-6.0251807791250855e-09,1.0597698247650427e-13,2.414526118436629e-07,3.147556405157779e-08,2.4090568218999854e-13
4300,-0.0003452714584853088,0.0006101773981620707,-2.7200347709713876e-07,4.378044355786616e-10,-7.617304997200565e-14,-6.01791930391092e-07,1.5144105262206175e-07,1.2876762751237667e-06,-0.0011544577580917899,-1.4673673834253876e-06,-0.0006590921148380197,0.0002362739512391993,-1.6179207232969512e-06,1.3137894038880967e-05,-1.4861923043648484e-07,5.254957036074509e-07,0.000606045347078085,2.024830398408065e-06,2.9361520858082156e-08,-7.207373538086466e-09,1.1785912592247093e-13,2.7761784830604713e-07,3.903963371224304e-08,2.850616249161365e-13
4400,-0.0004547661495562693,0.0006933424450298772,-3.101665377055962e-07,2.1582088479444412e-10,-8.199519137593672e-14,-7.167537207633586e-07,1.856282073779022e-07,9.013098398143957e-07,-0.001317394670165314,-1.6022541949602463e-06,-0.0007643832527565605,0.00029127404108061276,-1.8666866121911165e-06,5.301398105161004e-06,-3.4514860383013936e-07,6.051879948136082e-07,0.0006558670913952399,2.374336516054474e-06,3.203140802374318e-08,-8.058112485469728e-09,1.347088678563124e-13,3.1335805275270357e-07,4.6096332112405035e-08,3.4669927870327934e-13
4500,-0.000550395016541478,0.0008023132063795307,-3.4457939116111524e-07,-1.0799107202744951e-11,-9.003133249787613e-14,-8.337539386073829e-07,2.1629142420378249e-07,2.0278617165955973e-06,-0.001454800926130968,-1.6585673604777787e-06,-0.0008952231602554675,0.0003233500668540873,-2.22426091451382e-06,-8.71243247670987e-07,-5.280487362531274e-07,7.104921511199291e-07,0.0007040095246007426,2.7358407380955202e-06,3.4524288583613315e-08,-9.176053042458087e-09,1.5336522659166239e-13,3.621628717323464e-07,5.342218421265368e-08,3.905212902668433e-13
4600,-0.0006174381496530572,0.0008824652700980565,-3.8326453907900595e-07,-2.691654496885518e-10,-9.579991986140236e-14,-9.224781781293531e-07,2.445287087119657e-07,1.508958606748875e-06,-0.0016563743469094803,-1.7652333287776214e-06,-0.0010305840706125345,0.0003787266587588681,-2.4809636796842837e-06,-9.391629290261726e-06,-7.2196052089847e-07,8.048651835011663e-07,0.0007475285948973639,3.1439723771559353e-06,3.688007813067108e-08,-1.0134354212532543e-08,1.6983273094757454e-13,4.0183673196173715e-07,5.932224597409217e-08,4.564464341131519e-13
