milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,7.795058060291268e-05,0.00017072945458042164,1.8873723944866843e-08,1.9071987380914415e-11,7.93987236283856e-16,4.213098745620413e-08,9.923701760693937e-09,8.278873584253383e-05,2.9130543547174786e-05,-1.5121002891532443e-08,-1.9299983997502972e-05,3.954769373095005e-06,2.389145938056502e-08,3.559055122984366e-07,-2.037235545520924e-08,-1.0687014575707646e-08,-6.883475808679554e-06,3.898791992436825e-08,1.7134820571659548e-10,-8.578218051563091e-11,-2.1690895939976195e-16,-2.1671646780506603e-09,4.1068622567399477e-10,-4.3813099750984335e-15
100,7.71453675724352e-05,0.00015980938873214745,1.1462536641202407e-08,1.2130414068032966e-10,-2.395570747236026e-16,3.396834464874943e-08,5.895113457074994e-09,2.033408171814025e-06,7.68053229735847e-05,6.813695960060702e-08,2.507092046830893e-06,3.96553319222479e-06,2.485374160138769e-07,7.829652634180989e-06,4.0600864384666735e-09,2.6351441570863917e-08,-6.975535674920777e-06,-3.8323234471367416e-08,1.372705308172691e-09,4.247372250462688e-11,-9.771081972893567e-16,2.4446940024898995e-09,-3.555123167502579e-10,3.660135210219609e-16
200,8.362929395392166e-05,0.00016688146968991887,2.054429735708638e-08,1.800181029122847e-10,1.1964824909046762e-15,5.7693223040895857e-08,6.83321185346698e-09,1.4242432812616464e-06,6.584887351610064e-05,3.360393095065896e-08,2.0888554245995325e-05,3.2843064381099664e-06,2.797053608026777e-07,1.2338342727928553e-05,3.28028439355091e-08,5.886465207573734e-08,1.2279574671418308e-05,4.3108500292961385e-08,3.199945942196016e-09,-4.658042582815121e-11,-1.1134299139999875e-17,3.566050196963803e-09,-8.532398777179337e-10,2.609753529782292e-15
300,7.250557170059841e-05,0.00015081898162236216,1.946126398509868e-08,2.573334243531168e-10,-1.757342368161195e-15,2.451940249080861e-08,6.0409891489082465e-09,1.4140635653177823e-07,5.5129201627502136e-05,-3.200991053716013e-08,-5.347151364483887e-07,-2.210681303173579e-06,3.876269832223785e-07,1.5468508610207033e-05,8.38020478106961e-08,5.242344891205427e-08,1.647005642378667e-05,-5.609737339929367e-10,3.727067736331952e-09,6.25471923661267e-12,1.3799367280564423e-15,5.66098210681944e-09,1.1996924752727496e-09,-6.994408416720298e-15
400,9.412945727378671e-05,0.0001602866803578014,8.65122668064549e-09,3.5278356410223095e-10,-1.911347602273885e-15,2.2987939806076106e-08,4.251279988681993e-09,-2.030422118987778e-07,1.4677965435066783e-05,-6.404765893259468e-08,-1.5014171126587492e-05,-6.550379264540449e-06,4.51444995550229e-07,2.0002968302386294e-05,1.1773279608151312e-07,7.206236784232051e-08,1.8264436254448314e-05,7.633799480988045e-08,4.619385963758476e-09,1.2694793074864056e-10,1.4841045408810075e-15,9.286589073633954e-09,1.0776276470731498e-09,-3.313493770325761e-17
500,7.552653056429865e-05,0.0001740339306383423,1.1553053061556136e-08,3.7038921212077885e-10,-3.258755573617605e-15,2.870332806762741e-08,7.56568198951931e-09,-8.485234816632719e-07,5.92806587074768e-05,-9.93327237254533e-08,1.0328353160399088e-05,5.327270100061517e-06,4.634576416149373e-07,1.9560358970304554e-05,1.1408224147752564e-07,6.206877889647484e-08,2.052154724427783e-05,4.829842210481183e-08,4.638842013493109e-09,1.2971443806282853e-10,4.029074627418363e-15,1.3747601994771544e-09,8.24378596761738e-10,-5.760952118665674e-15
600,8.275944899905821e-05,0.00015852288513233003,7.593944886076442e-09,4.1902507422155075e-10,-2.1603176383465783e-15,2.1915056617174668e-08,9.452802759289287e-09,-8.382048915890433e-07,-6.832806853325965e-06,-1.220258863354492e-07,-7.213443052590067e-06,4.391275068379143e-06,4.2457408610544866e-07,2.1500801677255248e-05,1.5182064944649088e-07,5.911409211197099e-08,3.121215983115817e-05,4.747462995801878e-08,5.1812906913737075e-09,3.124489670727795e-11,2.4850089319591368e-15,3.393058557839763e-09,4.83855885073586e-10,-6.641296431304729e-15
700,9.09551587141809e-05,0.00014991362306655159,3.6087356607874356e-09,4.155730409277195e-10,-3.295122921434864e-15,3.144775516832369e-08,3.6433640186009392e-09,-3.2084208446518043e-07,4.19609240064122e-05,-1.3631428273002927e-07,-1.4450726859027876e-05,-1.4707185443771013e-06,4.130607364032315e-07,2.094044190858775e-05,1.923642814610682e-07,6.614675277794975e-08,4.511058417078604e-05,2.9641481601344435e-08,5.738251145658023e-09,-8.669729220335829e-11,4.402641225724239e-15,1.1417689043419012e-08,9.721491784617529e-10,8.141149986558062e-16
800,9.089900490663684e-05,0.0001554716674292537,-2.640725331320625e-09,4.701475948550612e-10,-6.313672245506998e-15,1.2686847628901228e-08,2.9949895455563556e-09,-9.108439008798303e-07,-1.3647756493362044e-05,-1.8566033837001622e-07,-1.0868262992631634e-05,-4.370188259589789e-06,3.5356515936233626e-07,2.259648626334624e-05,2.0965715161830856e-07,7.313987718409256e-08,5.32778703499353e-05,1.0775076486970525e-07,6.4417767870307575e-09,-2.48912855294138e-10,3.411398544525769e-15,1.490630547200012e-08,-6.367990330870518e-11,-3.4960898561410025e-15
900,9.411945054789237e-05,0.00017666156790018637,-5.989140250021613e-09,5.041910602477035e-10,-8.617960612365543e-15,1.8364684071458076e-08,8.512651580664932e-09,-6.085374801371196e-07,-3.4572760909550083e-05,-1.9333795298182232e-07,-1.5269317801475768e-05,2.694265387849668e-06,4.091128429106565e-07,2.351635617953284e-05,2.3680141089048694e-07,6.646750440622433e-08,6.847520026099989e-05,8.182273819282739e-08,6.462632698352235e-09,-3.769571296923238e-10,4.0124574168430885e-15,1.8433705059234046e-08,1.4631741135733335e-09,1.82690649425682e-15
1000,7.792090841503018e-05,0.00017339963386212842,-1.6353984537223647e-09,5.702435113596988e-10,-7.498319510179462e-15,3.013918072223636e-08,5.054632388736796e-09,-5.063083525419213e-07,4.763719816371796e-06,-2.2334547993685204e-07,-5.560207145129469e-06,-1.692838639646687e-06,3.5511761492449844e-07,2.422893992979395e-05,2.5463807096671023e-07,8.060808368143631e-08,6.591618878763793e-05,5.45639529104518e-08,7.1024095920052774e-09,-2.1663472486698022e-10,5.2240723429774396e-15,1.3106984578051637e-08,1.643821427253652e-09,-2.073435439999186e-15
1100,8.656550482564486e-05,0.00016366513513096966,-1.1889550894756264e-08,6.199813769194136e-10,-1.0423197469900097e-14,-7.310176143818112e-10,7.622790079567414e-09,-6.633151444679251e-07,-3.358083929034027e-05,-2.8293356476433735e-07,8.732743681653492e-06,6.966451181812759e-06,3.8311841650865126e-07,2.5174220967150508e-05,2.4419403873727505e-07,6.903590579942108e-08,8.720865967844622e-05,7.445676320890148e-08,6.3705368032844555e-09,-2.1501983337311075e-10,1.1655287380475248e-14,2.588729393207876e-08,6.690113472566588e-10,-7.330849367769072e-16
1200,8.314941556992896e-05,0.00016325276421782977,-1.7270585408124826e-08,6.604866193990002e-10,-1.1571069699091798e-14,2.2313039159688003e-08,9.87842960396593e-09,-2.1446904616687875e-07,-5.402201093933826e-05,-2.7583303588407555e-07,5.856673814716901e-06,2.188237425716219e-06,2.7101460724193074e-07,2.5542305377569884e-05,3.0000023917868277e-07,5.954341883247763e-08,0.00010901673663080097,1.1708786770908515e-07,7.73932696910066e-09,-3.340060622742299e-10,1.3199502633071163e-14,2.517412084561607e-08,5.216824356449573e-10,1.0817566117316943e-14
1300,7.796793587843858e-05,0.00016709123735488015,-9.350868683609315e-09,6.801482587980697e-10,-1.3469115427128063e-14,1.824161245743638e-08,9.29206033965714e-09,-5.757535868010563e-07,-2.920216210011468e-05,-3.132932819651077e-07,-4.754254540261787e-06,2.2725596765922453e-06,3.339957852424103e-07,2.7606954809152857e-05,3.311974016662411e-07,8.264445352399991e-08,0.00011121929706155306,4.612908397793188e-08,7.835646199956475e-09,-3.646635509589206e-10,1.4179143449737406e-14,3.301415268270648e-08,1.632747503222676e-09,2.9164297286977934e-16
