milliseconds,C,M,X,MI,XI
0,0.01,0.01,0.01,0.99,0.99
100,0.01247150463150778,0.00025255998690213393,5.915774375537336e-06,0.9997474400130979,0.9999940842256254
200,0.014957758722194887,0.0003047825796371821,2.9823909411978865e-06,0.9996952174203626,0.9999970176090601
300,0.017441522555397975,0.0003574834735613419,3.506803226663779e-06,0.9996425165264388,0.9999964931967744
400,0.019922794635736853,0.00041066909944350205,4.036317210621649e-06,0.9995893309005568,0.9999959636827908
500,0.02240157691728666,0.0004643461196110924,4.570840762619799e-06,0.9995356538803893,0.9999954291592388
600,0.02487787142249684,0.000518521320134539,5.110418939033378e-06,0.9994814786798658,0.9999948895810624
700,0.027351680226320542,0.0005732016133582645,5.655153940444731e-06,0.9994267983866422,0.9999943448460613
800,0.029823005444142618,0.0006283940405649576,6.205108797948486e-06,0.9993716059594355,0.9999937948912039
900,0.03229184922344739,0.000684105774809821,6.760357402992766e-06,0.9993158942251907,0.9999932396425988
1000,0.03475821373687473,0.0007403441237809721,7.320978467102471e-06,0.9992596558762196,0.9999926790215347
1100,0.03722210117700732,0.0007971165331356849,7.88704727503014e-06,0.9992028834668648,0.9999921129527268
1200,0.03968351375207664,0.0008544305889554622,8.458643675727113e-06,0.999145569411045,0.9999915413563261
1300,0.042142453683261694,0.0009122940217492668,9.03584837587625e-06,0.9990877059782513,0.9999909641516259
1400,0.04459892320515842,0.0009707147511545239,9.618744759276843e-06,0.999029285248846,0.9999903812552425
1500,0.047052924553885773,0.0010297007045602137,1.020741520659352e-05,0.9989702992954403,0.9999897925847953
1600,0.049504459976625705,0.0010892601968344466,1.0801946914382803e-05,0.998910739803166,0.9999891980530874
1700,0.05195353171686973,0.0011494014199290377,1.1402425528291587e-05,0.9988505985800714,0.9999885975744734
1800,0.054400142028163026,0.0012101329429035496,1.2008940970836278e-05,0.9987898670570969,0.999987991059031
1900,0.056844293162103245,0.0012714632575888754,1.2621582339190937e-05,0.9987285367424116,0.9999873784176626
2000,0.059285987374488966,0.001333401433049633,1.3240444485526089e-05,0.9986665985669508,0.9999867595555163
2100,0.0617252269210631,0.0013959564360253485,1.3865621304141663e-05,0.9986040435639751,0.9999861343786977
2200,0.0641620140571455,0.0014591375909268683,1.4497210802538401e-05,0.9985408624090736,0.9999855027891993
2300,0.06659635103881714,0.0015229542097025346,1.5135310776666132e-05,0.998477045790298,0.9999848646892252
2400,0.06902824011902771,0.0015874158728276162,1.5780021988800813e-05,0.9984125841271727,0.9999842199780131
2500,0.07145768355146599,0.0016525321750077131,1.6431445357789695e-05,0.9983474678249926,0.9999835685546441
2600,0.07388468358526636,0.0017183131189857338,1.7089686028964436e-05,0.9982816868810147,0.999982910313973
2700,0.07630924246987349,0.0017847687123776431,1.7754849236660835e-05,0.9982152312876228,0.9999822451507653
2800,0.07873136244940224,0.0018519094615216955,1.8427045511073356e-05,0.9981480905384786,0.9999815729544909
2900,0.08115104576768307,0.0019197459118009143,1.910638579363626e-05,0.9980802540881994,0.9999808936142084
3000,0.08356829466282358,0.001988288988429144,1.979298525387264e-05,0.9980117110115713,0.9999802070147481
3100,0.08598311137195522,0.002057549721734197,2.048696016647035e-05,0.9979424502782662,0.9999795130398355
3200,0.08839549812639334,0.00212753936962823,2.1188429417695637e-05,0.9978724606303722,0.9999788115705842
3300,0.0908054571557127,0.0021982693287821466,2.1897513402209347e-05,0.9978017306712182,0.9999781024865997
3400,0.09321299068377778,0.0022697512603989463,2.2614335336636186e-05,0.9977302487396015,0.9999773856646653
3500,0.09561810093190216,0.002341996968548135,2.3339020020081392e-05,0.9976580030314522,0.9999766609799818
3600,0.09802079011587861,0.002415018684898426,2.4071696706121757e-05,0.997584981315102,0.9999759283032958
3700,0.10042106044810033,0.002488828827678877,2.4812496666815347e-05,0.9975111711723216,0.9999751875033351
3800,0.10281891413568472,0.002563440266951302,2.5561556027412547e-05,0.9974365597330491,0.9999744384439745
3900,0.10521435338144519,0.002638866160065007,2.631901397428674e-05,0.9973611338399354,0.9999736809860277
4000,0.10760738038328625,0.002715119906738193,2.7085012533128153e-05,0.9972848800932622,0.9999729149874689
4100,0.10999799733384298,0.002792215269833114,2.7859697652741376e-05,0.9972077847301672,0.9999721403023493
4200,0.11238620641612812,0.0028701661377743305,2.8643217034882257e-05,0.9971298338622261,0.999971356782967
4300,0.11477200980626046,0.002948986746781642,2.9435722271303755e-05,0.9970510132532188,0.9999705642777306
4400,0.11715540969479553,0.0030286907832655554,3.0237358631380424e-05,0.9969713092167348,0.9999697626413705
4500,0.11953640826358707,0.0031092923494310054,3.104827599388051e-05,0.9968907076505695,0.999968951724008
4600,0.1219150076451899,0.0031908084392822753,3.1868655424833405e-05,0.9968091915607182,0.9999681313445771
4700,0.12429121002567736,0.003273252922664929,3.269864427703005e-05,0.9967267470773356,0.9999673013557249
4800,0.1266650175700944,0.0033566409070850244,3.353840324557802e-05,0.9966433590929155,0.9999664615967564
4900,0.12903643241884025,0.0034409902332778234,3.43881216697312e-05,0.9965590097667226,0.9999656118783322
5000,0.13140545670463022,0.0035263194970973494,3.524799683198953e-05,0.9964736805029031,0.9999647520031699
