milliseconds,Rb,pRb,E2f,RbE2f,E1,C1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,aRc,iRc,Dna,P53,Dam,Pr
0,0.002517346999724398,5.001080096586827,-0.0007311851780772434,0.0007468038261648545,5.802123765971314e-06,0.0011234806632848845,0.9988208433303386,3.007501461252555e-07,0.6029922777716861,0.49940333197997205,1.2122101221396497,0.00020842802943874794,0.0005575340969075234,0.5033274549380041,-0.0034352764137647626,1.0018401517216247,0.00020554485840652294,8.954404282178236e-07,1.6904996449041338e-05,1.2830845775344972e-08,-3.8847666349930105e-05,-6.751073281260446e-05,0.5004389766914185
100,0.024691866220651382,4.974427708432257,0.004218927629437398,-0.0008993251418711632,-5.893382089048257e-06,0.006081854417534273,0.9964480744375389,-7.200866591363467e-06,0.1160959661394714,0.48670658572441106,1.181769636179264,0.010618827536887119,0.026900955711253872,0.05897038272359751,0.4449264106087021,0.9965065128277049,0.004449015892786365,9.755382449580212e-07,1.313555513156929e-05,-4.008772275633805e-09,0.003845407668613836,0.00010348464650482774,0.4993565276364676
200,0.04858301366626346,4.95308200081212,0.0070593255874114216,0.002722636709555687,1.0312319072167905e-05,0.008581499832337131,0.990166202674299,-7.658907705557445e-06,0.0652223292815371,0.48435994235679564,1.1572145508424243,0.015009399493951268,0.036298910048609065,0.028951713501052984,0.47149136504775185,0.9927469434715058,0.0069077114977175395,2.551050016988935e-07,-3.06859479943899e-05,-6.141646372126986e-10,0.006104991007789955,0.0003300456557998324,0.5011749053157264
300,0.07423553674942594,4.921552484532357,0.007617549931641836,0.0012253984834269787,1.968320195640374e-05,0.011183241154261761,0.9887216825277436,-3.818021925716519e-06,0.05455965444186892,0.4780652179502499,1.1514172764789565,0.01834769500890712,0.04320141343312033,0.018916080352913898,0.4912888273266796,0.9897215135885336,0.012545051949508782,5.827075071023376e-07,-9.878694889565618e-06,-3.7169477171597656e-09,0.007755595252630072,0.00022249095728874084,0.4983561389954501
400,0.09132303687296645,4.913227116462185,0.011619871489015134,0.00382581979589678,3.7766498778055097e-07,0.015058398952358333,0.9831554131737253,4.020896194484297e-06,0.04374369206580768,0.4775196139939857,1.1530919481206112,0.019562947818325974,0.04860274948993373,0.011545806086534495,0.4898014513034852,0.9860444722626134,0.014689158518003235,-2.647530762401246e-07,-2.3114235711650396e-05,1.5789845741940363e-08,0.008614070823423886,0.0004956092422148541,0.5010679494326967
500,0.10250306025916885,4.896109648809797,0.013921384250994755,0.00022257050084656957,2.744144713858425e-05,0.018495768296290297,0.9817897058137955,1.342068491149992e-06,0.029658548074321316,0.4721223940140441,1.120760820252113,0.02131706466367531,0.05045956307237284,0.005876840144844322,0.49102405231777957,0.9836011671615195,0.016331581271863068,6.933981678948772e-07,-8.462733115818098e-06,3.909136456678502e-09,0.009627139298302086,0.0006317312522103644,0.4966996394814935
600,0.1224419882516284,4.869775320990169,0.015557749921925896,0.004968299312055599,1.9525926807409376e-05,0.020179550168991003,0.9784879941838597,4.741292062474094e-06,0.027433154971220255,0.4705600976544531,1.1302415565281243,0.0221967134129107,0.05493348719592421,0.0019618347217542813,0.48700092694359937,0.9811173321326889,0.01950332369256167,-1.6833558185198263e-07,2.253649439774006e-06,-3.937485968512362e-09,0.009632894624657707,0.0005293476483810576,0.5013177748782303
700,0.13682223577542837,4.856511283178434,0.018069015592721224,0.0051723581531842346,2.0864590934064372e-05,0.023762445964208904,0.9769967568657402,-3.0587460363894604e-06,0.024844835943426676,0.4678723154466952,1.1222010070340018,0.02365554295197544,0.05706256056528481,0.01307620016794356,0.4899359073465508,0.9768934160927888,0.022375204840863177,-2.2455106977588726e-07,6.251057885036472e-05,-1.0206703910388351e-08,0.01025846406535753,0.0006256273077035205,0.5014498503245495
800,0.15384459782058763,4.834987606603996,0.020436384211735274,0.0016315115479453427,2.7932465190312564e-05,0.025467663849146942,0.9732317612774062,4.172665638965969e-06,0.01194402944544225,0.46871770740902524,1.1036783527183684,0.02485001127455473,0.05736230214903239,0.001320799009117947,0.48885442503388804,0.9725219890064752,0.025215894316938308,8.881273985089712e-07,5.017124066447489e-05,1.819902629770325e-08,0.010298446022522681,0.0008300395044982724,0.4936178229928814
900,0.16435688690764863,4.841032012657927,0.022554587270761137,0.004972358355397663,5.28186254781567e-05,0.026457932541452588,0.9728411871806049,-1.9879652860848345e-06,0.009896933505093197,0.46616999631916406,1.1026302660427572,0.025447359222208782,0.059009808909321566,0.0038211161059361625,0.4878208949660887,0.9703924092854255,0.029939488353058423,2.997331107612827e-07,4.326589660108596e-05,-9.26778843830745e-09,0.010515934814880409,0.0009842882404884762,0.49756439615152603
1000,0.18269663478768447,4.807316652844431,0.025180610821555337,0.00812327056522744,7.470855993355557e-05,0.030815830208494717,0.9718402208150659,1.1062381769840526e-05,0.023201293828157034,0.4657413122571765,1.0776942556047675,0.026125184660647432,0.06110952517864378,0.005598900556324016,0.49844380149820255,0.9699645389848324,0.031010921505345474,1.0207140637189346e-06,8.228779296573502e-05,-1.4748055865764795e-08,0.010911376451925378,0.0010142378309923586,0.4951761402085184
1100,0.1805218762968623,4.806426432074772,0.02471810451946289,0.0057328351037926936,6.734100514660748e-05,0.03222602688436475,0.968641479362454,6.446311381509208e-06,0.012910626840791514,0.4635917162649382,1.0810221663008885,0.026509591775920716,0.06040997153256414,0.01445850410819148,0.49131899506793386,0.9667413010549133,0.033201052575705436,1.854204568779051e-06,9.364683483152364e-05,5.753361704111079e-09,0.010620797266919385,0.001219746392776151,0.4914547487929745
1200,0.19147052651082885,4.786819506923827,0.026273856451818605,0.007739218014043443,6.993176351400445e-05,0.03186935806999413,0.9677435905015402,6.7145827152614885e-06,0.02072677043642133,0.4624340235431472,1.0575235126331912,0.0260719906053168,0.0624528164120774,0.005106501951490561,0.4917790265646101,0.9623307162124862,0.036843202355325025,1.2040961500238582e-06,0.00015184811104693185,1.9764785216607067e-08,0.01112211512612959,0.0013050227371512976,0.48702680964424
1300,0.2091372074714252,4.776971388344273,0.028853403426772853,0.013059284347620492,0.00010699615651725279,0.033516851926684126,0.967492389869467,1.6285078358961102e-05,0.003993585248888735,0.46077674272585034,1.0608660028941637,0.026772491766472506,0.06145001853958262,0.0028412371898720945,0.4981255537327965,0.9598600322470769,0.03775799985111071,2.4463919811917386e-06,0.00013155771988807968,-7.222462260619731e-09,0.010890256096304481,0.0011510549843246438,0.48602669424273975
1400,0.21530886763453,4.766931544650132,0.028517176455928144,0.0184206783116719,0.00011836831535898609,0.036124166637743184,0.9654801131708822,9.738674411195594e-06,0.0028149962475239616,0.46006957592487585,1.0539248731965103,0.027061400359192394,0.06154429729188998,0.012237415488082812,0.49167139677450317,0.958099612098834,0.04400096948355057,1.3739276269357261e-06,0.00012890691136653704,3.3608330029984172e-09,0.011127629667301428,0.001296430453910759,0.4801254322998127
1500,0.22799514817120967,4.754700964035305,0.03138252058328089,0.014923696605259416,0.00012467495180580701,0.037244901444087285,0.9646517345783272,2.1506183912141945e-05,0.009115759228739353,0.4569329488535181,1.0332937866406382,0.02780595145459436,0.06247538113747066,0.005135241443450465,0.483959674225585,0.9547857816136309,0.045215944791252884,2.7032314311264336e-06,0.0002080800014579574,3.017530306292321e-08,0.011311844339692975,0.0014067521905726816,0.48071954511863557
1600,0.22489843441894422,4.743425160708985,0.032633586854942595,0.021276011851039594,0.00014379789368820344,0.0378361517082606,0.9628612182223067,1.765289423352375e-05,0.009790142992717953,0.4572180636355334,1.0237570365207218,0.02739355902739237,0.06303969083482101,0.0056223855070191625,0.49199872633669395,0.9550673565961013,0.04703713401969207,3.8013242177758127e-06,0.00021057366128987985,7.3886331677027e-09,0.011204497582793956,0.0015963245398210985,0.48155979764307844
1700,0.23469454569045745,4.744220709806868,0.03187345903050506,0.024244359609736782,0.0001362901417713732,0.03840378613079134,0.9625477357389736,1.603113159814194e-05,0.00746466402949114,0.4548144795385558,1.0103347466747443,0.027880194865864415,0.06244582441360024,0.004756479492644486,0.48316919224487415,0.9492534619269706,0.0495773642365908,3.92082525921299e-06,0.00026243095459666595,1.7584674772959453e-08,0.011260644637324511,0.0017819599542530206,0.4798896528184233
1800,0.24417336743598178,4.734349682383713,0.0336990333585663,0.026436143878103564,0.00017137111960572959,0.03880019991255436,0.9621997855823294,2.2376765686721608e-05,0.015213912746034732,0.4548352736744593,1.01380348377352,0.02809605555684106,0.06258094205444208,0.005051443258375762,0.4879088336294778,0.9486276560178661,0.04869500570974338,5.7316851625146656e-06,0.0002622641325695382,1.5214850933583703e-08,0.011698935102070084,0.0017196641322099063,0.47223650883715734
1900,0.2513932379921894,4.731323531667707,0.03501280099938235,0.024617653829978665,0.0001563455838568034,0.03958446854740582,0.9617186949832391,2.8895146436590037e-05,0.016980706646941766,0.4544795931244064,1.0015830061905757,0.028643043488159856,0.06356271147186897,0.017866456614117537,0.4871817333221349,0.9471147075516417,0.05222937305931436,6.617561876090295e-06,0.00025956135515444384,1.0970908727811531e-08,0.01169784643353479,0.001973093945074901,0.46870737778387633
