milliseconds,Rb,pRb,E2f,RbE2f,E1,C1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,aRc,iRc,Dna,P53,Dam,Pr
0,0.003910555047193947,4.999275609713305,0.001315865103643368,-0.002272868430432399,-2.612119688455796e-06,1.7699589168645916e-05,0.9996014132305677,-8.460616788273984e-06,0.6052148879973716,0.5003254556858413,1.1970841434437374,0.00029714566927757457,-0.00036942557830122976,0.5045860475662524,-0.003640685445424892,0.998308357463671,0.0015688681641282901,-1.23357960150089e-06,-3.249176209905794e-05,-5.099855133819333e-09,0.00019198899723570675,-0.00014581684486958903,0.501496269869808
100,0.022724649379268203,4.983962727695753,0.0022066669753844875,0.0029191128095945856,1.4093134741289595e-05,0.005028330202680861,0.9953081776982747,7.165773845513809e-06,0.11331403042131549,0.48878055420669625,1.165466472585119,0.011508819546970932,0.026585714206920543,0.05563669681858287,0.4525025382047008,0.9958610349478848,0.004081336131582407,5.06803083302521e-07,-1.2511631651270337e-05,-1.2163458682831016e-08,0.003851526949872955,0.00018903698299966865,0.5017293787396391
200,0.04680152395932871,4.945737634567002,0.006585605258268207,0.0004014667236366764,-1.2343761455512081e-05,0.009478668757633433,0.9922387764877938,5.586815585306539e-07,0.06788327283264455,0.483390513433729,1.1498447406161323,0.014800850343157295,0.03746774353692966,0.022121483009846114,0.4740163172309077,0.990820781989127,0.006705749268529096,6.496233185270936e-08,2.8322693347835367e-05,9.427480683527279e-09,0.006252389355731829,8.799783940336347e-05,0.49943598978164977
300,0.06886515433396237,4.924988129186626,0.010147259015697739,-0.0018660530024741846,2.330761590945524e-05,0.011794466114766177,0.9864101764686636,-5.3037860538429935e-06,0.04647690251595264,0.4780038901520424,1.149609689395375,0.01819320051497983,0.04352328081511568,0.014904453806044497,0.48227228073541833,0.9908925786347891,0.011964691192995775,-4.308745462529428e-07,-1.3944516410720144e-05,1.1331778987419111e-08,0.007601438913750919,0.00021346701660674957,0.5048067076173094
400,0.08041779821860572,4.90940532569063,0.011381833132491494,0.0013257038038571932,2.982258125697048e-05,0.016917212122720977,0.9834867642806913,-2.85517514744665e-06,0.048031861168518694,0.47551239583187815,1.1324829126268603,0.020197520790709547,0.04873385949296667,0.01191794624887183,0.49100856185777936,0.9840151020224437,0.013172580847896654,3.7986566307437306e-07,2.0386945439144244e-05,-4.577424319760204e-09,0.00871857272697676,0.0003374122858047087,0.5004695329531106
500,0.10349801319950737,4.888314975316273,0.015377104214078974,0.0007531836053776941,1.147145995417683e-05,0.01923111187176435,0.981911286165879,-7.649115685560704e-06,0.03138011557547288,0.47192423493379,1.1382427259705419,0.021890515073237072,0.0512380339016507,0.009837820938705468,0.48575082504925216,0.9811013406068321,0.018207553847473298,8.630449283793789e-07,5.6279519092958025e-05,1.1603597793523255e-08,0.0093224179462749,0.0006204029926931804,0.49655542924801643
600,0.1276301832765746,4.867207783806127,0.01683714439524185,0.002704493849600964,8.569674389638245e-06,0.020393168672694712,0.9776092723448131,2.099053682083038e-06,0.022074264801726702,0.4709098191789259,1.1356361068658105,0.022533952574809786,0.054981910887093116,0.0029224044438708957,0.49263274800706613,0.9795176534458556,0.02263077900720616,2.4270277383286783e-07,-2.339097190939669e-06,1.0418826900659035e-08,0.010012154881859801,0.0005479199277378009,0.49654078010455865
700,0.14185260326481824,4.869582062872718,0.01993118529549173,0.0013096636503624466,3.103789919990569e-05,0.024916262594361617,0.9750205458364709,2.1114461039972177e-06,0.02070881922122138,0.46921273560438315,1.1247417742041228,0.023965252068331423,0.055242812724040906,0.008253956636725727,0.49132343048631777,0.9778161565962828,0.022645479946765218,1.4152681603255287e-06,6.049716193684685e-05,-1.4872813112172372e-08,0.009901612103011399,0.0007951521214071189,0.500636721588844
800,0.15902909557937728,4.851321744908108,0.022040171131999936,0.002946731842613374,6.072428412015043e-05,0.025188585730981306,0.9745492437730209,3.4513252251853395e-06,0.0179646014316728,0.4667891249123495,1.101747426085615,0.02404524473874615,0.05748934037147119,0.0016079344191017057,0.48865634183161266,0.9744501014477628,0.02857777776149196,1.5553357230083346e-06,9.196868205950615e-05,1.9195936117314654e-08,0.010497654950471716,0.0007779161323214339,0.4972304692735463
900,0.16995763201868905,4.8415597893440365,0.02225640981907303,0.006009913763970613,3.517020337544733e-05,0.02845495464167115,0.9724351961049748,9.28033797510547e-06,0.010339497035746825,0.46654653202481255,1.0891388211978592,0.025115809533330424,0.059552137580314864,0.01293324407352823,0.4965497922133316,0.968131135357037,0.030804264090325235,1.7179832798173378e-06,6.20057583032574e-05,7.054749996571216e-09,0.01070290435965039,0.0009133384690799381,0.49462993726565024
