milliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
0,1.9999745935509128,0.03287866063974794,-4.6618240210823944e-08,769.9999980102236,1.1750746033534712e-07,-9.039300324953452e-09,309.99999746973737,2469.999999214881,-2.3629681017902988e-07,-2.6083483683470317e-06,-5.679064490906964e-07,1.3815550164773441e-14,4650.0,-3.2140050158367985e-14,7.854965616259431e-15,3.207323829245447e-15,6.800000000418546,-1.0055012035826937e-16,-6.532295042115081e-31,-4.938361449756388e-29,19.99999999860256,-7.150498955323297e-29,-9.493738354123784e-11,1.1512357950473319e-11,-1.792228191793458e-35,-1.3797895162410305e-35,260.0048007848966,-0.0002072098648312734,-1.9032131252033684e-32,-1.530555966854731e-15,4.335093068796071e-06,-7.216628306525284e-13,3.426145823681452e-15,1.3342075512255375e-10,0.0,-2.2973702676423896e-36,-3.6426371093698695e-10,0.0,0.0,0.0,0.0,0.0005
100,1.9996145327768429,0.03280477057215513,7.1665593757847276e-06,770.0000032706254,4.054070986390343e-07,3.8444438563134394e-08,310.00000065686856,2470.0000000330874,3.093459713969646e-06,5.075944873648034e-06,-4.790862598905181e-06,8.593207315197459e-15,4650.0,3.2212267384769094e-15,-1.911620636501636e-14,3.0034621070037143e-15,6.799999999722923,-1.1151669513850062e-16,-1.0698199763785325e-30,-3.338133553944176e-30,19.99999999805606,-7.321531261331605e-29,8.413495006362557e-10,2.709830494977425e-11,-3.629482432577641e-35,-3.116048792248585e-35,259.9795667038342,0.0001459455417861761,1.2029696637145967e-33,5.321406148683735e-14,-3.024095982524664e-06,8.455513331736767e-13,8.514819905839598e-15,-6.796787876181839e-10,0.0,6.634725776185519e-36,-2.2922173820172561e-10,0.0,0.0,0.0,0.0,0.0005
200,1.9995827162225706,0.03227193877584657,7.22159270811533e-06,770.0000022266086,4.229783798444014e-06,-1.7951768544397525e-08,310.0000032249823,2469.999997533733,2.6636487982222665e-06,5.992431764836319e-06,7.387777930247841e-07,1.5336895774739205e-14,4650.0,-1.1153813869814184e-14,1.050456082228455e-14,1.2254126764508172e-15,6.80000000025988,-1.7615701903010728e-16,9.2694886592288e-31,4.4810436884649063e-29,19.999999998601822,-4.840784000536049e-29,1.5593662310679885e-09,5.5172857680365104e-11,-2.601850765203798e-35,-8.898772627260394e-35,259.96952553717125,0.00046519920957520264,1.702049742123639e-32,-2.2546227385007383e-14,-3.5168250008635586e-06,-8.235681717995358e-13,7.212806309875767e-15,6.169831012548566e-10,0.0,-5.3232973329858556e-36,2.792367543324785e-10,0.0,0.0,0.0,0.0,0.0005
300,1.9994513815140684,0.03231377684404732,7.2085732498745875e-06,769.999995270465,-3.979486361677116e-06,1.2850377421042357e-08,310.0000032778235,2469.999995597958,1.899258714490804e-06,8.65767939131648e-07,-2.741619274151077e-06,1.0181129479963484e-14,4650.0,-1.3407763253519424e-14,-2.1869055182889328e-14,-1.9909553367622833e-15,6.799999999615968,-1.6058561276723761e-16,-4.240053553793337e-31,7.828488608212974e-30,19.999999998141018,-5.549601443432152e-29,2.179705920374174e-09,8.060264294754124e-11,1.600624569068148e-37,8.901391362892886e-35,259.9773789639706,0.0007438418504983666,-1.640608655424402e-32,-2.2391326537087967e-13,-9.348800915767529e-07,7.434162529743471e-13,8.830837937228455e-15,1.259859660179818e-09,0.0,-1.6802004369898642e-35,5.330146107747498e-11,0.0,0.0,0.0,0.0,0.0005
400,1.999075772813494,0.03190293907454555,7.194397324259711e-06,769.9999988217269,-4.8147081453817815e-06,5.828652631176817e-08,309.9999993227091,2469.9999960650935,6.95483008704188e-06,5.406090472115018e-06,-6.513378030112283e-07,1.1254189589707786e-14,4650.0,7.102332327519504e-15,-1.1572503189947245e-14,-7.046295700093048e-16,6.800000000354997,1.9600366432274552e-16,4.842163465896313e-31,3.059774481753981e-29,19.99999999603982,1.658504700969365e-28,2.711494250615011e-09,1.120605282181655e-10,-2.965652385346285e-35,7.98018942398585e-36,259.9669537269654,0.0008863823131679939,-1.681163258729434e-32,-1.986905791044407e-13,-2.6764911127857803e-06,-7.625295855753955e-13,-1.1627175278910098e-14,6.595315371218821e-10,0.0,-1.4011724447533755e-35,-3.4109653321038483e-10,0.0,0.0,0.0,0.0,0.0005
500,1.9990576880326834,0.03181629838549385,7.2487836437470085e-06,769.9999952082277,8.101125534469007e-06,4.1424917162208185e-08,310.0000009264713,2469.999993551688,5.285136761663146e-06,-4.0187141351679585e-06,4.1887111137156905e-07,6.5186555302790305e-15,4650.0,3.2302870710409464e-14,-1.7383660223174602e-15,2.208125490439161e-15,6.799999999707255,1.874855710608553e-16,7.693633922919747e-31,-2.0250876358294626e-29,19.999999993848746,1.2265187093283755e-27,3.1842793801658185e-09,1.660689459148448e-10,6.570416959958126e-36,-7.843679647343652e-35,259.95668247779923,0.0009566876242516063,-9.131528918794015e-33,7.205091009552086e-14,-3.111898554034897e-06,-8.657921759904494e-13,-9.386489703235922e-15,2.070062729259422e-09,0.0,1.4953737954363971e-35,-2.73653161966035e-10,0.0,0.0,0.0,0.0,0.0005
600,1.9989941449346285,0.03190308711202704,7.147104377008973e-06,769.9999932224105,6.5153442997759855e-06,1.053182905883623e-07,310.0000026192328,2469.999992442373,8.438623185035664e-06,6.050216084216498e-06,1.0998692242433682e-07,3.5253732219053986e-15,4650.0,-4.427630879961588e-14,-1.6285602131432045e-14,-1.178263755246443e-15,6.800000000143185,1.7427034603688783e-16,1.2364645363250154e-30,8.50466168772828e-30,19.999999995137422,1.529406973088469e-27,3.518584055968251e-09,2.2804437650958605e-10,3.766625568957906e-36,-3.756017528215783e-35,259.93343322644614,0.0012481164275672126,-1.4433228461937206e-32,2.4275889954415526e-13,-1.7152503537409862e-06,3.7115673655731843e-13,-1.2822066215439468e-14,2.358833096879627e-09,0.0,7.705607520477745e-36,2.5684077369520267e-10,0.0,0.0,0.0,0.0,0.0005
700,1.9989566354717259,0.03141877104674899,7.1128531458062744e-06,769.9999929598176,9.730607008100553e-06,1.3474552269234043e-07,309.99999773576616,2469.999989554406,9.38567557069449e-06,2.5818326805671863e-06,-1.693509082491562e-06,-1.3125135313413572e-14,4650.0,-4.44077743657394e-14,-1.9631649837309956e-14,4.197248470392467e-15,6.799999999544396,-2.837359421051191e-17,-7.43013600025343e-31,-3.665958138073562e-30,19.99999999260421,-2.2404439238917645e-27,3.6174260832787197e-09,2.4958778411118396e-10,-8.214724248836776e-36,1.174412320992747e-34,259.9448004210076,0.0011306243184532915,6.56288862302587e-33,1.7279928808367296e-13,7.763923777566811e-06,3.998336498120285e-14,6.470848743442782e-15,1.9530464938910943e-09,0.0,6.294950874294422e-36,5.435806424061853e-10,0.0,0.0,0.0,0.0,0.0005
800,1.9986525637643766,0.03152222477526582,7.20118484321951e-06,769.9999895031882,1.4822458862928072e-06,8.286470046894076e-08,310.0000002553923,2469.99999137822,1.0002414710540816e-05,4.1081116412557e-06,5.616268616449163e-07,-6.591382353573719e-15,4650.0,-4.2763336940667024e-14,-4.207760648825839e-15,-6.557328121123314e-16,6.79999999892974,-1.3622922777210486e-16,6.015210968909575e-31,-7.088318424277133e-29,19.99999999308219,-6.2752728011120936e-27,3.92632535672429e-09,2.8339224083135544e-10,5.923200968399675e-36,1.1405556613722696e-34,259.93269617274734,0.0012523528905407277,-3.942018049262394e-34,-1.1756301633614112e-13,4.035079871107212e-06,-7.958894750344908e-13,-1.6291196395211363e-14,3.5930731828991208e-09,0.0,5.962052591774663e-36,-4.6089261283081626e-11,0.0,0.0,0.0,0.0,0.0005
900,1.998184182362508,0.031134474890913786,7.188416062603243e-06,769.9999966465473,1.2284546008014368e-05,1.6704865182824118e-07,309.9999988878707,2469.999989827801,1.29845492710577e-05,3.051357834205668e-06,9.933149842791525e-06,-8.214790783677467e-15,4650.0,2.9467776263652394e-14,1.555061003841339e-14,-2.983356038742116e-15,6.799999998479261,1.148175475341765e-16,-1.556243836660469e-32,-9.431110171614256e-29,19.99999999038416,-7.925952598663698e-27,4.0655102250668085e-09,3.2332439571669897e-10,-2.3398049631761507e-35,-1.3451892041058473e-34,259.9072450488064,0.0017547603437363215,-1.1809783376396968e-32,-1.5106434248656254e-13,6.8459947703507306e-06,-1.2709994016090327e-12,3.3528164750929217e-15,4.8739262823373886e-09,0.0,1.9513577713735925e-35,1.0162615966724185e-09,0.0,0.0,0.0,0.0,0.0005
