milliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
1900,1.9968738372826782,0.029374773591346073,7.3247178732851e-06,769.99996631568,2.397386920262633e-05,3.378702277908172e-07,309.99996893903653,2469.9999764696568,2.5216960812786904e-05,2.861235018150263e-05,3.093054965529187e-05,3.2211101850070503e-14,4650.0,-1.2570363254321544e-14,2.729413071315916e-14,1.0195160219318152e-15,6.79999999640007,-6.563906582784857e-18,-1.3319397854871377e-29,-8.515917447752215e-28,19.999999981451023,-7.85980363744376e-27,4.755358482321496e-09,5.91838923716365e-10,-4.685231782242563e-34,-3.5035636944937e-34,259.81518627658767,0.0030889133908642195,-7.499133960249774e-32,-1.523990674345718e-13,2.828429750737045e-05,1.65202821908297e-12,2.2012878957109883e-14,1.1484264039771367e-08,0.0,-4.4853268665614496e-35,2.5974247489820622e-09,0.0,0.0,0.0,0.0,0.0005
2000,1.9965755863908348,0.029486908743285845,7.388663789325759e-06,769.9999645752159,2.9355500865305197e-05,3.563216197828948e-07,309.9999673786444,2469.9999743768108,2.565084869232051e-05,3.316967019891585e-05,2.439727497945492e-05,2.4876243010870666e-14,4650.0,7.023753633126108e-14,2.3728775000449452e-14,5.01669719980887e-15,6.799999995337057,2.5867649136178636e-16,-1.599524634584203e-29,-8.7126279355667e-28,19.99999998033685,-7.663120882118334e-27,4.961346201881535e-09,5.648418417272609e-10,-4.725613854158723e-34,-6.10589176361787e-34,259.8242410192707,0.0032256519788292533,-8.600983291296834e-32,1.511159834220623e-13,3.735808231882339e-05,1.2143231191837686e-15,-7.442037897712315e-15,1.0786238491036543e-08,0.0,-8.149659779624993e-35,3.4833649672074894e-09,0.0,0.0,0.0,0.0,0.0005
2100,1.9963663013411754,0.029240424008437578,7.352433465015471e-06,769.9999595507699,2.92744611546005e-05,4.6165703390479557e-07,309.99997207598904,2469.999973797104,2.7909379814851065e-05,2.934642216022033e-05,3.237249356808093e-05,3.494154033444226e-14,4650.0,2.852606375124393e-14,2.3305783197723486e-14,-2.9442002488136096e-15,6.79999999589128,1.8579241717681485e-16,-1.5808698703552914e-29,-8.750623186435445e-28,19.999999978881114,-7.540386108196853e-27,4.867577281022425e-09,5.905226244549498e-10,-5.388098293812892e-34,-7.568424531587727e-34,259.8010789501193,0.003397439252409419,-6.888547696040673e-32,3.103495802485856e-13,3.285872291270935e-05,2.467465757544861e-12,9.532807067413465e-15,1.282731978548054e-08,0.0,-9.678218067875548e-35,4.356705243378195e-09,0.0,0.0,0.0,0.0,0.0005
2200,1.9963158496700348,0.02924593062019486,7.36306931898205e-06,769.9999636776995,3.389360498362618e-05,4.32150408655179e-07,309.9999658193903,2469.9999729200003,2.805440498779259e-05,4.046571365814022e-05,3.970776610389771e-05,2.2119001213058606e-14,4650.0,8.363848831602844e-15,9.156096238294894e-15,1.6793716244278763e-15,6.799999995470778,7.568949296112556e-17,-1.6728546575504875e-29,-9.633008789409385e-28,19.999999978229386,-6.97941036884237e-27,5.0226840197236766e-09,6.138454323769683e-10,-5.317556116681896e-34,-6.078981078356059e-34,259.7931260844729,0.0036056498428362013,-9.276091821486222e-32,2.5164349588808985e-13,4.3418186113779475e-05,1.7435714254634702e-12,-2.5631546750066578e-15,1.2473942366805433e-08,0.0,-8.634684894348966e-35,3.948728536159574e-09,0.0,0.0,0.0,0.0,0.0005
2300,1.996329163312388,0.028910905840958574,7.291317559469021e-06,769.999951829458,4.688343267761706e-05,5.21541720496926e-07,309.9999601151679,2469.9999681500967,3.0783024875933256e-05,4.5557187947382265e-05,3.5736464883273266e-05,3.969124635090488e-14,4650.0,7.154941352626908e-14,2.910724588899803e-14,9.50315731598491e-15,6.7999999944022225,3.871321043744958e-16,-2.1016146057188467e-29,-9.570055630829163e-28,19.99999997780764,-6.95109656027652e-27,4.837235487878289e-09,6.149546832177042e-10,-5.759762798947921e-34,-8.349555093144131e-34,259.7785341820941,0.003954430881297569,-1.0028848405634014e-31,-8.950953858608807e-15,3.8718915890863976e-05,2.7073810848529016e-12,2.582238450047372e-14,1.2609186754430131e-08,0.0,-1.214624607319826e-34,4.026905986313457e-09,0.0,0.0,0.0,0.0,0.0005
2400,1.9959582518775316,0.028737842106808173,7.3853279231334534e-06,769.9999530894447,4.070755789302053e-05,5.632340663772291e-07,309.9999505304105,2469.9999695673155,3.191357317287116e-05,4.08721384910307e-05,3.871556984450052e-05,4.5785785312382647e-14,4650.0,2.6571171775082305e-14,1.3563121033058129e-14,6.086390168214554e-15,6.799999994736782,4.3206176031605845e-16,-2.1551585827242015e-29,-1.1093590107784279e-27,19.99999997671716,-6.810738675058712e-27,4.946249541600107e-09,6.209376050907344e-10,-6.34085909103742e-34,-1.0089624749688848e-33,259.77835467118206,0.0040802746306136985,-1.2348723230870212e-31,4.319245677199323e-13,4.1991683896619327e-05,3.67921309836915e-12,1.016348844977861e-14,1.4492520092343775e-08,0.0,-1.134961268632729e-34,4.580973499523409e-09,0.0,0.0,0.0,0.0,0.0005
2500,1.995695329533102,0.028412189820540446,7.292387599531665e-06,769.9999451284261,4.93062614392697e-05,5.244352769575369e-07,309.999949090534,2469.99996709144,3.395997428424706e-05,4.5090375084170805e-05,5.193098744381746e-05,4.512523181337835e-14,4650.0,3.485987134388223e-14,6.814048831329873e-14,1.1398512669325229e-14,6.799999994242099,5.408340053807377e-16,-2.2527446832885247e-29,-1.0862956245495045e-27,19.999999975538206,-6.546842063808461e-27,5.038538524614761e-09,6.091766737272572e-10,-6.7890578168570294e-34,-1.0217307185862083e-33,259.7768131044024,0.004125508511359547,-1.2951657729368684e-31,4.625913969002208e-13,4.9125054596924544e-05,1.635221782795242e-12,3.132182877843476e-14,1.5216663012702703e-08,0.0,-1.4845154605997656e-34,5.883627628160293e-09,0.0,0.0,0.0,0.0,0.0005
2600,1.9955719975158817,0.028508286771147615,7.436068774988419e-06,769.999950554991,5.376143692594572e-05,5.489471552214166e-07,309.99995272460404,2469.9999642547186,3.5351075735072464e-05,5.342378820055969e-05,5.180370933526254e-05,5.353988483716044e-14,4650.0,5.250905050333265e-14,5.0586240858790576e-14,4.55047843674912e-15,6.7999999940826275,4.528305398114021e-16,-2.3605298857572558e-29,-1.1020935595557542e-27,19.999999972944195,-6.298193077660584e-27,4.957191316167929e-09,6.158749914749203e-10,-6.672487973704844e-34,-1.2616887369746212e-33,259.754584149416,0.004256905250293443,-1.4209760795576856e-31,2.961493851907807e-13,5.764784742082784e-05,4.1654853639308896e-12,1.8458286314035098e-14,1.518386308027767e-08,0.0,-1.7335111724747527e-34,5.6930026004526995e-09,0.0,0.0,0.0,0.0,0.0005
2700,1.9956893635940085,0.028159543874173746,7.4040883158166194e-06,769.999946980919,5.227709702984248e-05,6.735902069374916e-07,309.9999413757054,2469.999965551798,3.712680366987993e-05,5.790466759879855e-05,6.0544611275220046e-05,5.3346923303018355e-14,4650.0,8.139328616182235e-14,7.189495513282414e-14,1.120395841397739e-14,6.799999993105332,5.643957287924183e-16,-2.6162941762868247e-29,-1.1958369964044824e-27,19.999999971642755,-6.1059217752622385e-27,4.950834323016734e-09,6.398018530350456e-10,-6.983651277739346e-34,-1.1833051839731893e-33,259.76070557931166,0.004329603539604658,-1.5934382204310389e-31,5.950100484403745e-13,5.796923006255047e-05,3.897202791606616e-12,3.822032500940752e-14,1.5425653435507605e-08,0.0,-1.867609230204169e-34,6.552790703774493e-09,0.0,0.0,0.0,0.0,0.0005
2800,1.995464214539763,0.027864021947552223,7.446010942611911e-06,769.9999370870062,6.315826967465422e-05,6.678515948916749e-07,309.99993456963426,2469.999961849773,3.8145614900354025e-05,6.281796240862788e-05,6.305852590178393e-05,5.309481750665533e-14,4650.0,1.3453489835660908e-13,7.205015908306171e-14,8.589316588162192e-15,6.799999992267297,7.75128005736565e-16,-2.8159329160889427e-29,-1.2493185780358079e-27,19.99999997204875,-5.963942766694496e-27,4.901043764902892e-09,6.400367659527748e-10,-6.859380664440473e-34,-1.4409715723977918e-33,259.7444255440376,0.004492387363735707,-2.006990640916283e-31,5.456355128684393e-13,6.262092972762442e-05,5.138957875287329e-12,3.5740310462357203e-14,1.569152159257422e-08,0.0,-1.8793901427483294e-34,6.677150996984723e-09,0.0,0.0,0.0,0.0,0.0005
2900,1.9952076917434214,0.028034642956213166,7.283384399236283e-06,769.9999353822002,6.271144646720971e-05,7.289696597697474e-07,309.9999353913167,2469.9999601285144,3.74103607309531e-05,6.109001258379514e-05,6.189279290746264e-05,6.768740313581116e-14,4650.0,1.638792641363927e-13,1.1809232506503595e-13,1.7900138122290617e-14,6.799999991978916,8.405725723160444e-16,-2.72022148069339e-29,-1.2707482900127632e-27,19.9999999688848,-6.2411545056023875e-27,5.08230221482148e-09,6.285392161154546e-10,-7.250371533789028e-34,-1.4924552649173312e-33,259.7421871974012,0.005020657261847351,-2.1480488079114962e-31,9.781355209244873e-13,6.616627414395507e-05,4.185619566732449e-12,5.489205151645902e-14,1.6926198544564227e-08,0.0,-2.1222480032462675e-34,7.197076196908624e-09,0.0,0.0,0.0,0.0,0.0005
3000,1.9951580725552318,0.02776617665231195,7.439349595198095e-06,769.9999326077327,7.744309781694863e-05,7.38744273829488e-07,309.99993373270894,2469.999961417472,3.823049790155093e-05,6.702448920979449e-05,6.518873112769413e-05,8.919064584238057e-14,4650.0,1.855981175175983e-13,1.0695121089423183e-13,1.2759982943641802e-14,6.799999991951029,8.443040156667152e-16,-2.9155033340708307e-29,-1.2780758529804986e-27,19.999999967793002,-5.905277505628201e-27,5.0385370652264745e-09,6.334141133686959e-10,-7.670545041165298e-34,-1.7341646397975e-33,259.7353172366457,0.004865185674892248,-2.158572274300402e-31,6.628618163037726e-13,6.622979106641389e-05,4.8774856212815965e-12,5.737876567391875e-14,1.8133942172330623e-08,0.0,-2.1489803304229244e-34,7.2409489191602934e-09,0.0,0.0,0.0,0.0,0.0005
3100,1.9947087046644612,0.027826201721765916,7.419392226708948e-06,769.9999216076703,7.23496715721473e-05,8.21511006154838e-07,309.9999290697717,2469.9999590062894,4.094004105557018e-05,7.871937664992913e-05,7.078897767648908e-05,1.1321821191631177e-13,4650.0,2.0319090251481145e-13,1.0055731823019397e-13,1.8269176969435982e-14,6.799999991469706,7.973789639635591e-16,-3.134209852369391e-29,-1.3189520380781298e-27,19.99999996891022,-6.078206530315193e-27,5.064385037531825e-09,6.580959187675321e-10,-7.796650208048888e-34,-1.7720319787185093e-33,259.71103526948116,0.005175884631848844,-2.3628347306623266e-31,1.1318476218928224e-12,7.559534635302975e-05,5.692355451034721e-12,4.770295548838482e-14,1.7532044673494665e-08,0.0,-2.3945341287968523e-34,7.869821384771026e-09,0.0,0.0,0.0,0.0,0.0005
