milliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
1000,1.9983218773086895,0.030944924062227295,7.244750255513398e-06,769.9999888753453,8.467351781883493e-06,1.038630482713089e-07,309.9999934324354,2469.9999859616037,1.279572059824697e-05,7.624758101768378e-06,1.8713578035773994e-06,-6.074907125572038e-15,4650.0,-2.886261938894755e-14,-2.2977956371327792e-14,2.359560320862912e-15,6.7999999993376194,2.6793512304219227e-17,-5.040222510219697e-31,-1.4833366118492615e-28,19.999999990525097,-7.806710759122456e-27,4.33835143156968e-09,3.59606015508348e-10,-1.29709271244956e-34,-9.10384608551e-35,259.9005859108172,0.001612961987083608,8.420609692603668e-33,1.403704183628911e-13,1.836927691469944e-06,-1.2479683107439873e-12,1.1904388719614075e-14,5.176264593866565e-09,0.0,-1.541604110620427e-35,1.9313150042061255e-10,0.0,0.0,0.0,0.0,0.0005
1100,1.9980195830811966,0.031035384967000403,7.141129847800304e-06,769.9999959752014,7.319304071935732e-06,1.5014489266953886e-07,309.99999286692065,2469.999983770577,1.6223077779471036e-05,9.842888695103203e-06,1.1047340921068934e-05,-3.0119302296563453e-16,4650.0,3.797573572195559e-14,-1.0944214670723954e-14,2.6279275244004603e-15,6.799999999090104,1.603808553999584e-16,-1.2803565238138801e-30,-2.980502666672772e-28,19.999999989858814,-7.556822984058478e-27,4.436684504000467e-09,4.0196326720722113e-10,-1.3113443530374293e-34,3.4334626991832117e-35,259.8980515775716,0.0016853354713886745,9.641189168374748e-33,-2.1555376527259892e-13,8.446375687449454e-06,-9.3950712113313e-13,6.289053295831945e-15,4.945622699849847e-09,0.0,-1.745792114388653e-35,6.212656638773212e-10,0.0,0.0,0.0,0.0,0.0005
1200,1.9979741259377608,0.030833530089769003,7.280463148188025e-06,769.9999933040883,9.428831708431782e-06,2.3291015797554518e-07,309.99999385856734,2469.9999837978485,1.5808733907729546e-05,8.381227393215667e-06,5.822279538432207e-06,-1.3235745187389519e-14,4650.0,-2.686252921148655e-14,-8.309319370565084e-15,2.9460753050027863e-15,6.799999998965493,-1.7230166733369807e-16,-4.131219278521224e-30,-2.8133548999785966e-28,19.99999998821293,-7.135323013287917e-27,4.446556362525874e-09,4.254182497511534e-10,-2.1515342722705913e-34,-1.2642217837384293e-34,259.90135349140814,0.002065851158093782,3.1992699876260804e-33,2.58265884624032e-13,7.029332147318062e-06,1.0325297075237623e-12,1.4388745072263327e-14,6.411717748215082e-09,0.0,2.4103325709114387e-36,1.3511481115069995e-09,0.0,0.0,0.0,0.0,0.0005
1300,1.997719314464195,0.030629246080549725,7.328028607971151e-06,769.999990924606,1.7688364819916197e-05,2.465961803385167e-07,309.9999831819184,2469.9999810567947,1.5607637643004737e-05,1.847283760718782e-05,1.635084466343532e-05,1.6094681888205106e-15,4650.0,-2.4364750130980906e-14,2.145298527563348e-15,2.686565660733915e-15,6.799999998089152,-4.073778062520779e-17,-3.198255238298136e-30,-3.688429828785527e-28,19.99999998556892,-7.129345935924764e-27,4.562972536893226e-09,4.704777809671748e-10,-1.9270113278063934e-34,-5.842926954490837e-35,259.87639752842824,0.0022580881763318355,-3.81408446977813e-33,-4.874070916395563e-15,1.2055406126343664e-05,-9.928496608733533e-13,5.1027318020309244e-15,6.688438738210159e-09,0.0,-1.078233653199269e-35,1.7686582677504986e-09,0.0,0.0,0.0,0.0,0.0005
1400,1.9975006587486888,0.030241237661616332,7.33172724618445e-06,769.9999841202779,1.729354713125376e-05,2.3724014204431167e-07,309.99998401050857,2469.9999823793214,1.6785628735452383e-05,2.0071507577091097e-05,1.8740815463871637e-05,2.5798752782686413e-15,4650.0,2.592549569180991e-14,-4.7897737570899574e-15,1.1885809956431128e-15,6.799999998050627,1.543763411996721e-16,-5.000299036647576e-30,-5.294918424429526e-28,19.999999986265568,-7.591472682332085e-27,4.737059658068455e-09,5.062309351827774e-10,-2.41009969728067e-34,-2.7942109288067846e-34,259.8814410062759,0.0026324281572767134,-3.4059126011611034e-32,1.388124469587381e-13,2.0505305192434185e-05,-1.2034597296942003e-12,-1.4896661070925802e-14,8.167775582377098e-09,0.0,-1.2385276772615296e-35,1.46383814973514e-09,0.0,0.0,0.0,0.0,0.0005
1500,1.99762761480266,0.030158918873023376,7.300425913086534e-06,769.9999783203625,1.2680057322141604e-05,2.7285398232482e-07,309.99997874916147,2469.999979935956,1.936847912412029e-05,2.01395343317233e-05,1.8854651926936205e-05,-3.937203003467719e-15,4650.0,-2.0166314570242764e-14,9.632210463555254e-16,3.146300842651332e-15,6.799999997330394,3.9099644793949093e-17,-6.96130284420749e-30,-5.461350122842001e-28,19.999999984917995,-8.314920057752304e-27,4.788233394287972e-09,5.100490385744138e-10,-3.2461350798417546e-34,-6.497059238493872e-35,259.8674808121954,0.0025026012924738634,-2.0853711822286766e-32,6.379246297641169e-14,2.315686057981873e-05,-4.702505867220635e-13,1.8905759982089555e-14,8.082105517627526e-09,0.0,-4.0674776743803726e-35,1.47440280311849e-09,0.0,0.0,0.0,0.0,0.0005
1600,1.9972010717208883,0.02999977014694386,7.261786205015258e-06,769.9999814577614,2.1109987008443926e-05,3.2263827517906395e-07,309.99998449480296,2469.999979814879,2.022356747004411e-05,2.180019706619029e-05,2.1530780235826996e-05,1.971474146694464e-14,4650.0,-1.7653376124916724e-15,3.4310027774524604e-14,-3.417219506741121e-15,6.799999997197305,2.2041171610409192e-16,-7.469109211432995e-30,-6.139572140046256e-28,19.99999998309817,-8.91748578996656e-27,4.8732745247243796e-09,5.396308309543589e-10,-3.7248733131069616e-34,-1.822942971602523e-34,259.857651950521,0.002520864945599305,-3.1502517393490135e-32,-1.6480304594913055e-13,1.911529929191002e-05,1.0509427276024638e-12,2.7049296258423615e-15,7.923775916193976e-09,0.0,-1.865167383175838e-35,1.7192183498277707e-09,0.0,0.0,0.0,0.0,0.0005
1700,1.9969723605906746,0.029801909408450844,7.313875188168039e-06,769.9999753676459,1.8983296344742637e-05,3.5897386532498307e-07,309.9999740586854,2469.9999776089685,2.257359502101855e-05,2.750460959502422e-05,2.515254000655848e-05,-1.6443100836883145e-15,4650.0,-3.551021988235962e-14,2.432974231761212e-14,1.297411439495859e-15,6.799999996471215,-1.820471141984176e-17,-1.1461005434482453e-29,-6.980171491803355e-28,19.99999998295386,-8.30978345903924e-27,4.8789329937713105e-09,5.417395642909763e-10,-3.736580208928658e-34,-4.64701147967721e-34,259.8337619730764,0.0030272228662953896,-2.6438077551914807e-32,-1.6865745030643967e-13,1.6657301370527817e-05,-6.835483126869753e-13,1.4718306107267e-14,9.343341808648277e-09,0.0,-3.2046246297741627e-35,2.001284884710885e-09,0.0,0.0,0.0,0.0,0.0005
1800,1.9968464255421146,0.029692702192156747,7.1984088647445245e-06,769.9999693215486,2.889303912138308e-05,3.320654793965481e-07,309.99998095056867,2469.999975405244,2.3845219792538722e-05,2.624851882790947e-05,2.954586879764858e-05,2.079926270081507e-14,4650.0,1.6821528763838888e-14,4.070212050945897e-14,-9.705592912360358e-16,6.799999996488698,3.059142850653909e-16,-1.2177178325654946e-29,-6.95018337390985e-28,19.999999982277313,-8.472311890234754e-27,4.754990853818099e-09,5.498307100955205e-10,-4.583627861418697e-34,-2.492851322831186e-34,259.8448822590176,0.0029578918110523813,-4.141382359156996e-32,-1.2093943887438453e-13,1.9652731327724763e-05,9.695575707768964e-13,1.228683153143817e-14,9.389700418713193e-09,0.0,-5.531415240427022e-35,2.8336463821591888e-09,0.0,0.0,0.0,0.0,0.0005
1900,1.9965312681908574,0.029586324837035795,7.304981848092708e-06,769.9999719888764,2.772634581410487e-05,4.0552531400989954e-07,309.99996949401344,2469.9999739434156,2.5454585065701172e-05,2.6663901691927913e-05,3.1599643479143003e-05,3.0137473457494864e-14,4650.0,5.177893689538966e-14,2.1267716381285542e-14,3.9515447261758124e-15,6.799999996775726,1.5758967988603671e-16,-1.3730948329392357e-29,-8.367140804492677e-28,19.999999980430957,-7.912556042907132e-27,4.963575457295273e-09,5.758532208102942e-10,-4.644626330004284e-34,-4.401091286140748e-34,259.81586898653666,0.003138351789224351,-6.400102675242138e-32,5.353774061860244e-14,2.971746120012681e-05,2.3701451888910266e-13,-1.6424408896527613e-16,1.0212229009604527e-08,0.0,-7.147971952079843e-35,3.2566505857130925e-09,0.0,0.0,0.0,0.0,0.0005
2000,1.9963865117670991,0.02958894699085043,7.3965024564505875e-06,769.99996264711,3.1870839010733615e-05,3.920422633137691e-07,309.999970811605,2469.9999745681916,2.674451510536817e-05,3.3721283143330354e-05,3.432410386850333e-05,6.445962912348491e-15,4650.0,4.554638915364348e-14,7.110386093432844e-16,7.499151107847573e-15,6.799999995804087,1.994408622462147e-16,-1.5946642702014345e-29,-8.656904125584355e-28,19.999999979804098,-7.693737613649229e-27,4.86733112760712e-09,5.825453397516123e-10,-4.680409425761946e-34,-6.022049510012406e-34,259.8084643746333,0.0034597051997895473,-6.86113998443267e-32,2.565171991963035e-13,3.1021230831512894e-05,8.829119599212226e-13,8.564138281489732e-15,1.189394008893547e-08,0.0,-6.45859359859543e-35,3.452032517758728e-09,0.0,0.0,0.0,0.0,0.0005
2100,1.9965153878671218,0.029040608614781853,7.21268235968704e-06,769.9999645474838,4.071795828574294e-05,3.7995964180946385e-07,309.99996967394503,2469.9999720792102,2.8415567037031815e-05,3.757504037421133e-05,2.9851818622818254e-05,3.017385517611243e-14,4650.0,7.502081397938032e-14,3.3356615631429543e-14,8.308382779893433e-15,6.799999995183532,2.3042913237406194e-16,-1.5524934997471202e-29,-8.806971158606063e-28,19.999999978984572,-7.609383330278938e-27,4.83838827420332e-09,5.94122700409016e-10,-5.023677654212579e-34,-6.654629380439992e-34,259.79938295949717,0.0037705508901702814,-6.89341789956116e-32,-4.086469676162279e-14,4.004945815494704e-05,8.707091430628184e-13,1.6393682053806968e-14,1.2118856558077686e-08,0.0,-8.964069816474301e-35,3.855933948406232e-09,0.0,0.0,0.0,0.0,0.0005
2200,1.9962977261607142,0.029162778286274654,7.240771301366688e-06,769.9999625983207,3.865765578995931e-05,5.003460205047159e-07,309.99996462413327,2469.999970147371,3.022829734274427e-05,3.924690993932972e-05,3.119867118348502e-05,3.355066867159178e-14,4650.0,6.147603142358131e-14,1.3798391606532198e-14,8.447167134311773e-15,6.799999995280236,1.726808627951968e-16,-1.8376244288520256e-29,-9.645253981252266e-28,19.99999997736962,-7.167992183917401e-27,4.919672242638932e-09,5.999790964498715e-10,-5.419711859730916e-34,-8.621894334759938e-34,259.7888380149895,0.003510303056939107,-9.158758568048898e-32,1.4126489350616844e-13,4.14743361677462e-05,1.527510588301774e-12,1.116543802610761e-14,1.1974852133894337e-08,0.0,-8.544710169249605e-35,4.34276773062152e-09,0.0,0.0,0.0,0.0,0.0005
2300,1.9963071940390513,0.028703178974783815,7.296323909480534e-06,769.9999535332884,4.386418256662941e-05,4.379920771778135e-07,309.9999590031772,2469.9999702574155,3.0161083201292852e-05,4.136822847320217e-05,4.212836669695116e-05,1.7595429732102854e-14,4650.0,3.955343276596776e-14,1.5969014710525264e-14,9.375639725030518e-15,6.799999994805222,1.7110946018645216e-16,-2.1174333406322424e-29,-1.0500788529914678e-27,19.999999977335236,-7.148274887667646e-27,4.833254793558276e-09,6.089534843677253e-10,-5.730578669335386e-34,-8.259198618698204e-34,259.786302955514,0.0038741691252818103,-1.273888193365862e-31,1.289653326572446e-13,3.611359816148455e-05,2.68299480739243e-12,-1.904591741845108e-16,1.3939376145338199e-08,0.0,-1.2355121071625941e-34,4.291412686008082e-09,0.0,0.0,0.0,0.0,0.0005
2400,1.9957239119760088,0.028878188958355356,7.295923960960252e-06,769.9999515682613,4.5666729188896527e-05,5.606472706466675e-07,309.9999585065687,2469.999967180958,3.181810703989806e-05,4.4225116097208904e-05,4.640803164856669e-05,4.09146620686364e-14,4650.0,4.2740799605345805e-14,6.051422500719395e-14,6.891871138242854e-15,6.799999994438646,3.5631928514483084e-16,-2.0605113008451206e-29,-1.040993385659928e-27,19.999999976039888,-6.963858561964923e-27,4.866173431510915e-09,5.96575316652192e-10,-6.0631812431935164e-34,-8.709308251035913e-34,259.77880760242596,0.004056759894407616,-1.228300503834935e-31,3.9536550190576747e-13,4.0498176184643234e-05,2.1566644768861067e-12,3.55423160009426e-14,1.3830097160532554e-08,0.0,-1.330053544791934e-34,5.5480733143961915e-09,0.0,0.0,0.0,0.0,0.0005
2500,1.9959089919920887,0.028598843213897593,7.2577950955439e-06,769.9999493679636,4.885848115618689e-05,5.036567380977522e-07,309.99995116968915,2469.99996801174,3.439090440695505e-05,4.5203468017937855e-05,4.852539865490576e-05,5.496276999007472e-14,4650.0,5.328772264147527e-14,4.096191453961954e-14,5.50132929264493e-15,6.7999999939877505,3.3837910589954253e-16,-2.1946598591961686e-29,-1.0682018342136012e-27,19.999999973998136,-6.438022859875108e-27,4.8963440005262425e-09,6.034891196324336e-10,-6.5613962229664465e-34,-1.1031804126399194e-33,259.7720735596389,0.004069278884450431,-1.479336354544432e-31,5.223190116381106e-13,5.2523997740088565e-05,3.721868340661903e-12,2.1454201415120432e-14,1.4884490724896676e-08,0.0,-1.4841116771373333e-34,5.543841159721191e-09,0.0,0.0,0.0,0.0,0.0005
2600,1.9954918764736325,0.028367592188466448,7.409544592188372e-06,769.9999431343622,5.442094577253439e-05,5.544173405802017e-07,309.9999445456022,2469.999966021001,3.589475627340653e-05,5.064951096562847e-05,5.199108047107508e-05,6.570278845636837e-14,4650.0,1.0095170677498546e-13,8.429545618322097e-14,4.978191942588494e-15,6.799999993024906,4.668996216331068e-16,-2.4447017733212106e-29,-1.1416104423904268e-27,19.999999972459698,-6.425184572793388e-27,4.995105694913918e-09,6.321114529974422e-10,-6.623557104955981e-34,-1.2126472566983623e-33,259.7775680990481,0.004404290978118535,-1.4936307297661964e-31,7.325081049935441e-13,4.792507864918304e-05,4.236083474875734e-12,2.248884322649539e-14,1.50568709529849e-08,0.0,-1.673511386431423e-34,5.761433346452754e-09,0.0,0.0,0.0,0.0,0.0005
2700,1.9955595008370233,0.028338616684796043,7.437219801203352e-06,769.9999383426067,6.396614788569289e-05,5.907530962890367e-07,309.9999497287421,2469.999964368978,3.682470968330971e-05,5.683089504934419e-05,5.083517566266518e-05,4.545761142727247e-14,4650.0,1.1324836547171015e-13,5.777594808505858e-14,1.1218907329752674e-14,6.79999999292564,4.823001039684196e-16,-2.4733340306196978e-29,-1.1105362518007214e-27,19.99999997221046,-6.4485136665144216e-27,5.080667831475757e-09,6.384007548142588e-10,-6.837644927519774e-34,-1.4221168338162074e-33,259.76505698289344,0.004287827354809657,-1.6017368035843121e-31,3.25385784689734e-13,6.352985695681911e-05,2.446406035683461e-12,2.013655712056485e-14,1.6052470756418158e-08,0.0,-1.6077871740384346e-34,6.541038044230927e-09,0.0,0.0,0.0,0.0,0.0005
2800,1.9953221081432646,0.028139465555149182,7.283585556265431e-06,769.9999365771545,6.810824166366753e-05,6.124955534401681e-07,309.9999420263154,2469.999964728013,3.547955944752613e-05,6.21656970389677e-05,6.0596168361915454e-05,6.116348386691607e-14,4650.0,1.4425354715021915e-13,5.814874111510439e-14,8.45942236221802e-15,6.799999992038873,4.687228176782233e-16,-2.784276080328028e-29,-1.1731568225563835e-27,19.99999997098209,-6.060062667929743e-27,5.0775880448054665e-09,6.165514537474381e-10,-7.095955413312406e-34,-1.3372486184902888e-33,259.7398244576088,0.004777334903904756,-1.984161898127901e-31,8.603020740264716e-13,6.714181481132169e-05,4.460863461633317e-12,2.6273598337440298e-14,1.5868387538003764e-08,0.0,-1.864854395491235e-34,6.8085973537073654e-09,0.0,0.0,0.0,0.0,0.0005
2900,1.9953612086909676,0.02780102537059626,7.320385429197892e-06,769.9999321511169,6.273968006916771e-05,7.085920317863993e-07,309.9999352578835,2469.9999607044665,3.9614118900003935e-05,6.354790144514598e-05,6.513427641399018e-05,9.13742991658969e-14,4650.0,1.3516893685972607e-13,1.1111710638865809e-13,1.752671681131359e-14,6.799999992292656,5.843101943576997e-16,-2.6411756328788665e-29,-1.2184126049794413e-27,19.999999969394757,-6.035895496566585e-27,4.911378451924447e-09,6.39460259286925e-10,-7.320168334401463e-34,-1.7312391703720677e-33,259.7401885264585,0.004630022990623959,-2.2147062629829256e-31,8.570569456297383e-13,6.461161736262483e-05,4.433663768437804e-12,5.920227204625554e-14,1.709013004885099e-08,0.0,-2.211040005342657e-34,7.181705039953078e-09,0.0,0.0,0.0,0.0,0.0005
3000,1.994953968613771,0.027581132734496114,7.423243564597038e-06,769.9999301318916,7.091690106137682e-05,7.314992446078497e-07,309.999926335008,2469.9999611588646,3.8298223856181094e-05,6.739918938265674e-05,6.471632252821664e-05,9.158239384113933e-14,4650.0,1.6327281189503025e-13,1.255786707230004e-13,1.6693990936827808e-14,6.799999991558939,7.94947537511342e-16,-2.8105000923890005e-29,-1.2094607488944695e-27,19.999999969633727,-5.896325929160721e-27,4.965570308253216e-09,6.328354067333743e-10,-7.518327204372186e-34,-1.8056456647930095e-33,259.7321776590142,0.004791623142255612,-2.1001370565524962e-31,8.055079508228914e-13,6.854593381973814e-05,7.2402861445327266e-12,5.87940392749134e-14,1.6757866060497178e-08,0.0,-2.1975194025634262e-34,7.727604609170681e-09,0.0,0.0,0.0,0.0,0.0005
3100,1.9949669534241368,0.027810599560657356,7.279686577216269e-06,769.9999245931193,8.09566239690267e-05,8.249698733745748e-07,309.99992525212474,2469.9999605260414,4.0612090667617366e-05,7.384950886715682e-05,7.246406199557045e-05,8.693477906250515e-14,4650.0,1.9691206650505918e-13,1.145929340719905e-13,2.3462344123065232e-14,6.799999991254781,1.0224038320898406e-15,-3.086372139798148e-29,-1.2986880537080152e-27,19.999999966797844,-5.969995191137965e-27,5.076641534567171e-09,6.330539578255895e-10,-7.837754282270771e-34,-1.7338998913278897e-33,259.72133486555066,0.005137743564262442,-2.5436895883140595e-31,8.152440746076698e-13,7.668120838247358e-05,6.68809766917454e-12,5.777782020373403e-14,1.7302716632510734e-08,0.0,-2.5578133408592974e-34,7.720940238393003e-09,0.0,0.0,0.0,0.0,0.0005
