milliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
0,2.000029029729774,0.0326001115649966,-3.8799692542199744e-08,769.9999981095942,-6.067426677750847e-06,-3.659731521800069e-08,309.99999671031634,2470.000001830519,-1.638683698326427e-06,2.1505709225954192e-06,-1.0882157555684318e-06,8.008352026647597e-15,4650.0,5.585737930017425e-15,1.6845728946725198e-14,-4.4977663526031735e-15,6.800000000557006,3.707280503559416e-18,-1.1257919806623366e-30,4.2443103931470675e-29,20.000000001305267,-2.5117112904022207e-28,1.544423645096338e-11,7.7862526556971e-12,-1.5817919778574927e-35,9.073539367006152e-35,259.9965078540859,-0.0002036928100542195,-1.0350810068902829e-32,2.2828503577769954e-13,3.7293634427364307e-06,-1.1510962325996603e-12,4.670920445677299e-15,1.4440876185105726e-10,0.0,-1.0981130200131968e-35,-3.6492342250454847e-10,0.0,0.0,0.0,0.0,0.0005
100,1.9999149900715725,0.03246299507007267,7.15730974670381e-06,769.9999942380964,-5.6190184918700606e-06,5.975282221964764e-08,309.99999674948765,2469.9999988410705,2.633047309023985e-06,4.219839996327847e-06,-2.1175015984444358e-06,-1.6095612203815143e-14,4650.0,-1.1540774896893292e-14,1.515969731848267e-14,5.458415274222027e-15,6.800000000422931,1.6341916801705662e-16,-4.413935417582395e-31,-1.6396308588690832e-29,19.99999999904487,-1.549629113427705e-28,8.00301532913061e-10,-1.738046854405705e-12,-1.937946198895624e-35,-7.016528177074738e-35,259.9842416706696,9.149760820144549e-05,-5.929676743511294e-33,-2.2067937307056544e-13,5.750489869136432e-06,7.188841724451836e-13,6.112064276916369e-15,7.929722741549138e-10,0.0,1.656157844661316e-35,-5.593215636045637e-10,0.0,0.0,0.0,0.0,0.0005
200,1.9998442612438492,0.03249907074330404,7.049686789111473e-06,769.9999952750862,-3.6898998602063113e-06,6.128468191586461e-08,310.00000385335295,2469.9999960944447,2.3927210037643422e-06,-3.776120777853648e-06,-1.0551604620899384e-06,1.226584579396102e-14,4650.0,3.9454597344074455e-14,-1.491855573900252e-15,4.567795352769699e-15,6.799999999402339,-2.28449631030526e-17,-1.088700539036202e-30,1.9216800579934113e-30,19.999999996722806,-1.381301715752363e-28,1.5673547676198735e-09,5.185066358434881e-11,2.9217318269807885e-35,1.593472634185126e-34,259.98614508609927,0.0005665333721155357,-3.986613864296954e-33,5.3400027175966494e-14,1.4098535213189199e-06,-1.178568437090497e-12,-1.4497579425268043e-14,-6.929191473223479e-11,0.0,-1.8691774227813262e-35,2.3030346943581182e-10,0.0,0.0,0.0,0.0,0.0005
300,1.9994742809284027,0.032384451786070904,7.0771545637883075e-06,770.0000048772039,1.8145716606400669e-06,4.3573442956134494e-08,309.9999988379245,2469.999995647827,3.6927092220607234e-06,4.816879724206662e-06,6.419436647842428e-06,1.4401225170603402e-14,4650.0,-1.9791193573047286e-14,-2.562556687738057e-15,5.721217097689821e-15,6.800000000287159,3.907047043084074e-17,6.607397922603978e-31,-3.829935634232578e-29,19.999999998024713,-1.350505957873402e-28,2.1930491213920376e-09,7.474836083748108e-11,2.63736134905575e-35,1.105963994173222e-34,259.97657495001425,0.0005110855716218795,-1.540811446572245e-32,2.436867357193735e-13,-1.6512879762882773e-06,9.224658951582975e-13,1.2788123039038871e-14,3.3045156798651396e-10,0.0,1.3390787235295263e-35,5.177055236889433e-10,0.0,0.0,0.0,0.0,0.0005
400,1.9991821322037486,0.03205710953082984,7.241645760561723e-06,769.999995501703,5.672361460486792e-06,9.318109034682116e-08,309.999999122569,2469.9999960200194,6.6318993624683914e-06,-1.6910194126818307e-06,-3.5418881219531915e-06,-1.5588406428287283e-14,4650.0,2.237942614065009e-14,2.697906933047039e-14,-5.585074560139735e-15,6.799999999583034,-1.9984368141159311e-16,-4.217615315546143e-32,2.376974436435704e-29,19.999999997375717,3.4280411040355707e-28,2.799015891892386e-09,1.1258561497670785e-10,1.730695555154399e-35,-1.0976224757507348e-34,259.95244554075265,0.0006019766462654647,1.7872067969013687e-32,1.9539764405541986e-13,6.117030819903806e-06,2.096902506486283e-14,-7.274063706404093e-15,1.077758619462239e-09,0.0,1.572440377770067e-35,-2.084125383928234e-12,0.0,0.0,0.0,0.0,0.0005
500,1.9990801740945223,0.031784536078312955,7.222599130793042e-06,770.0000033411634,-2.3965958660349512e-06,4.934274857817861e-08,310.00000302911974,2469.9999944788888,5.9935109504983844e-06,6.450486673699242e-06,1.5283498915894173e-06,3.0569314466263325e-15,4650.0,4.177903390030363e-14,-1.4992091306645705e-14,5.507930285603668e-15,6.799999999423304,-1.1036844760781986e-16,-1.0348937676637888e-30,5.015724446505167e-29,19.99999999508677,8.585228649100918e-28,3.2150734643308532e-09,1.852679267941498e-10,2.4566830604622227e-35,6.382941052993036e-35,259.9547417514699,0.0008940718613687063,-3.839516179447618e-33,2.7404319737930016e-13,1.803365348519654e-07,2.489598313883758e-13,7.939165926391587e-15,7.999538819234859e-10,0.0,-1.5572834773064096e-35,-3.362787483355507e-10,0.0,0.0,0.0,0.0,0.0005
600,1.999010049905254,0.03181486791176056,7.0775368808895535e-06,769.9999927935313,-3.7467784839338846e-07,9.114857626188304e-08,309.9999948413808,2469.999990802757,9.549092337333749e-06,2.3098648758054367e-06,6.135697067118954e-06,1.570202118133863e-14,4650.0,2.6030140407576606e-14,-7.762533945886634e-15,5.680489757428539e-15,6.799999999354588,-1.1888169657280608e-17,1.9883602618937734e-31,-7.439208950658017e-30,19.999999992847556,1.4094071063619608e-27,3.4949501445202985e-09,2.0646570750373647e-10,1.3360279800346291e-35,-1.1979431112786293e-34,259.939141594088,0.0010713153490235852,1.8017192293344416e-33,-2.626797164092684e-13,1.6466303679316805e-07,4.094363816270428e-13,2.2729170870005915e-15,2.9092487620288883e-09,0.0,7.524096741506166e-36,3.746517544160857e-10,0.0,0.0,0.0,0.0,0.0005
700,1.9988413424978677,0.031715762795869955,7.155348061767562e-06,769.99999681642,2.0020370866621203e-06,4.828554471436655e-08,310.0000000533978,2469.999991492454,8.10925774356156e-06,-5.623740909867423e-07,6.77035673980013e-06,-1.8644900700431016e-16,4650.0,4.605662762663373e-14,2.6822394082553916e-14,-7.047186773367673e-16,6.799999999825555,5.5389131035976195e-17,1.5807707488279174e-30,-2.1918725750814573e-29,19.999999993375322,-2.0837357811497995e-27,3.730075939017087e-09,2.425517202573357e-10,2.1905919385706053e-36,1.6699741154852276e-34,259.9449400014989,0.0011521711329904557,4.354164683776407e-33,1.8317868181408763e-13,3.7663836132265955e-06,-4.829213312216406e-13,-5.052884267248586e-15,2.2765219104863093e-09,0.0,1.9324278360200266e-35,3.4163402107871353e-10,0.0,0.0,0.0,0.0,0.0005
800,1.998443805324947,0.03141679173462144,7.146281212735647e-06,769.9999938930688,7.962636539224971e-06,1.3549543041132564e-07,309.9999986708549,2469.999991536004,8.436954062872054e-06,9.714964809917179e-06,1.0349145182537998e-05,-1.2227785795284532e-14,4650.0,7.322126926898938e-15,2.4663291986598443e-14,3.5095871365190846e-15,6.799999999820962,-1.3487327040270643e-16,8.640161471119853e-32,-5.11842042209486e-29,19.999999992009585,-6.169695420248103e-27,3.926459478599165e-09,3.1559534446034067e-10,-6.968738583702368e-36,-1.4089707387761535e-34,259.9369037950337,0.0012720083095780167,-1.5075381660624157e-32,-2.9962037372056374e-14,4.874251489236883e-06,9.358224291208183e-13,-1.1985272724326574e-15,3.5349158143871192e-09,0.0,-1.726832495325508e-35,2.4625535806055175e-10,0.0,0.0,0.0,0.0,0.0005
900,1.9986191295728808,0.03137791402193019,7.22967201077381e-06,769.9999979687694,9.644015061962388e-06,9.48734302062447e-08,309.99999450335207,2469.9999881481817,1.0719298797561428e-05,1.1167851760339289e-05,6.443504737715114e-06,5.580756387438038e-15,4650.0,1.3572202039387153e-14,1.8367728921937136e-14,-5.679596368051005e-15,6.799999999461737,-1.805320954648251e-17,-7.596337844621933e-31,-4.1699723727448264e-29,19.999999991521488,-7.971776254114777e-27,4.083201044441306e-09,3.2705776775214795e-10,-2.8327532056884676e-35,8.137176508700254e-35,259.9126724513303,0.0015405288754238616,-1.5439522100071184e-32,-2.4468876788229944e-13,6.958039610759783e-06,-1.126310811286357e-12,-1.4736676312362606e-14,4.112671877749562e-09,0.0,-6.260482994810251e-36,4.749119288331984e-10,0.0,0.0,0.0,0.0,0.0005
1000,1.9980713837509159,0.030971793891383038,7.271886283465862e-06,769.9999960621936,2.0388668798857854e-06,1.646239827992846e-07,309.9999952603069,2469.999986686632,1.3024461049401384e-05,6.520775606354046e-06,6.630021972159111e-06,1.372982285282767e-14,4650.0,-3.083721862480309e-14,2.8855786608956617e-15,-3.848965162144055e-15,6.799999998874183,6.386165468193403e-17,6.252389324579606e-31,-2.177423750078415e-28,19.999999988704737,-8.101559492284199e-27,4.185785075441988e-09,3.575104363436464e-10,-8.769823126267635e-35,1.1135529994244636e-34,259.917770018235,0.0016360864744635177,-1.9276564210884242e-32,-1.1084894973214289e-13,1.2575632352679724e-05,-2.085888406902235e-13,1.6276005745014682e-14,4.119408912798793e-09,0.0,-7.883384119299135e-37,1.047151661138402e-09,0.0,0.0,0.0,0.0,0.0005
1100,1.9983022592036388,0.03093570352950836,7.275343301841663e-06,769.9999929958207,7.33030474257809e-06,1.350404900942678e-07,309.99999568970196,2469.999987333297,1.3575255867037462e-05,4.372247465199147e-06,5.246095034551313e-06,5.0272123910702904e-15,4650.0,-4.398763201300897e-14,-8.814704485857752e-15,-5.63131240005989e-15,6.799999998249382,6.114057971012804e-17,-2.9595860185724497e-30,-2.566647409696091e-28,19.999999989258946,-7.581856127668e-27,4.501360451457749e-09,4.0266926675930196e-10,-1.1355341051308157e-34,1.7552951780293376e-35,259.8993952776902,0.0018701826150153912,1.0772381788701539e-32,2.7421549542919693e-13,1.2977441863354706e-05,8.874478778166693e-13,1.4864128958811276e-14,4.898929584929327e-09,0.0,1.2377011024923273e-35,1.224012340747443e-09,0.0,0.0,0.0,0.0,0.0005
