milliseconds,S,A,D,L,T
0,0.1,0.0,0.0,0.1,0.0
100,0.10314048716687184,0.0014181066446611727,3.078293832846314e-05,0.1005688107483179,0.0004939803509120381
200,0.10636268123245318,0.0028728913418950112,0.00012307448662327882,0.10114246322895784,0.0009761752006758564
300,0.10966764287178436,0.004365046730666409,0.0002768130286727112,0.1017208743717757,0.0014469565625245362
400,0.11305637771816134,0.005895258172189745,0.0004919687389583192,0.10230395519333683,0.0019066849539266435
500,0.11652983206357354,0.007464202310553927,0.0007685422675879897,0.10289161070813928,0.0023557097612411796
600,0.12008888728108741,0.009072545171977642,0.0011065631163681288,0.1034837398220656,0.002794369631227122
700,0.1237343547240966,0.010720940489185548,0.0015060885711058853,0.10408023519125877,0.0032229927062677223
800,0.127466970946071,0.012410028030148876,0.001967202452412725,0.10468098312691577,0.0036418968811763033
900,0.13128739385323462,0.014140432209431675,0.0024900140691078952,0.10528586352850838,0.004051390006039537
1000,0.13519619448265371,0.015912759120085267,0.003074656046510596,0.10589474973234445,0.004451770298995806
1100,0.13919385454117644,0.017727595582526207,0.003721283605813462,0.10650750847980422,0.004843326468107924
1200,0.14328075777414231,0.01958550572320483,0.004430072085677216,0.10712399977487108,0.005226338155929393
1300,0.14745719464748974,0.021487032737043953,0.005201218215172081,0.10774407697267396,0.005601075693648301
1400,0.1517233410803807,0.023432690508601563,0.006034933795062106,0.10836758655697704,0.005967801031601742
1500,0.15607927081138423,0.025422968307788407,0.006931449263710119,0.10899436826948626,0.006326767220620036
1600,0.16052493396714448,0.027458321814500773,0.007891006927373963,0.10962425491636883,0.006678219379328946
1700,0.16506016275351018,0.02953917540638635,0.008913862645145754,0.11025707243950726,0.007022394419813789
1800,0.16968466280415492,0.03166591769441258,0.010000282388746092,0.11089263990677582,0.007359521452397535
1900,0.17439801371533098,0.033838900740598137,0.011150541188686004,0.11153076968704576,0.007689821752754904
2000,0.1791996613760352,0.0360584370757964,0.012364921106296969,0.11217126731656882,0.008013509113600516
2100,0.18408890708029357,0.03832479642212203,0.013643709211170621,0.11281393121753112,0.0083307903415585
2200,0.18906491330343808,0.04063820463892821,0.014987195569994262,0.11345855321650314,0.00864186505014783
2300,0.19412672331410138,0.04299884370608026,0.01639567016836939,0.11410491983564951,0.008946924963694891
2400,0.19927319186801223,0.045406842888723736,0.01786942389318196,0.11475280889694185,0.009246156608187183
2500,0.20450302560669462,0.04786228086658527,0.019408744614982622,0.11540199189809736,0.009539739813836845
2600,0.20981483138663112,0.05036518748365687,0.02101391108895568,0.11605223676696313,0.00982784618962848
2700,0.21520702411531223,0.052915534175308795,0.022685197369402693,0.11670330331433466,0.01011064232426835
2800,0.22067784467225163,0.055513233427492224,0.024422869235891185,0.11735494441329805,0.010388289246169266
2900,0.22622539955010162,0.05815814029715939,0.02622717875737793,0.11800690824063086,0.010660941509075358
3000,0.23184769021661383,0.060850053344307056,0.028098359341088043,0.11865893992155754,0.010928746959253598
3100,0.23754248439441114,0.06358870051524644,0.03003663438155263,0.11931077545607777,0.011191849166197984
3200,0.24330741309826065,0.06637374634441726,0.032042206664043345,0.11996214670992755,0.011450385824615052
3300,0.2491400223114201,0.06920479902139033,0.034115253646978864,0.12061278349685832,0.011704488373294858
3400,0.2550376531617426,0.07208139093563377,0.03625593235610251,0.12126240896188263,0.011954283660312084
3500,0.2609974932271731,0.07500298435522758,0.038464374042203826,0.1219107418689799,0.012199893435622512
3600,0.26701661233291785,0.0779689768716802,0.04074068100379642,0.12255749804388172,0.0124414343083153
3700,0.2730919829535749,0.08097870466869891,0.04308492438216297,0.12320239118660115,0.012679017910457028
3800,0.27922037319558574,0.08403141686942943,0.045497143398977195,0.12384512963783549,0.012912751341333855
3900,0.2853984382772064,0.08712629402215524,0.047977341791984415,0.12448541954679547,0.013142737054846865
4000,0.29162278972378947,0.0902624672762846,0.050525488366759706,0.12512296703691633,0.013369072877335814
4100,0.29788984927329054,0.09343897483045331,0.053141510584350925,0.12575747417445748,0.013591852450654673
4200,0.3041959359142224,0.0966547847242267,0.05582529462426457,0.12638864172729364,0.013811165195708856
4300,0.31053729866537755,0.09990880411469394,0.05857668522724557,0.1270161703159986,0.014027096353028116
4400,0.31691013022553216,0.10319988197242314,0.06139548424699455,0.1276397610239192,0.014239727083097996
4500,0.3233104715600726,0.10652677455206506,0.0642814420364008,0.12825911291872055,0.014449134902143472
4600,0.3297343072615227,0.10988817551375056,0.06723426105754399,0.12887392598300818,0.014655393539469094
4700,0.336177642070462,0.11328274713241138,0.07025360326549285,0.1294839033028733,0.014858572740127184
4800,0.34263634120892106,0.11670905087234303,0.07333906863108627,0.13008874713273302,0.015058739091833882
4900,0.3491062470000333,0.12016559345584131,0.0764902059408463,0.13068816218546214,0.015255955687048234
5000,0.35558319437069585,0.12365083514139698,0.07970651484440089,0.13128185612774193,0.015450282222535593
