miliseconds,G6P_F6P,FBP,DHAP_G3P
0,3.71779510583135,0.0006352655967678804,0.00262649123153604
100,3.720169042636384,0.0006370411149628408,0.002634064541897743
200,3.721883518693118,0.0006387923769729923,0.002637304807470412
300,3.7226219362829447,0.0006400888836321754,0.002640829048540978
400,3.723966206476635,0.0006405410931051473,0.0026463745499551413
500,3.725457150023972,0.0006423051753437857,0.0026532564110012115
600,3.727102089152523,0.0006428222325385737,0.0026562640491937344
700,3.730369592877816,0.0006454022643230891,0.0026580527990914113
800,3.7320975799198473,0.0006449834517119751,0.002661990597200275
900,3.7324070768516213,0.0006468628948951196,0.0026701290382309694
1000,3.734144423346355,0.0006484302435913106,0.002676085527468215
1100,3.7359518109671255,0.0006492285335428857,0.0026781067544975052
1200,3.7370631295722947,0.0006505035902816935,0.002683407756210376
1300,3.7406418573596665,0.0006525900381076722,0.0026887743938152618
1400,3.741408040872404,0.0006523517381171608,0.0026926895910282505
1500,3.7424185779190022,0.0006535802501242402,0.0026940807378840483
1600,3.7460116292703813,0.0006551424147545051,0.0026988012025910323
1700,3.7465104832197427,0.0006557085306854011,0.002704611438085234
1800,3.7481265853033245,0.0006580492838906646,0.0027108601788845585
1900,3.7493943971254193,0.0006598674499072683,0.0027178947774852023
2000,3.7512603788631003,0.0006594142302899323,0.002720399213519398
2100,3.753753115618828,0.0006622615361407964,0.0027245722672232333
2200,3.754157679797781,0.0006628277630822294,0.0027254583629625043
2300,3.756758474103657,0.0006638322354712838,0.0027357159560093603
2400,3.7577862885666646,0.000665356809851798,0.002739912586330848
2500,3.7594525084002095,0.0006659520004099975,0.0027408958408440664
2600,3.7614978414962486,0.0006684211541206986,0.0027446293648780177
2700,3.7631997418496668,0.0006687880379204769,0.0027487583270200573
2800,3.764195973461698,0.0006704969691147869,0.002756034232101225
2900,3.7678135881634343,0.0006720208150209837,0.0027595422383281227
3000,3.7676879198950974,0.0006730563374236402,0.0027641586802830535
3100,3.769211622516552,0.0006733539928334116,0.00277181515206339
3200,3.770735976477282,0.0006745996638001408,0.0027765752876445083
3300,3.7731234456326215,0.000676247836976978,0.0027765976215064145
3400,3.7742023734365806,0.0006782450548760065,0.0027802601186547853
3500,3.7778086468083734,0.0006782962556214577,0.002786989204126749
3600,3.777543424103165,0.0006790356787100271,0.0027891871764373108
3700,3.780004719027585,0.0006810855976703989,0.002797866137908127
3800,3.782290006306656,0.0006825756415696658,0.0027979834644975164
3900,3.783660399549699,0.0006839690245381054,0.002805308069505941
4000,3.785249572325861,0.000684839941867088,0.0028106291327858017
4100,3.7870358544454596,0.0006863115076109521,0.002817291309444239
4200,3.787184679937572,0.0006865924636413768,0.0028209165798929957
4300,3.7888822696635356,0.0006891513671580275,0.0028268008028727682
4400,3.7924512557414127,0.0006899659694851415,0.002827621114405751
4500,3.79212868320771,0.0006918486311425754,0.0028307210035061247
4600,3.7952021776200766,0.0006924395225685328,0.0028393539644596157
4700,3.7966440821580405,0.0006944046695133772,0.002842176237608315
4800,3.7991209297650697,0.0006942280953898156,0.0028481886770086126
4900,3.7983709584871583,0.0006965879044422618,0.0028524386355807782
5000,3.801105320845201,0.0006976528553059533,0.002856068821752731
