miliseconds,G6P_F6P,FBP,DHAP_G3P
0,3.717271283025154,0.0006354847552699123,0.0026302635167941247
100,3.719508153702927,0.00063815677036831,0.0026363099530565524
200,3.720444476528223,0.0006389128999814588,0.0026391035073583882
300,3.72192149454059,0.0006400564698261114,0.0026419776267153578
400,3.72472773868098,0.000640987110412555,0.0026450806552784844
500,3.7258815616124035,0.0006427263904479521,0.0026497151983087006
600,3.727160420302713,0.0006439549566721522,0.0026586661640291263
700,3.7281741875481065,0.0006436599529827078,0.002663720523144896
800,3.7309359430691402,0.0006457156357711003,0.0026635323575246606
900,3.732722085821655,0.0006461773297973403,0.0026704271022512066
1000,3.734691016567042,0.0006481637089037461,0.0026760602147529013
1100,3.737485384674466,0.0006489442930886243,0.0026755311805947545
1200,3.737701942597306,0.0006500866729760425,0.0026802490701975
1300,3.7398236840818244,0.0006512303876064285,0.0026887084242353987
1400,3.7416083731690586,0.0006533989269218141,0.002690896603750736
1500,3.74253609102938,0.0006535929903564872,0.0026984275517138575
1600,3.745526334435812,0.0006545011182548349,0.002698567058569775
1700,3.747758235247117,0.0006574364701006242,0.0027055244133057394
1800,3.748514117888358,0.0006580633922338559,0.0027105140806905816
1900,3.7508546216146526,0.0006584897727473498,0.002712211243371745
2000,3.750827696830234,0.0006605339866525309,0.002721651823548899
2100,3.75413067608931,0.000661519154157969,0.002725057648938017
2200,3.7545238318652165,0.000663264009843947,0.002730869783742928
2300,3.756120273610137,0.0006642376943885331,0.0027339217532788866
2400,3.7593196414039642,0.0006644395584570538,0.002738884109609145
2500,3.759052158655929,0.0006671094776940008,0.0027450835969956323
2600,3.762770364469043,0.0006680107203713382,0.002749555737350633
2700,3.764358152058771,0.0006692533196390177,0.0027511823945511648
2800,3.765167468716542,0.0006691576662739073,0.002752274747451112
2900,3.7670333892004355,0.000670691426785306,0.0027624148157472366
3000,3.769475423245759,0.000673161675918909,0.0027671510762689775
3100,3.770131638986935,0.0006739648906085333,0.002766479226223315
3200,3.7716228124963482,0.0006749150046544851,0.0027762869687917723
3300,3.7733449365228475,0.0006754178995540962,0.0027763579540442626
3400,3.7737879142962436,0.0006782001795577842,0.00278179386315807
3500,3.7771273583588814,0.0006791992243309167,0.00278532607928062
3600,3.777244505048417,0.0006794005020543957,0.002792225869688917
3700,3.7809605987392545,0.0006807887990248084,0.002793807064844534
3800,3.7807968639713567,0.0006818561352681255,0.002801783625858337
3900,3.7825325997492807,0.0006827783728925658,0.002808766302009863
4000,3.785519949031028,0.000685036294260193,0.0028128360973750355
4100,3.78743925025215,0.0006853465990433954,0.0028170531061786812
4200,3.7881393145319153,0.0006875914154398181,0.0028195753730362056
4300,3.7886163949818257,0.0006893208917452697,0.002825384270854822
4400,3.7909593557996963,0.000690271586436354,0.002829889974223635
4500,3.7930916570465674,0.0006915495720167828,0.002833789159680498
4600,3.7953473107671383,0.0006928507246615547,0.0028382813335298017
4700,3.7967851138874575,0.0006939340392185709,0.0028448481395829863
4800,3.7971750501313926,0.0006950597907114985,0.0028471897267831467
4900,3.800765065731393,0.0006958833445178876,0.002851025854658262
5000,3.800453074423999,0.0006966727981060124,0.002859314153421896
