milliseconds,G6P_F6P,FBP,DHAP_G3P
0,3.7178287970712485,0.0006356370571280594,0.0026264393732204454
100,3.7181009360081667,0.0006365758373603362,0.0026352870570467758
200,3.721232556758284,0.0006377564263040481,0.0026368969982247634
300,3.722330767451579,0.0006390871368561404,0.00264540541320767
400,3.7249247093130378,0.0006413900717045369,0.0026465266527405207
500,3.7266129394265417,0.0006425670357959986,0.002654505532659952
600,3.7285272153023468,0.0006428725163472815,0.0026585665692590572
700,3.7290921715786323,0.0006451963447476073,0.0026576809546978246
800,3.730545069849022,0.0006455366299473794,0.0026655845742229404
900,3.733889143662581,0.0006473073702289291,0.0026670151666084363
1000,3.7343323971298408,0.0006485663019347524,0.002675016130704801
1100,3.736655549214013,0.000650020868934795,0.0026819990218362615
1200,3.737604561447826,0.0006502376615980099,0.0026842100185714276
1300,3.740879556809514,0.0006520635970810592,0.002689472722308814
1400,3.742369351953331,0.0006535124523753468,0.002693224939459263
1500,3.7440939755045424,0.0006548750924453451,0.0026954035257630285
1600,3.7460399849106136,0.0006557044816133528,0.002698576623598902
1700,3.7466826955003256,0.0006558639285447907,0.0027085707442350065
1800,3.747677575960812,0.0006574302535176917,0.002710100967103662
1900,3.7502837240108056,0.0006598630034770243,0.0027176154398158847
2000,3.7516979689248955,0.0006599817094495679,0.0027173100262978785
2100,3.7532252764568153,0.000662074477423078,0.002722522052137095
2200,3.755769097159838,0.0006633879089039136,0.0027282037489143084
2300,3.756364752766633,0.0006639412487582147,0.0027298425439031006
2400,3.75848962374766,0.0006642992508118116,0.0027378168064868596
2500,3.760290489222355,0.0006654635912580079,0.00274260320354903
2600,3.761506509963275,0.0006682682780396091,0.0027482592955692725
2700,3.7640581666864787,0.0006694792622496608,0.002749727167992541
2800,3.766236199252587,0.0006699576877030124,0.0027528206308584375
2900,3.7657548063093276,0.0006721156639740781,0.00276263698408443
3000,3.768940220800797,0.0006732363758747774,0.002765282242205489
3100,3.768844982515626,0.0006734686320465317,0.0027665727535969575
3200,3.770924154027909,0.0006750837414442798,0.0027710781788463715
3300,3.7733435265949575,0.0006755444502274003,0.002777244539904269
3400,3.7761126155016584,0.0006780934913041113,0.0027837404469436304
3500,3.7776079337812547,0.0006787196643859791,0.0027848037599614256
3600,3.779087855258354,0.0006790464386530675,0.002793687871112177
3700,3.7811475775720687,0.0006817115555583973,0.0027965080243889952
3800,3.7815951959010348,0.0006826803114157782,0.002801167297706778
3900,3.7839854425909327,0.0006831519178072443,0.002807655622410527
4000,3.7838403322955716,0.0006857982831057975,0.002808836667410125
4100,3.786073756838775,0.000686745003097341,0.0028143883192359173
4200,3.788714166772871,0.0006879491938186953,0.002815950839753048
4300,3.7898414354014274,0.0006879239744559754,0.002823697927019309
4400,3.791011606013439,0.0006905108911592667,0.0028267648991606104
4500,3.79419900599321,0.0006919687747963032,0.0028307991573091654
4600,3.7940138655681035,0.0006918413254589729,0.0028373014715919217
4700,3.796612828553855,0.0006934301562496007,0.0028409451057492996
4800,3.7979716487437716,0.0006955338148489065,0.0028495907405636863
4900,3.799048543500582,0.0006960202084409897,0.0028489737863237
5000,3.8015070557743558,0.0006977660647411207,0.002853281201925535
